MPHK,2,2021-03-24,2021-11-22,2021-06-16,OUT,SINGHUAT-C,8000,126286300,BXW-01-10-27,3000,USD,13.5,7.753,313996.5,0,1201,MPTW,OUT,K&S,1100,
MPHK,2,2021-03-31,2021-11-22,2021-07-08,OUT,SINGHUAT-C,8000,126286300,BXW-01-10-27,2000,USD,13.5,7.753,209331,0,1201,MPTW,OUT,K&S,1100,
MPHK,2,2021-05-24,2021-11-22,2021-08-31,OUT,SINGHUAT-C,8000,126286300,BXW-01-10-27,2000,USD,13.9,7.753,215533.4,0,1201,MPTW,OUT,K&S,1100,
MPHK,2,2021-07-15,2021-11-22,2021-10-26,OUT,ELEMATEC-C,8000,125857300,CPG-030-T001A (HUB)(DWG: GT-KCP-G468-A),20000,USD,1.33,7.753,206229.8,0,2901,MPTJ,OUT,,,
MPHK,2,2021-07-15,2021-11-22,2021-10-26,OUT,ELEMATEC-C,8000,125857600,CPG-030-T001B (SLIDER)(DWG: GT-KCP-G473),10000,USD,0.82,7.753,63574.6,0,2901,MPTJ,OUT,,,
MPHK,2,2021-07-19,2021-11-22,2021-11-02,OUT,ELEMATEC-C,8000,125857600,CPG-030-T001B (SLIDER)(DWG: GT-KCP-G473),10000,USD,0.82,7.753,63574.6,0,2901,MPTJ,OUT,,,
MPHK,2,2021-07-19,2021-11-22,2021-10-15,OUT,SINGHUAT-C,8000,126286300,BXW-01-10-27,4000,USD,13.9,7.753,431066.8,0,1201,MPTW,OUT,K&S,1100,
MPHK,2,2021-07-30,2021-11-22,2021-10-22,OUT,ELEMATEC-C,8000,126454900,BXW-01-10MP-45V,50,USD,22.3,7.753,8644.6,0,1201,MPTW,OUT,,,
MPHK,2,2021-08-05,2021-11-22,2021-11-09,OUT,ELEMATEC-C,8000,125857300,CPG-030-T001A (HUB)(DWG: GT-KCP-G468-A),20000,USD,1.33,7.753,206229.8,0,2901,MPTJ,OUT,,,
MPHK,2,2021-08-05,2021-11-22,2021-11-19,OUT,ELEMATEC-C,8000,125857300,CPG-030-T001A (HUB)(DWG: GT-KCP-G468-A),20000,USD,1.33,7.753,206229.8,0,2901,MPTJ,OUT,,,
MPHK,2,2021-08-05,2021-11-22,2021-11-26,OUT,ELEMATEC-C,8000,125857300,CPG-030-T001A (HUB)(DWG: GT-KCP-G468-A),20000,USD,1.33,7.753,206229.8,0,2901,MPTJ,OUT,,,
MPHK,2,2021-08-05,2021-11-22,2021-11-09,OUT,ELEMATEC-C,8000,125857600,CPG-030-T001B (SLIDER)(DWG: GT-KCP-G473),10000,USD,0.82,7.753,63574.6,0,2901,MPTJ,OUT,,,
MPHK,2,2021-08-05,2021-11-22,2021-11-19,OUT,ELEMATEC-C,8000,125857600,CPG-030-T001B (SLIDER)(DWG: GT-KCP-G473),10000,USD,0.82,7.753,63574.6,0,2901,MPTJ,OUT,,,
MPHK,2,2021-08-05,2021-11-22,2021-11-26,OUT,ELEMATEC-C,8000,125857600,CPG-030-T001B (SLIDER)(DWG: GT-KCP-G473),10000,USD,0.82,7.753,63574.6,0,2901,MPTJ,OUT,,,
MPHK,2,2021-08-06,2021-11-22,2021-11-02,OUT,ELEMATEC-C,8000,126455600,BXW-03-10MP-90V,60,USD,24.9,7.753,11582.98,0,1201,MPTW,OUT,,,
MPHK,2,2021-08-10,2021-11-22,2021-09-28,OUT,SINGHUAT-C,8000,128747800,BXR-025-10LE-032,400,USD,42.1,7.753,130560.52,0,1201,MPJP,IN,AEM_SG,1100,
MPHK,2,2021-08-13,2021-11-22,2021-11-05,OUT,ELEMATEC-C,8000,126455500,BXW-03-10MP-45V,60,USD,23.9,7.753,11117.8,0,1201,MPTW,OUT,,,
