MPHK,3,2021-11-24,2021-11-18,,OUT,ELEMATEC-C,8000,126382200,BEM-4T-A-5,300,USD,2.13,7.753,4954.17,3360,1901,MPJP,IN,,,
MPHK,3,2021-11-24,2021-11-18,,OUT,ELEMATEC-C,8000,126382200,BEM-4T-A-5,300,USD,2.13,7.753,4954.17,3360,1901,MPJP,IN,,,
MPHK,3,2021-11-24,2021-11-18,,OUT,ELEMATEC-C,8000,126382200,BEM-4T-A-5,300,USD,2.13,7.753,4954.17,3360,1901,MPJP,IN,,,
MPHK,3,2021-11-24,2021-11-18,,OUT,ELEMATEC-C,8000,125857300,CPG-030-T001A (HUB)(DWG: GT-KCP-G468-A),20000,USD,1.33,7.753,206229.8,82320,2901,MPTJ,OUT,,,
MPHK,3,2021-11-24,2021-11-18,,OUT,ELEMATEC-C,8000,125857600,CPG-030-T001B (SLIDER)(DWG: GT-KCP-G473),10000,USD,0.82,7.753,63574.6,29640,2901,MPTJ,OUT,,,
MPHK,3,2021-11-24,2021-11-18,,OUT,ELEMATEC-C,8000,125857600,CPG-030-T001B (SLIDER)(DWG: GT-KCP-G473),10000,USD,0.82,7.753,63574.6,29640,2901,MPTJ,OUT,,,
MPHK,3,2021-11-24,2021-11-18,,OUT,ELEMATEC-C,8000,125857300,CPG-030-T001A (HUB)(DWG: GT-KCP-G468-A),20000,USD,1.33,7.753,206229.8,82320,2901,MPTJ,OUT,,,
MPHK,3,2021-11-24,2021-11-18,,OUT,ELEMATEC-C,8000,125857300,CPG-030-T001A (HUB)(DWG: GT-KCP-G468-A),20000,USD,1.33,7.753,206229.8,82320,2901,MPTJ,OUT,,,
MPHK,3,2021-11-24,2021-11-18,,OUT,ELEMATEC-C,8000,125857300,CPG-030-T001A (HUB)(DWG: GT-KCP-G468-A),20000,USD,1.33,7.753,206229.8,82320,2901,MPTJ,OUT,,,
MPHK,3,2021-11-24,2021-11-18,,OUT,ELEMATEC-C,8000,125857600,CPG-030-T001B (SLIDER)(DWG: GT-KCP-G473),10000,USD,0.82,7.753,63574.6,29640,2901,MPTJ,OUT,,,
MPHK,3,2021-11-24,2021-11-18,,OUT,ELEMATEC-C,8000,125857600,CPG-030-T001B (SLIDER)(DWG: GT-KCP-G473),10000,USD,0.82,7.753,63574.6,29640,2901,MPTJ,OUT,,,
MPHK,3,2021-11-24,2021-11-18,,OUT,ELEMATEC-C,8000,125857600,CPG-030-T001B (SLIDER)(DWG: GT-KCP-G473),10000,USD,0.82,7.753,63574.6,29640,2901,MPTJ,OUT,,,
MPHK,3,2021-11-24,2021-11-18,,OUT,ELEMATEC-C,8000,126455800,BXW-04-10MP-03-90V,60,USD,26.2,7.753,12187.72,9536.19,1201,MPTW,OUT,,,
MPHK,3,2021-11-24,2021-11-18,,OUT,ELEMATEC-C,8000,126455700,BXW-04-10MP-03-45V,30,USD,25.2,7.753,5861.27,4744.84,1201,MPTW,OUT,,,
MPHK,3,2021-11-24,2021-11-18,,OUT,ELEMATEC-C,8000,126456000,BXW-04-10MP-05-90V,90,USD,27.8,7.753,19398.01,14932.27,1201,MPTW,OUT,,,
MPHK,3,2021-11-24,2021-11-18,,OUT,ELEMATEC-C,8000,127147500,BXW-02-10-37,60,USD,41,7.753,19072.38,9629.23,1201,MPTW,OUT,,,
MPHK,3,2021-11-24,2021-11-18,,OUT,ELEMATEC-C,8000,127147500,BXW-02-10-37,10,USD,41,7.753,3178.73,1604.87,1201,MPTW,OUT,,,
