MPTW,3,OUT,Centaflex,ACE PILLER,A0030,210100,UT92673678,2021-11-30,SA21B30001,聯軸器,104320800,CENTA FLEX Coupling,Chengxing Enterprise Co. Ltd.,CF-X-016-OB,Goods,2,PCS,40,002,2192,110,2302,79,匯率:27.745,1142,1050,1050,0,0,0,X0586,MIKI PULLEY CO.LTD,52.09854015,2021-09-15,8000,Trading company,,
MPTW,3,OUT,Centaflex,ACE PILLER,A0030,210100,UT92673678,2021-11-30,SA21B30001,聯軸器,104378700,CENTA FLEX Coupling,Yongjing Trading Co. Ltd.,CF-A-050-O0-1360,Goods,10,PCS,40,002,10959,548,11507,395,USD 21608.50,4396,6563,6563,0,0,0,X0593,MIKI PULLEY CO.LTD,40.11314901,2021-06-04,8000,Trading company,,
MPTW,3,OUT,StepFlex,ACE PILLER,A0030,270100,UT92673678,2021-11-30,SA21B30001,聯軸器,127308700,Couplings,TA LIANG TECHNOLOGY CO. LTD.,STF-034SA1-12B-14B,Goods,190,PCS,34,002,176597,8830,185427,6365,,24754,151843,151843,0,0,0,X0124,MIKI PULLEY CO.LTD,14.01722566,2021-07-15,8000,Trading company,1100,Semiconductor making equipment
MPTW,3,OUT,Centaflex,ACE PILLER,A0030,210100,UT92673678,2021-11-30,SA21B30001,聯軸器,104327800,CENTA FLEX Coupling,Yongjing Trading Co. Ltd.,CF-A-025-O0-1360,Goods,30,PCS,31,002,25720,1286,27006,927,,11120.087,14599.913,14599.913,0,0,0,X0593,MIKI PULLEY CO.LTD,43.23517496,2021-08-03,8000,Trading company,,
MPTW,3,OUT,Centaflex,ACE PILLER,A0030,210100,UT92673678,2021-11-30,SA21B30001,聯軸器,104314000,CENTA FLEX Coupling,Formosa Kuang Yung Enterprises Co. Ltd.,CF-A-016-O0-1360,Goods,30,PCS,24,002,19560,978,20538,705,,11337.071,8222.929,8222.929,0,0,0,X1161,MIKI PULLEY CO.LTD,57.96048569,2021-08-03,8000,Trading company,,
MPTW,3,OUT,Centaflex,ACE PILLER,A0030,210100,UT92673678,2021-11-30,SA21B30001,聯軸器,104298200,CENTA FLEX Coupling,Cymtek Solutions Inc.,CF-X-008-OB,Goods,25,PCS,28,002,19630,981,20611,708,,8956.582,10673.418,10673.418,0,0,0,X1217,MIKI PULLEY CO.LTD,45.62700968,2021-08-10,8000,Trading company,,
MPTW,3,OUT,Rosta,ACE PILLER,A0030,250300,UT92673678,2021-11-30,SA21B30001,拉緊器,105655300,ROSTA Tensioner,DYNA COMPRESSOR CO. LTD.,SE-18,Goods,50,PCS,23,002,31213,1561,32774,1125,,7122.098,24090.902,24090.902,0,0,0,X1025,MIKI PULLEY CO.LTD,22.81772979,2021-08-16,8000,Trading company,,
MPTW,3,OUT,Centaflex,ACE PILLER,A0030,210100,UT92673678,2021-11-30,SA21B30001,聯軸器,104306300,CENTA FLEX Coupling,Taiwan Supercritical Technology Co. Ltd.,CF-A-016-OB-1360,Goods,6,PCS,30,002,5027,251,5278,181,,2703,2324,2324,0,0,0,X1224,MIKI PULLEY CO.LTD,53.76964392,2021-08-16,8000,Trading company,,
MPTW,3,OUT,Servoflex SFS/SFF/SFM/SFH,ACE PILLER,A0030,230200,UT92673678,2021-11-30,SA21B30001,聯軸器,130234600,Couplings,YU SHINE PRECISION MACHINE CO. LTD.,SFF-140SS-76K-80K-1000N,Goods,5,PCS,137,002,18991,950,19941,685,,7807,11184,11184,0,0,0,X0077,MIKI PULLEY CO.LTD,41.10894634,2021-08-16,8000,Trading company,1000,Machine tool
MPTW,3,OUT,Servo Rigid,ACE PILLER,A0030,230300,UT92673678,2021-11-30,SA21B30001,聯軸器,126747600,Couplings,KURAKI TAIWAN CO. LTD.,SRG-080BS-T013,Goods,30,PCS,48,002,40286,2014,42300,1452,,17277,23009,23009,0,0,0,X0081,MIKI PULLEY CO.LTD,42.88586606,2021-08-18,8000,Trading company,1000,Machine tool
MPTW,3,OUT,STD CB,ACE PILLER,A0030,130100,UT92673678,2021-11-30,SA21B30001,勵磁型離合器,123666800,Clutch,SAN YANG GEAR MACHINERY CO. LTD.,101-16-13HG 24V 30JIS,Goods,5,PCS,132,002,18339,917,19256,661,,7363,10976,10976,0,0,0,X1114,MIKI PULLEY CO.LTD,40.14940836,2021-08-26,8000,Trading company,,
MPTW,3,OUT,Index Handle,ACE PILLER,A0030,310700,UT92673678,2021-11-30,SA21B30001,指示手柄,127645900,Indicating handle,ZITAI PRECISION MACHINERY CO. LTD.,SD-53B-B1783,Goods,50,PCS,14,002,19560,978,20538,705,,6527,13033,13033,0,0,0,X0103,MIKI PULLEY CO.LTD,33.36912065,2021-08-31,8000,Trading company,1000,Machine tool
MPTW,3,OUT,Centaflex,ACE PILLER,A0030,210100,UT92673678,2021-11-30,SA21B30001,聯軸器,104408600,CENTA FLEX Coupling,,CF-A-140-OB-1360,Goods,2,PCS,119,002,6581,329,6910,237,,3285,3296,3296,0,0,0,,MIKI PULLEY CO.LTD,49.91642608,2021-09-03,8000,Trading company,,
