MPTW,3,OUT,Servoflex SFS/SFF/SFM/SFH,ACE PILLER,A0030,230200,UT92673678,2021-11-30,SA21B30001,聯軸器,130290900,Couplings,WELE MECHATRONIC CO. LTD,SFF-140SS-45KK-48KK-800N,Goods,3,PCS,125,002,10363,518,10881,374,,4021.75,6341.25,6341.25,0,0,0,X0054,MIKI PULLEY CO.LTD,38.80874264,2021-09-07,8000,Trading company,1000,Machine tool
MPTW,3,OUT,CB Unit,ACE PILLER,A0030,130200,UT92673678,2021-11-30,SA21B30001,離合器/?車器組件,103606600,CB UNITS,台灣佳美工股?有限公司,121-12-20-AT-20,Goods,1,PCS,533,002,14774,739,15513,533,,5490,9284,9284,0,0,0,P0061,MIKI PULLEY CO.LTD,37.15987546,2021-09-07,8000,Trading company,,
MPTW,3,OUT,Index Handle,ACE PILLER,A0030,310700,UT92673678,2021-11-30,SA21B30001,指示手柄,033029300,Indicating handle,Tuocheng,SD-75B-64R,Goods,20,PCS,17,002,9489,474,9963,342,,3214,6275,6275,0,0,0,X0635,MIKI PULLEY CO.LTD,33.87079777,2021-09-13,8000,Trading company,,
MPTW,3,OUT,STD CB,ACE PILLER,A0030,130100,UT92673678,2021-11-30,SA21B30001,勵磁型離合器,123671100,Clutch,?陽實業有限公司,CS-16-33HG 24V 30JIS,Goods,12,PCS,190,002,63292,3165,66457,2281,,22155,41137,41137,0,0,0,A0046,MIKI PULLEY CO.LTD,35.00442394,2021-09-13,8000,Trading company,,
MPTW,3,OUT,Index Handle,ACE PILLER,A0030,310700,UT92673678,2021-11-30,SA21B30001,指示手柄,033215900,Indicating handle,CHIEN YUTSAI ENTERPRISE LTD.,SD-53B-66-12-16R,Goods,20,PCS,31,002,17313,866,18179,624,,6484,10829,10829,0,0,0,X0589,MIKI PULLEY CO.LTD,37.45162595,2021-09-14,8000,Trading company,,
MPTW,3,OUT,Rosta,ACE PILLER,A0030,250300,UT92673678,2021-11-30,SA21B30001,拉緊器,105655200,ROSTA Tensioner,YUNG NIEN FA MACHINE INDUSTRY CO. LTD,SE-15,Goods,65,PCS,21,002,37151,1858,39009,1339,,11560.406,25590.594,25590.594,0,0,0,X0073,MIKI PULLEY CO.LTD,31.11734812,2021-09-30,8000,Trading company,1000,Machine tool
MPTW,3,OUT,Posi-Lock,ACE PILLER,A0030,260200,UT92673678,2021-11-30,SA21B30001,機械式軸鎖止,123141500,POSI-LOCK,TAIWAN STRAIN LTD. CO.,PSL-D-14,Goods,3,PCS,44,002,3646,182,3828,131,,1792,1854,1854,0,0,0,X0249,MIKI PULLEY CO.LTD,49.14975315,2021-10-14,8000,Trading company,9000,The others
MPTW,3,OUT,Index Handle,ACE PILLER,A0030,310700,UT92673678,2021-11-30,SA21B30001,指示手柄,033082800,Indicating handle,hsinyin,SD-75B-40L,Goods,1,PCS,17,002,474,24,498,17,,160,314,314,0,0,0,X0639,MIKI PULLEY CO.LTD,33.75527426,2021-10-14,8000,Trading company,,
MPTW,3,OUT,Index Handle,ACE PILLER,A0030,310700,UT92673678,2021-11-30,SA21B30001,指示手柄,033082600,Indicating handle,hsinyin,SD-75B-40R,Goods,1,PCS,17,002,474,24,498,17,,160,314,314,0,0,0,X0639,MIKI PULLEY CO.LTD,33.75527426,2021-10-14,8000,Trading company,,
MPTW,3,OUT,Micro CB,ACE PILLER,A0030,110100,UT92673678,2021-11-30,SA21B30001,微型勵磁型離合器,103197500,Micro Clutch,TYMI MACHINERY TECH INT'L CO. LTD.,102-05-33 24V 10,Goods,2,PCS,40,002,2203,110,2313,79,,831.544,1371.456,1371.456,0,0,0,X1239,MIKI PULLEY CO.LTD,37.74598275,2021-10-15,8000,Trading company,,
MPTW,3,OUT,Banmann,ACE PILLER,A0030,250200,UT92673678,2021-11-30,SA21B30001,聯軸器,104949200,BAUMANNFLEX Coupling,hsinyin,MM-19K,Goods,4,PCS,52,002,5771,289,6060,208,,1881.105,3889.895,3889.895,0,0,0,X0639,MIKI PULLEY CO.LTD,32.59582395,2021-10-21,8000,Trading company,,
MPTW,3,OUT,Banmann,ACE PILLER,A0030,250200,UT92673678,2021-11-30,SA21B30001,聯軸器,104949500,BAUMANNFLEX Coupling,hsinyin,MM-20K,Goods,4,PCS,64,002,7147,357,7504,258,,2084.961,5062.039,5062.039,0,0,0,X0639,MIKI PULLEY CO.LTD,29.17253393,2021-10-21,8000,Trading company,,
MPTW,3,OUT,CB Power Supply,ACE PILLER,A0030,190100,UT92673678,2021-11-30,SA21B30001,電源裝置,124720000,Power Supply,KAOTAI TECHNOLOGY CO. LTD.,BEW-4FH,Goods,5,PCS,37,002,5133,257,5390,185,,2467,2666,2666,0,0,0,X1212,,48.06156244,2021-10-13,8000,Trading company,,
MPTW,3,OUT,ETP,ACE PILLER,A0030,260100,UT92673678,2021-11-30,SA21B30001,液壓式軸鎖止,129014800,ETP-Bush,LIO SHING CO. LTD.,ETP-E-042-NH,Goods,3,PCS,100,002,8340,417,8757,301,,4068,4272,4272,0,0,0,X1090,,48.77697842,2021-10-21,8000,Trading company,,
MPTW,3,OUT,ETP,ACE PILLER,A0030,260100,UT92673678,2021-11-30,SA21B30001,液壓式軸鎖止,120959800,ETP-Bush,Cheng Mei Machinery Industrial Co. Ltd.,ETP-T-40-C,Goods,3,PCS,232,002,19302,963,20265,696,,13534,5768,5768,0,0,0,X1240,,70.11708631,2021-10-21,8000,Trading company,,
MPTW,3,IN,Micro BXW,MPJP,A0001,120101,IN21012803,2021-11-30,SB21B30001,轉子套組 (保?品),TW92614,Rotor Hub Set,,BXW-05-10 12,FG,-10,SET,112,001,-305,0,-305,-1120,IN20073002,51.433,-356.433,-246.257,-31.061,-79.115,0,,,-16.86327869,0000-00-00,,,,
MPTW,3,IN,Micro BXW,MPJP,A0001,120101,IN21012803,2021-11-30,SB21B30001,?車器 (保?品),TW90099,Brakes,,BXW-05-10H-24V,FG,-10,PCS,1489,001,-4058,0,-4058,-14890,IN21012803,496.82,-4554.82,-2929.379,-316.43,-968.386,-340.625,,,-12.24297684,0000-00-00,,,,
