MPTW,3,IN,Reduction Gear,MPJP,310200,IN21112501,2021-11-23,0000-00-00,減速機,TW91841,Reducer,AXF-60-20L-N,Goods,,2,0,13175,1,6374,0,6374,26350,34299,-220,-3.45152181,6594,6594,0,0,0,2021/10/18,,0,0000-00-00,,,,
MPTW,3,IN,Reduction Gear,MPJP,310200,IN21112501,2021-11-23,0000-00-00,減速機,TW91101,Reducer,AXF-60-20R-N,Goods,,2,0,13175,1,6374,0,6374,26350,34299,-220,-3.45152181,6594,6594,0,0,0,2021/10/18,,0,0000-00-00,,,,
MPTW,3,IN,Reduction Gear,MPJP,310200,IN21112501,2021-11-23,0000-00-00,減速機,TW91577,Reducer,AXF-80-20L-N,Goods,,1,0,22905,1,5541,0,5541,22905,34299,-191,-3.44703122,5732,5732,0,0,0,2021/10/18,,0,0000-00-00,,,,
MPTW,3,IN,Reduction Gear,MPJP,310200,IN21112501,2021-11-23,0000-00-00,減速機,TW90949,Reducer,NHN-50-30L INPUT SHAFT-BALL TYPE,Goods,,2,0,11624,1,5624,0,5624,23248,34299,-194,-3.44950213,5818,5818,0,0,0,2021/10/18,,0,0000-00-00,,,,
MPTW,3,IN,Reduction Gear,MPJP,310200,IN21112501,2021-11-23,0000-00-00,減速機,TW91029,Reducer,NHN-60-50L INPUT TAPPER ROLLER TYPE,Goods,,3,0,15069,1,10936,0,10936,45207,34299,-377,-3.44732992,11313,11313,0,0,0,2021/10/18,,0,0000-00-00,,,,
MPTW,3,IN,Reduction Gear,MPJP,310200,IN21112501,2021-11-23,0000-00-00,減速機,TW90946,Reducer,NHN-60-60L INPUT TAPPER ROLLER TYPE,Goods,,3,0,15069,1,10936,0,10936,45207,34299,-377,-3.44732992,11313,11313,0,0,0,2021/10/18,,0,0000-00-00,,,,
MPTW,3,IN,Reduction Gear,MPJP,310200,IN21112501,2021-11-23,0000-00-00,減速機,TW91030,Reducer,NHN-70-10L INPUT TAPPER ROLLER TYPE,Goods,,1,0,20879,1,5051,0,5051,20879,34299,-174,-3.4448624,5225,5225,0,0,0,2021/10/18,,0,0000-00-00,,,,
MPTW,3,IN,Reduction Gear,MPJP,310200,IN21112501,2021-11-23,0000-00-00,減速機,TW90954,Reducer,NHN-70-60L INPUT TAPPER ROLLER TYPE,Goods,,2,0,20879,1,10101,0,10101,41758,34299,-349,-3.45510346,10450,10450,0,0,0,2021/10/18,,0,0000-00-00,,,,
MPTW,3,IN,Reduction Gear,MPJP,310200,IN21112501,2021-11-23,0000-00-00,減速機,TW90955,Reducer,NHN-80-20L INPUT TAPPER ROLLER TYPE,Goods,,1,0,26861,1,6498,0,6498,26861,34299,-224,-3.44721453,6722,6722,0,0,0,2021/10/18,,0,0000-00-00,,,,
MPTW,3,IN,Reduction Gear,MPJP,310200,IN21112501,2021-11-23,0000-00-00,減速機,TW91106,Reducer,NHN-80-30L INPUT TAPPER ROLLER TYPE,Goods,,2,0,26861,1,12995,0,12995,53722,34299,-449,-3.45517507,13444,13444,0,0,0,2021/10/18,,0,0000-00-00,,,,
MPTW,3,IN,Reduction Gear,MPJP,310200,IN21112501,2021-11-23,0000-00-00,減速機,TW91268,Reducer,NHN-80-50L INPUT TAPPER ROLLER TYPE,Goods,,1,0,26861,1,6498,0,6498,26861,34299,-224,-3.44721453,6722,6722,0,0,0,2021/10/18,,0,0000-00-00,,,,
MPTW,3,IN,Reduction Gear,MPJP,310200,IN21112501,2021-11-23,0000-00-00,減速機,TW91101,Reducer,AXF-60-20R-N,Goods,,3,0,13175,1,9561,0,9561,39525,34310,-330,-3.45152181,9891,9891,0,0,0,2021/10/21,,0,0000-00-00,,,,
