MPHK,3,2021-12-14,2021-12-10,,OUT,SANKYO-C,0100,126959200,ROTOR HUB SET BXW-03-10-45,300,USD,3.4,7.753,7908.06,2079,1201,MPJP,IN,,,
MPHK,3,2021-12-14,2021-12-10,,OUT,SANKYO-C,0100,126970400,BXW-03-10-43,300,USD,23,7.753,53495.7,30933,1201,MPJP,IN,,,
MPHK,3,2021-12-14,2021-12-10,,OUT,SANKYO-C,0100,126959200,ROTOR HUB SET BXW-03-10-45,300,USD,3.4,7.753,7908.06,2079,1201,MPJP,IN,,,
MPHK,3,2021-12-14,2021-12-13,,OUT,SINGHUAT-C,8000,121482800,COUPLING: SFC-040SA2-10B-14B,200,USD,13,7.753,20157.8,6915.68,2301,MPINDIA,OUT,AEM_SG,1100,
MPHK,3,2021-12-14,2021-12-13,,OUT,SINGHUAT-C,8000,121865600,COUPLING: SFC-040SA2-6.35B-10B,400,USD,14.3,7.753,44347.16,13831.35,2301,MPINDIA,OUT,AEM_SG,1100,
MPHK,3,2021-12-14,2021-12-13,,OUT,SINGHUAT-C,8000,123653000,COUPLING: SFC-080SA2-22B-26B,20,USD,38.5,7.753,5969.81,2756.97,2301,MPINDIA,OUT,,,
MPHK,3,2021-12-14,2021-12-13,,OUT,SINGHUAT-C,8000,121727800,COUPLING: SFC-050SA2-19B-20B,15,USD,16.2,7.753,1883.98,754.75,2301,MPINDIA,OUT,,,
MPHK,3,2021-12-14,2021-12-13,,OUT,SINGHUAT-C,8000,121276700,COUPLING: SFC-035DA2-10B-14B,15,USD,14.4,7.753,1674.65,679.16,2301,MPINDIA,OUT,,,
MPHK,3,2021-12-14,2021-12-14,,OUT,WESTERNROAD-C,8000,110089800,COUPLING: ACRM-050 3-3,120,USD,34,7.753,31632.24,11608.8,2501,MPJP,IN,,,
""""
