20.10.2021,8,2401604,Rotor 546-25-34 NF 40mm - STAN FULL WFN,90903,8,1501,15.12.2021,"191.10","187.30",30325,"Miki Pulley Co., Ltd.","1528.80","1498.40",D,98,MPEU,1
20.10.2021,1,2401604,Rotor 546-25-34 NS 40mm,90903,1,1501,15.12.2021,"137.40","134.70",30325,"Miki Pulley Co., Ltd.","137.40","134.70",D,98,MPEU,1
10.11.2021,2,2401604,Rotor 546-31-34 LF 60mm,90903,2,1501,15.12.2021,"245.50","240.60",30325,"Miki Pulley Co., Ltd.","491.00","481.20",D,98,MPEU,1
10.11.2021,2,2401604,Rotor 546-31-34 NS 50mm,90903,2,1501,15.12.2021,"235.50","230.80",30325,"Miki Pulley Co., Ltd.","471.00","461.60",D,98,MPEU,1
29.11.2021,40,2401605,Ankerteil Type4 546-12-34 NF - STAN FULL WFN,90903,40,1501,15.12.2021,"66.30","65.00",30325,"Miki Pulley Co., Ltd.","2652.00","2600.00",D,98,MPEU,1
29.11.2021,2,2401605,Ankerteil Type4 546-13-34 LS - SAW L SING,90903,2,1501,15.12.2021,"94.90","93.00",30325,"Miki Pulley Co., Ltd.","189.80","186.00",D,98,MPEU,1
29.11.2021,40,2401605,Stator 546-12-34 24V,90903,40,1501,15.12.2021,"45.40","44.50",30325,"Miki Pulley Co., Ltd.","1816.00","1780.00",D,98,MPEU,1
29.11.2021,3,2401605,Stator 546-25-34 24V,90903,3,1501,15.12.2021,"112.10","109.90",30325,"Miki Pulley Co., Ltd.","336.30","329.70",D,98,MPEU,1
29.11.2021,12,2401605,Stator 546-32-34 24V,90903,12,1501,15.12.2021,"240.30","235.50",30325,"Miki Pulley Co., Ltd.","2883.60","2826.00",D,98,MPEU,1
29.11.2021,10,2401605,Stop Ring A100X3V 32,90903,10,1501,15.12.2021,"1.80","1.75",30325,"Miki Pulley Co., Ltd.","18.00","17.50",D,98,MPEU,1
29.11.2021,50,2401605,Stop Ring SW20 12,90903,50,1501,15.12.2021,"0.16","0.16",30325,"Miki Pulley Co., Ltd.","8.00","8.00",D,98,MPEU,1
29.11.2021,30,2401605,Stop Ring SW55 23,90903,30,1501,15.12.2021,"0.50","0.50",30325,"Miki Pulley Co., Ltd.","15.00","15.00",D,98,MPEU,1
29.11.2021,7,2401605,Stop Ring SW70 25,90903,7,1501,15.12.2021,"0.50","0.50",30325,"Miki Pulley Co., Ltd.","3.50","3.50",D,98,MPEU,1
29.11.2021,7,2401605,Stop Ring SW85 31,90903,7,1501,15.12.2021,"0.50","0.50",30325,"Miki Pulley Co., Ltd.","3.50","3.50",D,98,MPEU,1
29.11.2021,5,2401605,Ankerteil Type4 546-15-34 LS - SAW L SING,90903,5,1501,15.12.2021,"96.60","94.70",30325,"Miki Pulley Co., Ltd.","483.00","473.50",D,98,MPEU,1
29.11.2021,30,2401605,Ankerteil Type4 546-15-34 RS - SAW R SING,90903,30,1501,15.12.2021,"96.60","94.70",30325,"Miki Pulley Co., Ltd.","2898.00","2841.00",D,98,MPEU,1
29.11.2021,5,2401605,Ankerteil Type4 546-21-34 NF - STAN FULL WFN,90903,5,1501,15.12.2021,"81.30","79.70",30325,"Miki Pulley Co., Ltd.","406.50","398.50",D,98,MPEU,1
29.11.2021,40,2401605,Ankerteil Type4 546-23-34 NF - STAN FULL WFN,90903,40,1501,15.12.2021,"117.90","115.50",30325,"Miki Pulley Co., Ltd.","4716.00","4620.00",D,98,MPEU,1
29.11.2021,10,2401605,Ankerteil Type4 546-25-34 NF - STAN FULL WFN,90903,10,1501,15.12.2021,"137.00","134.30",30325,"Miki Pulley Co., Ltd.","1370.00","1343.00",D,98,MPEU,1
29.11.2021,10,2401605,Ankerteil Type4 546-31-34 NF - STAN FULL,90903,10,1501,15.12.2021,"204.50","200.40",30325,"Miki Pulley Co., Ltd.","2045.00","2004.00",D,98,MPEU,1
29.11.2021,60,2401605,Stator 546-13-34 24V,90903,60,1501,15.12.2021,"46.60","45.60",30325,"Miki Pulley Co., Ltd.","2796.00","2736.00",D,98,MPEU,1
29.11.2021,60,2401605,Stator 546-13-34 24V,90903,60,1501,15.12.2021,"46.60","45.60",30325,"Miki Pulley Co., Ltd.","2796.00","2736.00",D,98,MPEU,1
29.11.2021,2,2401605,546-31-15-A-5,90903,2,1501,15.12.2021,"685.00","671.50",30325,"Miki Pulley Co., Ltd.","1370.00","1343.00",D,98,MPEU,1
29.11.2021,35,2401605,Rotor 546-12-34 NF 10mm - STAN FULL WFN,90903,35,1501,15.12.2021,"36.90","36.10",30325,"Miki Pulley Co., Ltd.","1291.50","1263.50",D,98,MPEU,1
29.11.2021,15,2401605,Rotor 546-12-34 NF 12mm - STAN FULL WFN,90903,15,1501,15.12.2021,"42.30","41.40",30325,"Miki Pulley Co., Ltd.","634.50","621.00",D,98,MPEU,1
29.11.2021,10,2401605,Rotor 546-15-34 LS 20mm,90903,10,1501,15.12.2021,"69.30","67.90",30325,"Miki Pulley Co., Ltd.","693.00","679.00",D,98,MPEU,1
29.11.2021,7,2401605,Rotor 546-15-34 LS 25mm,90903,7,1501,15.12.2021,"69.30","67.90",30325,"Miki Pulley Co., Ltd.","485.10","475.30",D,98,MPEU,1
29.11.2021,2,2401605,Rotor 546-15-34 NS 25mm,90903,2,1501,15.12.2021,"68.80","67.40",30325,"Miki Pulley Co., Ltd.","137.60","134.80",D,98,MPEU,1
29.11.2021,5,2401605,Rotor 546-15-34 RS 25mm,90903,5,1501,15.12.2021,"69.30","67.90",30325,"Miki Pulley Co., Ltd.","346.50","339.50",D,98,MPEU,1
29.11.2021,40,2401605,Rotor 546-21-34 NF 25mm - STAN FULL WFN,90903,40,1501,15.12.2021,"61.60","60.30",30325,"Miki Pulley Co., Ltd.","2464.00","2412.00",D,98,MPEU,1
29.11.2021,7,2401605,Rotor 546-21-34 RS 25mm,90903,7,1501,15.12.2021,"77.40","75.80",30325,"Miki Pulley Co., Ltd.","541.80","530.60",D,98,MPEU,1
