,MPKR,3,2022-01-14,2022-01-14,OUT,DONGJAE IND,1200,127184400,BRAKE: BXH-12-10-A-43,19,KRW,149500,7637,01401,IN,,,
,MPKR,3,2022-01-14,2022-01-14,OUT,EVERDIGM,0400,104433000,COUPLING: CF-A-080-SC-1360,20,KRW,185000,5980,02101,IN,,,
,MPKR,3,2022-01-14,2022-01-14,OUT,FLU TECH,0700,,COUPLING: AL-100-T100,2,KRW,50500,0,02201,IN,,,
,MPKR,3,2022-01-14,2022-01-14,OUT,FLU TECH,0700,110545200,COUPLING PART: SPIDER-L-100,2,KRW,6000,86,02201,IN,,,
,MPKR,3,2022-01-14,2022-01-14,OUT,FLU TECH,0700,,COUPLING: AL-095-T113,2,KRW,30600,0,02201,IN,,,
,MPKR,3,2022-01-14,2022-01-14,OUT,FLU TECH,0700,110545100,COUPLING PART: SPIDER-L-090/095,1,KRW,5000,51,02201,IN,,,
,MPKR,3,2022-01-14,2022-01-14,OUT,FLU TECH,0700,,COUPLING: AL-095-T113,2,KRW,30600,0,02201,IN,,,
,MPKR,3,2022-01-14,2022-01-14,OUT,FLU TECH,0700,110545100,COUPLING PART: SPIDER-L-090/095,1,KRW,5000,51,02201,IN,,,
,MPKR,3,2022-01-14,2022-01-14,OUT,PUNGSAN,1500,,monninghoff toothclutch 546.32.6.7/313.98.1.0,2,KRW,14600000,0,01501,OUT,,,
,MPKR,3,2022-01-14,2022-01-14,OUT,SEBONG,0100,,BRAKE: BXW-02-10-53,10,KRW,105000,0,01201,OUT,,,
,MPKR,1,2022-01-14,2022-01-14,OUT,DONGJAE IND,1200,127184400,BRAKE: BXH-12-10-A-43,19,KRW,149500,7637,01401,IN,,,
,MPKR,1,2022-01-14,2022-01-14,OUT,SEBONG,0100,,BRAKE: BXW-02-10-53,10,KRW,105000,0,01201,OUT,,,
,MPKR,1,2022-01-14,2022-02-01,OUT,KUD,0700,121508800,BRAKE: BXW-01-10H-24V-6,40,KRW,28500,1823,01201,IN,,,
,MPKR,1,2022-01-14,2022-01-14,OUT,EVERDIGM,0400,104433000,COUPLING: CF-A-080-SC-1360,20,KRW,185000,5980,02101,IN,,,
,MPKR,1,2022-01-14,2022-02-25,OUT,SHINYEONG FOR M,1400,122303700,CLUTCH: CS-10-33G 24V 20JIS,100,KRW,180000,5621,01301,IN,,,
