MPTW,3,IN,Micro BXW,MPJP,A0001,120101,IN21112601,2021-11-26,SA21B26001,轉子套組 (保?品),130839000,Rotor Hub Set,,BXW-02-10 6,FG,70,SET,80,001,1355,0,1355,5600,033676-080,232.493,1122.507,1092.628,11.427,18.452,0,,MIKI PULLEY CO.LTD,17.15815498,2021-04-07,,,,
MPTW,3,IN,Micro BXW,MPJP,A0001,120101,IN21112601,2021-11-26,SA21B26001,轉子套組 (保?品),130839000,Rotor Hub Set,,BXW-02-10 6,FG,310,SET,80,001,5999,0,5999,24800,033676-080,1027.9,4971.1,4838.782,50.604,81.714,0,,MIKI PULLEY CO.LTD,17.13452242,2021-04-07,,,,
MPTW,3,IN,Micro BXW,MPJP,A0001,120101,IN21112601,2021-11-26,SA21B26001,轉子套組 (保?品),130839000,Rotor Hub Set,,BXW-02-10 6,FG,620,SET,80,001,11998,0,11998,49600,033676-080,2055.801,9942.199,9677.563,101.207,163.429,0,,MIKI PULLEY CO.LTD,17.13453076,2021-04-07,,,,
MPTW,3,IN,Micro BXW,MPJP,A0001,120101,IN21112601,2021-11-26,SA21B26001,轉子套組 (保?品),130839100,Rotor Hub Set,,BXW-02-10 7,FG,88,SET,69,001,1469,0,1469,6072,034163-10,-43.512,1512.512,1484.612,9.608,18.292,0,,MIKI PULLEY CO.LTD,-2.96201498,2021-09-08,,,,
MPTW,3,IN,Micro BXW,MPJP,A0001,120101,IN21112601,2021-11-26,SA21B26001,轉子套組 (保?品),130839100,Rotor Hub Set,,BXW-02-10 7,FG,562,SET,69,001,9380,0,9380,38778,034163-10,-279.455,9659.455,9481.273,61.361,116.821,0,,MIKI PULLEY CO.LTD,-2.97926439,2021-09-08,,,,
MPTW,3,IN,Micro BXW,MPJP,A0001,120101,IN21112601,2021-11-26,SA21B26001,轉子套組 (保?品),130839100,Rotor Hub Set,,BXW-02-10 7,FG,350,SET,69,001,5842,0,5842,24150,034163-10,-173.674,6015.674,5904.707,38.214,72.753,0,,MIKI PULLEY CO.LTD,-2.97285176,2021-09-08,,,,
MPTW,3,IN,Micro BXW,MPJP,A0001,120101,IN21112601,2021-11-26,SA21B26001,轉子套組 (保?品),130840800,Rotor Hub Set,,BXW-03-10 8,FG,150,SET,81,001,2939,0,2939,12150,033676-090,181.961,2757.039,2388.613,141.384,227.042,0,,MIKI PULLEY CO.LTD,6.19125553,2021-04-07,,,,
MPTW,3,IN,Micro BXW,MPJP,A0001,120101,IN21112601,2021-11-26,SA21B26001,轉子套組 (保?品),130840800,Rotor Hub Set,,BXW-03-10 8,FG,550,SET,81,001,10777,0,10777,44550,033676-090,667.859,10109.141,8758.246,518.408,832.487,0,,MIKI PULLEY CO.LTD,6.19707711,2021-04-07,,,,
MPTW,3,IN,Micro BXW,MPJP,A0001,120101,IN21112601,2021-11-26,SA21B26001,轉子套組 (保?品),130840800,Rotor Hub Set,,BXW-03-10 8,FG,450,SET,81,001,8817,0,8817,36450,033676-090,545.884,8271.116,7165.838,424.152,681.126,0,,MIKI PULLEY CO.LTD,6.19126687,2021-04-07,,,,
MPTW,3,IN,Micro BXW,MPJP,A0001,120101,IN21112601,2021-11-26,SA21B26001,轉子套組 (保?品),130840800,Rotor Hub Set,,BXW-03-10 8,FG,150,SET,81,001,2939,0,2939,12150,033676-090,181.961,2757.039,2388.613,141.384,227.042,0,,MIKI PULLEY CO.LTD,6.19125553,2021-04-07,,,,
MPTW,3,IN,Micro BXW,MPJP,A0001,120101,IN21112601,2021-11-26,SA21B26001,轉子套組 (保?品),130840800,Rotor Hub Set,,BXW-03-10 8,FG,170,SET,81,001,3331,0,3331,13770,033822-050,206.357,3124.643,2707.094,160.235,257.314,0,,MIKI PULLEY CO.LTD,6.19504653,2021-05-26,,,,
MPTW,3,IN,Micro BXW,MPJP,A0001,120101,IN21112601,2021-11-26,SA21B26001,轉子套組 (保?品),130840800,Rotor Hub Set,,BXW-03-10 8,FG,530,SET,81,001,10385,0,10385,42930,033822-050,643.464,9741.536,8439.764,499.557,802.215,0,,MIKI PULLEY CO.LTD,6.19609052,2021-05-26,,,,
MPTW,3,IN,Micro BXW,MPJP,A0001,120101,IN21112601,2021-11-26,SA21B26001,轉子 (保?品),TW90132,Rotor,,BXW-05-10,Raw Mater,20,PCS,0,001,0,0,0,0,,-1520.283,1520.283,1520.283,0,0,0,,MIKI PULLEY CO.LTD,0,0000-00-00,,,,
MPTW,3,OUT,STD BXR,DELTA,A0031,140102,IN21112901,2021-11-26,SA21B26002,?車器,TW90160,Brakes,,BXR-08-10-A-54,Goods,80,PCS,3880,001,76327,0,76327,310400,,983,75344,75344,0,0,0,,MIKI PULLEY CO.LTD,1.28787978,2021-08-12,0100,Motor,,
MPTW,3,OUT,STD BXR,DELTA,A0031,140102,IN21112901,2021-11-26,SA21B26002,?車器,127865800,Brakes,,BXR-10-10-A-53,Goods,80,PCS,3870,001,76131,0,76131,309600,,12308.667,63822.333,63822.333,0,0,0,,MIKI PULLEY CO.LTD,16.16774638,2021-08-12,0100,Motor,,
MPTW,3,OUT,STD BXR,DELTA,A0031,140102,IN21112901,2021-11-26,SA21B26002,?車器,127865800,Brakes,,BXR-10-10-A-53,Goods,80,PCS,3870,001,76131,0,76131,309600,,12308.667,63822.333,63822.333,0,0,0,,MIKI PULLEY CO.LTD,16.16774638,2021-06-18,0100,Motor,,
MPTW,3,OUT,STD BXR,DELTA,A0031,140102,IN21112901,2021-11-26,SA21B26002,?車器,127865800,Brakes,,BXR-10-10-A-53,Goods,80,PCS,3870,001,76131,0,76131,309600,,12308.667,63822.333,63822.333,0,0,0,,MIKI PULLEY CO.LTD,16.16774638,2021-06-18,0100,Motor,,
MPTW,3,OUT,STD BXR,DELTA,A0031,140102,IN21112202,2021-11-26,SA21B26003,?車器,127865800,Brakes,,BXR-10-10-A-53,Goods,400,PCS,3870,001,380653,0,380653,1548000,ME-216442,53999,326654,326654,0,0,0,,MIKI PULLEY CO.LTD,14.18588583,2021-05-17,0100,Motor,,
MPTW,3,OUT,STD BXR,DELTA,A0031,140102,IN21112202,2021-11-26,SA21B26003,?車器,127865800,Brakes,,BXR-10-10-A-53,Goods,400,PCS,3870,001,380653,0,380653,1548000,ME-216442,53999,326654,326654,0,0,0,,MIKI PULLEY CO.LTD,14.18588583,2021-05-17,0100,Motor,,
MPTW,3,OUT,STD BXR,DELTA,A0031,140102,IN21112202,2021-11-26,SA21B26003,?車器,127865800,Brakes,,BXR-10-10-A-53,Goods,400,PCS,3870,001,380653,0,380653,1548000,ME-216442,53999,326654,326654,0,0,0,,MIKI PULLEY CO.LTD,14.18588583,2021-05-17,0100,Motor,,
MPTW,3,OUT,STD BXR,DELTA,A0031,140102,IN21112202,2021-11-26,SA21B26003,?車器,127865800,Brakes,,BXR-10-10-A-53,Goods,400,PCS,3870,001,380653,0,380653,1548000,ME-216442,53999,326654,326654,0,0,0,,MIKI PULLEY CO.LTD,14.18588583,2021-05-17,0100,Motor,,
MPTW,3,OUT,STD BXR,DELTA,A0031,140102,IN21112202,2021-11-26,SA21B26003,?車器,127865800,Brakes,,BXR-10-10-A-53,Goods,400,PCS,3870,001,380653,0,380653,1548000,ME-216442,53999,326654,326654,0,0,0,,MIKI PULLEY CO.LTD,14.18588583,2021-05-17,0100,Motor,,
MPTW,3,OUT,STD BXR,DELTA,A0031,140102,IN21112202,2021-11-26,SA21B26003,?車器,127865800,Brakes,,BXR-10-10-A-53,Goods,400,PCS,3870,001,380653,0,380653,1548000,ME-216442,53999,326654,326654,0,0,0,,MIKI PULLEY CO.LTD,14.18588583,2021-05-17,0100,Motor,,
MPTW,3,OUT,STD BXR,DELTA,A0031,140102,IN21112202,2021-11-26,SA21B26003,?車器,127974400,Brakes,,BXR-14-10-A-41,Goods,80,PCS,5480,001,107803,0,107803,438400,ME-216442,9895,97908,97908,0,0,0,,MIKI PULLEY CO.LTD,9.17877981,2021-05-19,0100,Motor,,
MPTW,3,OUT,STD BXR,DELTA,A0031,140102,IN21112202,2021-11-26,SA21B26003,?車器,127974400,Brakes,,BXR-14-10-A-41,Goods,80,PCS,5480,001,107803,0,107803,438400,ME-216442,9895,97908,97908,0,0,0,,MIKI PULLEY CO.LTD,9.17877981,2021-05-19,0100,Motor,,
MPTW,3,OUT,STD BXR,DELTA,A0031,140102,IN21112202,2021-11-26,SA21B26003,?車器,127974400,Brakes,,BXR-14-10-A-41,Goods,80,PCS,5480,001,107803,0,107803,438400,ME-216442,9895,97908,97908,0,0,0,,MIKI PULLEY CO.LTD,9.17877981,2021-05-19,0100,Motor,,
MPTW,3,OUT,STD BXR,DELTA,A0031,140102,IN21112202,2021-11-26,SA21B26003,?車器,127974400,Brakes,,BXR-14-10-A-41,Goods,80,PCS,5480,001,107803,0,107803,438400,ME-216442,9895,97908,97908,0,0,0,,MIKI PULLEY CO.LTD,9.17877981,2021-05-19,0100,Motor,,
MPTW,3,OUT,STD BXR,DELTA,A0031,140102,IN21112202,2021-11-26,SA21B26003,?車器,127974400,Brakes,,BXR-14-10-A-41,Goods,80,PCS,5480,001,107803,0,107803,438400,ME-216442,9895,97908,97908,0,0,0,,MIKI PULLEY CO.LTD,9.17877981,2021-05-19,0100,Motor,,
MPTW,3,OUT,STD BXR,DELTA,A0031,140102,IN21112202,2021-11-26,SA21B26003,?車器,127974400,Brakes,,BXR-14-10-A-41,Goods,80,PCS,5480,001,107803,0,107803,438400,ME-216442,9895,97908,97908,0,0,0,,MIKI PULLEY CO.LTD,9.17877981,2021-05-19,0100,Motor,,
MPTW,3,OUT,STD BXR,DELTA,A0031,140102,IN21112202,2021-11-26,SA21B26003,?車器,127974400,Brakes,,BXR-14-10-A-41,Goods,80,PCS,5480,001,107803,0,107803,438400,ME-216442,9895,97908,97908,0,0,0,,MIKI PULLEY CO.LTD,9.17877981,2021-05-19,0100,Motor,,
MPTW,3,OUT,STD BXR,DELTA,A0031,140102,IN21112202,2021-11-26,SA21B26003,?車器,127974400,Brakes,,BXR-14-10-A-41,Goods,80,PCS,5480,001,107803,0,107803,438400,ME-216442,9895,97908,97908,0,0,0,,MIKI PULLEY CO.LTD,9.17877981,2021-05-19,0100,Motor,,
MPTW,3,OUT,STD BXR,DELTA,A0031,140102,IN21112202,2021-11-26,SA21B26003,?車器,127974400,Brakes,,BXR-14-10-A-41,Goods,80,PCS,5480,001,107803,0,107803,438400,ME-216442,9895,97908,97908,0,0,0,,MIKI PULLEY CO.LTD,9.17877981,2021-05-19,0100,Motor,,
MPTW,3,OUT,STD BXR,DELTA,A0031,140102,IN21112202,2021-11-26,SA21B26003,?車器,127974400,Brakes,,BXR-14-10-A-41,Goods,80,PCS,5480,001,107803,0,107803,438400,ME-216442,9895,97908,97908,0,0,0,,MIKI PULLEY CO.LTD,9.17877981,2021-05-19,0100,Motor,,
MPTW,3,OUT,STD BXR,DELTA,A0031,140102,IN21112202,2021-11-26,SA21B26003,?車器,127974400,Brakes,,BXR-14-10-A-41,Goods,80,PCS,5480,001,107803,0,107803,438400,ME-216442,9895,97908,97908,0,0,0,,MIKI PULLEY CO.LTD,9.17877981,2021-05-19,0100,Motor,,
MPTW,3,OUT,STD BXR,DELTA,A0031,140102,IN21112202,2021-11-26,SA21B26003,?車器,127974400,Brakes,,BXR-14-10-A-41,Goods,80,PCS,5480,001,107803,0,107803,438400,ME-216442,9895,97908,97908,0,0,0,,MIKI PULLEY CO.LTD,9.17877981,2021-05-19,0100,Motor,,
MPTW,3,OUT,STD BXR,DELTA,A0031,140102,IN21112202,2021-11-26,SA21B26003,?車器,127974400,Brakes,,BXR-14-10-A-41,Goods,80,PCS,5480,001,107803,0,107803,438400,ME-216442,9895,97908,97908,0,0,0,,MIKI PULLEY CO.LTD,9.17877981,2021-05-19,0100,Motor,,
MPTW,3,OUT,STD BXR,DELTA,A0031,140102,IN21112202,2021-11-26,SA21B26003,?車器,127974400,Brakes,,BXR-14-10-A-41,Goods,80,PCS,5480,001,107803,0,107803,438400,ME-216442,9895,97908,97908,0,0,0,,MIKI PULLEY CO.LTD,9.17877981,2021-05-19,0100,Motor,,
MPTW,3,OUT,STD BXR,DELTA,A0031,140102,IN21112202,2021-11-26,SA21B26003,?車器,127974400,Brakes,,BXR-14-10-A-41,Goods,80,PCS,5480,001,107803,0,107803,438400,ME-216442,9895,97908,97908,0,0,0,,MIKI PULLEY CO.LTD,9.17877981,2021-05-19,0100,Motor,,
MPTW,3,OUT,STD BXR,DELTA,A0031,140102,IN21112202,2021-11-26,SA21B26003,?車器,127974400,Brakes,,BXR-14-10-A-41,Goods,80,PCS,5480,001,107803,0,107803,438400,ME-216442,9895,97908,97908,0,0,0,,MIKI PULLEY CO.LTD,9.17877981,2021-05-19,0100,Motor,,
MPTW,3,OUT,STD BXR,DELTA,A0031,140102,IN21112202,2021-11-26,SA21B26003,?車器,127974400,Brakes,,BXR-14-10-A-41,Goods,80,PCS,5480,001,107803,0,107803,438400,ME-216442,9895,97908,97908,0,0,0,,MIKI PULLEY CO.LTD,9.17877981,2021-05-19,0100,Motor,,
MPTW,3,OUT,STD BXR,DELTA,A0031,140102,IN21112202,2021-11-26,SA21B26003,?車器,127974400,Brakes,,BXR-14-10-A-41,Goods,80,PCS,5480,001,107803,0,107803,438400,ME-216442,9895,97908,97908,0,0,0,,MIKI PULLEY CO.LTD,9.17877981,2021-05-19,0100,Motor,,
MPTW,3,OUT,STD BXR,DELTA,A0031,140102,IN21112202,2021-11-26,SA21B26003,?車器,127974400,Brakes,,BXR-14-10-A-41,Goods,80,PCS,5480,001,107803,0,107803,438400,ME-216442,9895,97908,97908,0,0,0,,MIKI PULLEY CO.LTD,9.17877981,2021-05-19,0100,Motor,,
MPTW,3,OUT,STD BXR,DELTA,A0031,140102,IN21112202,2021-11-26,SA21B26003,?車器,127974400,Brakes,,BXR-14-10-A-41,Goods,80,PCS,5480,001,107803,0,107803,438400,ME-216442,9895,97908,97908,0,0,0,,MIKI PULLEY CO.LTD,9.17877981,2021-05-19,0100,Motor,,
MPTW,3,IN,Micro BXW,MPJP,A0001,120101,IN21112601,2021-11-26,SA21B26001,轉子套組 (保?品),130838300,Rotor Hub Set,,BXW-01-10 5,FG,80,SET,87,001,1684,0,1684,6960,033822-040,-35.433,1719.433,1439.144,107.718,172.571,0,,,-2.10409739,2021-05-26,,,,
MPTW,3,IN,Micro BXW,MPJP,A0001,120101,IN21112601,2021-11-26,SA21B26001,轉子套組 (保?品),130838300,Rotor Hub Set,,BXW-01-10 5,FG,200,SET,87,001,4209,0,4209,17400,033822-040,-89.581,4298.581,3597.86,269.294,431.427,0,,,-2.12832027,2021-05-26,,,,
MPTW,3,IN,Micro BXW,MPJP,A0001,120101,IN21112601,2021-11-26,SA21B26001,轉子套組 (保?品),130838300,Rotor Hub Set,,BXW-01-10 5,FG,1220,SET,87,001,25675,0,25675,106140,033822-040,-546.344,26221.344,21946.947,1642.693,2631.704,0,,,-2.1279221,2021-05-26,,,,
MPTW,3,IN,Micro BXW,MPJP,A0001,120101,IN21112601,2021-11-26,SA21B26001,轉子套組 (保?品),130838300,Rotor Hub Set,,BXW-01-10 5,FG,270,SET,87,001,5682,0,5682,23490,033822-040,-121.084,5803.084,4857.111,363.547,582.426,0,,,-2.13101021,2021-05-26,,,,
