MPHK,3,2021-12-01,2021-12-01,,OUT,INOVOROBOTICS-C,1200,128742000,BXR-050-10LE-320,12,HKD,725.7,1,8708.4,3010.56,1201,MPJP,IN,,,
MPHK,3,2021-12-01,2021-12-01,,OUT,HIMALAYA-C,8000,122287800,CLUTCH: 101-10-13G 24V 25 JIS,12,USD,44.1,7.753,4102.89,3268.8,1301,MPTJ,OUT,,,
MPHK,3,2021-12-01,2021-12-01,,OUT,HIMALAYA-C,8000,910028407,PULLEY: AK-140-MAT-19N,4,USD,53.2,7.753,1649.84,1012.8,3101,MPTJ,OUT,PT.MITRA,1900,
MPHK,3,2021-12-01,2021-12-01,,OUT,HIMALAYA-C,8000,911708613,PULLEY: PE-155-MAT-18H,2,USD,61.2,7.753,948.97,540,3101,MPTJ,OUT,PT.MITRA,1900,
MPHK,3,2021-12-01,2021-12-01,,OUT,HIMALAYA-C,8000,122279000,BRAKE: 111-06-11G 24V 15 JIS,5,USD,26.8,7.753,1038.9,804,1301,MPTJ,OUT,,,
MPHK,3,2021-12-01,2021-12-01,,OUT,HIMALAYA-C,8000,911299602,PULLEY: P-164-MA-24 With Adapter,4,USD,113.6,7.753,3522.96,1104,3101,MPTJ,OUT,,,
MPHK,3,2021-12-01,2021-12-01,,OUT,HIMALAYA-C,8000,123599200,CLUTCH: 101-08-13G 24V 17JIS,7,USD,32.9,7.753,1785.52,1386,1301,MPTJ,OUT,,,
MPHK,3,2021-12-01,2021-12-01,,OUT,HIMALAYA-C,8000,122287600,CLUTCH: 101-08-13G 24V 20 JIS,5,USD,32.9,7.753,1275.37,990,1301,MPTJ,OUT,,,
MPHK,3,2021-12-01,2021-12-01,,OUT,HIMALAYA-C,8000,124021000,CLUTCH: 101-08-15G 24V R20JIS A15JIS,3,USD,57.3,7.753,1332.74,986.4,1301,MPTJ,OUT,,,
MPHK,3,2021-12-01,2021-12-01,,OUT,HIMALAYA-C,8000,122287800,CLUTCH: 101-10-13G 24V 25 JIS,7,USD,44.1,7.753,2393.35,1906.8,1301,MPTJ,OUT,,,
MPHK,3,2021-12-01,2021-12-01,,OUT,HIMALAYA-C,8000,122292900,BRAKE: 111-08-12G 24V 15 JIS,2,USD,29.5,7.753,457.43,357.6,1301,MPTJ,OUT,,,
MPHK,3,2021-12-01,2021-12-01,,OUT,HIMALAYA-C,8000,122293200,BRAKE: 111-08-12G 24V 20 JIS,2,USD,29.5,7.753,457.43,357.6,1301,MPTJ,OUT,,,
MPHK,3,2021-12-01,2021-12-01,,OUT,HIMALAYA-C,8000,122290800,BRAKE: 111-12-11G 24V 30 JIS,1,USD,52.8,7.753,409.36,322.8,1301,MPTJ,OUT,CV_SANTRUST,900,
MPHK,3,2021-12-01,2021-12-01,,OUT,HIMALAYA-C,8000,100044400,PULLEY: AP-98-MA-19 With Adapter,2,USD,53.4,7.753,828.02,400.8,3101,MPTJ,OUT,,,
MPHK,3,2021-12-01,2021-12-01,,OUT,HIMALAYA-C,8000,100044000,PULLEY: AP-98-MA-14 With Adapter,4,USD,53.4,7.753,1656.04,801.6,3101,MPTJ,OUT,,,
MPHK,3,2021-12-01,2021-12-01,,OUT,HIMALAYA-C,8000,100013400,PULLEY: P-86-MA-14 With Adapter,1,USD,34,7.753,263.6,141.6,3101,MPTJ,OUT,,,
