MPTW,3,OUT,Servoflex SFS/SFF/SFM/SFH,ACE PILLER,230200,UT92673671,2021-11-22,0000-00-00,聯軸器,130290900,Couplings,SFF-140SS-45KK-48KK-800N,Goods,ANDERSON INDUSTRIAL CORP.,1,0,124.5,2,3452,173,3625,125,0,1341,38.84704519,2111,2111,0,0,0,2021/08/25,8000,0,0000-00-00,Machine tool,X0001,MIKI PULLEY CO.LTD,
MPTW,3,OUT,Index Handle,ACE PILLER,310700,UT92673671,2021-11-22,0000-00-00,指示手柄,033000700,Indicating handle,SD-53B-25L,Goods,WEI SHENG NOODLE MAKING MACHINNE CO. LTD.,60,0,14.2,2,23626,1181,24807,852,0,7726.807,32.70467705,15899.193,15899.193,0,0,0,2021/09/15,8000,0,0000-00-00,,X0602,MIKI PULLEY CO.LTD,
MPTW,3,OUT,Other Couplings,ACE PILLER,290900,UT92673671,2021-11-22,0000-00-00,聯軸器,071079900,Couplings,AL-050,Goods,HO-TEC,55,0,3.1,2,4728,236,4964,171,0,1671.375,35.35057107,3056.625,3056.625,0,0,0,2021/10/13,8000,0,0000-00-00,,X0796,MIKI PULLEY CO.LTD,
MPTW,3,OUT,Centaflex,ACE PILLER,210100,UT92673671,2021-11-22,0000-00-00,聯軸器,104366800,CENTA FLEX Coupling,CF-A-050-O2-1360,Goods,GREAT TONG LING ENTERPRISE CO. LTD.,1,0,130.9,2,3630,182,3812,131,0,1250,34.43526171,2380,2380,0,0,0,2021/10/14,8000,0,0000-00-00,Trading company,X0303,MIKI PULLEY CO.LTD,
MPTW,3,OUT,Servoflex SFC,ACE PILLER,230100,UT92673671,2021-11-22,0000-00-00,聯軸器,TW91725,Couplings,SFC-055DA2-12BH-28BH-L60,Goods,TAIGENE ELECTRIC MACHINERY CO. LTD.,1,0,97.8,2,2712,136,2848,98,0,1507,55.56784661,1205,1205,0,0,0,2021/10/15,8000,0,0000-00-00,Motor,X0159,MIKI PULLEY CO.LTD,
MPTW,3,OUT,Servoflex SFC,ACE PILLER,230100,UT92673671,2021-11-22,0000-00-00,聯軸器,TW92167,Couplings,SFC-055DA2-16BH-28BH-L60,Goods,TAIGENE ELECTRIC MACHINERY CO. LTD.,1,0,97.8,2,2712,136,2848,98,0,1507,55.56784661,1205,1205,0,0,0,2021/10/15,8000,0,0000-00-00,Motor,X0159,MIKI PULLEY CO.LTD,
MPTW,3,OUT,Centaflex,ACE PILLER,210100,UT92673671,2021-11-22,0000-00-00,聯軸器,104365000,CENTA FLEX Coupling,CF-H-050-OB,Goods,忠達貿易有限公司,2,0,84,2,4659,233,4892,168,0,3143,67.4608285,1516,1516,0,0,0,2021/10/18,8000,0,0000-00-00,,Z0024,MIKI PULLEY CO.LTD,
MPTW,3,OUT,Centaflex,ACE PILLER,210100,UT92673671,2021-11-22,0000-00-00,聯軸器,104314000,CENTA FLEX Coupling,CF-A-016-O0-1360,Goods,忠達貿易有限公司,2,0,23.5,2,1303,65,1368,47,0,762,58.48042978,541,541,0,0,0,2021/10/18,8000,0,0000-00-00,,Z0024,MIKI PULLEY CO.LTD,
MPTW,3,OUT,Micro BXW,ACE PILLER,120101,UT92673671,2021-11-22,0000-00-00,?車器,126573000,Brakes,BXW-04-10H-103V-10 JP,Goods,TEST RESEARCH INC,1,0,27.6,2,765,38,803,28,0,275,35.94771242,490,490,0,0,0,2021/10/18,8000,0,0000-00-00,Measuring machine、Test instrument,X0094,MIKI PULLEY CO.LTD,
MPTW,3,OUT,Index Handle,ACE PILLER,310700,UT92673671,2021-11-22,0000-00-00,指示手柄,033001100,Indicating handle,SD-75B-25R,Goods,?陽實業有限公司,10,0,17.1,2,4742,237,4979,171,0,1604,33.82539013,3138,3138,0,0,0,2021/10/18,8000,0,0000-00-00,,A0046,MIKI PULLEY CO.LTD,
MPTW,3,OUT,Index Handle,ACE PILLER,310700,UT92673671,2021-11-22,0000-00-00,指示手柄,033063900,Indicating handle,SD-75B-64L,Goods,hsinyin,7,0,17.1,2,3319,166,3485,120,0,1123,33.83549262,2196,2196,0,0,0,2021/10/21,8000,0,0000-00-00,,X0639,MIKI PULLEY CO.LTD,
MPTW,3,OUT,Centaflex,ACE PILLER,210100,UT92673671,2021-11-22,0000-00-00,聯軸器,104438800,CENTA FLEX Coupling,CF-H-110-OB,Goods,Yongjing Trading Co. Ltd.,3,0,108.3,2,9009,450,9459,325,0,6092,67.62126762,2917,2917,0,0,0,2021/10/22,8000,0,0000-00-00,,X0593,MIKI PULLEY CO.LTD,
MPTW,3,OUT,Centaflex,ACE PILLER,210100,UT92673671,2021-11-22,0000-00-00,聯軸器,104419700,CENTA FLEX Coupling,CF-H-140-O0,Goods,Yongjing Trading Co. Ltd.,2,0,146.7,2,8136,407,8543,293,0,5018,61.67649951,3118,3118,0,0,0,2021/10/22,8000,0,0000-00-00,,X0593,MIKI PULLEY CO.LTD,
MPTW,3,OUT,Posi-Lock,ACE PILLER,260200,UT92673671,2021-11-22,0000-00-00,機械式軸鎖止,123141600,POSI-LOCK,PSL-D-15,Goods,SHIN I MACHINERY WORKS CO. LTD.,1,0,47.3,2,1312,66,1378,47,0,645,49.16158537,667,667,0,0,0,2021/10/26,8000,0,0000-00-00,Unknown,X0273,MIKI PULLEY CO.LTD,
MPTW,3,OUT,Belt Type Speed Drive,ACE PILLER,310100,UT92673671,2021-11-22,0000-00-00,皮帶式無段變速機組件,100082500,Belt Type Speed Drive,AK-180-AN-28N,Goods,?陽實業有限公司,5,0,327.5,2,45408,2270,47678,1638,0,18821,41.44864341,26587,26587,0,0,0,2021/10/26,8000,0,0000-00-00,,A0046,MIKI PULLEY CO.LTD,
MPTW,3,OUT,Centaflex,ACE PILLER,210100,UT92673671,2021-11-22,0000-00-00,橡膠環,024006400,CENTA FLEX Coupling part-Element,Element-CF-B-140,Goods,AWEA MECHANTRONIC CO. LTD,2,0,22.8,2,1264,63,1327,46,0,592,46.83544304,672,672,0,0,0,2021/10/26,8000,0,0000-00-00,Machine tool,X0036,MIKI PULLEY CO.LTD,
MPTW,3,OUT,Posi-Lock,ACE PILLER,260200,UT92673671,2021-11-22,0000-00-00,跨度環,001369100,Ringfeder Spanring,RFN-8006-35,Goods,KURAKI TAIWAN CO. LTD.,40,0,8.3,2,9206,460,9666,332,0,3668,39.84358027,5538,5538,0,0,0,2021/10/27,8000,0,0000-00-00,Machine tool,X0081,MIKI PULLEY CO.LTD,
MPTW,3,OUT,Centaflex,ACE PILLER,210100,UT92673671,2021-11-22,0000-00-00,聯軸器,104473100,CENTA FLEX Coupling,CF-A-012-O2-1360,Goods,CHENG SHIN RUBBER IND. CO. LTD.,4,0,51.3,2,5690,285,5975,205,0,2101,36.92442882,3589,3589,0,0,0,2021/11/03,8000,0,0000-00-00,Gum、Plastic processing,X0158,MIKI PULLEY CO.LTD,
MPTW,3,OUT,Servoflex SFS/SFF/SFM/SFH,ACE PILLER,230200,UT92673671,2021-11-22,0000-00-00,聯軸器,104612000,Couplings,SFS-08W,Goods,CORNING DISPLAY TECHNOLOGIES TAIWAN CO. LTD,1,0,99.3,2,2754,138,2892,99,0,1608,58.38779956,1146,1146,0,0,0,2021/11/03,8000,0,0000-00-00,The others,X0146,MIKI PULLEY CO.LTD,
MPTW,3,OUT,Micro BXW,士林電,120101,UT92673669,2021-11-22,0000-00-00,?車器 (保?品),TW91720,Brakes,BXW-05-10-96,FG,,10,0,1268,0,12680,634,13314,0,0,12680,100,0,0,0,0,0,2021/09/17,,0,0000-00-00,,,,
MPTW,3,OUT,Micro BXW,DELTA,120101,UT92673670,2021-11-22,0000-00-00,?車器 (保?品),TW90987,Brakes,BXW-03-10-115,FG,,300,0,2150,1,156026,7801,163827,645000,0,156026,100,0,0,0,0,0,2021/06/18,0100,0,0000-00-00,,,,
MPTW,3,OUT,Micro BXW,DELTA,120101,UT92673670,2021-11-22,0000-00-00,?車器 (保?品),TW90988,Brakes,BXW-05-10-72,FG,,100,0,2430,1,58782,2939,61721,243000,0,58782,100,0,0,0,0,0,2021/06/18,0100,0,0000-00-00,,,,
MPTW,3,OUT,Centaflex,ACE PILLER,210100,UT92673671,2021-11-22,0000-00-00,聯軸器,121148800,CENTA FLEX Coupling,CF-H-045-O0-A,Goods,,2,0,81.5,2,4520,226,4746,163,0,3417,75.59734513,1103,1103,0,0,0,2021/10/22,8000,0,0000-00-00,,,,
MPTW,3,OUT,ETP,ACE PILLER,260100,UT92673671,2021-11-22,0000-00-00,液壓式軸鎖止,105647500,ETP-Bush,ETP-A-65,Goods,HUA TAI FENG TECHNOLOGY INC.,4,0,161.8,2,17947,897,18844,647,0,11949,66.5793726,5998,5998,0,0,0,2021/10/26,8000,0,0000-00-00,Trading company,X0212,,
MPTW,3,OUT,ETP,ACE PILLER,260100,UT92673671,2021-11-22,0000-00-00,液壓式軸鎖止,105633900,ETP-Bush,ETP-T-19,Goods,SHIN I MACHINERY WORKS CO. LTD.,4,0,116,2,12867,643,13510,464,0,8566,66.57340483,4301,4301,0,0,0,2021/10/26,8000,0,0000-00-00,Unknown,X0273,,
