MPTW,3,OUT,Servoflex SFS/SFF/SFM/SFH,､jｦP､jﾜ~,A0050,230200,UT92673692,2021-12-14,SA21C14001,ﾁpｶbｾｹ,125211100,Couplings,,SFF-080SS-30B-35BS-150N,FG,65,PCS,956,,62140,3107,65247,0,,62140,0,0,0,0,0,0,,100,2021-07-13,,,,
""""
