MPTW,3,OUT,STD CB,ACE PILLER,A0030,130100,XA47529966,2022-01-13,SA22113005,勵磁?車器,TW90965,Brake,tena,111-10-13G 24V N14,Goods,20,PCS,45.68,002,25183,1259,26442,913.6,匯率:27.565,4911,19.50125084,20272,20272,0,0,0,X0686,MIKI PULLEY(TIANJIN)CO.LTD.,2021-12-03,8000,Trading company,,
MPTW,3,OUT,Belt Type Speed Drive,ACE PILLER,A0030,310100,XA47529966,2022-01-13,SA22113005,皮帶式無段變速機組件,TW90811,Belt Type Speed Drive,Da Xia,AK-155-MA-24N,Goods,1,PCS,52.63,002,1451,73,1524,52.63,USD 969.33,225,15.50654721,1226,1226,0,0,0,X1251,MIKI PULLEY(TIANJIN)CO.LTD.,2021-12-07,8000,Trading company,,
MPTW,3,OUT,Other Couplings,ACE PILLER,A0030,290900,XA47529966,2022-01-13,SA22113005,聯軸器,071079900,Couplings,MASTER MACHINERY CORP.,AL-050,Goods,1,PCS,3.1,002,85,4,89,3.1,,28.032,32.97882353,56.968,56.968,0,0,0,X0160,MIKI PULLEY CO.LTD,2022-01-12,8000,Trading company,1100,Semiconductor making equipment
MPTW,3,IN,Micro BXW,MPJP,A0001,120101,IN21112601,2022-01-13,SD22113002,轉子套組 (保?品),130839000,Rotor Hub Set,,BXW-02-10 6,FG,0,SET,80,001,-19,0,-19,-80,IN21112601,-19,100,0,0,0,0,0,,MIKI PULLEY CO.LTD,0000-00-00,,,,
MPTW,3,IN,Micro BXW,MPJP,A0001,120101,IN21112601,2022-01-13,SD22113002,轉子套組 (保?品),130839100,Rotor Hub Set,,BXW-02-10 7,FG,0,SET,69,001,-17,0,-17,-69,IN21112601,-17,100,0,0,0,0,0,,MIKI PULLEY CO.LTD,0000-00-00,,,,
MPTW,3,IN,Micro BXW,MPSH,A0003,120101,IN22011601,2022-01-13,SA22113001,?車器 (保?品),TW92707,Brakes,,BXW-05-10-49,FG,220,PCS,16.3,002,98848,0,98848,3586,,20232.462,20.46825631,78615.538,74392.86,603.255,1213.412,2406.011,,,2021-10-12,,,,
MPTW,3,IN,Micro BXW,MPSH,A0003,120101,IN22011601,2022-01-13,SA22113001,?車器 (保?品),131007400,Brakes,,BXW-03-10-82,FG,360,PCS,15.3,002,151828,0,151828,5508,,38585.323,25.41383869,113242.677,105096.734,2043.448,3276.216,2826.279,,,2021-11-16,,,,
MPTW,3,IN,Micro BXW,MPSH,A0003,120101,IN22011601,2022-01-13,SA22113001,?車器 (保?品),131007400,Brakes,,BXW-03-10-82,FG,60,PCS,15.3,002,25305,0,25305,918,,6431.22,25.41481921,18873.78,17516.122,340.575,546.036,471.047,,,2021-11-16,,,,
MPTW,3,IN,Micro BXW,MPSH,A0003,120101,IN22011601,2022-01-13,SA22113001,?車器 (保?品),130876700,Brakes,,BXW-02-12-55,FG,80,PCS,19,002,41899,0,41899,1520,,12180.613,29.07136925,29718.387,25637.897,1027.338,1933.389,1119.763,,,2021-11-23,,,,
MPTW,3,IN,Micro BXW,MPSH,A0003,120101,IN22011601,2022-01-13,SA22113001,?車器 (保?品),130876700,Brakes,,BXW-02-12-55,FG,120,PCS,19,002,62848,0,62848,2280,,18270.418,29.07080257,44577.582,38456.846,1541.007,2900.084,1679.645,,,2021-11-23,,,,
MPTW,3,OUT,Servoflex SFC,HIWIN,A0033,230100,,2022-01-13,SA22113002,聯軸器,127714500,Couplings,,SFC-010DA2-4B-8B,FG,1,PCS,510,,510,26,536,0,,386.66,75.81568627,123.34,123.34,0,0,0,,,2022-01-03,1200,Industrial robot,,
MPTW,3,OUT,Servoflex SFC,HIWIN,A0033,230100,,2022-01-13,SA22113002,聯軸器,127717200,Couplings,,SFC-020DA2-8B-8B,FG,5,PCS,505,,2525,126,2651,0,,2051.014,81.22827723,473.986,473.986,0,0,0,,,2022-01-03,1200,Industrial robot,,
MPTW,3,OUT,Servoflex SFC,ACE PILLER,A0030,230100,XA47529964,2022-01-13,SA22113003,聯軸器,127754000,Couplings,AWEA MECHANTRONIC CO. LTD,SFC-090SA2-35B-35B,FG,20,PCS,920,,18400,920,19320,0,新竹物流319-442-8790,18400,100,0,0,0,0,0,X0036,,2021-12-16,8000,Trading company,1000,Machine tool
MPTW,3,OUT,Servoflex SFC,ACE PILLER,A0030,230100,XA47529964,2022-01-13,SA22113003,聯軸器,TW92883,Couplings,TOYO AUTOMATION CO. LTD.,SFC-050SA2-17B-24BH,FG,1,PCS,744,,744,37,781,0,新竹物流319-442-8801,525.203,70.59180108,218.797,218.797,0,0,0,X0100,,2022-01-04,8000,Trading company,1200,Industrial robot
MPTW,3,OUT,Servoflex SFC,ACE PILLER,A0030,230100,XA47529964,2022-01-13,SA22113003,聯軸器,127718700,Couplings,Precision Motion Industries INC.,SFC-020SA2-6B-8B,FG,5,PCS,293,,1465,73,1538,0,1/11自取,981.034,66.96477816,483.966,483.966,0,0,0,X0500,,2022-01-04,8000,Trading company,9900,Unknown
MPTW,3,OUT,Servoflex SFC,ACE PILLER,A0030,230100,XA47529964,2022-01-13,SA22113003,聯軸器,TW91901,Couplings,GOODWAY MACHINE CORP.,SFC-060SA2-20B-16BC-T400,FG,9,PCS,750,,6750,337,7087,0,新竹物流319-442-8823,2943.943,43.61397037,3806.057,3806.057,0,0,0,X0129,,2022-01-05,8000,Trading company,1000,Machine tool
MPTW,3,OUT,Servoflex SFC,ACE PILLER,A0030,230100,XA47529964,2022-01-13,SA22113003,聯軸器,TW91224,Couplings,TOYO AUTOMATION CO. LTD.,SFC-030DA2-9.525B-10B,FG,2,PCS,447,,894,45,939,0,新竹物流319-442-8812,894,100,0,0,0,0,0,X0100,,2022-01-07,8000,Trading company,1200,Industrial robot
MPTW,3,OUT,Servoflex SFC,ACE PILLER,A0030,230100,XA47529964,2022-01-13,SA22113003,聯軸器,TW91455,Couplings,TOYO AUTOMATION CO. LTD.,SFC-040SA2-12BH-19BH,FG,2,PCS,739,,1478,74,1552,0,新竹物流319-442-8713,1197.519,81.0229364,280.481,280.481,0,0,0,X0100,,2022-01-07,8000,Trading company,1200,Industrial robot
MPTW,3,OUT,Servoflex SFC,ACE PILLER,A0030,230100,XA47529964,2022-01-13,SA22113003,聯軸器,TW93129,Couplings,TOYO AUTOMATION CO. LTD.,SFC-040SA2-12BH-14BH,Goods,3,PCS,739,,2217,111,2328,0,新竹物流319-442-8801,1792.777,80.86499774,424.223,424.223,0,0,0,X0100,,2022-01-07,8000,Trading company,1200,Industrial robot
MPTW,3,OUT,Servoflex SFC,ACE PILLER,A0030,230100,XA47529964,2022-01-13,SA22113003,聯軸器,TW93129,Couplings,TOYO AUTOMATION CO. LTD.,SFC-040SA2-12BH-14BH,Goods,1,PCS,739,,739,37,776,0,新竹物流319-442-8812,739,100,0,0,0,0,0,X0100,,2022-01-11,8000,Trading company,1200,Industrial robot
MPTW,3,OUT,Servoflex SFC,ACE PILLER,A0030,230100,XA47529964,2022-01-13,SA22113003,聯軸器,TW91455,Couplings,TOYO AUTOMATION CO. LTD.,SFC-040SA2-12BH-19BH,FG,1,PCS,739,,739,37,776,0,新竹物流319-442-8812,739,100,0,0,0,0,0,X0100,,2022-01-11,8000,Trading company,1200,Industrial robot
MPTW,3,OUT,Servoflex SFC,ACE PILLER,A0030,230100,XA47529964,2022-01-13,SA22113003,聯軸器,127722800,Couplings,TOYO AUTOMATION CO. LTD.,SFC-030SA2-7B-11B,FG,10,PCS,264,,2640,132,2772,0,新竹物流319-442-8812,2640,100,0,0,0,0,0,X0100,,2022-01-11,8000,Trading company,1200,Industrial robot
MPTW,3,OUT,ALS-AL,ACE PILLER,A0030,220201,XA47529965,2022-01-13,SA22113004,聯軸器,TW90271,Couplings,TA LIANG TECHNOLOGY CO. LTD.,ALS-065ARN-25BHA-28BHA,FG,10,PCS,730,,7300,365,7665,0,NO.6,7300,100,0,0,0,0,0,X0124,,2021-12-21,8000,Trading company,1100,Semiconductor making equipment
MPTW,3,OUT,Servoflex SFC,ACE PILLER,A0030,230100,XA47529965,2022-01-13,SA22113004,聯軸器,127714700,Couplings,KINSUS INTERCONNECT TECHNOLOGY CORP,SFC-010DA2-5B-8B,FG,2,PCS,392,,784,39,823,0,NO.1,536.129,68.38380102,247.871,247.871,0,0,0,X1226,,2022-01-10,8000,Trading company,,
MPTW,3,OUT,Servoflex SFC,ACE PILLER,A0030,230100,XA47529965,2022-01-13,SA22113004,聯軸器,127715100,Couplings,Hermes-Epitek,SFC-010SA2-4.5B-8B,FG,57,PCS,304,,17328,866,18194,0,NO.1*7/NO.2*50,12063.702,69.61970222,5264.298,5264.298,0,0,0,X0939,,2021-12-17,8000,Trading company,,
MPTW,3,OUT,Servoflex SFC,ACE PILLER,A0030,230100,XA47529965,2022-01-13,SA22113004,聯軸器,127719200,Couplings,EVEST CORPORATION,SFC-020SA2-8B-8B,FG,4,PCS,293,,1172,59,1231,0,NO.1,828.128,70.65938567,343.872,343.872,0,0,0,X0142,,2022-01-05,8000,Trading company,1100,Semiconductor making equipment
MPTW,3,OUT,Servoflex SFC,ACE PILLER,A0030,230100,XA47529965,2022-01-13,SA22113004,聯軸器,127719200,Couplings,MABUCHI TAIWAN CO. LTD.,SFC-020SA2-8B-8B,FG,2,PCS,293,,586,29,615,0,NO.1,414.064,70.65938567,171.936,171.936,0,0,0,X0177,,2022-01-05,8000,Trading company,0100,Motor
MPTW,3,OUT,Servoflex SFC,ACE PILLER,A0030,230100,XA47529965,2022-01-13,SA22113004,聯軸器,TW91252,Couplings,FOUNG-E CO. LTD,SFC-025SA2-6B-14B,FG,1,PCS,350,,350,17,367,0,NO.1,201.988,57.71085714,148.012,148.012,0,0,0,X0117,,2022-01-05,8000,Trading company,9000,The others
MPTW,3,OUT,Servoflex SFC,ACE PILLER,A0030,230100,XA47529965,2022-01-13,SA22113004,聯軸器,TW90552,Couplings,KAI HUNG MACHINERY CO. LTD,SFC-030SA2-12B-12B,FG,5,PCS,324,,1620,81,1701,0,NO.6,1620,100,0,0,0,0,0,X0112,,2022-01-07,8000,Trading company,1000,Machine tool
