MPTW,1,OUT,2021-12-17,A02,230100,Servoflex SFC,2021-12-23,A0030,ACE PILLER,127719100,SFC-020SA2-8B-10B,3,PCS,293,,879,CHUN I TECHN,8000,Trading company
MPTW,1,OUT,2021-12-17,A02,220201,ALS-AL,2021-12-24,A0030,ACE PILLER,TW92683,ALS-065ARN-19BHA-20BHA,7,PCS,906,,6342,MARK STAR SE,8000,Trading company
MPTW,1,OUT,2021-12-17,A02,230100,Servoflex SFC,2021-12-24,A0030,ACE PILLER,TW90180,SFC-050DA2-19B-22B,1,PCS,891,,891,YEOW LONG Te,8000,Trading company
MPTW,1,OUT,2021-12-17,A02,230100,Servoflex SFC,2021-12-24,A0030,ACE PILLER,127715000,SFC-010DA2-8B-8B,2,PCS,392,,784,DETZO CO. L,8000,Trading company
MPTW,1,OUT,2021-12-17,A02,230100,Servoflex SFC,2022-03-04,A0030,ACE PILLER,127739700,SFC-050SA2-18B-18B,2,PCS,594,,1188,TANSHING ACC,8000,Trading company
MPTW,1,OUT,2021-12-17,A02,230100,Servoflex SFC,2022-01-27,A0030,ACE PILLER,127715100,SFC-010SA2-4.5B-8B,57,PCS,304,,17328,Hermes-Epite,8000,Trading company
MPTW,1,OUT,2021-12-17,A02,230100,Servoflex SFC,2021-12-23,A0030,ACE PILLER,TW90020,SFC-010DA2-6B-7B,2,PCS,392,,784,TONG-TAI MAC,8000,Trading company
MPTW,1,OUT,2021-12-17,A02,130200,CB Unit,2022-03-10,A0030,ACE PILLER,103628200,125-16-12-A-25,4,PCS,591.9,002,65500,Fengqiao Mac,8000,Trading company
MPTW,1,OUT,2021-12-17,A02,210100,Centaflex,2022-03-18,A0030,ACE PILLER,104221800,CF-A-002-OB-1360,5,PCS,14.7,002,2033,CHENG CHENG,8000,Trading company
MPTW,1,OUT,2021-12-17,A02,140104,STD BXH,2022-03-15,A0030,ACE PILLER,127549100,BXH-08-12G 24V 14DIN,2,PCS,90,002,4980,E&C Machiner,8000,Trading company
MPTW,1,OUT,2021-12-17,A02,230200,Servoflex SFS/SFF/SFM/SFH,2022-01-19,A0030,ACE PILLER,104641500,SFS-09S,7,PCS,55.7,002,10787,JAGULAR INDU,8000,Trading company
MPTW,1,OUT,2021-12-17,A02,260200,Posi-Lock,2022-01-07,A0030,ACE PILLER,123141500,PSL-D-14,1,PCS,43.8,002,1212,CORNING DISP,8000,Trading company
MPTW,1,OUT,2021-12-17,A02,130100,STD CB,2022-01-17,A0030,ACE PILLER,TW90900,101-12-13G 24V 30JIS N14,1,PCS,71.38,002,1975,SYSCO MACHIN,8000,Trading company
