MPTW,2,2021/11/18,A0001,IN,0000-00-00,?車器 (保?品),2020-11-19,2021-01-21,127799500,Micro BXW,A01,120101,BXW-04-10M-05-90V,PCS,1567,001,770,331209.083,,,
MPTW,2,2021/11/18,A0001,IN,0000-00-00,?車器 (保?品),2021-01-29,2021-04-30,130880300,Micro BXW,A01,120101,BXW-03-12H-24V,PCS,1255,001,100,34198.8,,,
MPTW,2,2021/11/18,A0001,IN,0000-00-00,?車器 (保?品),2021-01-29,2021-05-28,130893700,Micro BXW,A01,120101,BXW-04-10MS-05-180V,PCS,2163,001,650,383121.7,,,
MPTW,2,2021/11/18,A0001,IN,0000-00-00,?車器 (保?品),2021-01-29,2021-05-28,130892800,Micro BXW,A01,120101,BXW-04-10MS-05-45V,PCS,2251,001,700,429378.6,,,
MPTW,2,2021/11/18,A0001,IN,0000-00-00,?車器 (保?品),2021-03-08,2021-05-28,127797900,Micro BXW,A01,120101,BXW-04-10H-24V,PCS,1298,001,1000,342932,,,
MPTW,2,2021/11/18,A0001,IN,0000-00-00,?車器 (保?品),2021-03-08,2021-05-28,127798800,Micro BXW,A01,120101,BXW-04-10L-90V,PCS,1314,001,1000,347159,,,
MPTW,2,2021/11/18,A0001,IN,0000-00-00,?車器 (保?品),2021-03-08,2021-05-28,130882600,Micro BXW,A01,120101,BXW-05-12L-12V,PCS,1653,001,10,4367,,,
MPTW,2,2021/11/18,A0001,IN,0000-00-00,?車器 (保?品),2021-03-08,2021-05-28,130876100,Micro BXW,A01,120101,BXW-02-12-12-24V,PCS,1265,001,50,16710.65,,,
MPTW,2,2021/11/18,A0001,IN,0000-00-00,?車器 (保?品),2021-03-08,2021-05-28,127800000,Micro BXW,A01,120101,BXW-04-10S-24V,PCS,1322,001,400,139708.8,,,
MPTW,2,2021/11/18,A0001,IN,0000-00-00,?車器 (保?品),2021-03-08,2021-05-28,127799800,Micro BXW,A01,120101,BXW-04-10M-10-90V,PCS,1586,001,100,41902.1,,,
MPTW,2,2021/11/18,A0007,IN,0000-00-00,?車器 (保?品),2021-04-13,2021-06-18,120912800,Micro BXW,A01,120101,BFK457-03-1.00NM-24V,PCS,15.34,002,1000,436807,,,
MPTW,2,2021/11/18,A0031,OUT,0000-00-00,?車器 (保?品),2021-05-27,2021-06-21,TW90989,Micro BXW,A02,120101,BXW-03-10-116,PCS,2150,001,400,218354.08,,0100,Motor
MPTW,2,2021/11/18,A0001,IN,0000-00-00,?車器 (保?品),2021-04-07,2021-06-25,TW91465,Micro BXW,A01,120101,BXW-02-10-67,PCS,1853,001,130,62703.68,,,
MPTW,2,2021/11/18,A0004,IN,0000-00-00,?車器 (保?品),2021-03-31,2021-07-08,126286300,Micro BXW,A01,120101,BXW-01-10-27,PCS,11.5,002,2000,648140,,,
MPTW,2,2021/11/18,A0001,IN,0000-00-00,轉子套組 (保?品),2021-04-07,2021-07-21,TW92613,Micro BXW,A01,120101,BXW-04-10 10?,SET,100,001,2050,53361.5,,,
MPTW,2,2021/11/18,A0001,IN,0000-00-00,轉子套組 (保?品),2021-04-07,2021-07-21,130839000,Micro BXW,A01,120101,BXW-02-10 6,SET,80,001,2600,54142.4,,,
MPTW,2,2021/11/18,A0001,IN,0000-00-00,?車器 (保?品),2021-04-07,2021-07-21,130876100,Micro BXW,A01,120101,BXW-02-12-12-24V,PCS,1265,001,1000,329280,,,
MPTW,2,2021/11/18,A0001,IN,0000-00-00,轉子套組 (保?品),2021-04-07,2021-07-21,130840800,Micro BXW,A01,120101,BXW-03-10 8,SET,81,001,1300,27409.72,,,
MPTW,2,2021/11/18,A0001,IN,0000-00-00,轉子套組 (保?品),2021-04-07,2021-07-21,TW92614,Micro BXW,A01,120101,BXW-05-10 12,SET,112,001,5000,145768,,,
MPTW,2,2021/11/18,A0001,IN,0000-00-00,?車器 (保?品),2021-04-07,2021-07-21,127939500,Micro BXW,A01,120101,BXW-05-10M-45V,PCS,2552,001,500,332143,,,
MPTW,2,2021/11/18,A0001,IN,0000-00-00,?車器 (保?品),2021-04-07,2021-07-21,TW90475,Micro BXW,A01,120101,BXW-05-10L-90V,PCS,1492,001,1000,388368,,,
MPTW,2,2021/11/18,A0001,IN,0000-00-00,?車器 (保?品),2021-06-02,2021-07-23,127796900,Micro BXW,A01,120101,BXW-01-10H-24V,PCS,1036,001,630,165976.65,,,
MPTW,2,2021/11/18,A0001,IN,0000-00-00,?車器 (保?品),2021-07-02,2021-07-23,130406300,Micro BXW,A01,120101,BXW-02-10TL-90V,PCS,1331,001,460,152942.64,,,
MPTW,2,2021/11/18,A0007,IN,0000-00-00,?車器 (保?品),2021-04-13,2021-07-23,130166500,Micro BXW,A01,120101,BFK457-03-1.00NM-12V,PCS,15.45,002,500,219969.375,,,
MPTW,2,2021/11/18,A0005,IN,0000-00-00,?車器 (保?品),2021-05-28,2021-08-01,122089900,Micro BXW,A01,120101,BXW-04-10M-05-90V-10,PCS,16.78,002,200,93766.6,,,
MPTW,2,2021/11/18,A0005,IN,0000-00-00,?車器 (保?品),2021-05-12,2021-08-02,125132900,Micro BXW,A01,120101,BXW-04-10M-10-90V-10,PCS,16.88,002,450,212004,,,
MPTW,2,2021/11/18,A0005,IN,0000-00-00,?車器 (保?品),2021-07-12,2021-08-20,122089600,Micro BXW,A01,120101,BXW-03-10M-90V-8,PCS,17.48,002,350,170386.3,,,
MPTW,2,2021/11/18,A0005,IN,0000-00-00,?車器 (保?品),2021-07-12,2021-08-20,125132900,Micro BXW,A01,120101,BXW-04-10M-10-90V-10,PCS,16.88,002,300,141032,,,
MPTW,2,2021/11/18,A0001,IN,0000-00-00,?車器 (保?品),2021-04-29,2021-08-23,127797900,Micro BXW,A01,120101,BXW-04-10H-24V,PCS,1298,001,1000,335663,,,
MPTW,2,2021/11/18,A0001,IN,0000-00-00,?車器 (保?品),2021-04-29,2021-08-23,127800000,Micro BXW,A01,120101,BXW-04-10S-24V,PCS,1322,001,1000,341869,,,
MPTW,2,2021/11/18,A0001,IN,0000-00-00,?車器 (保?品),2021-04-29,2021-08-23,127799800,Micro BXW,A01,120101,BXW-04-10M-10-90V,PCS,1586,001,1000,410140,,,
MPTW,2,2021/11/18,A0001,IN,0000-00-00,?車器 (保?品),2021-04-29,2021-08-23,TW90099,Micro BXW,A01,120101,BXW-05-10H-24V,PCS,1489,001,610,234883.55,,,
MPTW,2,2021/11/18,A0001,IN,0000-00-00,?車器 (保?品),2021-04-29,2021-08-23,TW90463,Micro BXW,A01,120101,BXW-05-10S-24V,PCS,1496,001,280,108322.48,,,
MPTW,2,2021/11/18,A0001,IN,0000-00-00,?車器 (保?品),2021-04-29,2021-08-23,TW91409,Micro BXW,A01,120101,BXW-01-10-115,PCS,1853,001,300,143755.8,,,
MPTW,2,2021/11/18,A0001,IN,0000-00-00,?車器 (保?品),2021-04-29,2021-08-23,127797400,Micro BXW,A01,120101,BXW-01-10S-24V,PCS,1029,001,430,114422.57,,,
MPTW,2,2021/11/18,A0001,IN,0000-00-00,?車器 (保?品),2021-06-02,2021-08-23,127796900,Micro BXW,A01,120101,BXW-01-10H-24V,PCS,1036,001,1000,263455,,,
MPTW,2,2021/11/18,A0001,IN,0000-00-00,?車器 (保?品),2021-07-02,2021-08-23,130406300,Micro BXW,A01,120101,BXW-02-10TL-90V,PCS,1331,001,1000,332484,,,
