24.03.2022,5,2402279,ASK S 070 BB 37H7/38H7 AL SL=464,11370,5,9909,22.12.2021,150.90,282.15,21357,Beijing AGIE CHARMILLES,754.50,1410.75,D,09,MPEU,1,2021-12-22
20.01.2022,48,2402280,STK-15-GS-ST,11501,48,9909,22.12.2021,11.50,13.87,21940,BEHAM Techn. Handels GmbH,552.00,665.76,A,80,MPEU,1,2021-12-22
02.02.2022,2,2402281,MF-25K,11750,2,2502,22.12.2021,70.80,96.10,30436,ABSSAC Limited,141.60,192.20,A,80,MPEU,1,2021-12-22
12.01.2022,2,2402282,SFC-040DA2-8B-19B,10101,2,2301,22.12.2021,15.92,44.54,30504,Methode Electronics Malta Ltd.,31.84,89.08,D,90,MPEU,1,2021-12-22
09.03.2022,6,2402283,SFC-100DA2-32B-40B,10101,6,2301,22.12.2021,64.20,127.00,30210,Bianchi Industrial SpA,385.20,762.00,A,80,MPEU,1,2021-12-22
06.04.2022,6,2402283,SFC-100DA2-32B-40B,10101,6,2301,22.12.2021,64.20,127.00,30210,Bianchi Industrial SpA,385.20,762.00,A,80,MPEU,1,2021-12-22
26.01.2022,10,2402284,SFC-060DA2-20B-24B,10101,10,2301,22.12.2021,22.96,51.51,30210,Bianchi Industrial SpA,229.60,515.10,A,80,MPEU,1,2021-12-22
11.01.2022,5,2402285,ASK 018 BB 6H7/6H7 AL,11301,5,9909,22.12.2021,6.00,18.80,21962,HERZOG Maschinenfabrik GmbH & Co. KG,30.00,94.00,D,10,MPEU,1,2021-12-22
