MPTW,3,OUT,STD BXR,DELTA,140102,IN21112201,2021-11-19,0000-00-00,?車器,TW90745,Brakes,BXR-14-10-A-57,Goods,,80,0,7950,1,157092,0,157092,636000,0,42642,27.14460316,114450,114450,0,0,0,2021/05/19,0100,0,0000-00-00,,,MIKI PULLEY CO.LTD,
MPTW,3,OUT,STD BXR,DELTA,140102,IN21112201,2021-11-19,0000-00-00,?車器,TW90745,Brakes,BXR-14-10-A-57,Goods,,80,0,7950,1,157092,0,157092,636000,0,42642,27.14460316,114450,114450,0,0,0,2021/05/19,0100,0,0000-00-00,,,MIKI PULLEY CO.LTD,
MPTW,3,OUT,STD BXR,DELTA,140102,IN21112201,2021-11-19,0000-00-00,?車器,TW90745,Brakes,BXR-14-10-A-57,Goods,,80,0,7950,1,157092,0,157092,636000,0,42642,27.14460316,114450,114450,0,0,0,2021/05/19,0100,0,0000-00-00,,,MIKI PULLEY CO.LTD,
MPTW,3,OUT,STD BXR,DELTA,140102,IN21112201,2021-11-19,0000-00-00,?車器,TW90745,Brakes,BXR-14-10-A-57,Goods,,80,0,7950,1,157092,0,157092,636000,0,42642,27.14460316,114450,114450,0,0,0,2021/05/19,0100,0,0000-00-00,,,MIKI PULLEY CO.LTD,
MPTW,3,OUT,STD BXR,DELTA,140102,IN21112201,2021-11-19,0000-00-00,?車器,TW90745,Brakes,BXR-14-10-A-57,Goods,,80,0,7950,1,157092,0,157092,636000,0,42642,27.14460316,114450,114450,0,0,0,2021/05/19,0100,0,0000-00-00,,,MIKI PULLEY CO.LTD,
MPTW,3,OUT,STD BXR,DELTA,140102,IN21112201,2021-11-19,0000-00-00,?車器,TW90745,Brakes,BXR-14-10-A-57,Goods,,80,0,7950,1,157092,0,157092,636000,0,42642,27.14460316,114450,114450,0,0,0,2021/05/19,0100,0,0000-00-00,,,MIKI PULLEY CO.LTD,
MPTW,3,OUT,STD BXR,DELTA,140102,IN21112201,2021-11-19,0000-00-00,?車器,TW90745,Brakes,BXR-14-10-A-57,Goods,,80,0,7950,1,157092,0,157092,636000,0,42642,27.14460316,114450,114450,0,0,0,2021/05/19,0100,0,0000-00-00,,,MIKI PULLEY CO.LTD,
MPTW,3,OUT,STD BXR,DELTA,140102,IN21112201,2021-11-19,0000-00-00,?車器,TW90745,Brakes,BXR-14-10-A-57,Goods,,80,0,7950,1,157092,0,157092,636000,0,42642,27.14460316,114450,114450,0,0,0,2021/05/19,0100,0,0000-00-00,,,MIKI PULLEY CO.LTD,
MPTW,3,OUT,STD BXR,DELTA,140102,IN21112201,2021-11-19,0000-00-00,?車器,TW90745,Brakes,BXR-14-10-A-57,Goods,,80,0,7950,1,157092,0,157092,636000,0,42642,27.14460316,114450,114450,0,0,0,2021/05/19,0100,0,0000-00-00,,,MIKI PULLEY CO.LTD,
MPTW,3,OUT,STD BXR,DELTA,140102,IN21112201,2021-11-19,0000-00-00,?車器,TW90745,Brakes,BXR-14-10-A-57,Goods,,80,0,7950,1,157092,0,157092,636000,0,42642,27.14460316,114450,114450,0,0,0,2021/05/19,0100,0,0000-00-00,,,MIKI PULLEY CO.LTD,
MPTW,3,OUT,STD BXR,DELTA,140102,IN21112201,2021-11-19,0000-00-00,?車器,TW90745,Brakes,BXR-14-10-A-57,Goods,,80,0,7950,1,157092,0,157092,636000,0,42642,27.14460316,114450,114450,0,0,0,2021/05/19,0100,0,0000-00-00,,,MIKI PULLEY CO.LTD,
MPTW,3,IN,Micro BXW,MPHK,120101,IN21111902,2021-11-19,0000-00-00,?車器 (保?品),126286300,Brakes,BXW-01-10-27,FG,,50,0,11.5,2,15997,0,15997,575,0,4219.526,26.37698318,11777.474,10833.79,167.758,273.023,502.903,2021/03/24,,0,0000-00-00,,,,
MPTW,3,IN,Micro BXW,MPHK,120101,IN21111902,2021-11-19,0000-00-00,?車器 (保?品),126286300,Brakes,BXW-01-10-27,FG,,600,0,11.5,2,191958,0,191958,6900,0,50628.313,26.37468248,141329.687,130005.483,2013.095,3276.279,6034.83,2021/03/24,,0,0000-00-00,,,,
MPTW,3,IN,Micro BXW,MPHK,120101,IN21111902,2021-11-19,0000-00-00,?車器 (保?品),126286300,Brakes,BXW-01-10-27,FG,,850,0,11.5,2,271941,0,271941,9775,0,71723.944,26.37481807,200217.056,184174.434,2851.884,4641.395,8549.343,2021/03/24,,0,0000-00-00,,,,
MPTW,3,IN,Micro BXW,MPHK,120101,IN21111902,2021-11-19,0000-00-00,?車器 (保?品),126286300,Brakes,BXW-01-10-27,FG,,350,0,11.5,2,111976,0,111976,4025,0,29533.682,26.37501072,82442.318,75836.532,1174.305,1911.163,3520.318,2021/03/31,,0,0000-00-00,,,,
MPTW,3,IN,Micro BXW,MPHK,120101,IN21111902,2021-11-19,0000-00-00,?車器 (保?品),126286300,Brakes,BXW-01-10-27,FG,,50,0,11.5,2,15997,0,15997,575,0,4219.526,26.37698318,11777.474,10833.79,167.758,273.023,502.903,2021/03/31,,0,0000-00-00,,,,
MPTW,3,IN,Micro BXW,MPEU,120101,IN21111903,2021-11-19,0000-00-00,?車器 (保?品),120912800,Brakes,BFK457-03-1.00NM-24V,FG,,120,0,15.34,2,51211,0,51211,1841,2147483647,11186.758,21.84444358,40024.242,34043.367,841.522,1346.216,3793.137,2021/03/17,,0,0000-00-00,,,,
