MPHK,3,2021-12-16,2021-12-15,,OUT,SINGHUAT-C,8000,128747800,BRAKE: BXR-025-10LE-032,400,USD,42.1,7.753,130560.52,89208,1201,MPJP,IN,AEM_SG,1100,
MPHK,3,2021-12-16,2021-12-15,,OUT,SINGHUAT-C,8000,103543800,CLUTCH: 546-21-34-RS 24V25 DIN,10,USD,507.4,7.753,39338.72,30107,1501,MPJP,IN,DWA_SG,9000,
MPHK,3,2021-12-16,2021-12-15,,OUT,SINGHUAT-C,8000,130829100,COUPLING: SFC-030DA2-T125 (10B-14B TYPE C),500,USD,23.2,7.753,89934.8,54460,2301,MPJP,IN,AEM_SG,1100,
MPHK,3,2021-12-16,2021-12-15,,OUT,SINGHUAT-C,8000,121804400,BRAKE: BXL-06-10G 45V 11DIN,30,USD,42.4,7.753,9861.82,8704.5,1401,MPJP,IN,FLEXLINK,1100,
MPHK,3,2021-12-16,2021-12-15,,OUT,SINGHUAT-C,8000,033000100,INDICATOR: SD-53B-12R,50,USD,12.9,7.753,5000.69,3475.5,3107,MPJP,IN,,,
MPHK,3,2021-12-16,2021-12-15,,OUT,SINGHUAT-C,8000,121804400,BRAKE: BXL-06-10G 45V 11DIN,30,USD,42.4,7.753,9861.82,8704.5,1401,MPJP,IN,FLEXLINK,1100,
MPHK,3,2021-12-16,2021-12-15,,OUT,SINGHUAT-C,8000,122286800,CLUTCH: 101-16-11G 24V R40JIS A40JIS,5,USD,135.5,7.753,5252.66,3199,1301,MPJP,IN,,,
MPHK,3,2021-12-16,2021-12-15,,OUT,SINGHUAT-C,8000,124541200,BRAKE: 111-16-13G 90V,6,USD,113.2,7.753,5265.84,4010.58,1301,MPJP,IN,,,
MPHK,3,2021-12-16,2021-12-15,,OUT,SINGHUAT-C,8000,104948600,COUPLING: MM-14K,30,USD,32.8,7.753,7628.95,5859,2502,MPJP,IN,OKAMOTO_SG,1000,
MPHK,3,2021-12-16,2021-12-15,,OUT,SINGHUAT-C,8000,104681900,COUPLING: SFS-10G,4,USD,131.6,7.753,4081.18,1771.28,2302,MPJP,IN,,,
MPHK,3,2021-12-16,2021-12-15,,OUT,SINGHUAT-C,8000,124045600,COUPLING PART: ALS-095-B-EL,20,USD,14,7.753,2170.84,1075.2,2202,MPJP,IN,OKAMOTO_SG,1000,
MPHK,3,2021-12-16,2021-12-15,,OUT,SINGHUAT-C,8000,028017700,COUPLING: 3085M 6-6,9,USD,34.3,7.753,2393.35,1616.58,2501,MPJP,IN,,,
MPHK,3,2021-12-16,2021-12-15,,OUT,SINGHUAT-C,8000,123909800,BRAKE: BXW-03-10S-24V-8,50,USD,21.1,7.753,8179.42,5106.5,1201,MPJP,IN,TRI_EQUIPMENT(M),8000,
MPHK,3,2021-12-16,2021-12-15,,OUT,SINGHUAT-C,8000,121519100,BRAKE: BXW-04-10H-24V-10,20,USD,23,7.753,3566.38,2310,1201,MPJP,IN,,,
MPHK,3,2021-12-16,2021-12-15,,OUT,SINGHUAT-C,8000,121391800,COUPLING: SFC-010DA2-6B-8B,8,USD,15.7,7.753,973.78,685.44,2301,MPJP,IN,,,
MPHK,3,2021-12-16,2021-12-15,,OUT,SINGHUAT-C,8000,104681900,COUPLING: SFS-10G,5,USD,131.6,7.753,5101.47,2214.1,2302,MPJP,IN,,,
MPHK,3,2021-12-16,2021-12-15,,OUT,SINGHUAT-C,8000,071080100,COUPLING: AL-070,15,USD,3.5,7.753,407.03,283.5,2201,MPJP,IN,,,
MPHK,3,2021-12-16,2021-12-15,,OUT,SINGHUAT-C,8000,124716900,BRAKE: BXW-03-10L-24V-6,20,USD,23.21,7.753,3598.94,2034.2,1201,MPJP,IN,,,
MPHK,3,2021-12-16,2021-12-15,,OUT,SINGHUAT-C,8000,121519100,BRAKE: BXW-04-10H-24V-10,30,USD,23,7.753,5349.57,3465,1201,MPJP,IN,MICRO_MODULAR,1100,
