,MPKR,3,2021-12-03,2021-12-03,OUT,SPG,,122089600,BRAKE: BXW-03-10M-90V-8,150,KRW,21400,1870,01201,IN,,,
,MPKR,3,2021-12-03,2021-12-03,OUT,SPG,,122517800,BRAKE: BXW-04-10M-03-45V-10,100,KRW,23900,1776,01201,IN,,,
,MPKR,3,2021-12-03,2021-12-03,OUT,SPG,,122518000,BRAKE: BXW-04-10M-03-90V-10,150,KRW,23900,1794,01201,IN,,,
,MPKR,3,2021-12-03,2021-12-03,OUT,SPG,,122089900,BRAKE: BXW-04-10M-05-90V-10,150,KRW,23900,1795,01201,IN,,,
,MPKR,3,2021-12-03,2021-12-03,OUT,SPG,,122090000,BRAKE: BXW-04-10M-05-180V-10,190,KRW,23900,1810,01201,IN,,,
,MPKR,3,2021-12-03,2021-12-03,OUT,SPG,,126596500,BRAKE: BXW-04-10M-05-180V-8,10,KRW,23900,1861,01201,IN,,,
,MPKR,3,2021-12-03,2021-12-03,OUT,SPG,,123029700,POWER SUPPLY: BEM-2T-A-1,300,KRW,1970,276,01901,IN,,,
,MPKR,3,2021-12-03,2021-12-03,OUT,SPG,,126414400,POWER SUPPLY: BEM-4T-UL,450,KRW,2970,326,01901,IN,,,
,MPKR,3,2021-12-03,2021-12-03,OUT,HANYANG PACKING,,,SPEED DRIVE: AK-140-MAT-24K,20,KRW,86000,0,,IN,,,
,MPKR,3,2021-12-03,2021-12-03,OUT,HANYANG PACKING,,,SPEED DRIVE: PE-155-MAT-20H,20,KRW,96000,0,,IN,,,
,MPKR,3,2021-12-03,2021-12-03,OUT,HYUNDAI ROBOTICS,,,BRAKE: BXR-050-10LE-A-72,4,KRW,220000,0,09209,IN,,,
,MPKR,3,2021-12-03,2021-12-03,OUT,HYUNJIN MT,,121900300,BRAKE: BXH-06-10G 24V 11DIN,2,KRW,86000,3395,01401,IN,,,
,MPKR,1,2021-12-03,2022-01-03,OUT,EVERDIGM,,104409300,COUPLING: CF-A-140-SC-1360,4,KRW,255000,8129,02101,IN,,,
,MPKR,1,2021-12-03,2022-01-03,OUT,EVERDIGM,,104433000,COUPLING: CF-A-080-SC-1360,4,KRW,185000,5980,02101,IN,,,
,MPKR,1,2021-12-03,2021-12-10,OUT,HANJU SEMICON,,104626100,COUPLING: SFS-08S-20M-22M,4,KRW,127000,4393,02302,IN,,,
,MPKR,1,2021-12-03,2021-12-24,OUT,PT KOREA,,104948600,COUPLING: MM-14K,2,KRW,63000,2790,02502,IN,,,
,MPKR,1,2021-12-03,2021-12-24,OUT,PT KOREA,,104948900,COUPLING: MM-16K,2,KRW,69000,3296,02502,IN,,,
,MPKR,1,2021-12-03,2021-12-24,OUT,GAON TECH,,,TACHO GENERATOR: 86G-L,1,KRW,1460000,0,,IN,,,
,MPKR,1,2021-12-03,2021-12-24,OUT,GAON TECH,,,TACHO GENERATOR: 86DG,1,KRW,1650000,0,,IN,,,
,MPKR,1,2021-12-03,2022-01-13,OUT,KOMATECH,,126153200,COUPLING: SFC-080SA2-T144,2,KRW,130000,5317,02301,IN,,,
,MPKR,1,2021-12-03,2021-12-24,OUT,WOOYANG,,110857100,COUPLING: CPE-19-8B-8B,30,KRW,36000,2168,02901,IN,,,
,MPKR,1,2021-12-03,2021-12-09,OUT,HANWHA,,129550900,BRAKE: BXR-035-10LE-A-5,110,KRW,63000,2748,01201,IN,,,
,MPKR,1,2021-12-03,2021-12-09,OUT,HANWHA,,,BRAKE: BXR-040-10LE-A-5,90,KRW,64700,0,,IN,,,
,MPKR,1,2021-12-03,2021-12-09,OUT,HANWHA,,,BRAKE: BXR-06-10LE-A-56,120,KRW,89500,0,,IN,,,
,MPKR,1,2021-12-03,2021-12-09,OUT,HANWHA,,,BRAKE: BXR-06-10LE-A-66,40,KRW,83000,0,,IN,,,
,MPKR,1,2021-12-03,2021-12-09,OUT,HANWHA,,,BRAKE: BXR-06-10LE-A-76,80,KRW,89500,0,,IN,,,
,MPKR,1,2021-12-03,2021-12-09,OUT,HANWHA,,,BRAKE: BXR-025-10LE-A-13,60,KRW,59000,0,,IN,,,
,MPKR,1,2021-12-03,2021-12-09,OUT,HANWHA,,,BRAKE: BXR-040-10LE-A-19,40,KRW,64000,0,,IN,,,
,MPKR,2,2021-12-03,2021-12-10,OUT,HANSUNG TNI,,126921800,COUPLING: CF-A-025-O1-T46,30,KRW,105000,3952,02101,IN,,,
,MPKR,2,2021-12-03,2022-02-01,OUT,HANSUNG TNI,,126921800,COUPLING: CF-A-025-O1-T46,50,KRW,105000,3952,02101,IN,,,
,MPKR,2,2021-12-03,2021-12-03,OUT,GOYEONG TECH,,,Monninghoff brake: 560.12.3.4 (56012-01034),3,KRW,816000,0,,OUT,,,
,MPKR,2,2021-12-03,2021-12-03,OUT,GOYEONG TECH,,,Monninghoff brake: 560.13.3.4 (56013-06XXX),2,KRW,1381000,0,,OUT,,,
,MPKR,2,2021-12-03,2021-12-03,OUT,GOYEONG TECH,,,Monninghoff brake: 560.15.3.4 (56015-06XXX),1,KRW,1644000,0,,OUT,,,
,MPKR,2,2021-12-03,2021-12-29,OUT,PUNGSAN,,,monninghoff toothclutch 546.32.6.7/313.98.1.0,2,KRW,14600000,0,,OUT,,,
,MPKR,2,2021-12-03,2021-12-03,OUT,HUEMIN TECH,,,COUPLING: SFH-190G-T079,20,KRW,1400000,0,02302,IN,,,
,MPKR,2,2021-12-03,2021-12-18,OUT,HUEMIN TECH,,,COUPLING: SFH-190G-T079,29,KRW,1400000,0,02302,IN,,,
,MPKR,2,2021-12-03,2021-12-10,OUT,DONGIL ROLLING,,130501300,COUPLING: SFF-120SS-35B-55BM-600N,2,KRW,340000,7834,02302,IN,,,
,MPKR,2,2021-12-03,2021-12-17,OUT,DONGIL ROLLING,,,ETP-EXPRESS-60,1,KRW,219000,0,02601,IN,,,
,MPKR,2,2021-12-03,2021-12-24,OUT,SHINIL MARINE,,128875200,BRAKE: BXR-02-10LE-A-17,15,KRW,100000,2620,01201,IN,,,
,MPKR,2,2021-12-03,2022-01-13,OUT,SHINIL MARINE,,128743800,BRAKE: BXR-015-10LE-006,5,KRW,110000,4383,01201,IN,,,
,MPKR,2,2021-12-03,2021-12-17,OUT,S TECH,,122648200,CB UNIT: 121-08-10G,11,KRW,395000,15623,01302,IN,,,
,MPKR,2,2021-12-03,2021-12-17,OUT,S TECH,,122648500,CB UNIT: 121-16-10G,12,KRW,975000,40230,01302,IN,,,
,MPKR,2,2021-12-03,2021-12-20,OUT,KELACO,,,monninghoff toothclutch 546.21.3.5,3,KRW,1100000,0,01501,OUT,,,
,MPKR,2,2021-12-03,2021-12-24,OUT,HOSUNG BEARING,,104345000,COUPLING: CF-A-030-O1-1360,60,KRW,138000,4418,02101,IN,,,
,MPKR,2,2021-12-03,2021-12-09,OUT,KANGNAM AUTO,,128510400,COUPLING: SFS-12W 28J-32J,2,KRW,450000,10458,02302,IN,,,
,MPKR,2,2021-12-03,2021-12-10,OUT,LS MECAPION,,,BRAKE: BXW-03-10-162,3,KRW,0,0,01201,IN,,,
,MPKR,2,2021-12-03,2021-10-29,OUT,I-MARKET KOREA,,104661500,COUPLING: SFS-09S-22M-25M,8,KRW,160000,7239,02302,IN,,,
