MPTW,2,2021-12-21,A0052,OUT,信毅科技,聯軸器,2021-11-30,2022-01-16,TW93105,Servoflex SFC,A02,230100,SFC-050SA2-T218,PCS,1630,,20,34230,,,
MPTW,2,2021-12-21,A0050,OUT,大同大隈,聯軸器,2021-07-13,2021-12-27,125211100,Servoflex SFS/SFF/SFM/SFH,A02,230200,SFF-080SS-30B-35BS-150N,PCS,956,,485,486843,,,
MPTW,2,2021-12-21,A0050,OUT,大同大隈,聯軸器,2021-11-17,2022-03-31,125211100,Servoflex SFS/SFF/SFM/SFH,A02,230200,SFF-080SS-30B-35BS-150N,PCS,956,,600,602280,,,
MPTW,2,2021-12-21,A0041,OUT,士林電,?車器 (保?品),2021-11-17,2022-02-10,TW91720,Micro BXW,A02,120101,BXW-05-10-96,PCS,1268,,10,13314,,,
MPTW,2,2021-12-21,A0033,OUT,HIWIN,聯軸器,2021-10-08,2022-01-06,TW93096,Servoflex SFC,A02,230100,SFC-035DA2-12B-19BH,PCS,830,,1,872,,1200,Industrial robot
MPTW,2,2021-12-21,A0033,OUT,HIWIN,聯軸器,2021-12-20,2022-01-03,127725100,Servoflex SFC,A02,230100,SFC-035DA2-8B-14B,PCS,680,,5,3570,,1200,Industrial robot
MPTW,2,2021-12-21,A0033,OUT,HIWIN,聯軸器,2021-12-20,2021-12-20,127714500,Servoflex SFC,A02,230100,SFC-010DA2-4B-8B,PCS,460,,10,4830,,1200,Industrial robot
MPTW,2,2021-12-21,A0033,OUT,HIWIN,聯軸器,2021-12-20,2022-01-06,127719700,Servoflex SFC,A02,230100,SFC-030DA2-10B-14B,PCS,570,,1,599,,1200,Industrial robot
MPTW,2,2021-12-21,A0031,OUT,DELTA,?車器,2021-05-19,2021-10-04,127974400,STD BXR,A02,140102,BXR-14-10-A-41,PCS,5480,001,80,111222,,0100,Motor
MPTW,2,2021-12-21,A0031,OUT,DELTA,?車器,2021-05-19,2021-10-11,127974400,STD BXR,A02,140102,BXR-14-10-A-41,PCS,5480,001,80,111222,,0100,Motor
MPTW,2,2021-12-21,A0031,OUT,DELTA,?車器,2021-05-19,2021-10-11,127974400,STD BXR,A02,140102,BXR-14-10-A-41,PCS,5480,001,80,111222,,0100,Motor
MPTW,2,2021-12-21,A0031,OUT,DELTA,?車器,2021-05-19,2021-10-11,127974400,STD BXR,A02,140102,BXR-14-10-A-41,PCS,5480,001,80,111222,,0100,Motor
MPTW,2,2021-12-21,A0031,OUT,DELTA,?車器,2021-05-19,2021-10-11,127974400,STD BXR,A02,140102,BXR-14-10-A-41,PCS,5480,001,80,111222,,0100,Motor
MPTW,2,2021-12-21,A0031,OUT,DELTA,?車器,2021-05-19,2021-10-11,127974400,STD BXR,A02,140102,BXR-14-10-A-41,PCS,5480,001,80,111222,,0100,Motor
MPTW,2,2021-12-21,A0031,OUT,DELTA,?車器,2021-05-19,2021-09-27,127974400,STD BXR,A02,140102,BXR-14-10-A-41,PCS,5480,001,80,111222,,0100,Motor
MPTW,2,2021-12-21,A0031,OUT,DELTA,?車器,2021-05-19,2021-09-27,127974400,STD BXR,A02,140102,BXR-14-10-A-41,PCS,5480,001,80,111222,,0100,Motor
MPTW,2,2021-12-21,A0031,OUT,DELTA,?車器,2021-05-19,2021-10-04,127974400,STD BXR,A02,140102,BXR-14-10-A-41,PCS,5480,001,80,111222,,0100,Motor
MPTW,2,2021-12-21,A0031,OUT,DELTA,?車器,2021-05-19,2021-10-04,127974400,STD BXR,A02,140102,BXR-14-10-A-41,PCS,5480,001,80,111222,,0100,Motor
MPTW,2,2021-12-21,A0031,OUT,DELTA,?車器,2021-05-19,2021-10-04,127974400,STD BXR,A02,140102,BXR-14-10-A-41,PCS,5480,001,80,111222,,0100,Motor
MPTW,2,2021-12-21,A0031,OUT,DELTA,?車器,2021-05-19,2021-10-04,127974400,STD BXR,A02,140102,BXR-14-10-A-41,PCS,5480,001,80,111222,,0100,Motor
MPTW,2,2021-12-21,A0031,OUT,DELTA,?車器,2021-05-19,2021-09-27,127974400,STD BXR,A02,140102,BXR-14-10-A-41,PCS,5480,001,80,111222,,0100,Motor
MPTW,2,2021-12-21,A0031,OUT,DELTA,?車器,2021-05-19,2021-09-27,127974400,STD BXR,A02,140102,BXR-14-10-A-41,PCS,5480,001,80,111222,,0100,Motor
MPTW,2,2021-12-21,A0031,OUT,DELTA,?車器,2021-05-19,2021-10-11,127974400,STD BXR,A02,140102,BXR-14-10-A-41,PCS,5480,001,80,111222,,0100,Motor
MPTW,2,2021-12-21,A0031,OUT,DELTA,?車器 (保?品),2021-05-27,2021-10-18,TW90988,Micro BXW,A02,120101,BXW-05-10-72,PCS,2430,001,2000,1233954,,0100,Motor
MPTW,2,2021-12-21,A0031,OUT,DELTA,?車器 (保?品),2021-05-27,2021-09-27,TW90986,Micro BXW,A02,120101,BXW-01-10-107,PCS,2135,001,1500,813115,,0100,Motor
MPTW,2,2021-12-21,A0031,OUT,DELTA,?車器 (保?品),2021-05-27,2021-09-27,TW90988,Micro BXW,A02,120101,BXW-05-10-72,PCS,2430,001,2000,1233954,,0100,Motor
MPTW,2,2021-12-21,A0031,OUT,DELTA,?車器 (保?品),2021-05-27,2021-10-18,TW90988,Micro BXW,A02,120101,BXW-05-10-72,PCS,2430,001,2000,1233954,,0100,Motor
MPTW,2,2021-12-21,A0031,OUT,DELTA,?車器 (保?品),2021-05-27,2021-10-18,TW90988,Micro BXW,A02,120101,BXW-05-10-72,PCS,2430,001,2000,1233954,,0100,Motor
MPTW,2,2021-12-21,A0031,OUT,DELTA,?車器 (保?品),2021-05-27,2021-10-25,TW90987,Micro BXW,A02,120101,BXW-03-10-115,PCS,2150,001,2000,1091770,,0100,Motor
MPTW,2,2021-12-21,A0031,OUT,DELTA,?車器 (保?品),2021-05-27,2021-10-25,TW90987,Micro BXW,A02,120101,BXW-03-10-115,PCS,2150,001,2000,1091770,,0100,Motor
MPTW,2,2021-12-21,A0031,OUT,DELTA,?車器 (保?品),2021-05-27,2021-10-25,TW90987,Micro BXW,A02,120101,BXW-03-10-115,PCS,2150,001,2000,1091770,,0100,Motor
MPTW,2,2021-12-21,A0031,OUT,DELTA,?車器 (保?品),2021-05-27,2021-09-27,TW90987,Micro BXW,A02,120101,BXW-03-10-115,PCS,2150,001,600,327531,,0100,Motor
MPTW,2,2021-12-21,A0031,OUT,DELTA,?車器 (保?品),2021-05-27,2021-10-12,TW90987,Micro BXW,A02,120101,BXW-03-10-115,PCS,2150,001,2000,1091770,,0100,Motor
MPTW,2,2021-12-21,A0031,OUT,DELTA,?車器 (保?品),2021-05-27,2021-10-12,TW90987,Micro BXW,A02,120101,BXW-03-10-115,PCS,2150,001,2000,1091770,,0100,Motor
MPTW,2,2021-12-21,A0031,OUT,DELTA,?車器 (保?品),2021-05-28,2021-11-15,TW90989,Micro BXW,A02,120101,BXW-03-10-116,PCS,2150,001,50,28659,,0100,Motor
MPTW,2,2021-12-21,A0031,OUT,DELTA,?車器,2021-05-31,2021-11-08,TW91792,STD BXR,A02,140102,BXR-16-10-A-98,PCS,16500,001,40,167574,,0100,Motor
MPTW,2,2021-12-21,A0031,OUT,DELTA,?車器,2021-05-31,2021-11-08,TW91792,STD BXR,A02,140102,BXR-16-10-A-98,PCS,16500,001,40,167574,,0100,Motor
MPTW,2,2021-12-21,A0031,OUT,DELTA,?車器,2021-05-31,2021-11-08,TW91792,STD BXR,A02,140102,BXR-16-10-A-98,PCS,16500,001,40,167574,,0100,Motor
MPTW,2,2021-12-21,A0031,OUT,DELTA,?車器,2021-05-31,2021-11-08,TW91792,STD BXR,A02,140102,BXR-16-10-A-98,PCS,16500,001,40,167574,,0100,Motor
MPTW,2,2021-12-21,A0031,OUT,DELTA,?車器 (保?品),2021-06-18,2021-12-10,TW90989,Micro BXW,A02,120101,BXW-03-10-116,PCS,2150,001,200,112604,,0100,Motor
MPTW,2,2021-12-21,A0031,OUT,DELTA,?車器 (保?品),2021-06-18,2021-12-10,TW90987,Micro BXW,A02,120101,BXW-03-10-115,PCS,2150,001,350,197057.368,,0100,Motor
MPTW,2,2021-12-21,A0031,OUT,DELTA,?車器 (保?品),2021-06-18,2021-12-10,TW90986,Micro BXW,A02,120101,BXW-01-10-107,PCS,2135,001,300,167728,,0100,Motor
MPTW,2,2021-12-21,A0031,OUT,DELTA,?車器,2021-07-26,2021-12-06,127865800,STD BXR,A02,140102,BXR-10-10-A-53,PCS,3870,001,400,390251,,0100,Motor
MPTW,2,2021-12-21,A0031,OUT,DELTA,?車器,2021-07-26,2021-12-06,127865800,STD BXR,A02,140102,BXR-10-10-A-53,PCS,3870,001,400,390251,,0100,Motor
MPTW,2,2021-12-21,A0031,OUT,DELTA,?車器,2021-07-26,2021-12-06,127865800,STD BXR,A02,140102,BXR-10-10-A-53,PCS,3870,001,400,390251,,0100,Motor
MPTW,2,2021-12-21,A0031,OUT,DELTA,?車器,2021-07-26,2021-12-06,127865800,STD BXR,A02,140102,BXR-10-10-A-53,PCS,3870,001,400,390251,,0100,Motor
MPTW,2,2021-12-21,A0031,OUT,DELTA,?車器,2021-07-26,2021-12-06,127865800,STD BXR,A02,140102,BXR-10-10-A-53,PCS,3870,001,400,390251,,0100,Motor
MPTW,2,2021-12-21,A0031,OUT,DELTA,?車器,2021-07-26,2021-12-06,127865800,STD BXR,A02,140102,BXR-10-10-A-53,PCS,3870,001,400,390251,,0100,Motor
MPTW,2,2021-12-21,A0031,OUT,DELTA,?車器,2021-07-26,2021-11-29,127865800,STD BXR,A02,140102,BXR-10-10-A-53,PCS,3870,001,400,390251,,0100,Motor
MPTW,2,2021-12-21,A0031,OUT,DELTA,?車器,2021-07-26,2021-11-29,127865800,STD BXR,A02,140102,BXR-10-10-A-53,PCS,3870,001,400,390251,,0100,Motor
MPTW,2,2021-12-21,A0031,OUT,DELTA,?車器,2021-07-26,2021-11-29,127865800,STD BXR,A02,140102,BXR-10-10-A-53,PCS,3870,001,400,390251,,0100,Motor
MPTW,2,2021-12-21,A0031,OUT,DELTA,?車器,2021-07-26,2021-11-29,127865800,STD BXR,A02,140102,BXR-10-10-A-53,PCS,3870,001,400,390251,,0100,Motor
MPTW,2,2021-12-21,A0031,OUT,DELTA,?車器,2021-07-26,2021-11-29,127865800,STD BXR,A02,140102,BXR-10-10-A-53,PCS,3870,001,400,390251,,0100,Motor
MPTW,2,2021-12-21,A0031,OUT,DELTA,?車器,2021-07-26,2021-11-29,127865800,STD BXR,A02,140102,BXR-10-10-A-53,PCS,3870,001,400,390251,,0100,Motor
MPTW,2,2021-12-21,A0031,OUT,DELTA,?車器,2021-07-26,2021-11-15,127865800,STD BXR,A02,140102,BXR-10-10-A-53,PCS,3870,001,400,390251,,0100,Motor
MPTW,2,2021-12-21,A0031,OUT,DELTA,?車器,2021-07-26,2021-11-15,127865800,STD BXR,A02,140102,BXR-10-10-A-53,PCS,3870,001,400,390251,,0100,Motor
