MPTJ,3,2021-12-28,2021-12-28,IN,MIKIPULLEY(SHANG HAI),9800,14B-19B,SFC-040DA2,1,RMB,57.27,0,2301,,,MIKIPULLEY(SHANG HAI),9800
MPTJ,3,2021-12-28,2021-12-28,IN,MIKIPULLEY(SHANG HAI),9800,14B-17B,SFC-050DA2,1,RMB,77.4,0,2301,,,MIKIPULLEY(SHANG HAI),9800
MPTJ,3,2021-12-28,2021-12-23,IN,MIKIPULLEY(SHANG HAI),9800,22BHA-24BHA,ALS-065ARN,2,RMB,97,0,2202,,,MIKIPULLEY(SHANG HAI),9800
MPTJ,3,2021-12-28,2021-12-23,IN,MIKIPULLEY(SHANG HAI),9800,22BHA-35BHA,ALS-065ARN,4,RMB,97,0,2202,,,MIKIPULLEY(SHANG HAI),9800
MPTJ,3,2021-12-28,2021-12-28,IN,MIKIPULLEY(SHANG HAI),9800,14B-19B,SFC-040DA2,43,RMB,57.27,0,2301,,,MIKIPULLEY(SHANG HAI),9800
MPTJ,3,2021-12-28,2021-12-28,IN,MIKIPULLEY(SHANG HAI),9800,14B-17B,SFC-050DA2,3,RMB,77.4,0,2301,,,MIKIPULLEY(SHANG HAI),9800
MPTJ,3,2021-12-28,2021-12-28,IN,MIKIPULLEY(SHANG HAI),9800,19B-25B,SFC-060SA2,10,RMB,103.48,0,2301,,,MIKIPULLEY(SHANG HAI),9800
MPTJ,3,2021-12-28,2021-12-28,IN,MIKIPULLEY(SHANG HAI),9800,14B-14B,SFC-025DA2,6,RMB,49.12,0,2301,,,MIKIPULLEY(SHANG HAI),9800
MPTJ,3,2021-12-28,2021-12-28,IN,MIKIPULLEY(SHANG HAI),9800,11B-14B,SFC-025DA2,4,RMB,49.12,0,2301,,,MIKIPULLEY(SHANG HAI),9800
MPTJ,3,2021-12-28,2021-12-28,IN,MIKIPULLEY(SHANG HAI),9800,8BHA-8BHA,ALS-020ARN,40,RMB,28,0,2202,,,MIKIPULLEY(SHANG HAI),9800
MPTJ,3,2021-12-28,2021-12-28,IN,MIKIPULLEY(SHANG HAI),9800,4.5B-8B,SFC-020DA2,15,RMB,87,0,2301,,,MIKIPULLEY(SHANG HAI),9800
MPTJ,3,2021-12-28,2021-12-28,IN,MIKIPULLEY(SHANG HAI),9800,8B-14B,SFC-030SA2,10,RMB,74,0,2301,,,MIKIPULLEY(SHANG HAI),9800
MPTJ,3,2021-12-28,2021-11-12,IN,MIKIPULLEY(SHANG HAI),9800,38K-38KJ,SFF-100DS,8,RMB,432,0,2302,,,MIKIPULLEY(SHANG HAI),9800
MPTJ,3,2021-12-28,2021-12-28,IN,MIKIPULLEY(SHANG HAI),9800,8BHA-8BHA,ALS-020ARN,10,RMB,28,0,2202,,,MIKIPULLEY(SHANG HAI),9800
MPTJ,3,2021-12-28,2021-12-28,IN,MIKIPULLEY(SHANG HAI),9800,16B-20B,SFC-040SA2,20,RMB,41.25,0,2301,,,MIKIPULLEY(SHANG HAI),9800
MPTJ,3,2021-12-28,2021-12-28,IN,MIKIPULLEY(SHANG HAI),9800,14B-19B,SFC-050DA2,20,RMB,77.4,0,2301,,,MIKIPULLEY(SHANG HAI),9800
MPTJ,3,2021-12-28,2021-12-28,IN,MIKIPULLEY(SHANG HAI),9800,14B-16B,SFC-050SA2,1,RMB,56.25,0,2301,,,MIKIPULLEY(SHANG HAI),9800
MPTJ,3,2021-12-28,2021-12-28,IN,MIKIPULLEY(SHANG HAI),9800,12B-16B,SFC-050SA2,500,RMB,56.25,0,2301,,,MIKIPULLEY(SHANG HAI),9800
MPTJ,3,2021-12-28,2021-12-28,IN,MIKIPULLEY(SHANG HAI),9800,6.35B-8B,SFC-010SA2,2,RMB,33.66,0,2301,,,MIKIPULLEY(SHANG HAI),9800
MPTJ,3,2021-12-28,2021-12-28,IN,MIKIPULLEY(SHANG HAI),9800,10B-12B,SFC-030DA2,2,RMB,49.46,0,2301,,,MIKIPULLEY(SHANG HAI),9800
MPTJ,3,2021-12-28,2021-12-28,IN,MIKIPULLEY(SHANG HAI),9800,12B-20B,SFC-040SA2,1,RMB,41.25,0,2301,,,MIKIPULLEY(SHANG HAI),9800
MPTJ,3,2021-12-28,2021-12-28,IN,MIKIPULLEY(SHANG HAI),9800,28B-28B,SFC-060DA2,1,RMB,125.81,0,2301,,,MIKIPULLEY(SHANG HAI),9800
MPTJ,3,2021-12-28,2021-12-28,IN,MIKIPULLEY(SHANG HAI),9800,28B-32B,SFC-060DA2,1,RMB,125.81,0,2301,,,MIKIPULLEY(SHANG HAI),9800
