MPTW,3,OUT,Belt Type Speed Drive,ACE PILLER,A0030,310100,UT92673681,2021-12-02,SA21C02003,單式可變節圓帶輪,100047500,Belt Type Speed Drive,JEN LUNG INDUSTRIAL CO. LTD.,AP-124-MA 24MM,Goods,2,PCS,63,002,3482,174,3656,126,USD 1242.60,415.824,3066.176,3066.176,0,0,0,X0361,MIKI PULLEY(TIANJIN)CO.LTD.,11.94210224,2021-11-09,8000,Trading company,9900,Unknown
MPTW,3,OUT,ETP,ACE PILLER,A0030,260100,UT92673681,2021-12-02,SA21C02003,液壓式軸鎖止,105635600,ETP-Bush,CHANG-IRON GROUP,ETP-T-30,Goods,3,PCS,134,002,11120,556,11676,401,匯率:27.745,7258.399,3861.601,3861.601,0,0,0,X0610,MIKI PULLEY CO.LTD,65.2733723,2021-11-09,8000,Trading company,,
MPTW,3,OUT,ETP,ACE PILLER,A0030,260100,UT92673681,2021-12-02,SA21C02003,液壓式軸鎖止,123411900,ETP-Bush,SHIN I MACHINERY WORKS CO. LTD.,ETP-A-15,Goods,2,PCS,35,002,1931,97,2028,70,,680.762,1250.238,1250.238,0,0,0,X0273,MIKI PULLEY CO.LTD,35.25437597,2021-11-11,8000,Trading company,9900,Unknown
MPTW,3,OUT,CB Power Supply,ACE PILLER,A0030,190100,UT92673681,2021-12-02,SA21C02003,電源裝置,121706500,Power Supply,RU LONG WOODMACHINE CO.LTD.,BEM-2H 360L,Goods,2,PCS,7,002,377,19,396,14,,214.143,162.857,162.857,0,0,0,X0006,MIKI PULLEY CO.LTD,56.80185676,2021-11-15,8000,Trading company,1000,Machine tool
MPTW,3,OUT,Micro CB,ACE PILLER,A0030,110100,UT92673681,2021-12-02,SA21C02003,微型勵磁型離合器,103197500,Micro Clutch,Liyi Technology,102-05-33 24V 10,Goods,10,PCS,40,002,11015,551,11566,397,,4157.719,6857.281,6857.281,0,0,0,X0655,MIKI PULLEY CO.LTD,37.74597367,2021-11-22,8000,Trading company,,
MPTW,3,OUT,Centaflex,ACE PILLER,A0030,210100,UT92673681,2021-12-02,SA21C02003,聯軸器,104242100,CENTA FLEX Coupling,Acelon Chemicals & Fiber Corp.,CF-X-002-OB,Goods,9,PCS,16,002,3970,199,4169,143,,1838.235,2131.765,2131.765,0,0,0,X0848,MIKI PULLEY CO.LTD,46.30314861,2021-11-23,8000,Trading company,,
MPTW,3,OUT,STD BXH,ACE PILLER,A0030,140104,UT92673681,2021-12-02,SA21C02003,?車器,121807300,Brakes,FALCON MACHINE TOOLS CO. LTD,BXH-10-10G 90V 19DIN,Goods,1,PCS,65,002,1792,90,1882,65,,352.617,1439.383,1439.383,0,0,0,X0048,MIKI PULLEY CO.LTD,19.67728795,2021-11-26,8000,Trading company,1000,Machine tool
MPTW,3,OUT,Index Handle,ACE PILLER,A0030,310700,UT92673681,2021-12-02,SA21C02003,指示手柄,033000700,Indicating handle,CALENDER MACHINERY,SD-53B-25L,Goods,2,PCS,14,002,788,38,826,28,,256.277,531.723,531.723,0,0,0,X0903,MIKI PULLEY CO.LTD,32.52246193,2021-11-26,8000,Trading company,,
MPTW,3,IN,Micro BXW,MPSH,A0003,120101,IN21120201,2021-12-02,SA21C02001,?車器 (保?品),127801500,Brakes,,BXW-01-10R-24V,FG,300,PCS,14,002,115697,0,115697,4170,,28060.975,87636.025,82226.298,1005.981,1613.582,2790.164,,,24.25384841,2021-09-01,,,,
MPTW,3,IN,Micro BXW,MPSH,A0003,120101,IN21120201,2021-12-02,SA21C02001,?車器 (保?品),131007400,Brakes,,BXW-03-10-82,FG,120,PCS,15,002,50940,0,50940,1836,,2906.39,48033.61,38530.073,2637.37,4228.436,2637.731,,,5.70551629,2021-10-26,,,,
MPTW,3,IN,Micro BXW,MPSH,A0003,120101,IN21120201,2021-12-02,SA21C02001,?車器 (保?品),TW92707,Brakes,,BXW-05-10-49,FG,20,PCS,16,002,9045,0,9045,326,,1919.724,7125.276,6678.533,26.307,43.458,376.978,,,21.22414594,2021-10-12,,,,
MPTW,3,IN,Micro BXW,MPSH,A0003,120101,IN21120201,2021-12-02,SA21C02001,?車器 (保?品),TW92707,Brakes,,BXW-05-10-49,FG,80,PCS,16,002,36179,0,36179,1304,,7677.897,28501.103,26714.131,105.228,173.832,1507.912,,,21.22197131,2021-10-12,,,,
MPTW,3,IN,Micro BXW,MPSH,A0003,120101,IN21120201,2021-12-02,SA21C02001,?車器 (保?品),TW92707,Brakes,,BXW-05-10-49,FG,120,PCS,16,002,54269,0,54269,1956,,11517.346,42751.654,40071.196,157.841,260.749,2261.868,,,21.22269804,2021-10-12,,,,
MPTW,3,IN,Micro BXW,MPSH,A0003,120101,IN21120201,2021-12-02,SA21C02001,?車器 (保?品),TW92707,Brakes,,BXW-05-10-49,FG,280,PCS,16,002,126628,0,126628,4564,,26874.139,99753.861,93499.458,368.296,608.414,5277.693,,,21.2229041,2021-10-12,,,,
MPTW,3,IN,Micro BXW,MPSH,A0003,120101,IN21120201,2021-12-02,SA21C02001,?車器 (保?品),128985700,Brakes,,BXW-05-10-54,FG,500,PCS,18,002,244156,0,244156,8800,,34916.495,209239.505,193956.974,1525.499,2437.128,11319.904,,,14.30089574,2021-10-21,,,,
MPTW,3,IN,Micro BXW,MPJP,A0001,120101,IN21120202,2021-12-02,SA21C02002,?車器 (保?品),127796900,Brakes,,BXW-01-10H-24V,FG,570,PCS,1036,001,141134,0,141134,590520,033844-010,24076.173,117057.827,107364.463,207.346,331.417,9154.601,,,17.05908782,2021-06-02,,,,
MPTW,3,IN,Micro BXW,MPJP,A0001,120101,IN21120202,2021-12-02,SA21C02002,?車器 (保?品),127796900,Brakes,,BXW-01-10H-24V,FG,60,PCS,1036,001,14856,0,14856,62160,033844-010,2534.124,12321.876,11301.522,21.826,34.886,963.642,,,17.05791599,2021-06-02,,,,
MPTW,3,IN,Micro BXW,MPJP,A0001,120101,IN21120202,2021-12-02,SA21C02002,?車器 (保?品),127796900,Brakes,,BXW-01-10H-24V,FG,20,PCS,1036,001,4952,0,4952,20720,033844-020,844.708,4107.292,3767.174,7.275,11.629,321.214,,,17.05791599,2021-06-02,,,,
MPTW,3,IN,Micro BXW,MPJP,A0001,120101,IN21120202,2021-12-02,SA21C02002,?車器 (保?品),127796900,Brakes,,BXW-01-10H-24V,FG,600,PCS,1036,001,148562,0,148562,621600,033844-020,25343.235,123218.765,113015.224,218.259,348.86,9636.422,,,17.05902923,2021-06-02,,,,
MPTW,3,OUT,Servoflex SFC,ACE PILLER,A0030,230100,UT92673683,2021-12-02,SA21C02004,聯軸器,127707700,Couplings,KAOTAI TECHNOLOGY CO. LTD.,SFC-010DA2-6B-8B,FG,2,PCS,392,,784,39,823,0,NO.6,784,0,0,0,0,0,X1212,,100,2021-11-25,8000,Trading company,,
MPTW,3,OUT,Servoflex SFC,ACE PILLER,A0030,230100,UT92673683,2021-12-02,SA21C02004,聯軸器,127719200,Couplings,WELLSUN PRECISION TECHNOLOGY CORP.,SFC-020SA2-8B-8B,FG,1,PCS,293,,293,15,308,0,NO.6,293,0,0,0,0,0,X0108,,100,2021-11-23,8000,Trading company,1100,Semiconductor making equipment
