MPTJ,3,2021-12-21,2021-12-21,IN,MIKIPULLEY(SHANG HAI),9800,17B-24B,SFC-050SA2,2,RMB,86,0,2301,,,MIKIPULLEY(SHANG HAI),9800
MPTJ,3,2021-12-21,2021-12-21,IN,MIKIPULLEY(SHANG HAI),9800,120770300,BXH-08-10-A-60,165,RMB,180.82,0,1401,MPJP,IN,MIKIPULLEY(SHANG HAI),9800
MPTJ,3,2021-12-21,2021-12-21,IN,MIKIPULLEY(SHANG HAI),9800,10B-14B,SFC-030DA2,2,RMB,94,0,2301,,,MIKIPULLEY(SHANG HAI),9800
MPTJ,3,2021-12-21,2021-12-21,IN,MIKIPULLEY(SHANG HAI),9800,90V-19D,BXL-10-10N-05,50,RMB,210,0,1401,,,MIKIPULLEY(SHANG HAI),9800
MPTJ,3,2021-12-21,2021-12-21,IN,MIKIPULLEY(SHANG HAI),9800,19B-20B,SFC-050DA2,2,RMB,77.4,0,2301,,,MIKIPULLEY(SHANG HAI),9800
MPTJ,3,2021-12-21,2021-12-21,IN,MIKIPULLEY(SHANG HAI),9800,20B-22B,SFC-060SA2,8,RMB,115.3,0,2301,,,MIKIPULLEY(SHANG HAI),9800
MPTJ,3,2021-12-21,2021-12-21,IN,MIKIPULLEY(SHANG HAI),9800,11B-14B,SFC-025DA2,16,RMB,49.12,0,2301,,,MIKIPULLEY(SHANG HAI),9800
MPTJ,3,2021-12-21,2021-12-21,IN,MIKIPULLEY(SHANG HAI),9800,14B-14B,SFC-025DA2,24,RMB,49.12,0,2301,,,MIKIPULLEY(SHANG HAI),9800
MPTJ,3,2021-12-21,2021-12-21,IN,MIKIPULLEY(SHANG HAI),9800,129276900,SFF-120DS-55BM-55BM-600N,50,RMB,626.84,0,2302,MPJP,IN,MIKIPULLEY(SHANG HAI),9800
MPTJ,3,2021-12-21,2021-12-21,IN,MIKIPULLEY(SHANG HAI),9800,129276900,SFF-120DS-55BM-55BM-600N,40,RMB,626.84,0,2302,MPJP,IN,MIKIPULLEY(SHANG HAI),9800
MPTJ,3,2021-12-21,2021-12-21,IN,MIKIPULLEY(SHANG HAI),9800,123909800,BXW-03-10S-24V-8,20,RMB,96.7,0,1201,MPJP,IN,MIKIPULLEY(SHANG HAI),9800
MPTJ,3,2021-12-21,2021-12-21,IN,MIKIPULLEY(SHANG HAI),9800,104945400,MM-6K,300,RMB,97.81,0,2502,MPJP,IN,MIKIPULLEY(SHANG HAI),9800
MPTJ,3,2021-12-21,2021-12-21,IN,MIKIPULLEY(SHANG HAI),9800,10B-14B,SFC-030SA2,7,RMB,74,0,2301,,,MIKIPULLEY(SHANG HAI),9800
MPTJ,3,2021-12-21,2021-12-21,IN,MIKIPULLEY(SHANG HAI),9800,11B-12B,SFC-040SA2,1,RMB,91,0,2301,,,MIKIPULLEY(SHANG HAI),9800
MPTJ,3,2021-12-21,2021-12-21,IN,MIKIPULLEY(SHANG HAI),9800,24V R25DIN A25DIN,CS-12-35N,2,RMB,407,0,1301,,,MIKIPULLEY(SHANG HAI),9800
MPTJ,3,2021-12-21,2021-12-21,IN,MIKIPULLEY(SHANG HAI),9800,6B-6B,SFC-010DA2,15,RMB,50.78,0,2301,,,MIKIPULLEY(SHANG HAI),9800
MPTJ,3,2021-12-21,2021-12-21,IN,MIKIPULLEY(SHANG HAI),9800,5B-6B,SFC-010DA2,10,RMB,50.78,0,2301,,,MIKIPULLEY(SHANG HAI),9800
