MPTW,1,OUT,2021-12-13,A02,310100,Belt Type Speed Drive,2022-03-10,A0030,ACE PILLER,100047500,AP-124-MA 24MM,6,PCS,62.75,002,10416,Jiawei Enter,8000,Trading company
MPTW,1,OUT,2021-12-13,A02,210100,Centaflex,2022-03-10,A0030,ACE PILLER,104478200,CF-A-022-O0-1360,20,PCS,25.6,002,14164,LA SUERTE EN,8000,Trading company
MPTW,1,OUT,2021-12-13,A02,210100,Centaflex,2022-03-10,A0030,ACE PILLER,104473100,CF-A-012-O2-1360,10,PCS,51.3,002,14192,LA SUERTE EN,8000,Trading company
MPTW,1,OUT,2021-12-13,A02,210100,Centaflex,2022-03-10,A0030,ACE PILLER,104277700,CF-A-008-O2-1360,10,PCS,41.6,002,11509,LA SUERTE EN,8000,Trading company
MPTW,1,IN,2021-12-13,A01,120101,Micro BXW,2022-02-01,A0005,MPKR,121508800,BXW-01-10H-24V-6,210,PCS,12.7,002,73783,,0,
MPTW,1,OUT,2021-12-13,A02,130100,STD CB,2022-02-01,A0030,ACE PILLER,122279000,111-06-11G-24V 15JIS,4,PCS,31.77,002,3516,C SUN MFG. L,8000,Trading company
MPTW,1,OUT,2021-12-13,A02,130100,STD CB,2021-12-31,A0030,ACE PILLER,122279000,111-06-11G-24V 15JIS,2,PCS,31.77,002,1758,C SUN MFG. L,8000,Trading company
MPTW,1,OUT,2021-12-13,A02,130100,STD CB,2022-02-01,A0030,ACE PILLER,TW92240,CS-06-33-A-78 TPI,4,PCS,33.55,002,3713,C SUN MFG. L,8000,Trading company
MPTW,1,OUT,2021-12-13,A02,130100,STD CB,2021-12-31,A0030,ACE PILLER,TW92240,CS-06-33-A-78 TPI,2,PCS,33.55,002,1856,C SUN MFG. L,8000,Trading company
MPTW,1,OUT,2021-12-13,A02,230100,Servoflex SFC,2021-12-17,A0030,ACE PILLER,127728800,SFC-040DA2-12B-19B,1,PCS,612,,612,CORNING DISP,8000,Trading company
MPTW,1,OUT,2021-12-13,A02,230100,Servoflex SFC,2021-12-24,A0030,ACE PILLER,127714100,SFC-010DA2-4.76B-6.35B,10,PCS,392,,3920,KUAN HSU INC,8000,Trading company
MPTW,1,OUT,2021-12-13,A02,230100,Servoflex SFC,2022-01-21,A0030,ACE PILLER,127915600,SFC-060SA2-20B-22B-T027,50,PCS,965,,48250,NIDEC SANKYO,8000,Trading company
MPTW,1,OUT,2021-12-13,A02,230100,Servoflex SFC,2021-12-16,A0030,ACE PILLER,127753800,SFC-090SA2-30B-30B,1,PCS,1280,,1280,KUN-HOW PREC,8000,Trading company
MPTW,1,OUT,2021-12-13,A02,230100,Servoflex SFC,2021-12-16,A0030,ACE PILLER,TW92441,SFC-060SA2-17B-25B,4,PCS,794,,3176,Chin Minn In,8000,Trading company
