MPTW,3,OUT,Centaflex,ACE PILLER,A0030,210100,UT92673698,2021-12-20,SA21C20002,聯軸器,104199900,CENTA FLEX Coupling,GREAT TONG LING ENTERPRISE CO. LTD.,CF-A-001-OB-1360,Goods,2,PCS,13.5,002,747,37,784,27,,383,51.27175368,364,364,0,0,0,X0303,MIKI PULLEY CO.LTD,2021-11-16,8000,Trading company,8000,Trading company
MPTW,3,OUT,Index Handle,ACE PILLER,A0030,310700,UT92673698,2021-12-20,SA21C20002,指示手柄,033063900,Indicating handle,hsinyin,SD-75B-64L,Goods,4,PCS,17.1,002,1892,95,1987,68.4,,634.4,33.53065539,1257.6,1257.6,0,0,0,X0639,MIKI PULLEY CO.LTD,2021-11-16,8000,Trading company,,
MPTW,3,OUT,CB Unit,ACE PILLER,A0030,130200,UT92673698,2021-12-20,SA21C20002,離合器/?車器組件,122646200,CB UNITS,台灣佳美工股?有限公司,125-06-12G,Goods,1,PCS,206.9,002,5724,286,6010,206.9,,1794,31.34171908,3930,3930,0,0,0,P0061,MIKI PULLEY CO.LTD,2021-11-17,8000,Trading company,,
MPTW,3,OUT,Centaflex,ACE PILLER,A0030,210100,UT92673698,2021-12-20,SA21C20002,聯軸器,104408600,CENTA FLEX Coupling,Hundred Dynasty CO. LTD.,CF-A-140-OB-1360,Goods,2,PCS,118.6,002,6562,328,6890,237.2,,3260,49.67997562,3302,3302,0,0,0,X0938,MIKI PULLEY CO.LTD,2021-11-19,8000,Trading company,,
MPTW,3,OUT,Centaflex,ACE PILLER,A0030,210100,UT92673698,2021-12-20,SA21C20002,聯軸器,104366400,CENTA FLEX Coupling,Hundred Dynasty CO. LTD.,CF-A-050-OB-1360,Goods,4,PCS,49.4,002,5467,273,5740,197.6,,1900,34.75397842,3567,3567,0,0,0,X0938,MIKI PULLEY CO.LTD,2021-11-19,8000,Trading company,,
MPTW,3,OUT,Centaflex,ACE PILLER,A0030,210100,UT92673698,2021-12-20,SA21C20002,聯軸器,104432200,CENTA FLEX Coupling,Hundred Dynasty CO. LTD.,CF-A-080-OB-1360,Goods,2,PCS,77.6,002,4294,215,4509,155.2,,1801,41.94224499,2493,2493,0,0,0,X0938,MIKI PULLEY CO.LTD,2021-11-19,8000,Trading company,,
MPTW,3,OUT,ETP,ACE PILLER,A0030,260100,UT92673698,2021-12-20,SA21C20002,液壓式軸鎖止,129013500,ETP-Bush,PRO ACCUTECH CO. LTD,ETP-E-015-NH,Goods,2,PCS,61.1,002,3381,169,3550,122.2,,1754,51.87814256,1627,1627,0,0,0,X0218,MIKI PULLEY CO.LTD,2021-11-19,8000,Trading company,9000,The others
MPTW,3,OUT,Servoflex SFS/SFF/SFM/SFH,ACE PILLER,A0030,230200,UT92673698,2021-12-20,SA21C20002,聯軸器,104580300,Couplings,HannsTouch Solution Incorporated,SFS-06S-17H-25H,Goods,2,PCS,74.3,002,4111,206,4317,148.6,,1916,46.60666505,2195,2195,0,0,0,X1142,MIKI PULLEY CO.LTD,2021-11-23,8000,Trading company,,
MPTW,3,OUT,Servoflex SFS/SFF/SFM/SFH,ACE PILLER,A0030,230200,UT92673698,2021-12-20,SA21C20002,聯軸器,104636000,Couplings,HannsTouch Solution Incorporated,SFS-09S-19H-20H,Goods,2,PCS,86.7,002,4797,240,5037,173.4,,2091,43.58974359,2706,2706,0,0,0,X1142,MIKI PULLEY CO.LTD,2021-11-23,8000,Trading company,,
MPTW,3,OUT,Index Handle,ACE PILLER,A0030,310700,UT92673698,2021-12-20,SA21C20002,指示手柄,033292700,Indicating handle,Ho-Shin Automation Co.Ltd.,SD-75B-125-20-64L,Goods,1,PCS,47.4,002,1311,66,1377,47.4,,476,36.30816171,835,835,0,0,0,X0115,MIKI PULLEY CO.LTD,2021-11-24,8000,Trading company,9000,The others
MPTW,3,OUT,Other Couplings,ACE PILLER,A0030,290900,UT92673698,2021-12-20,SA21C20002,聯軸器,105906500,Couplings,,AL-095 15H-15H,Goods,2,PCS,37.2,002,2058,103,2161,74.4,,1206,58.60058309,852,852,0,0,0,,MIKI PULLEY CO.LTD,2021-11-24,8000,Trading company,,
MPTW,3,OUT,Banmann,ACE PILLER,A0030,250200,UT92673698,2021-12-20,SA21C20002,聯軸器,104966400,BAUMANNFLEX Coupling,TUNG HO STEEL ENTERPRISE CORP,ZG-14,Goods,2,PCS,13.1,002,725,36,761,26.2,,251,34.62068966,474,474,0,0,0,X0588,MIKI PULLEY CO.LTD,2021-11-26,8000,Trading company,,
MPTW,3,OUT,Schmidt,ACE PILLER,A0030,290200,UT92673698,2021-12-20,SA21C20002,聯軸器,108342000,Schmidt Coupling,CST PRECISION CO. LTD.,NSS 7.7.9,Goods,1,PCS,385.6,002,10668,533,11201,385.6,,3710,34.77690289,6958,6958,0,0,0,X0505,MIKI PULLEY CO.LTD,2021-11-26,8000,Trading company,8000,Trading company
MPTW,3,OUT,Index Handle,ACE PILLER,A0030,310700,UT92673698,2021-12-20,SA21C20002,指示手柄,033251600,Indicating handle,singlewell,SD-53B-80-15-25R,Goods,1,PCS,31.3,002,866,43,909,31.3,,301,34.75750577,565,565,0,0,0,X0750,MIKI PULLEY CO.LTD,2021-11-30,8000,Trading company,,
MPTW,3,OUT,Helical,ACE PILLER,A0030,250100,UT92673698,2021-12-20,SA21C20002,聯軸器,028011200,Couplings,CORNING DISPLAY TECHNOLOGIES TAIWAN CO. LTD,3015M 12-12,Goods,1,PCS,81,002,2241,112,2353,81,,1025,45.73850959,1216,1216,0,0,0,X0146,MIKI PULLEY CO.LTD,2021-12-01,8000,Trading company,9000,The others
MPTW,3,OUT,STD BXL,ACE PILLER,A0030,140103,UT92673698,2021-12-20,SA21C20002,?車器,121804500,Brakes,RU LONG WOODMACHINE CO.LTD.,BXL-08-10G 90V 14DIN,Goods,10,PCS,46.8,002,12947,647,13594,468,,3648,28.17641152,9299,9299,0,0,0,X0006,MIKI PULLEY CO.LTD,2021-11-15,8000,Trading company,1000,Machine tool
MPTW,3,OUT,ETP,ACE PILLER,A0030,260100,UT92673698,2021-12-20,SA21C20002,液壓式軸鎖止,129014800,ETP-Bush,LIO SHING CO. LTD.,ETP-E-042-NH,Goods,25,PCS,100.2,002,69301,3465,72766,2505,USD 10707.70,33628.128,48.52473702,35672.872,35672.872,0,0,0,X1090,,2021-10-21,8000,Trading company,,
MPTW,3,OUT,ETP,ACE PILLER,A0030,260100,UT92673698,2021-12-20,SA21C20002,液壓式軸鎖止,129014800,ETP-Bush,LIO SHING CO. LTD.,ETP-E-042-NH,Goods,22,PCS,100.2,002,60985,3049,64034,2204.4,,29592.872,48.52483726,31392.128,31392.128,0,0,0,X1090,,2021-10-21,8000,Trading company,,
MPTW,3,IN,CB Power Supply,MPKR,A0005,190100,IN21122103,2021-12-21,SA21C21003,電源裝置 (保?品),126414400,Power Supply,,BEM-4T-UL,Raw Mater,300,PCS,2.54,002,21146,0,21146,762,SPG,3849,18.20202402,17297,17297,0,0,0,,MIKI PULLEY(TIANJIN)CO.LTD.,2021-10-28,,,,
MPTW,3,IN,Reduction Gear,MPJP,A0001,310200,IN21122101,2021-12-21,SA21C21001,減速機,TW91014,Reducer,,NHN-70-20R INPUT TAPPER ROLLER TYPE,Goods,2,PCS,20879,001,10127,0,10127,41758,IN21122101,-323,-3.18949343,10450,10450,0,0,0,,,2021-10-18,,,,
MPTW,3,IN,Reduction Gear,MPJP,A0001,310200,IN21122101,2021-12-21,SA21C21001,減速機,TW91032,Reducer,,NHN-70-30R INPUT TAPPER ROLLER TYPE,Goods,2,PCS,20879,001,10126,0,10126,41758,IN21122101,-324,-3.19968398,10450,10450,0,0,0,,,2021-10-18,,,,
MPTW,3,IN,Reduction Gear,MPJP,A0001,310200,IN21122101,2021-12-21,SA21C21001,減速機,TW91105,Reducer,,NHN-70-50R INPUT TAPPER ROLLER TYPE,Goods,2,PCS,20879,001,10126,0,10126,41758,IN21122101,-324,-3.19968398,10450,10450,0,0,0,,,2021-10-18,,,,
MPTW,3,IN,Reduction Gear,MPJP,A0001,310200,IN21122101,2021-12-21,SA21C21001,減速機,TW90956,Reducer,,NHN-80-30R INPUT TAPPER ROLLER TYPE,Goods,2,PCS,26861,001,13028,0,13028,53722,IN21122101,-416,-3.19312251,13444,13444,0,0,0,,,2021-10-18,,,,
MPTW,3,IN,Reduction Gear,MPJP,A0001,310200,IN21122101,2021-12-21,SA21C21001,減速機,TW91658,Reducer,,AXF-70-40L-N,Goods,2,PCS,17866,001,8665,0,8665,35732,IN21122101,149,1.71956145,8516,8516,0,0,0,,,2021-12-15,,,,
MPTW,3,IN,Micro BXW,MPHK,A0004,120101,IN21122102,2021-12-21,SA21C21002,?車器 (保?品),130862600,Brakes,,BXW-02-10-37,FG,50,PCS,20.7,002,28721,0,28721,1035,,28721,100,0,0,0,0,0,,,2021-09-27,,,,
MPTW,3,IN,CB Power Supply,MPKR,A0005,190100,IN21122103,2021-12-21,SA21C21003,電源裝置 (保?品),130774100,Power Supply,,BEM-2T-A-1,Raw Mater,900,PCS,1.55,002,38711,0,38711,1395,SPG,6999,18.08013226,31712,31712,0,0,0,,,2021-10-28,,,,
