MPTW,1,IN,2021-12-09,A01,120101,Micro BXW,2022-01-13,A0005,MPKR,122088200,BXW-01-10M-45V-6,300,PCS,12.64,002,105209,,0,
MPTW,1,IN,2021-12-09,A01,120101,Micro BXW,2022-01-13,A0005,MPKR,122089600,BXW-03-10M-90V-8,300,PCS,17.31,002,144080,,0,
MPTW,1,IN,2021-12-09,A01,120101,Micro BXW,2022-01-13,A0005,MPKR,122518000,BXW-04-10M-03-90V-10,600,PCS,16.77,002,279170,,0,
MPTW,1,IN,2021-12-09,A01,120101,Micro BXW,2022-01-13,A0005,MPKR,122089900,BXW-04-10M-05-90V-10,300,PCS,16.78,002,139668,,0,
MPTW,1,OUT,2021-12-09,A02,230100,Servoflex SFC,2021-12-16,A0030,ACE PILLER,127739300,SFC-050SA2-16B-24B,10,PCS,594,,5940,YANG IRON PR,8000,Trading company
MPTW,1,OUT,2021-12-09,A02,230100,Servoflex SFC,2021-12-16,A0030,ACE PILLER,127733700,SFC-050DA2-14B-16B,1,PCS,891,,891,HIKARI,8000,Trading company
MPTW,1,OUT,2021-12-09,A02,230100,Servoflex SFC,2021-12-16,A0030,ACE PILLER,127737300,SFC-050SA2-12B-16B,1,PCS,594,,594,HIKARI,8000,Trading company
MPTW,1,OUT,2021-12-09,A02,230100,Servoflex SFC,2021-12-16,A0030,ACE PILLER,127730000,SFC-040DA2-16B-19B,1,PCS,612,,612,JUNG CHANG M,8000,Trading company
MPTW,1,OUT,2021-12-09,A02,230100,Servoflex SFC,2021-12-16,A0030,ACE PILLER,TW93117,SFC-050DA2-13B-14B,1,PCS,891,,891,HIKARI,8000,Trading company
MPTW,1,OUT,2021-12-09,A02,230100,Servoflex SFC,2021-12-10,A0030,ACE PILLER,127749500,SFC-080SA2-20B-35B,3,PCS,876,,2628,YANG IRON PR,8000,Trading company
MPTW,1,OUT,2021-12-09,A02,230100,Servoflex SFC,2021-12-10,A0030,ACE PILLER,127749100,SFC-080SA2-18B-35B,3,PCS,876,,2628,YANG IRON PR,8000,Trading company
