,MPKR,3,2021-11-26,2021-11-26,OUT,I-MARKET KOREA,8000,123411900,ETP-BUSH: ETP-A-15,5,KRW,64000,2229,2601,IN,,,
,MPKR,3,2021-11-26,2021-11-26,OUT,ACE MACHINE,1900,110028800,SPEED DRIVE: AK-216-MA-28N,3,KRW,288000,8550,3101,IN,,,
,MPKR,3,2021-11-26,2021-11-26,OUT,ACE MACHINE,1900,128638300,SPEED DRIVE: PE-216-AQ-N,5,KRW,360000,12951,3101,IN,,,
,MPKR,3,2021-11-26,2021-11-26,OUT,SHINHAN FA SYSTEM,1900,100023300,SPEED DRIVE: P-124-MA-15,1,KRW,180000,4990,3101,IN,,,
,MPKR,3,2021-11-26,2021-11-26,OUT,SHINHAN FA SYSTEM,1900,110145100,SPEED DRIVE: AP-124-MA-15,1,KRW,220000,8529,3101,IN,,,
,MPKR,3,2021-11-26,2021-11-26,OUT,MXN,1100,123141100,POSI-LOCK: PSL-D-9,3,KRW,49000,1920,2602,IN,,,
,MPKR,3,2021-11-26,2021-11-26,OUT,HANSAN FA,9000,121829300,COUPLING: SFC-035DA2-10B-15B,11,KRW,41000,1601,2301,IN,,,
,MPKR,3,2021-11-26,2021-11-26,OUT,INTECH LNC,9000,122287700,CLUTCH: 101-10-13G 24V 20JIS,3,KRW,120000,3845,1301,IN,,,
,MPKR,3,2021-11-26,2021-11-26,OUT,INTECH LNC,9000,122290500,BRAKE: 111-10-11G 24V 20JIS,3,KRW,131000,5815,1301,IN,,,
,MPKR,3,2021-11-26,2021-11-26,OUT,RODEK,1400,#N/A,COUPLING: ALS-030-R-12H-12H,1,KRW,32000,0,#N/A,IN,,,
,MPKR,3,2021-11-26,2021-11-26,OUT,RODEK,1400,#N/A,COUPLING: ALS-030-R-14B-14B,1,KRW,30000,0,#N/A,IN,,,
,MPKR,3,2021-11-26,2021-11-26,OUT,RODEK,1400,#N/A,COUPLING: ALS-030-R-10B-14B,1,KRW,30000,1521,#N/A,IN,,,
,MPKR,3,2021-11-26,2021-11-26,OUT,JUN TECH,8000,121276700,COUPLING: SFC-035DA2-10B-14B,35,KRW,41000,1601,2301,IN,,,
,MPKR,3,2021-11-26,2021-11-26,OUT,JUN TECH,8000,121386100,COUPLING: SFC-030DA2-8B-14B,35,KRW,41000,1362,2301,IN,,,
,MPKR,3,2021-11-26,2021-11-26,OUT,DOOSUNG AUTO,8000,121375500,COUPLING: SFC-020DA2-6B-8B,8,KRW,35000,1169,2301,IN,,,
,MPKR,3,2021-11-26,2021-11-26,OUT,SHIBAURA MECHATRONICS KOREA,9000,#N/A,COUPLING: SFC-090SA2-40B-40BH,1,KRW,238000,0,#N/A,IN,,,
,MPKR,3,2021-11-26,2021-11-26,OUT,DONGNAM TRADING,8000,111618500,CB UNIT: CBW-10N-HR-60,1,KRW,1320000,47187,1302,IN,,,
,MPKR,1,2021-11-26,2021-12-10,OUT,GAON PNH,9000,122647800,CB UNIT: 121-16-20G,5,KRW,795000,43217,01302,IN,,,
,MPKR,1,2021-11-26,2021-12-10,OUT,GAON PNH,9000,125279600,POWER SUPPLY: BEH-10G,10,KRW,390000,19492,01901,IN,,,
,MPKR,1,2021-11-26,2021-11-19,OUT,DRGEM,1400,123416400,CLUTCH: 101-08-15G 24V R15DIN A15DIN,5,KRW,145000,5070,01301,IN,,,
,MPKR,1,2021-11-26,2021-11-26,OUT,DRGEM,1400,123416400,CLUTCH: 101-08-15G 24V R15DIN A15DIN,60,KRW,145000,5070,01301,IN,,,
,MPKR,1,2021-11-26,0000-00-00,OUT,LS MECAPION,0100,125814500,BRAKE: BXW-05-10-13,200,KRW,36000,2368,01201,IN,,,
,MPKR,1,2021-11-26,0000-00-00,OUT,LS MECAPION,0100,125814500,BRAKE: BXW-05-10-13,200,KRW,36000,2368,01201,IN,,,
,MPKR,1,2021-11-26,0000-00-00,OUT,LS MECAPION,0100,125814500,BRAKE: BXW-05-10-13,200,KRW,36000,2368,01201,IN,,,
,MPKR,1,2021-11-26,0000-00-00,OUT,LS MECAPION,0100,125814400,BRAKE: BXW-03-10-23,200,KRW,35550,2843,01201,IN,,,
,MPKR,1,2021-11-26,0000-00-00,OUT,LS MECAPION,0100,125814400,BRAKE: BXW-03-10-23,200,KRW,35550,2843,01201,IN,,,
,MPKR,1,2021-11-26,0000-00-00,OUT,DAEJIN MACHINE,2100,127037000,BRAKE: BXH-16-10-A-55,2,KRW,290000,0,01401,IN,,,
,MPKR,1,2021-11-26,0000-00-00,OUT,DAEJIN MACHINE,2100,122648200,CB UNIT: 121-08-10G,2,KRW,379000,15623,01302,IN,,,
,MPKR,1,2021-11-26,0000-00-00,OUT,DAEJIN MACHINE,2100,122648500,CB UNIT: 121-16-10G,2,KRW,960000,40230,01302,IN,,`,
,MPKR,1,2021-11-26,0000-00-00,OUT,DAEJIN MACHINE,2100,105641000,ETP-BUSH: ETP-A-24,2,KRW,76350,2485,02601,IN,,,
,MPKR,1,2021-11-26,0000-00-00,OUT,DAEJIN MACHINE,2100,105634000,ETP-BUSH: ETP-T-20,4,KRW,205000,4211,02601,IN,,,
,MPKR,1,2021-11-26,0000-00-00,OUT,DAEJIN MACHINE,2100,104535400,COUPLING: SFS-05W,4,KRW,137000,3144,02302,IN,,,
,MPKR,1,2021-11-26,0000-00-00,OUT,DAEJIN MACHINE,2100,104612000,COUPLING: SFS-08W,2,KRW,189000,4546,02302,IN,,,
