MPTW,3,OUT,Micro BXR,DELTA,A0031,120102,IN21120101,2021-12-01,SA21C01001,?車器,TW90560,Brakes,,BXR-01-10LE-A-31,Goods,20,PCS,6080,001,29549,0,29549,121600,,7212,22337,22337,0,0,0,,MIKI PULLEY CO.LTD,24.40691732,2021-10-08,0100,Motor,,
MPTW,3,OUT,Micro BXR,DELTA,A0031,120102,IN21120101,2021-12-01,SA21C01001,?車器,TW90610,Brakes,,BXR-01-10LE-A-32,Goods,20,PCS,6080,001,29549,0,29549,121600,,7251,22298,22298,0,0,0,,MIKI PULLEY CO.LTD,24.53890149,2021-10-08,0100,Motor,,
MPTW,3,OUT,Servoflex SFS/SFF/SFM/SFH,HIWIN,A0033,230200,,2021-12-01,SA21C01005,聯軸器,104671600,Couplings,,SFS-10S-25H-35H,Goods,1,PCS,3966,,3966,198,4164,0,,2602,1364,1364,0,0,0,,MIKI PULLEY CO.LTD,65.60766515,2021-10-18,1200,Industrial robot,,
MPTW,3,IN,Micro BXW,MPEU,A0007,120101,IN21120103,2021-12-01,SA21C01002,?車器 (保?品),120912800,Brakes,,BFK457-03-1.00NM-24V,FG,80,PCS,15,002,34049,0,34049,1227,IN21120103,7376.598,26672.402,22617.473,531.302,849.934,2673.693,,,21.66465388,2021-04-13,,,,
MPTW,3,IN,Micro BXW,MPEU,A0007,120101,IN21120103,2021-12-01,SA21C01002,?車器 (保?品),130166500,Brakes,,BFK457-03-1.00NM-12V,FG,20,PCS,15,002,8573,0,8573,309,IN21120103,1066.19,7506.81,7065.229,14.328,24.937,402.316,,,12.43660329,2021-04-13,,,,
MPTW,3,IN,Micro BXW,MPEU,A0007,120101,IN21120103,2021-12-01,SA21C01002,?車器 (保?品),130166500,Brakes,,BFK457-03-1.00NM-12V,FG,480,PCS,15,002,205757,0,205757,7416,IN21120103,25593.557,180163.443,169565.497,343.883,598.478,9655.585,,,12.43872967,2021-04-13,,,,
MPTW,3,IN,Micro BXW,MPEU,A0007,120101,IN21120103,2021-12-01,SA21C01002,?車器 (保?品),120912800,Brakes,,BFK457-03-1.00NM-24V,FG,40,PCS,15,002,17024,0,17024,614,IN21120103,3687.8,13336.2,11308.736,265.651,424.967,1336.846,,,21.66235902,2021-07-07,,,,
MPTW,3,IN,Micro BXW,MPEU,A0007,120101,IN21120103,2021-12-01,SA21C01002,?車器 (保?品),120912800,Brakes,,BFK457-03-1.00NM-24V,FG,280,PCS,15,002,119170,0,119170,4295,IN21120103,25816.596,93353.404,79161.155,1859.557,2974.768,9357.924,,,21.66367039,2021-07-07,,,,
MPTW,3,IN,Micro BXW,MPEU,A0007,120101,IN21120103,2021-12-01,SA21C01002,?車器 (保?品),120912800,Brakes,,BFK457-03-1.00NM-24V,FG,420,PCS,15,002,178755,0,178755,6443,IN21120103,38724.894,140030.106,118741.732,2789.336,4462.152,14036.886,,,21.66367039,2021-07-07,,,,
MPTW,3,IN,Micro BXW,MPEU,A0007,120101,IN21120103,2021-12-01,SA21C01002,?車器 (保?品),120912800,Brakes,,BFK457-03-1.00NM-24V,FG,80,PCS,15,002,34049,0,34049,1227,IN21120103,7376.598,26672.402,22617.473,531.302,849.934,2673.693,,,21.66465388,2021-07-07,,,,
