MPHK,2,2021-05-24,2021-12-24,2021-08-31,OUT,SINGHUAT-C,8000,126286300,BXW-01-10-27,2000,USD,13.9,7.753,215533.4,0,1201,MPTW,OUT,K&S,1100,
MPHK,2,2021-07-19,2021-12-24,2021-10-15,OUT,SINGHUAT-C,8000,126286300,BXW-01-10-27,4000,USD,13.9,7.753,431066.8,0,1201,MPTW,OUT,K&S,1100,
MPHK,2,2021-08-13,2021-12-24,2021-11-05,OUT,ELEMATEC-C,8000,126455500,BXW-03-10MP-45V,60,USD,23.9,7.753,11117.8,0,1201,MPTW,OUT,,,
MPHK,2,2021-08-23,2021-12-24,2021-11-12,OUT,ELEMATEC-C,8000,126455600,BXW-03-10MP-90V,120,USD,24.9,7.753,23165.96,0,1201,MPTW,OUT,,,
MPHK,2,2021-08-25,2021-12-24,2021-12-15,OUT,SINGHUAT-C,8000,126286300,BXW-01-10-27,2500,USD,13.9,7.753,269416.75,0,1201,MPTW,OUT,K&S,1100,
MPHK,2,2021-08-27,2021-12-24,2021-10-20,OUT,CENTAFAR-C,8000,104378700,CF-A-050-O0-1360,100,USD,28.9,7.753,22406.17,0,2101,MPJP,IN,,,
MPHK,2,2021-08-30,2021-12-24,2021-11-26,OUT,ELEMATEC-C,8000,126455600,BXW-03-10MP-90V,60,USD,24.9,7.753,11582.98,0,1201,MPTW,OUT,,,
MPHK,2,2021-09-06,2021-12-24,2021-12-07,OUT,ELEMATEC-C,8000,126455500,BXW-03-10MP-45V,60,USD,23.9,7.753,11117.8,0,1201,MPTW,OUT,,,
MPHK,2,2021-09-06,2021-12-24,2021-12-07,OUT,ELEMATEC-C,8000,126455600,BXW-03-10MP-90V,60,USD,24.9,7.753,11582.98,0,1201,MPTW,OUT,,,
MPHK,2,2021-09-10,2021-12-24,2022-01-13,OUT,SAKURA-C,8000,128256900,CPG-030-T010B (SLIDER) New(DWG: GT-KCP-G503-B),800,USD,1.1,7.753,6822.64,0,2901,MULTIPLE,OUT,NIKON,0100,
MPHK,2,2021-09-10,2021-12-24,2022-01-13,OUT,SAKURA-C,8000,128256900,CPG-030-T010B (SLIDER) New(DWG: GT-KCP-G503-B),7195,USD,1.1,7.753,61361.12,0,2901,MULTIPLE,OUT,NIKON,0100,
MPHK,2,2021-09-10,2021-12-24,2022-01-13,OUT,SAKURA-C,8000,128256900,CPG-030-T010B (SLIDER) New(DWG: GT-KCP-G503-B),5,USD,1.1,7.753,42.64,0,2901,MULTIPLE,OUT,NIKON,0100,
MPHK,2,2021-09-10,2021-12-24,2022-01-13,OUT,SAKURA-C,8000,127646500,CPG-030-T010A (HUB)(DWG: GT-KCP-G501),15925,USD,2.2,7.753,271626.36,0,2901,MULTIPLE,OUT,NIKON,0100,
MPHK,2,2021-09-10,2021-12-24,2022-01-13,OUT,SAKURA-C,8000,127646500,CPG-030-T010A (HUB)(DWG: GT-KCP-G501),75,USD,2.2,7.753,1279.25,0,2901,MULTIPLE,OUT,NIKON,0100,
MPHK,2,2021-09-24,2021-12-24,2021-11-26,OUT,ELEMATEC-C,8000,126455200,BXW-02-10MP-45V,60,USD,23,7.753,10699.14,0,1201,MPTW,OUT,,,
MPHK,2,2021-09-24,2021-12-24,2021-11-26,OUT,ELEMATEC-C,8000,126455200,BXW-02-10MP-45V,180,USD,23,7.753,32097.42,0,1201,MPTW,OUT,,,
MPHK,2,2021-09-24,2021-12-24,2021-12-24,OUT,ELEMATEC-C,8000,126455600,BXW-03-10MP-90V,60,USD,24.9,7.753,11582.98,0,1201,MPTW,OUT,,,
MPHK,2,2021-09-24,2021-12-24,2021-12-24,OUT,ELEMATEC-C,8000,126455600,BXW-03-10MP-90V,60,USD,24.9,7.753,11582.98,0,1201,MPTW,OUT,,,
MPHK,2,2021-09-24,2021-12-24,2021-12-24,OUT,ELEMATEC-C,8000,126455800,BXW-04-10MP-03-90V,240,USD,26.2,7.753,48750.86,0,1201,MPTW,OUT,,,
MPHK,2,2021-09-24,2021-12-24,2021-12-24,OUT,ELEMATEC-C,8000,126455400,BXW-02-10MP-90V,60,USD,24,7.753,11164.32,0,1201,MPTW,OUT,,,
MPHK,2,2021-09-24,2021-12-24,2021-12-24,OUT,ELEMATEC-C,8000,126455500,BXW-03-10MP-45V,120,USD,23.9,7.753,22235.6,0,1201,MPTW,OUT,,,
MPHK,2,2021-09-27,2021-12-24,2021-11-24,OUT,ELEMATEC-C,8000,127147500,BXW-02-10-37,60,USD,41,7.753,19072.38,0,1201,MPTW,OUT,,,
MPHK,2,2021-09-29,2021-12-24,2021-12-10,OUT,ELEMATEC-C,8000,125857300,CPG-030-T001A (HUB)(DWG: GT-KCP-G468-A),20000,USD,1.73,7.753,268253.8,0,2901,MPTJ,OUT,,,
MPHK,2,2021-09-29,2021-12-24,2021-12-21,OUT,ELEMATEC-C,8000,125857300,CPG-030-T001A (HUB)(DWG: GT-KCP-G468-A),20000,USD,1.73,7.753,268253.8,0,2901,MPTJ,OUT,,,
MPHK,2,2021-09-29,2021-12-24,2021-12-10,OUT,ELEMATEC-C,8000,125857600,CPG-030-T001B (SLIDER)(DWG: GT-KCP-G473),10000,USD,0.82,7.753,63574.6,0,2901,MPTJ,OUT,,,
MPHK,2,2021-09-29,2021-12-24,2021-12-21,OUT,ELEMATEC-C,8000,125857600,CPG-030-T001B (SLIDER)(DWG: GT-KCP-G473),10000,USD,0.82,7.753,63574.6,0,2901,MPTJ,OUT,,,
MPHK,2,2021-09-29,2021-12-24,2021-12-21,OUT,ELEMATEC-C,8000,126454900,BXW-01-10MP-45V,50,USD,22.3,7.753,8644.6,0,1201,MPTW,OUT,,,
MPHK,2,2021-09-30,2021-12-24,2022-01-04,OUT,ELEMATEC-C,8000,125857300,CPG-030-T001A (HUB)(DWG: GT-KCP-G468-A),20000,USD,1.73,7.753,268253.8,0,2901,MPTJ,OUT,,,
MPHK,2,2021-09-30,2021-12-24,2022-01-11,OUT,ELEMATEC-C,8000,125857300,CPG-030-T001A (HUB)(DWG: GT-KCP-G468-A),20000,USD,1.73,7.753,268253.8,0,2901,MPTJ,OUT,,,
MPHK,2,2021-09-30,2021-12-24,2022-01-25,OUT,ELEMATEC-C,8000,125857300,CPG-030-T001A (HUB)(DWG: GT-KCP-G468-A),20000,USD,1.73,7.753,268253.8,0,2901,MPTJ,OUT,,,
MPHK,2,2021-09-30,2021-12-24,2022-01-04,OUT,ELEMATEC-C,8000,125857600,CPG-030-T001B (SLIDER)(DWG: GT-KCP-G473),10000,USD,0.82,7.753,63574.6,0,2901,MPTJ,OUT,,,
