据点ID,区分,受注日期,客户希望纳期,销售GPR内外,英文顾客,顧客業種C,规格型号,产品名称,注残数量,货币,不含税价格,成本金额,中分类C,供应商名称,供应商集团内外,终端用户英文,终端用户行业C,ID
MPSH,2,20220114,20220221,OUT,OKUMA,1000,123146000,PSL-G-30,16,RMB,109,,2602,MPTJ,OUT,北一大隈,1090,27
MPSH,2,20220114,20220215,OUT,TAKAMAZZHANGHZ,1000,123070800,SFC-080SA2-T002,10,RMB,380.342,,2301,MPTJ,OUT,友嘉高松,1090,28
MPSH,2,20220114,20220118,OUT,TAKAMAZZHANGHZ,1000,123070800,SFC-080SA2-T002,20,RMB,380.342,,2301,MPTJ,OUT,友嘉高松,1090,29
MPSH,2,20220114,20220315,OUT,TAKAMAZZHANGHZ,1000,123070800,SFC-080SA2-T002,20,RMB,380.342,,2301,MPTJ,OUT,友嘉高松,1090,30
MPSH,2,20220114,20220218,OUT,MISUMI,8000,121931600,SFC-050SA2-18B-19B,3,RMB,168.38,,2301,MPTJ,OUT,米思米,8020,31
MPSH,2,20220114,20210720,OUT,POLYSTAR,1900,,HG-KR23J,20,RMB,1130.0885,,3401,其他,OUT,包利思特,1910,32
MPSH,2,20220114,20210730,OUT,POLYSTAR,1900,,HG-KR23J,20,RMB,1130.0885,,3401,其他,OUT,包利思特,1910,33
MPSH,2,20220114,20210730,OUT,POLYSTAR,1900,,HG-KR23J,2,RMB,1130.0885,,3401,其他,OUT,包利思特,1910,34
MPSH,2,20220114,20211120,OUT,POLYSTAR,1900,,HG-KR23J,10,RMB,1130.0885,,3401,其他,OUT,包利思特,1910,35
MPSH,2,20220114,20220110,OUT,POLYSTAR,1900,,VRSF-15D-750-T2,5,RMB,1861.9469,,3103,其他,OUT,包利思特,1910,36
MPSH,2,20220114,20220130,OUT,JTC,8000,108922800,NSS 10.9.12,100,RMB,3400,,2902,MPJP,IN,电产京利,1020,37
MPSH,2,20220114,20220310,OUT,JTC,8000,108922800,NSS 10.9.12,100,RMB,3400,,2902,MPJP,IN,电产京利,1020,38
MPSH,2,20220114,20220430,OUT,POLYSTAR,1900,,HG-KR23J,35,RMB,1130.0885,,3401,其他,OUT,包利思特,9099,39
MPSH,2,20220114,20220301,OUT,THK,1000,127086100,SFF-060SS-16B-16B-60N,1,RMB,1007,,2302,MPJP,IN,常州THK,0290,40
MPSH,2,20220114,20220311,OUT,NICHIDEN,8000,128749700,BXR-035-10LE-062,22,RMB,423,,1201,MPJP,IN,东莞新友智能,9099,41
MPSH,2,20220114,20220328,OUT,NICHIDEN,8000,121776100,SFC-010DA2-5B-8B,50,RMB,113,,2301,MPTJ,OUT,丝路咖,1130,42
MPSH,2,20220114,20220129,OUT,NICHIDEN,8000,121454900,SFC-020DA2-8B-8B,2,RMB,142,,2301,MPTJ,OUT,TOWA半导体,1190,43
MPSH,2,20220114,20220129,OUT,NICHIDEN,8000,121454900,SFC-020DA2-8B-8B,2,RMB,142,,2301,MPTJ,OUT,TOWA半导体,1190,44
MPSH,2,20220114,20220211,OUT,SHINMAYWA,1900,121776100,SFC-010DA2-5B-8B,20,RMB,154,,2301,MPTJ,OUT,新明和,9099,45
MPSH,2,20220114,20220209,OUT,SHINMAYWA,1900,121776100,SFC-010DA2-5B-8B,20,RMB,154,,2301,MPTJ,OUT,新明和,9099,46
MPSH,2,20220114,20220211,OUT,SHINMAYWA,1900,121776100,SFC-010DA2-5B-8B,20,RMB,154,,2301,MPTJ,OUT,新明和,9099,47
MPSH,2,20220114,20220301,OUT,SHINMAYWA,1900,121776100,SFC-010DA2-5B-8B,20,RMB,154,,2301,MPTJ,OUT,新明和,9099,48
MPSH,2,20220114,20220225,OUT,SHINMAYWA,1900,121776100,SFC-010DA2-5B-8B,20,RMB,154,,2301,MPTJ,OUT,新明和,9099,49
MPSH,2,20220114,20220228,OUT,SHINMAYWA,1900,121776100,SFC-010DA2-5B-8B,20,RMB,154,,2301,MPTJ,OUT,新明和,9099,50
MPSH,2,20220114,20220127,OUT,SHINMAYWA,1900,121776100,SFC-010DA2-5B-8B,5,RMB,154,,2301,MPTJ,OUT,新明和,9099,51
MPSH,2,20220114,20220218,OUT,ANSEN,8000,110777900,TT-3-01-25H-25H-40NM,11,RMB,1050,,3105,MPJP,IN,杭州大华,9099,52
MPSH,2,20220114,20220304,OUT,ANSEN,8000,071082300,AL-090,200,RMB,52,,2202,MPJP,IN,上海启翔,2390,53
MPSH,2,20220114,20220304,OUT,ANSEN,8000,071082300,AL-090,100,RMB,52,,2202,MPJP,IN,上海启翔,2390,54
MPSH,2,20220114,20220124,OUT,ANSEN,8000,122303700,CS-10-33G 24V 20JIS,10,RMB,352,,1301,MPTJ,OUT,杭州中亚,1910,55
MPSH,2,20220114,20220115,OUT,ANSEN,8000,121454900,SFC-020DA2-8B-8B,2,RMB,118,,2301,MPTJ,OUT,,,56
MPSH,2,20220114,20220208,OUT,ANSEN,8000,,AP-98-MAT-14H,3,RMB,215,,3101,MPTJ,OUT,,,57
MPSH,2,20220114,20220304,OUT,ANSEN,8000,110089500,ARM-075 4-4,30,RMB,106,,2501,MPJP,IN,,,58
MPSH,2,20220114,20220125,OUT,MISUMI,8000,121454900,SFC-020DA2-8B-8B,12,RMB,121.37,,2301,MPTJ,OUT,米思米,8020,59
MPSH,2,20220114,20220207,OUT,MISUMI,8000,121454900,SFC-020DA2-8B-8B,4,RMB,121.37,,2301,MPTJ,OUT,米思米,8020,60
MPSH,2,20220114,20220114,OUT,MISUMI,8000,122769000,ALS-055-R,1,RMB,112.86,,2202,MPTJ,OUT,米思米,8020,61
MPSH,2,20220114,20220221,OUT,MISUMI,8000,121454900,SFC-020DA2-8B-8B,6,RMB,121.37,,2301,MPTJ,OUT,米思米,8020,62
MPSH,2,20220114,20220311,OUT,MISUMI,8000,121454900,SFC-020DA2-8B-8B,4,RMB,121.37,,2301,MPTJ,OUT,米思米,8020,63
MPSH,2,20220114,20210720,OUT,POLYSTAR,1900,,QC05B,20,RMB,126.5487,,3302,其他,OUT,包利思特,1910,64
MPSH,2,20220114,20210730,OUT,POLYSTAR,1900,,QC05B,10,RMB,126.5487,,3302,其他,OUT,包利思特,1910,65
MPSH,2,20220114,20210730,OUT,POLYSTAR,1900,,QC05B,1,RMB,126.5487,,3302,其他,OUT,包利思特,1910,66
MPSH,2,20220114,20211120,OUT,POLYSTAR,1900,,QC05B,10,RMB,126.5487,,3302,其他,OUT,包利思特,1910,67
MPSH,2,20220114,20220430,OUT,POLYSTAR,1900,,QC05B,20,RMB,126.5487,,3302,其他,OUT,包利思特,9099,68
MPSH,2,20220114,20220216,OUT,YAMAZEN-SH,8000,124030000,SFC-050SA2-16B-11BC,180,RMB,212,,2301,MPTJ,OUT,西铁城,1090,69
MPSH,2,20220114,20220201,OUT,YAMAZEN-SH,8000,124030000,SFC-050SA2-16B-11BC,320,RMB,212,,2301,MPTJ,OUT,西铁城,1090,70
MPSH,2,20220114,20220329,OUT,YAMAZEN-SH,8000,124030000,SFC-050SA2-16B-11BC,200,RMB,212,,2301,MPTJ,OUT,西铁城,1090,71
MPSH,2,20220114,20220428,OUT,YAMAZEN-SH,8000,124030000,SFC-050SA2-16B-11BC,200,RMB,212,,2301,MPTJ,OUT,西铁城,1090,72
MPSH,2,20220114,20220614,OUT,YAMAZEN-SH,8000,124030000,SFC-050SA2-16B-11BC,120,RMB,212,,2301,MPTJ,OUT,西铁城,1090,73
MPSH,2,20220114,20220627,OUT,YAMAZEN-SH,8000,124030000,SFC-050SA2-16B-11BC,190,RMB,212,,2301,MPTJ,OUT,西铁城,1090,74
MPSH,2,20220114,20211203,OUT,ACE,8000,129837400,SFF-120DS-40K-40KK-600N,5,RMB,676,,2302,MPJP,IN,宁波海天,1010,75
MPSH,2,20220114,20211201,OUT,ACE,8000,,SFF-090SS-40KK-45K,60,RMB,341,,2302,MPTJ,OUT,宁波海天,1010,76
MPSH,2,20220114,20220121,OUT,ACE,8000,129837400,SFF-120DS-40K-40KK-600N,31,RMB,676,,2302,MPJP,IN,宁波海天,1010,77
MPSH,2,20220114,20211229,OUT,ACE,8000,,SFF-080SS-35K-35KS,5,RMB,306,,2302,MPTJ,OUT,宁波海天,1010,78
MPSH,2,20220114,20220105,OUT,ACE,8000,,SFC-080DA2-T088,50,RMB,225,,2301,MPTJ,OUT,杭州友佳,1010,79
MPSH,2,20220114,20220304,OUT,ACE,8000,129837400,SFF-120DS-40K-40KK-600N,15,RMB,676,,2302,MPJP,IN,宁波海天,1010,80
MPSH,2,20220114,20221220,OUT,TOYO AUTOMATION,8000,121722200,SFC-040SA2-12B-19B,598,RMB,41.5929,,2301,MPTJ,OUT,东佑达,1210,81
MPSH,2,20220114,20220307,OUT,NING ZHI SHENG,0100,124758000,BXR-14-10-038-24V-28DIN,5,RMB,1132,,1401,MPJP,IN,沈阳新松,0140,82
MPSH,2,20220114,20220218,OUT,ANSEN,8000,129013500,ETP-E-015-NH,200,RMB,310,,2601,MPJP,IN,扬州锻压,1020,83
MPSH,2,20220114,20220115,OUT,ANSEN,8000,121399700,SFC-050DA2-22B-24B,2,RMB,204,,2301,MPTJ,OUT,山东鲁南,1010,84
MPSH,2,20220114,20211217,OUT,ANSEN,8000,111948300,SFS-14G 55H-55H,10,RMB,2446,,2302,MPJP,IN,,,85
MPSH,2,20220114,20220315,OUT,ANSEN,8000,,SFF-100DS-38K-42K,2,RMB,558,,2302,MPTJ,OUT,,,86
MPSH,2,20220114,20220204,OUT,ANSEN,8000,104535400,SFS-05W,5,RMB,572,,2302,MPJP,IN,,,87
MPSH,2,20220114,20220131,OUT,ANSEN,8000,128623900,SFF-100DS-55K-55KM,2,RMB,558,,2302,MPTJ,OUT,,,88
MPSH,2,20220114,20220304,OUT,ANSEN,8000,124489100,101-16-11G 24V R28DIN A40JIS,2,RMB,1570,,1301,MPJP,IN,,,89
MPSH,2,20220114,20220117,OUT,ANSEN,8000,,SFC-030DA2-5B-16B,1,RMB,126,,2301,MPTJ,OUT,,,90
MPSH,2,20220114,20220127,OUT,ANSEN,8000,128218800,SFC-090SA2-32B-42B,1,RMB,333,,2301,MPTJ,OUT,,,91
MPSH,2,20220114,20210201,OUT,TAMAGAWA,0100,800000523,CPG-030-T005B,10000,RMB,7.01,,2901,MPTJ,OUT,多摩川,0140,92
MPSH,2,20220114,20201201,OUT,TAMAGAWA,0100,800000523,CPG-030-T005B,20000,RMB,7.01,,2901,MPTJ,OUT,多摩川,0140,93
MPSH,2,20220114,20220102,OUT,TAMAGAWA,0100,800000523,CPG-030-T005B,6000,RMB,7.01,,2901,MPTJ,OUT,多摩川,0140,94
MPSH,2,20220114,20211020,OUT,TAMAGAWA,0100,800000523,CPG-030-T005B,4000,RMB,7.01,,2901,MPTJ,OUT,多摩川,0140,95
MPSH,2,20220114,20211010,OUT,TAMAGAWA,0100,800000523,CPG-030-T005B,10000,RMB,7.01,,2901,MPTJ,OUT,多摩川,0140,96
MPSH,2,20220114,20220130,OUT,KAMPF,8000,664301,587.15.3.1(664301),2,RMB,3800,,1501,其他,OUT,康甫机械,9090,97
MPSH,2,20220114,20220201,OUT,LG MAZAK,1000,128540400,SFF-080SS-T076N,15,RMB,1193.16,,2302,MPJP,IN,宁夏小巨人,1010,98
MPSH,2,20220114,20220430,OUT,LG MAZAK,1000,129924800,SFM-090SS-T004N,150,RMB,1282.33,,2302,MPJP,IN,小巨人,1010,99
MPSH,2,20220114,20220404,OUT,LG MAZAK,1000,128540400,SFF-080SS-T076N,5,RMB,1193.16,,2302,MPJP,IN,小巨人,1010,100
MPSH,2,20220114,20220208,OUT,MISUMI,8000,121344500,SFC-030DA2-8B-8B,7,RMB,128.21,,2301,MPTJ,OUT,米思米,8020,101
MPSH,2,20220114,20220208,OUT,MISUMI,8000,122027600,SFC-060SA2-17B-24B,2,RMB,257.26,,2301,MPTJ,OUT,米思米,8020,102
MPSH,2,20220114,20220208,OUT,MISUMI,8000,121487700,SFC-035SA2-10B-14B,4,RMB,105.13,,2301,MPTJ,OUT,米思米,8020,103
MPSH,2,20220114,20220112,OUT,MISUMI,8000,121666600,SFC-030SA2-8B-14B,14,RMB,100.85,,2301,MPTJ,OUT,米思米,8020,104
MPSH,2,20220114,20220113,OUT,MISUMI,8000,122887200,ALS-055-R-15B-20B,1,RMB,135.6,,2202,MPTJ,OUT,米思米,8020,105
MPSH,2,20220114,20220113,OUT,MISUMI,8000,122887200,ALS-055-R-15B-20B,1,RMB,135.6,,2202,MPTJ,OUT,米思米,8020,106
MPSH,2,20220114,20220117,OUT,MISUMI,8000,121344500,SFC-030DA2-8B-8B,3,RMB,128.21,,2301,MPTJ,OUT,米思米,8020,107
MPSH,2,20220114,20220117,OUT,MISUMI,8000,122997500,SFC-080DA2-20B-25B,1,RMB,336.75,,2301,MPTJ,OUT,米思米,8020,108
MPSH,2,20220114,20220222,OUT,MISUMI,8000,121722200,SFC-040SA2-12B-19B,4,RMB,121.37,,2301,MPTJ,OUT,米思米,8020,109
MPSH,2,20220114,20220223,OUT,MISUMI,8000,121666600,SFC-030SA2-8B-14B,7,RMB,100.85,,2301,MPTJ,OUT,米思米,8020,110
MPSH,2,20220114,20210720,OUT,POLYSTAR,1900,,MR-J3ENCBL2M-A1-L,60,RMB,88.4956,,3302,其他,OUT,包利思特,1910,111
MPSH,2,20220114,20210720,OUT,POLYSTAR,1900,,Q55B,20,RMB,409.7345,,3302,其他,OUT,包利思特,1910,112
MPSH,2,20220114,20210720,OUT,POLYSTAR,1900,,QX40,20,RMB,369.9115,,3302,其他,OUT,包利思特,1910,113
MPSH,2,20220114,20210730,OUT,POLYSTAR,1900,,Q55B,10,RMB,409.7345,,3302,其他,OUT,包利思特,1910,114
MPSH,2,20220114,20210730,OUT,POLYSTAR,1900,,QX40,10,RMB,369.9115,,3302,其他,OUT,包利思特,1910,115
MPSH,2,20220114,20210730,OUT,POLYSTAR,1900,,MR-J3ENCBL2M-A1-L,20,RMB,88.4956,,3302,其他,OUT,包利思特,1910,116
MPSH,2,20220114,20210730,OUT,POLYSTAR,1900,,Q55B,1,RMB,409.7345,,3302,其他,OUT,包利思特,1910,117
MPSH,2,20220114,20210730,OUT,POLYSTAR,1900,,QX40,1,RMB,369.9115,,3302,其他,OUT,包利思特,1910,118
MPSH,2,20220114,20210730,OUT,POLYSTAR,1900,,MR-J3ENCBL2M-A1-L,3,RMB,88.4956,,3302,其他,OUT,包利思特,1910,119
MPSH,2,20220114,20211120,OUT,POLYSTAR,1900,,MR-J3ENCBL2M-A1-L,10,RMB,88.4956,,3302,其他,OUT,包利思特,1910,120
MPSH,2,20220114,20220117,OUT,NICHIDEN,8000,121769900,SFC-030SA2-6B-8B,5,RMB,116,,2301,MPTJ,OUT,嘉睦科技,0190,121
MPSH,2,20220114,20220131,OUT,NICHIDEN,8000,125630400,SFC-025DA2-8B-8B,4,RMB,148,,2301,MPTJ,OUT,TOWA半导体,1190,122
MPSH,2,20220114,20220131,OUT,NICHIDEN,8000,125630400,SFC-025DA2-8B-8B,4,RMB,148,,2301,MPTJ,OUT,TOWA半导体,1190,123
MPSH,2,20220114,20220407,OUT,NICHIDEN,8000,104366900,CF-A-050-S0-1360,15,RMB,466,,2101,,,罗姆半导体,1190,124
MPSH,2,20220114,20220407,OUT,NICHIDEN,8000,104314000,CF-A-016-O0-1360,20,RMB,257,,2101,MPJP,IN,罗姆半导体,1190,125
MPSH,2,20220114,20220410,OUT,BANGSHENG,8000,662152,318.25.4.4(662152),50,RMB,1590,,1501,其他,OUT,常德烟草,9090,126
MPSH,2,20220114,20220122,OUT,ANSEN,8000,,CS-08-35N 24V R15JIS A15JIS,2,RMB,284,,1301,MPTJ,OUT,安庆恒昌,1640,127
MPSH,2,20220114,20220107,OUT,ANSEN,8000,130594400,SFF-120DS-40KJ-55KJ-600N,11,RMB,1150,,2302,MPJP,IN,广东台一,1910,128
MPSH,2,20220114,20220218,OUT,ANSEN,8000,130262300,SFF-140DS-55KJ-55KJ-1000N,20,RMB,1336,,2302,MPJP,IN,台一精工,1910,129
MPSH,2,20220114,20220124,OUT,ANSEN,8000,123001000,SFC-080DA2-24B-32B,72,RMB,314,,2301,MPTJ,OUT,天津精诚,1010,130
MPSH,2,20220114,20220122,OUT,ANSEN,8000,,111-08-11N 24V 15JIS,2,RMB,140,,1301,MPTJ,OUT,安徽绩溪,9002,131
MPSH,2,20220114,20220115,OUT,ANSEN,8000,123141500,PSL-D-14,2,RMB,187,,2602,MPTJ,OUT,,,132
MPSH,2,20220114,20220304,OUT,ANSEN,8000,123142100,PSL-D-20,2,RMB,248,,2602,MPJP,IN,,,133
MPSH,2,20220114,20220115,OUT,TAKAMAZZHANGHZ,1000,121582100,SFC-050SA2-12B-14B,10,RMB,207.692,,2301,MPTJ,OUT,友嘉高松,1090,134
MPSH,2,20220114,20220126,OUT,MISUMI,8000,121843200,SFC-040SA2-14B-19B,10,RMB,121.37,,2301,MPTJ,OUT,米思米,8020,135
MPSH,2,20220114,20220126,OUT,MISUMI,8000,121355200,SFC-020SA2-8B-10B,3,RMB,89.74,,2301,MPTJ,OUT,米思米,8020,136
MPSH,2,20220114,20220209,OUT,MISUMI,8000,121608300,SFC-020DA2-8B-10B,1,RMB,121.37,,2301,MPTJ,OUT,米思米,8020,137
MPSH,2,20220114,20220209,OUT,MISUMI,8000,121608300,SFC-020DA2-8B-10B,2,RMB,121.37,,2301,MPTJ,OUT,米思米,8020,138
MPSH,2,20220114,20220110,OUT,MISUMI,8000,121478200,SFC-040DA2-12B-19B,10,RMB,162.39,,2301,MPTJ,OUT,米思米,8020,139
MPSH,2,20220114,20220223,OUT,MISUMI,8000,121478200,SFC-040DA2-12B-19B,4,RMB,162.39,,2301,MPTJ,OUT,米思米,8020,140
MPSH,2,20220114,20220114,OUT,RUJIANG-SHENZHENG,8000,121478200,SFC-040DA2-12B-19B,60,RMB,73,,2301,MPTJ,OUT,深圳世宗,1190,141
MPSH,2,20220114,20220124,OUT,RUJIANG-SHENZHENG,8000,121478200,SFC-040DA2-12B-19B,10,RMB,73,,2301,MPTJ,OUT,深圳轴心,1190,142
MPSH,2,20220114,20220329,OUT,YAMAZEN-SH,8000,,SFC-050SA2-T122,100,RMB,220,,2301,MPTJ,OUT,西铁城,1090,143
MPSH,2,20220114,20211001,OUT,ACE,8000,127634800,SFC-055DA2-22B-22B,60,RMB,241,,2301,MPJP,IN,青岛高测,1010,144
MPSH,2,20220114,20220121,OUT,ACE,8000,103187300,102-04-31 24V R8MM A8DIN,95,RMB,212,,1101,MPJP,IN,北京阿奇,1010,145
MPSH,2,20220114,20220204,OUT,ACE,8000,,SFH-190S-55H-55H 海外,1,RMB,4395,,2302,MPJP,IN,,,146
MPSH,2,20220114,20220112,OUT,ACE,8000,,ALS-080ARN-22BHA-32BKA,1,RMB,227,,2202,MPTJ,OUT,,,147
MPSH,2,20220114,20220112,OUT,ACE,8000,121535400,SFC-040SA2-19B-19B,4,RMB,118,,2301,MPTJ,OUT,,,148
MPSH,2,20220114,20220112,OUT,ACE,8000,124549100,SFF-080SS-32K-35K,5,RMB,357,,2302,MPTJ,OUT,,,149
MPSH,2,20220114,20220218,OUT,ACE,8000,104948900,MM-16K,10,RMB,345,,2502,MPJP,IN,,,150
MPSH,2,20220114,20220218,OUT,ACE,8000,,BXR-035-10LE-062-P14,7,RMB,511,,1201,MPJP,IN,,,151
MPSH,2,20220114,20220119,OUT,ACE,8000,121375800,SFC-030DA2-8B-10B,5,RMB,126,,2301,MPTJ,OUT,,,152
MPSH,2,20220114,20220119,OUT,ACE,8000,,SFC-090DA2-30B-38K,3,RMB,393,,2301,MPTJ,OUT,,,153
MPSH,2,20220114,20220112,OUT,ACE,8000,,ALS-065ARN-35BHA-38BHA,1,RMB,143,,2202,MPTJ,OUT,宁波海天,1010,154
MPSH,2,20220114,20220119,OUT,ACE,8000,,ALS-065ARN-35BHA-38BHA,1,RMB,143,,2202,MPTJ,OUT,宁波海天,1010,155
MPSH,2,20220114,20220304,OUT,ACE,8000,104618000,SFS-08S-T087CA,20,RMB,647,,2302,MPJP,IN,西安北村,1010,156
MPSH,2,20220114,20220304,OUT,ACE,8000,121519100,BXW-04-10H-24V-10,20,RMB,177,,1201,MPJP,IN,,,157
MPSH,2,20220114,20220119,OUT,ACE,8000,,ALS-055ARN-17BHA-22BHA,48,RMB,106,,2202,MPTJ,OUT,,,158
MPSH,2,20220114,20220119,OUT,ACE,8000,121608300,SFC-020DA2-8B-10B,2,RMB,118,,2301,MPTJ,OUT,,,159
MPSH,2,20220114,20220112,OUT,ACE,8000,127343300,SFC-060DA2-28B-35B,350,RMB,171,,2301,MPTJ,OUT,江苏厚道,1030,160
MPSH,2,20220114,20220114,OUT,TOYO AUTOMATION,8000,,SFC-050SA2-17BH（6)-19BH,1,RMB,142.78,,2301,MPTJ,OUT,东佑达,1210,161
MPSH,2,20220114,20220429,OUT,NICHIDEN,8000,121436900,SFC-030SA2-8B-8B,30,RMB,113,,2301,MPTJ,OUT,TOWA半导体,1190,162
MPSH,2,20220114,20220407,OUT,NICHIDEN,8000,104424100,CF-A-250-O0-1360,2,RMB,2280,,2101,MPJP,IN,罗姆半导体,1190,163
MPSH,2,20220114,20220215,OUT,NICHIDEN,8000,121848700,SFC-060SA2-18B-22B,100,RMB,190,,2301,MPTJ,OUT,牧野机床,1030,164
MPSH,2,20220114,20220117,OUT,ANSEN,8000,,CS-12-33N 24V 25DIN,16,RMB,303,,1301,MPTJ,OUT,常州坚新,1610,165
MPSH,2,20220114,20220115,OUT,ANSEN,8000,123150500,PSL-K-16,60,RMB,63,,2602,MPTJ,OUT,天津百超,1010,166
MPSH,2,20220114,20220208,OUT,ANSEN,8000,122309300,CS-12-35G 24V R25JIS A25JIS,1,RMB,746,,1301,MPTJ,OUT,,,167
MPSH,2,20220114,20220114,OUT,YEENROBOT,8000,123008000,SFC-080SA2-30B-35B,100,RMB,270,,2301,MPTJ,OUT,上海衍恩,1090,168
MPSH,2,20220114,20220125,OUT,OKUMA,1000,121412300,SFF-080SS-30K-35KS,6,RMB,366,,2302,MPTJ,OUT,北一大隈,1090,169
MPSH,2,20220114,20220301,OUT,OKUMA,1000,121412300,SFF-080SS-30K-35KS,48,RMB,366,,2302,MPTJ,OUT,北一大隈,1090,170
MPSH,2,20220114,20220221,OUT,OKUMA,1000,121412300,SFF-080SS-30K-35KS,63,RMB,366,,2302,MPTJ,OUT,北一大隈,1090,171
MPSH,2,20220114,20220310,OUT,KAMPF,8000,675738,315.090.2.1(675738),20,RMB,360,,1501,其他,OUT,康甫机械,9090,172
MPSH,2,20220114,20220211,OUT,MISUMI,8000,121700300,SFC-030DA2-10B-10B,1,RMB,128.21,,2301,MPTJ,OUT,米思米,8020,173
MPSH,2,20220114,20220208,OUT,MISUMI,8000,123826900,SFC-020DA2-6B-9.525B,2,RMB,121.37,,2301,MPTJ,OUT,米思米,8020,174
MPSH,2,20220114,20220211,OUT,MISUMI,8000,121700300,SFC-030DA2-10B-10B,1,RMB,128.21,,2301,MPTJ,OUT,米思米,8020,175
MPSH,2,20220114,20210720,OUT,POLYSTAR,1900,,MR-J4-70B,20,RMB,2492.0354,,3401,其他,OUT,包利思特,1910,176
MPSH,2,20220114,20210720,OUT,POLYSTAR,1900,,MR-J3ENCBL5M-A1-L,20,RMB,97.3451,,3302,其他,OUT,包利思特,1910,177
MPSH,2,20220114,20210730,OUT,POLYSTAR,1900,,MR-J3ENCBL5M-A1-L,20,RMB,97.3451,,3302,其他,OUT,包利思特,1910,178
