据点ID,区分,受注日期,客户希望纳期,销售GPR内外,英文顾客,顧客業種C,规格型号,产品名称,注残数量,货币,不含税价格,成本金额,中分类C,供应商名称,供应商集团内外,终端用户英文,终端用户行业C,ID
MPSH,2,20220114,20220301,OUT,NICHIDEN,8000,128747800,BXR-025-10LE-032,200,RMB,198,,1201,MPJP,IN,东莞新友智能,9099,1
MPSH,2,20220114,20220428,OUT,NICHIDEN,8000,128747800,BXR-025-10LE-032,200,RMB,198,,1201,MPJP,IN,新友智能,9099,2
MPSH,2,20220114,20220214,OUT,BINGZHAO,8000,121824100,SFC-010SA2-4B-5B,40,RMB,82,,2301,MPTJ,OUT,上海鸣志派,9099,3
MPSH,2,20220114,20220330,OUT,NICHIDEN,8000,028046100,DSCR-112 11-11,1,RMB,342,,2501,MPJP,IN,NGK苏州,2190,4
MPSH,2,20220114,20220121,OUT,NICHIDEN,8000,121862200,SFC-035DA2-15B-15B,1,RMB,169,,2301,MPTJ,OUT,住化华北,1820,5
MPSH,2,20220114,20220110,OUT,STAR PRECISION,1000,,SFC-050SA2-T171,430,RMB,186,,2301,MPTJ,OUT,斯大精密,1090,6
MPSH,2,20220114,20220110,OUT,STAR PRECISION,1000,,SFC-050SA2-T212,140,RMB,153,,2301,MPTJ,OUT,斯大精密,1090,7
MPSH,2,20220114,20220108,OUT,STAR PRECISION,1000,,SFC-050SA2-T171,290,RMB,186,,2301,MPTJ,OUT,斯大精密,1090,8
MPSH,2,20220114,20220208,OUT,STAR PRECISION,1000,,SFC-050SA2-T171,380,RMB,186,,2301,MPTJ,OUT,斯大精密,1090,9
MPSH,2,20220114,20220407,OUT,STAR PRECISION,1000,,SFC-050SA2-T171,300,RMB,186,,2301,MPTJ,OUT,斯大精密,1090,10
MPSH,2,20220114,20220407,OUT,STAR PRECISION,1000,,SFC-050SA2-T171,140,RMB,186,,2301,MPTJ,OUT,斯大精密,1090,11
MPSH,2,20220114,20220208,OUT,STAR PRECISION,1000,,SFC-050SA2-T171,510,RMB,186,,2301,MPTJ,OUT,斯大精密,1090,12
MPSH,2,20220114,20220308,OUT,STAR PRECISION,1000,,SFC-050SA2-T171,140,RMB,186,,2301,MPTJ,OUT,斯大精密,1090,13
MPSH,2,20220114,20220407,OUT,STAR PRECISION,1000,,SFC-050SA2-T171,460,RMB,186,,2301,MPTJ,OUT,斯大精密,1090,14
MPSH,2,20220114,20220308,OUT,STAR PRECISION,1000,,SFC-050SA2-T212,180,RMB,153,,2301,MPTJ,OUT,斯大精密,1090,15
MPSH,2,20220114,20220127,OUT,ANSEN,8000,121946300,SFC-050DA2-18B-19B,4,RMB,204,,2301,MPTJ,OUT,山东鲁南机床,1010,16
MPSH,2,20220114,20220115,OUT,ANSEN,8000,,CS-12-33N 24V 25JIS,1,RMB,303,,1301,MPTJ,OUT,安徽绩溪,9002,17
MPSH,2,20220114,20220124,OUT,ANSEN,8000,,CS-12-33N 24V 25JIS,25,RMB,303,,1301,MPTJ,OUT,绩溪康鹏,9002,18
MPSH,2,20220114,20220207,OUT,ANSEN,8000,,CS-12-33N 24V 25JIS,25,RMB,303,,1301,MPTJ,OUT,安徽绩溪,9002,19
MPSH,2,20220114,20220221,OUT,ANSEN,8000,122740600,ALS-040-R,500,RMB,52,,2202,MPJP,IN,,,20
MPSH,2,20220114,20211220,OUT,ANSEN,8000,,SFF-090DS-35K-42K,30,RMB,462,,2302,MPTJ,OUT,,,21
MPSH,2,20220114,20211213,OUT,ANSEN,8000,122681800,SFF-090SS-32K-35K,20,RMB,410,,2302,MPTJ,OUT,,,22
MPSH,2,20220114,20220121,OUT,ANSEN,8000,123434700,CS-16-35G 24V R30DIN A30DIN,2,RMB,2050,,1301,MPJP,IN,,,23
MPSH,2,20220114,20220214,OUT,ANSEN,8000,,101-08-13N 24V 15JIS,20,RMB,144,,1301,MPTJ,OUT,,,24
MPSH,2,20220114,20220127,OUT,ANSEN,8000,125736400,SFC-090SA2-25B-42B,1,RMB,333,,2301,MPTJ,OUT,,,25
MPSH,2,20220114,20220125,OUT,OKUMA,1000,125242800,SRG-060AS-35K-35KS,32,RMB,171,,2303,MPTJ,OUT,北一大隈,1090,26
