Code,Group,Date,Invoice Date,ETD,ANA-4,Customer Code,Customer Group4(Industry Code)(Sub-Ledger),Item Code,Item Name,Qty,Currency,Price.,Exchange Rate,Amount (Transaction) (HKD),Cost(HKD),Group 5(Item),ANA-2,Location,Spec. Customer (Transaction),Industry Code (Transaction),
MPHK,1,20220114,,20220408,OUT,ELEMATEC-C,8000,126456000,BXW-04-10MP-05-90V,60,USD,27.8000 ,7.8000000 ,"13,010.40 ",,1201,MPTW,OUT,,,
MPHK,1,20220114,,20220201,OUT,HIMALAYA-C,8000,127927700,BEW2-2F,10,USD,17.0000 ,7.8000000 ,"1,326.00 ",,1901,MPJP,IN,,,
MPHK,1,20220114,,20220201,OUT,HIMALAYA-C,8000,123141600,PSL-D-15,2,USD,30.1000 ,7.8000000 ,469.56 ,,2602,MPJP,IN,,,
MPHK,1,20220114,,20220201,OUT,HIMALAYA-C,8000,104731400,SFS-14G,1,USD,286.0000 ,7.8000000 ,"2,230.80 ",,2302,MPJP,IN,,,
MPHK,1,20220114,,20220201,OUT,HIMALAYA-C,8000,103726100,180-08-011 71,1,USD,586.0000 ,7.8000000 ,"4,570.80 ",,1302,MPJP,IN,,,
MPHK,1,20220114,,20220214,OUT,ONGEAR-C,8000,121375500,SFC-020DA2-6B-8B,3,USD,21.2000 ,7.8000000 ,496.08 ,,2301,MPJP,IN,,,
