据点ID,区分,受注日期,客户希望纳期,销售GPR内外,英文顾客,顧客業種C,规格型号,产品名称,受注数量,货币,不含税价格,成本金额,中分类C,供应商名称,供应商集团内外,终端用户英文,终端用户行业C,ID
MPSH,1,20211228,20220106,OUT,FTS-SHENZHENG,8000,121829400,SFC-035DA2-10B-16B,2,RMB,120,,2301,MPTJ,OUT,深圳易天,1190,1
MPSH,1,20211228,20220106,OUT,FTS-SHENZHENG,8000,122029900,SFC-050DA2-17B-24B,3,RMB,191,,2301,MPTJ,OUT,深圳易天,1190,2
MPSH,1,20211228,20220106,OUT,FTS-SHENZHENG,8000,,SFC-050SA2-15B-16BH,10,RMB,209,,2301,MPTJ,OUT,深圳易天,1190,3
MPSH,1,20211228,20220106,OUT,FTS-SHENZHENG,8000,125841300,SFC-025SA2-10B-14B,2,RMB,80,,2301,MPTJ,OUT,深圳易天,1190,4
MPSH,1,20211228,20220106,OUT,FTS-SHENZHENG,8000,121605000,SFC-040DA2-12B-16B,4,RMB,136,,2301,MPTJ,OUT,深圳易天,1190,5
MPSH,1,20211228,20220106,OUT,FTS-SHENZHENG,8000,122731000,SFC-040DA2-17B-19B,4,RMB,136,,2301,MPTJ,OUT,深圳易天,1190,6
MPSH,1,20211228,20220106,OUT,FTS-SHENZHENG,8000,121845400,SFC-040SA2-10B-16B,2,RMB,103,,2301,MPTJ,OUT,深圳易天,1190,7
MPSH,1,20211228,20220106,OUT,FTS-SHENZHENG,8000,124758900,SFC-050DA2-20BH-22BH,2,RMB,265,,2301,MPTJ,OUT,深圳易天,1190,8
MPSH,1,20211228,20220106,OUT,FTS-SHENZHENG,8000,126636100,SFC-040SA2-16B-20B,3,RMB,103,,2301,MPTJ,OUT,深圳易天,1190,9
MPSH,1,20211228,20220106,OUT,FTS-SHENZHENG,8000,121386100,SFC-030DA2-8B-14B,2,RMB,107,,2301,MPTJ,OUT,深圳易天,1190,10
MPSH,1,20211228,20220106,OUT,FTS-SHENZHENG,8000,121603600,SFC-050SA2-16B-20B,7,RMB,142,,2301,MPTJ,OUT,深圳易天,1190,11
MPSH,1,20211228,20220106,OUT,FTS-SHENZHENG,8000,121727700,SFC-035SA2-8B-14B,4,RMB,87,,2301,MPTJ,OUT,深圳易天,1190,12
MPSH,1,20211228,20220106,OUT,FTS-SHENZHENG,8000,121729200,SFC-050DA2-17B-19B,2,RMB,191,,2301,MPTJ,OUT,深圳易天,1190,13
