据点ID,区分,受注日期,客户希望纳期,销售GPR内外,英文顾客,顧客業種C,规格型号,产品名称,受注数量,货币,不含税价格,成本金额,中分类C,供应商名称,供应商集团内外,终端用户英文,终端用户行业C,ID
MPSH,1,20211228,20220310,OUT,HANZ,8000,129013500,ETP-E-015-NH,100,RMB,265,,2601,MPJP,IN,江苏开璇,9099,14
MPSH,1,20211228,20220126,OUT,MISUMI,8000,121355200,SFC-020SA2-8B-10B,3,RMB,89.74,,2301,MPTJ,OUT,米思米,8020,15
MPSH,1,20211228,20220121,OUT,NICHIDEN,8000,121386100,SFC-030DA2-8B-14B,6,RMB,151,,2301,MPTJ,OUT,芯笙半导体,1190,16
MPSH,1,20211228,20220107,OUT,ZHENGYI BEARING,8000,121733000,SFC-060DA2-20B-25B,20,RMB,285,,2301,MPTJ,OUT,利元亨,1290,17
MPSH,1,20211228,20220105,OUT,BITPASS,8000,121897000,SFC-035DA2-8B-11B,1,RMB,67,,2301,MPTJ,OUT,杭州长川,1510,18
MPSH,1,20211228,20220105,OUT,BITPASS,8000,121822200,SFC-060DA2-20B-24B,3,RMB,159,,2301,MPTJ,OUT,杭州长川,1510,19
MPSH,1,20211228,20220112,OUT,ACE,8000,123142500,PSL-D-28,10,RMB,380,,2602,MPTJ,OUT,西安北村,1010,20
MPSH,1,20211228,20220112,OUT,ACE,8000,123143100,PSL-D-40,40,RMB,521,,2602,MPTJ,OUT,,,21
MPSH,1,20211228,20220112,OUT,ACE,8000,123149900,PSL-K-10,3,RMB,61,,2602,MPTJ,OUT,,,22
MPSH,1,20211228,20220112,OUT,ACE,8000,123145900,PSL-G-28,8,RMB,100,,2602,MPTJ,OUT,,,23
MPSH,1,20211228,20220112,OUT,ACE,8000,123149600,PSL-K-8,4,RMB,123,,2602,MPTJ,OUT,,,24
MPSH,1,20211228,20220105,OUT,ACE,8000,121349200,SFC-020SA2-8B-8B,4,RMB,85,,2301,MPTJ,OUT,,,25
MPSH,1,20211228,20220105,OUT,ACE,8000,121436900,SFC-030SA2-8B-8B,6,RMB,97,,2301,MPTJ,OUT,,,26
MPSH,1,20211228,20220105,OUT,ACE,8000,122014800,SFC-050SA2-25B-25B,4,RMB,167,,2301,MPTJ,OUT,,,27
MPSH,1,20211228,20220105,OUT,ACE,8000,121724700,SFC-040DA2-10B-14B,4,RMB,160,,2301,MPTJ,OUT,,,28
MPSH,1,20211228,20220105,OUT,ACE,8000,121843400,SFC-040SA2-8B-14B,4,RMB,118,,2301,MPTJ,OUT,,,29
MPSH,1,20211228,20220105,OUT,ACE,8000,121568100,SFC-030SA2-6B-10B,3,RMB,97,,2301,MPTJ,OUT,,,30
MPSH,1,20211228,20220105,OUT,ACE,8000,121727700,SFC-035SA2-8B-14B,10,RMB,102,,2301,MPTJ,OUT,,,31
MPSH,1,20211228,20220105,OUT,ACE,8000,123007200,SFC-080SA2-25B-32B,2,RMB,285,,2301,MPTJ,OUT,,,32
MPSH,1,20211228,20220112,OUT,ACE,8000,,125-08-12N,34,RMB,799,,1302,MPTJ,OUT,阳政精机,1810,33
MPSH,1,20211228,20220112,OUT,ACE,8000,,111-06-12N 24V 15DIN,60,RMB,127,,1301,MPTJ,OUT,,,34
MPSH,1,20211228,20220204,OUT,ACE,8000,129826300,SFH-260S 60H-60H海外,1,RMB,7325,,2302,MPJP,IN,,,35
MPSH,1,20211228,20220204,OUT,ACE,8000,129905900,SFF-120SS-40KK-55K-600N,1,RMB,672,,2302,MPJP,IN,宁波海天,1010,36
MPSH,1,20211228,20220204,OUT,ACE,8000,103180300,102-04-13 24V 10DIN,64,RMB,151,,1101,MPJP,IN,深圳迈瑞,1410,37
MPSH,1,20211228,20220104,OUT,RUJIANG-SHENZHENG,8000,122027600,SFC-060SA2-17B-24B,1,RMB,135,,2301,MPTJ,OUT,深圳轴心,1190,38
MPSH,1,20211228,20220114,OUT,RUJIANG-SHENZHENG,8000,121478200,SFC-040DA2-12B-19B,60,RMB,73,,2301,MPTJ,OUT,深圳世宗,1190,39
MPSH,1,20211228,20220131,OUT,BITPASS,8000,130282300,SFM-120SS-45K-45K-600N-G2.5/15000,1,RMB,1379,,2302,MPJP,IN,湘仪动力,1510,40
MPSH,1,20211228,20220218,OUT,ACE,8000,,SFF-140SS-60K-65K-1000N,2,RMB,1288,,2302,MPJP,IN,,,41
MPSH,1,20211228,20220218,OUT,ACE,8000,130562900,SFF-140SS-60K-70K-1000N,2,RMB,1288,,2302,MPJP,IN,,,42
