Code,Group,Date,Invoice Date,ETD,ANA-4,Customer Code,Customer Group4(Industry Code)(Sub-Ledger),Item Code,Item Name,Qty,Currency,Price.,Exchange Rate,Amount (Transaction) (HKD),Cost(HKD),Group 5(Item),ANA-2,Location,Spec. Customer (Transaction),Industry Code (Transaction),
MPHK,1,20220110,,20220224,OUT,SANKYO-C,0100,126970400,BXW-03-10-43,300,USD,23.0000 ,7.8000000 ,"53,820.00 ",,1201,MPJP,IN,,,
MPHK,1,20220110,,20220404,OUT,ELEMATEC-C,8000,126455600,BXW-03-10MP-90V,120,USD,24.9000 ,7.8000000 ,"23,306.40 ",,1201,MPTW,OUT,,,
MPHK,1,20220110,,20220404,OUT,ELEMATEC-C,8000,126455700,BXW-04-10MP-03-45V,60,USD,25.2000 ,7.8000000 ,"11,793.60 ",,1201,MPTW,OUT,,,
MPHK,1,20220110,,20220211,OUT,SINGHUAT-C,8000,800000222,111-10-11N 24V 20 JIS,300,USD,31.9000 ,7.8000000 ,"74,646.00 ",,1301,MPTJ,OUT,NUTEK,1100,
