据点ID,区分,受注日期,客户希望纳期,销售GPR内外,英文顾客,顧客業種C,规格型号,产品名称,受注数量,货币,不含税价格,成本金额,中分类C,供应商名称,供应商集团内外,终端用户英文,终端用户行业C,ID
MPSH,1,20220106,20220627,OUT,YAMAZEN-SH,8000,121769800,SFC-050SA2-16B-24B,150,RMB,129,,2301,MPTJ,OUT,西铁城,1090,27
MPSH,1,20220106,20220614,OUT,YAMAZEN-SH,8000,124030000,SFC-050SA2-16B-11BC,120,RMB,212,,2301,MPTJ,OUT,西铁城,1090,28
MPSH,1,20220106,20220627,OUT,YAMAZEN-SH,8000,124030000,SFC-050SA2-16B-11BC,190,RMB,212,,2301,MPTJ,OUT,西铁城,1090,29
MPSH,1,20220106,20220110,OUT,YAMAZEN-SHENZHENG,8000,121585600,SFC-020SA2-6B-8B,1,RMB,111,,2301,MPTJ,OUT,东莞石龙,1190,30
MPSH,1,20220106,20220110,,GZMJ,8000,121824100,SFC-010SA2-4B-5B,16,RMB,82,,2301,MPTJ,OUT,东莞诚鲲,1210,31
MPSH,1,20220106,20220301,OUT,SG GEAR MOTOR,0100,126950700,BXL-16-10N-12,50,RMB,494,,1401,MPTJ,OUT,史克马,0140,32
MPSH,1,20220106,20220114,OUT,RUJIANG-SHENZHENG,8000,121324800,SFC-035DA2-8B-14B,200,RMB,67,,2301,MPTJ,OUT,东莞科隆威,1190,33
MPSH,1,20220106,20220223,OUT,DAIDO-ROBOT,8000,,SFC-060SA2-12B-25BH,2,RMB,351,,2301,MPTJ,OUT,浙江芯晖,1140,34
MPSH,1,20220106,20220223,OUT,DAIDO-ROBOT,8000,,SFC-060SA2-12B-25BH,1,RMB,351,,2301,MPTJ,OUT,浙江芯晖,1140,35
MPSH,1,20220106,20220114,OUT,YONGFUWANG-SHENZHENG,8000,121769800,SFC-050SA2-16B-24B,2,RMB,192,,2301,MPTJ,OUT,永福旺,9099,36
MPSH,1,20220106,20220121,OUT,NICHIDEN,8000,121862200,SFC-035DA2-15B-15B,1,RMB,169,,2301,MPTJ,OUT,住化华北,1820,37
MPSH,1,20220106,20220107,OUT,ZHENGYI BEARING,8000,128349600,SFC-040SA2-18BH-19BH,2,RMB,154,,2301,MPTJ,OUT,东莞正一,1290,38
MPSH,1,20220106,20220208,OUT,ANSEN,8000,,AP-98-MAT-14H,3,RMB,215,,3101,MPTJ,OUT,,,39
MPSH,1,20220106,20220124,OUT,ANSEN,8000,,CS-12-33N 24V 25JIS,25,RMB,303,,1301,MPTJ,OUT,绩溪康鹏,9002,40
MPSH,1,20220106,20220124,OUT,ANSEN,8000,121386100,SFC-030DA2-8B-14B,2,RMB,118,,2301,MPTJ,OUT,苏州宝玛,9002,41
MPSH,1,20220106,20220124,OUT,ANSEN,8000,123573600,SFC-040SA2-6B-19B,1,RMB,118,,2301,MPTJ,OUT,,,42
MPSH,1,20220106,20220110,OUT,ANSEN,8000,123828200,SFF-100DS-55K-55K,1,RMB,558,,2302,MPTJ,OUT,,,43
MPSH,1,20220106,20220112,OUT,ACE,8000,121828600,SFC-035DA2-10B-12B,4,RMB,141,,2301,MPTJ,OUT,,,44
MPSH,1,20220106,20220112,OUT,ACE,8000,,SFC-025DA2-8B-13B,1,RMB,123,,2301,MPTJ,OUT,,,45
MPSH,1,20220106,20220112,OUT,ACE,8000,121873300,SFC-060DA2-24B-25B,200,RMB,168,,2301,MPTJ,OUT,安徽新诺精工,1030,46
MPSH,1,20220106,20220112,OUT,ACE,8000,126390500,SFC-060DA2-25B-35B,200,RMB,168,,2301,MPTJ,OUT,安徽新诺精工,1030,47
MPSH,1,20220106,20220112,OUT,ACE,8000,,SFC-060DA2-25B-32K,4,RMB,305,,2301,MPTJ,OUT,,,48
MPSH,1,20220106,20220112,OUT,ACE,8000,121945600,SFC-050DA2-19B-19B,1,RMB,225,,2301,MPTJ,OUT,,,49
MPSH,1,20220106,20220112,OUT,ACE,8000,,111-10-13N 24V,10,RMB,142,,1301,MPTJ,OUT,,,50
MPSH,1,20220106,20220112,OUT,ACE,8000,123005300,SFC-080SA2-20B-32B,9,RMB,285,,2301,MPTJ,OUT,,,51
MPSH,1,20220106,20220112,OUT,ACE,8000,121426000,SFC-050DA2-15B-19B,1,RMB,225,,2301,MPTJ,OUT,,,52
MPSH,1,20220106,20220112,OUT,ACE,8000,121842400,SFC-040DA2-12B-15B,2,RMB,160,,2301,MPTJ,OUT,,,53
MPSH,1,20220106,20220112,OUT,ACE,8000,,ALS-065ARN-25BHA-28BHA,50,RMB,143,,2202,MPTJ,OUT,,,54
MPSH,1,20220106,20220112,OUT,ACE,8000,,SFC-050DA2-17.5B-25B,1,RMB,225,,2301,MPTJ,OUT,,,55
MPSH,1,20220106,20220112,OUT,ACE,8000,,ALS-030ARN-8BHA-14BHA,20,RMB,55,,2202,MPTJ,OUT,,,56
MPSH,1,20220106,20220112,OUT,ACE,8000,,AK-155-MAB-28N,20,RMB,220,,3101,MPTJ,OUT,四川青城,9003,57
MPSH,1,20220106,20220112,OUT,ACE,8000,,ALS-080ARN-35BHA-35BHA,48,RMB,155,,2202,MPTJ,OUT,莆田庆川,1090,58
