Code,Group,Sales Order Date,Download Date,ETD,ANA-4,Customer Code,Customer Group4(Industry Code)(Sub-Ledger),Item Code,Item Name,Qty,Currency,Price.,Exchange Rate,Amount (Transaction) (HKD),Cost(HKD),Group 5(Item),ANA-2,Location,Spec. Customer (Transaction),Industry Code (Transaction),
MPHK,2,20210930,20220111,20220125,OUT,ELEMATEC-C,8000,126455800,BXW-04-10MP-03-90V,120,USD,26.2000 ,7.8000000 ,"24,523.20 ",,1201,MPTW,OUT,,,
MPHK,2,20210930,20220111,20220125,OUT,ELEMATEC-C,8000,126456000,BXW-04-10MP-05-90V,60,USD,27.8000 ,7.8000000 ,"13,010.40 ",,1201,MPTW,OUT,,,
MPHK,2,20210930,20220111,20220125,OUT,ELEMATEC-C,8000,126382200,BEM-4T-A-5,300,USD,2.1300 ,7.8000000 ,"4,984.20 ",,1901,MPJP,IN,,,
MPHK,2,20210930,20220111,20220211,OUT,ELEMATEC-C,8000,126382200,BEM-4T-A-5,300,USD,2.1300 ,7.8000000 ,"4,984.20 ",,1901,MPJP,IN,,,
MPHK,2,20210930,20220111,20220225,OUT,ELEMATEC-C,8000,126454900,BXW-01-10MP-45V,50,USD,22.3000 ,7.8000000 ,"8,697.00 ",,1201,MPTW,OUT,,,
MPHK,2,20210930,20220111,20220111,OUT,ELEMATEC-C,8000,126455000,BXW-01-10MP-90V,50,USD,23.3000 ,7.8000000 ,"9,087.00 ",,1201,MPTW,OUT,,,
MPHK,2,20210930,20220111,20220215,OUT,ELEMATEC-C,8000,126456000,BXW-04-10MP-05-90V,60,USD,27.8000 ,7.8000000 ,"13,010.40 ",,1201,MPTW,OUT,,,
MPHK,2,20210930,20220111,20220104,OUT,ELEMATEC-C,8000,126696400,BXW-02-10-24,60,USD,38.0000 ,7.8000000 ,"17,784.00 ",,1201,MPTW,OUT,,,
MPHK,2,20210930,20220111,20220111,OUT,ELEMATEC-C,8000,126696400,BXW-02-10-24,60,USD,38.0000 ,7.8000000 ,"17,784.00 ",,1201,MPTW,OUT,,,
MPHK,2,20210930,20220111,20220204,OUT,ELEMATEC-C,8000,126696400,BXW-02-10-24,60,USD,38.0000 ,7.8000000 ,"17,784.00 ",,1201,MPTW,OUT,,,
MPHK,2,20211006,20220111,20220413,OUT,HIMALAYA-C,8000,128307200,BMM-074-HPB-380/50 (IE3),2,USD,666.7000 ,7.8000000 ,"10,400.52 ",,1502,MPJP,IN,,,
MPHK,2,20211007,20220111,20211130,OUT,SINGHUAT-C,8000,127108600,122-12-20-A-9,1,USD,"1,048.9000 ",7.7530000 ,"8,132.12 ",,1302,MPJP,IN,SHIN_YANG,9000,
MPHK,2,20211012,20220111,20220204,OUT,ELEMATEC-C,8000,126382200,BEM-4T-A-5,300,USD,2.1300 ,7.8000000 ,"4,984.20 ",,1901,MPJP,IN,,,
MPHK,2,20211012,20220111,20220215,OUT,ELEMATEC-C,8000,126382200,BEM-4T-A-5,300,USD,2.1300 ,7.8000000 ,"4,984.20 ",,1901,MPJP,IN,,,
MPHK,2,20211012,20220111,20220104,OUT,ELEMATEC-C,8000,126455900,BXW-04-10MP-05-45V,30,USD,26.8000 ,7.7530000 ,"6,233.41 ",,1201,MPTW,OUT,,,
MPHK,2,20211012,20220111,20220104,OUT,ELEMATEC-C,8000,126455900,BXW-04-10MP-05-45V,30,USD,26.8000 ,7.7530000 ,"6,233.41 ",,1201,MPTW,OUT,,,
MPHK,2,20211012,20220111,20220204,OUT,ELEMATEC-C,8000,126455000,BXW-01-10MP-90V,50,USD,23.3000 ,7.8000000 ,"9,087.00 ",,1201,MPTW,OUT,,,
MPHK,2,20211012,20220111,20220125,OUT,ELEMATEC-C,8000,126455400,BXW-02-10MP-90V,60,USD,24.0000 ,7.8000000 ,"11,232.00 ",,1201,MPTW,OUT,,,
MPHK,2,20211012,20220111,20220114,OUT,ELEMATEC-C,8000,126456000,BXW-04-10MP-05-90V,180,USD,27.8000 ,7.8000000 ,"39,031.20 ",,1201,MPTW,OUT,,,
MPHK,2,20211012,20220111,20220125,OUT,ELEMATEC-C,8000,126456000,BXW-04-10MP-05-90V,120,USD,27.8000 ,7.8000000 ,"26,020.80 ",,1201,MPTW,OUT,,,
MPHK,2,20211012,20220111,20220125,OUT,ELEMATEC-C,8000,126456000,BXW-04-10MP-05-90V,60,USD,27.8000 ,7.8000000 ,"13,010.40 ",,1201,MPTW,OUT,,,
MPHK,2,20211012,20220111,20220204,OUT,ELEMATEC-C,8000,126456000,BXW-04-10MP-05-90V,120,USD,27.8000 ,7.8000000 ,"26,020.80 ",,1201,MPTW,OUT,,,
MPHK,2,20211012,20220111,20220215,OUT,ELEMATEC-C,8000,126456000,BXW-04-10MP-05-90V,60,USD,27.8000 ,7.8000000 ,"13,010.40 ",,1201,MPTW,OUT,,,
MPHK,2,20211012,20220111,20220114,OUT,ELEMATEC-C,8000,126696400,BXW-02-10-24,120,USD,38.0000 ,7.8000000 ,"35,568.00 ",,1201,MPTW,OUT,,,
MPHK,2,20211012,20220111,20220125,OUT,ELEMATEC-C,8000,126696400,BXW-02-10-24,60,USD,38.0000 ,7.8000000 ,"17,784.00 ",,1201,MPTW,OUT,,,
MPHK,2,20211013,20220111,20211103,OUT,SINGHUAT-C,8000,122303700,CS-10-33G 24V 20 JIS,2,USD,49.1000 ,7.7530000 ,761.34 ,,1301,MPTJ,OUT,,,
MPHK,2,20211013,20220111,20211103,OUT,SINGHUAT-C,8000,910028407,AK-140-MAT-19N,5,USD,47.9000 ,7.7530000 ,"1,856.84 ",,3101,MPTJ,OUT,,,
MPHK,2,20211013,20220111,20211103,OUT,SINGHUAT-C,8000,911709011,PE-185-MAT-22H,7,USD,67.0000 ,7.7530000 ,"3,636.16 ",,3101,MPTJ,OUT,,,
MPHK,2,20211015,20220111,20211102,OUT,SINGHUAT-C,8000,122289800,101-12-15G 24V R25JIS A25JIS,1,USD,76.6000 ,7.7530000 ,593.88 ,,1301,MPTJ,OUT,,,
MPHK,2,20211018,20220111,20220405,OUT,ELEMATEC-C,8000,126382200,BEM-4T-A-5,600,USD,2.1300 ,7.8000000 ,"9,968.40 ",,1901,MPJP,IN,,,
MPHK,2,20211018,20220111,20220211,OUT,ELEMATEC-C,8000,126456000,BXW-04-10MP-05-90V,60,USD,27.8000 ,7.8000000 ,"13,010.40 ",,1201,MPTW,OUT,,,
MPHK,2,20211018,20220111,20220304,OUT,ELEMATEC-C,8000,126456000,BXW-04-10MP-05-90V,60,USD,27.8000 ,7.8000000 ,"13,010.40 ",,1201,MPTW,OUT,,,
MPHK,2,20211018,20220111,20220405,OUT,ELEMATEC-C,8000,126456000,BXW-04-10MP-05-90V,240,USD,27.8000 ,7.8000000 ,"52,041.60 ",,1201,MPTW,OUT,,,
MPHK,2,20211022,20220111,20211103,OUT,HIMALAYA-C,8000,100055100,"PK-200-24N-154
OLD DESCRIPTION PK-200-B-N24",5,USD,227.2000 ,7.7530000 ,"8,807.41 ",,3101,MPJP,IN,,,
MPHK,2,20211022,20220111,20211103,OUT,HIMALAYA-C,8000,121807900,BXH-16-10G 90V 28DIN,5,USD,127.8000 ,7.7530000 ,"4,954.17 ",,1401,MPJP,IN,,,
MPHK,2,20211028,20220111,20220201,OUT,SAKURA-C,8000,128256900,"CPG-030-T010B (SLIDER) New
(DWG: GT-KCP-G503-B)",800,USD,1.1000 ,7.8000000 ,"6,864.00 ",,2901,MULTIPLE,OUT,NIKON,0100,
MPHK,2,20211028,20220111,20220201,OUT,SAKURA-C,8000,128256900,"CPG-030-T010B (SLIDER) New
(DWG: GT-KCP-G503-B)","9,200",USD,1.1000 ,7.8000000 ,"78,936.00 ",,2901,MULTIPLE,OUT,NIKON,0100,
MPHK,2,20211028,20220111,20220201,OUT,SAKURA-C,8000,127646500,"CPG-030-T010A (HUB)
(DWG: GT-KCP-G501)","16,000",USD,2.2000 ,7.8000000 ,"274,560.00 ",,2901,MULTIPLE,OUT,NIKON,0100,
MPHK,2,20211028,20220111,20220201,OUT,SAKURA-C,8000,127646500,"CPG-030-T010A (HUB)
(DWG: GT-KCP-G501)","4,000",USD,2.2000 ,7.8000000 ,"68,640.00 ",,2901,MULTIPLE,OUT,NIKON,0100,
MPHK,2,20211029,20220111,20220114,OUT,NAMSAE-C,8000,800000723,AB-HD-27,20,USD,290.0000 ,7.7530000 ,"44,967.40 ",,2503,MPJP,IN,,,
MPHK,2,20211101,20220111,20220301,OUT,SAKURA-C,8000,128256900,"CPG-030-T010B (SLIDER) New
(DWG: GT-KCP-G503-B)","20,000",USD,1.1000 ,7.8000000 ,"171,600.00 ",,2901,MPTJ,OUT,NIKON,0100,
MPHK,2,20211101,20220111,20220401,OUT,SAKURA-C,8000,128256900,"CPG-030-T010B (SLIDER) New
(DWG: GT-KCP-G503-B)","20,000",USD,1.1000 ,7.8000000 ,"171,600.00 ",,2901,MPTJ,OUT,NIKON,0100,
MPHK,2,20211101,20220111,20220501,OUT,SAKURA-C,8000,128256900,"CPG-030-T010B (SLIDER) New
(DWG: GT-KCP-G503-B)","20,000",USD,1.1000 ,7.8000000 ,"171,600.00 ",,2901,MPTJ,OUT,NIKON,0100,
MPHK,2,20211101,20220111,20220601,OUT,SAKURA-C,8000,128256900,"CPG-030-T010B (SLIDER) New
(DWG: GT-KCP-G503-B)","15,000",USD,1.1000 ,7.8000000 ,"128,700.00 ",,2901,MPTJ,OUT,NIKON,0100,
MPHK,2,20211104,20220111,20211222,OUT,HIMALAYA-C,8000,122646700,125-20-12EG,1,USD,979.2000 ,7.8000000 ,"7,637.76 ",,1302,MPJP,IN,,,
MPHK,2,20211109,20220111,20211201,OUT,NAMSAE-C,8000,122647400,121-06-20G,5,USD,183.5000 ,7.7530000 ,"7,113.38 ",,1302,MPJP,IN,,,
MPHK,2,20211109,20220111,20211201,OUT,NAMSAE-C,8000,105468900,TT-4X-01-30-30-100NM,4,USD,356.0000 ,7.7530000 ,"11,040.27 ",,3105,MPJP,IN,,,
MPHK,2,20211109,20220111,20211201,OUT,NAMSAE-C,8000,128665100,126-10-4B 0.75KW-IE3-380/50,2,USD,822.0000 ,7.7530000 ,"12,745.93 ",,1302,MPJP,IN,PRESIDENT_BAKERY,1800,
MPHK,2,20211109,20220111,20220103,OUT,P&T-C,8000,103611800,CLUTCH AND BRAKE UNIT: 121-25-20-A-13,1,USD,"1,632.5000 ",7.7530000 ,"12,656.77 ",,1302,MPJP,IN,,,
MPHK,2,20211109,20220111,20220103,OUT,P&T-C,8000,122647000,CLUTCH AND BRAKE UNIT: 122-10-20G,3,USD,457.5000 ,7.7530000 ,"10,640.99 ",,1302,MPJP,IN,,,
MPHK,2,20211111,20220111,20211203,OUT,SINGHUAT-C,8000,103628200,125-16-12-A-25,5,USD,509.5000 ,7.7530000 ,"19,750.77 ",,1302,MPJP,IN,,,
MPHK,2,20211111,20220111,20211203,OUT,SINGHUAT-C,8000,103628400,125-16-12-A-27,12,USD,513.9000 ,7.7530000 ,"47,811.20 ",,1302,MPJP,IN,,,
MPHK,2,20211111,20220111,20211203,OUT,SINGHUAT-C,8000,033000100,SD-53B-12R,50,USD,12.9000 ,7.7530000 ,"5,000.69 ",,3107,MPJP,IN,THAISIANG,9000,
MPHK,2,20211111,20220111,20211202,OUT,SINGHUAT-C,8000,122290500,111-10-11G 24V 20 JIS,7,USD,36.7000 ,7.7530000 ,"1,991.75 ",,1301,MPTJ,OUT,,,
MPHK,2,20211111,20220111,20211202,OUT,SINGHUAT-C,8000,122287700,101-10-13G 24V 20JIS,9,USD,39.7000 ,7.7530000 ,"2,770.15 ",,1301,MPTJ,OUT,,,
MPHK,2,20211111,20220111,20211202,OUT,SINGHUAT-C,8000,122287900,101-12-13G 24V 25 JIS,3,USD,50.1000 ,7.7530000 ,"1,165.28 ",,1301,MPTJ,OUT,,,
MPHK,2,20211111,20220111,20211202,OUT,SINGHUAT-C,8000,122289800,101-12-15G 24V R25JIS A25JIS,3,USD,76.6000 ,7.7530000 ,"1,781.64 ",,1301,MPTJ,OUT,,,
MPHK,2,20211111,20220111,20211202,OUT,SINGHUAT-C,8000,100041900,AP-86-MA-11 With Adapter,3,USD,45.0000 ,7.7530000 ,"1,046.66 ",,3101,MPTJ,OUT,,,
MPHK,2,20211111,20220111,20211202,OUT,SINGHUAT-C,8000,911708613,PE-155-MAT-18H,7,USD,55.1000 ,7.7530000 ,"2,990.33 ",,3101,MPTJ,OUT,,,
MPHK,2,20211111,20220111,20211122,OUT,HIMALAYA-C,8000,103628200,125-16-12-A-25,2,USD,566.1000 ,7.7530000 ,"8,777.95 ",,1302,MPJP,IN,,,
MPHK,2,20211111,20220111,20211122,OUT,HIMALAYA-C,8000,122643900,CLUTCH ROTOR 101-20-11G 50J N24,3,USD,90.5000 ,7.7530000 ,"2,104.94 ",,1301,MPJP,IN,,,
MPHK,2,20211112,20220111,20211202,OUT,HIMALAYA-C,8000,103629900,125-20-12-A-11,3,USD,"1,169.6000 ",7.8000000 ,"27,368.64 ",,1302,MPJP,IN,,,
MPHK,2,20211115,20220111,20211201,OUT,DPS_VIETNAM-C,8000,123870300,ALS-095-B,25,USD,82.8000 ,7.8000000 ,"16,146.00 ",,2202,MPJP,IN,NOK_VIETNAM,9000,
MPHK,2,20211116,20220111,20211202,OUT,HIMALAYA-C,8000,103629900,125-20-12-A-11,3,USD,"1,169.6000 ",7.8000000 ,"27,368.64 ",,1302,MPJP,IN,,,
MPHK,2,20211119,20220111,20220120,OUT,SINGHUAT-C,8000,124541200,111-16-13G 90V,10,USD,113.2000 ,7.7530000 ,"8,776.40 ",,1301,MPJP,IN,PD_BRICK,9000,
MPHK,2,20211122,20220111,20220218,OUT,ELEMATEC-C,8000,126382200,BEM-4T-A-5,600,USD,2.1300 ,7.8000000 ,"9,968.40 ",,1901,MPJP,IN,,,
MPHK,2,20211122,20220111,20220218,OUT,ELEMATEC-C,8000,126455200,BXW-02-10MP-45V,90,USD,23.0000 ,7.8000000 ,"16,146.00 ",,1201,MPTW,OUT,,,
MPHK,2,20211122,20220111,20220218,OUT,ELEMATEC-C,8000,126456000,BXW-04-10MP-05-90V,120,USD,27.8000 ,7.8000000 ,"26,020.80 ",,1201,MPTW,OUT,,,
MPHK,2,20211122,20220111,20220218,OUT,ELEMATEC-C,8000,126455000,BXW-01-10MP-90V,50,USD,23.3000 ,7.8000000 ,"9,087.00 ",,1201,MPTW,OUT,,,
MPHK,2,20211122,20220111,20220318,OUT,ELEMATEC-C,8000,126455200,BXW-02-10MP-45V,150,USD,23.0000 ,7.8000000 ,"26,910.00 ",,1201,MPTW,OUT,,,
MPHK,2,20211122,20220111,20220318,OUT,ELEMATEC-C,8000,126455500,BXW-03-10MP-45V,180,USD,23.9000 ,7.8000000 ,"33,555.60 ",,1201,MPTW,OUT,,,
MPHK,2,20211122,20220111,20220318,OUT,ELEMATEC-C,8000,126456000,BXW-04-10MP-05-90V,240,USD,27.8000 ,7.8000000 ,"52,041.60 ",,1201,MPTW,OUT,,,
MPHK,2,20211122,20220111,20220318,OUT,ELEMATEC-C,8000,126696400,BXW-02-10-24,60,USD,38.0000 ,7.8000000 ,"17,784.00 ",,1201,MPTW,OUT,,,
MPHK,2,20211122,20220111,20211201,OUT,HIMALAYA-C,8000,910028506,AK-155-MAT-24N,20,USD,63.5000 ,7.8000000 ,"9,906.00 ",,3101,MPTJ,OUT,,,
MPHK,2,20211122,20220111,20211201,OUT,HIMALAYA-C,8000,911709011,PE-185-MAT-22H,20,USD,74.4000 ,7.8000000 ,"11,606.40 ",,3101,MPTJ,OUT,,,
MPHK,2,20211122,20220111,20220308,OUT,ELEMATEC-C,8000,125857300,"CPG-030-T001A (HUB)
(DWG: GT-KCP-G468-A)","20,000",USD,1.7300 ,7.8000000 ,"269,880.00 ",,2901,MPTJ,OUT,,,
MPHK,2,20211122,20220111,20220318,OUT,ELEMATEC-C,8000,125857300,"CPG-030-T001A (HUB)
(DWG: GT-KCP-G468-A)","20,000",USD,1.7300 ,7.8000000 ,"269,880.00 ",,2901,MPTJ,OUT,,,
MPHK,2,20211122,20220111,20220318,OUT,ELEMATEC-C,8000,125857600,"CPG-030-T001B (SLIDER)
(DWG: GT-KCP-G473)","10,000",USD,0.8200 ,7.8000000 ,"63,960.00 ",,2901,MPTJ,OUT,,,
MPHK,2,20211124,20220111,20211215,OUT,SINGHUAT-C,8000,122355700,CLUTCH STATOR 101-16-11G 24V,2,USD,62.2000 ,7.7530000 ,964.47 ,,1301,MPJP,IN,SHIN_YANG,9000,
MPHK,2,20211124,20220111,20211213,OUT,HIMALAYA-C,8000,122042700,BMS-044-NHB,4,USD,237.1000 ,7.8000000 ,"7,397.52 ",,1502,MPJP,IN,,,
MPHK,2,20211125,20220111,20220120,OUT,NAMSAE-C,8000,131646800,SFM-100SS-42K-42K-450N-G2.5/10000,2,USD,158.2000 ,7.7530000 ,"2,453.05 ",,2302,MPJP,IN,,,
MPHK,2,20211126,20220111,20211223,OUT,SINGHUAT-C,8000,104694500,SFS-10S-35M-35M,10,USD,88.7000 ,7.7530000 ,"6,876.91 ",,2302,MPJP,IN,OKAMOTO_SG,1000,
MPHK,2,20211126,20220111,20220419,OUT,ELEMATEC-C,8000,125857600,"CPG-030-T001B (SLIDER)
(DWG: GT-KCP-G473)","10,000",USD,0.8200 ,7.8000000 ,"63,960.00 ",,2901,MPTJ,OUT,,,
MPHK,2,20211126,20220111,20220510,OUT,ELEMATEC-C,8000,125857600,"CPG-030-T001B (SLIDER)
(DWG: GT-KCP-G473)","10,000",USD,0.8200 ,7.8000000 ,"63,960.00 ",,2901,MPTJ,OUT,,,
MPHK,2,20211126,20220111,20220419,OUT,ELEMATEC-C,8000,125857600,"CPG-030-T001B (SLIDER)
(DWG: GT-KCP-G473)","10,000",USD,0.8200 ,7.8000000 ,"63,960.00 ",,2901,MPTJ,OUT,,,
MPHK,2,20211126,20220111,20220520,OUT,ELEMATEC-C,8000,125857600,"CPG-030-T001B (SLIDER)
(DWG: GT-KCP-G473)","10,000",USD,0.8200 ,7.8000000 ,"63,960.00 ",,2901,MPTJ,OUT,,,
MPHK,2,20211126,20220111,20220607,OUT,ELEMATEC-C,8000,125857600,"CPG-030-T001B (SLIDER)
(DWG: GT-KCP-G473)","10,000",USD,0.8200 ,7.8000000 ,"63,960.00 ",,2901,MPTJ,OUT,,,
MPHK,2,20211126,20220111,20220621,OUT,ELEMATEC-C,8000,125857600,"CPG-030-T001B (SLIDER)
(DWG: GT-KCP-G473)","20,000",USD,0.8200 ,7.8000000 ,"127,920.00 ",,2901,MPTJ,OUT,,,
MPHK,2,20211129,20220111,20220214,OUT,KAISHIN-C,8000,100016700,P-98-MA-19 With Adapter,5,USD,37.2000 ,7.8000000 ,"1,450.80 ",,3101,MPTJ,OUT,,,
MPHK,2,20211129,20220111,20220214,OUT,KAISHIN-C,8000,100044400,AP-98-MA-19 With Adapter,3,USD,50.9000 ,7.8000000 ,"1,191.06 ",,3101,MPTJ,OUT,,,
MPHK,2,20211129,20220111,20220214,OUT,KAISHIN-C,8000,123145800,PSL-G-25,50,USD,8.3000 ,7.8000000 ,"3,237.00 ",,2602,MPTJ,OUT,,,
MPHK,2,20211129,20220111,20220214,OUT,KAISHIN-C,8000,123146000,PSL-G-30,50,USD,9.4000 ,7.8000000 ,"3,666.00 ",,2602,MPTJ,OUT,,,
MPHK,2,20211129,20220111,20220214,OUT,KAISHIN-C,8000,123146200,PSL-G-35,80,USD,10.1000 ,7.8000000 ,"6,302.40 ",,2602,MPTJ,OUT,,,
MPHK,2,20211129,20220111,20220214,OUT,KAISHIN-C,8000,123146400,PSL-G-40,50,USD,11.6000 ,7.8000000 ,"4,524.00 ",,2602,MPTJ,OUT,,,
MPHK,2,20211129,20220111,20220214,OUT,KAISHIN-C,8000,123948400,PSL-G-70,30,USD,28.6000 ,7.8000000 ,"6,692.40 ",,2602,MPTJ,OUT,,,
