MPIN_Daily_report,,,,,,,,,,,,,,,,,
Branch,Clarification,Date,Requested delivery date,External sales or Internal Sales,Customer,Customer Market Segment,Product Number,Product Model ,Qty. (pcs),Currency (INR),Unit Selling Price per pcs (INR),Unit Purchase Cost per pcs (INR),Product Code,Name of supplier,Production in India,User Name,End user Market segment
MPIN,2,'2021/12/29,'2022/08/10,OUT,Ajmal Steel Tubes & Pipes Ind .,90 - Other machinery,,126-16-4B-2.2KW-IE3-380/50,2,INR,220650,130680,1302,MPJP,IN,,
MPIN,2,'2021/12/29,'2022/08/10,OUT,Ajmal Steel Tubes & Pipes Ind .,90 - Other machinery,,126-16-4B-3.7KW-IE3-380/50,2,INR,258150,152826,1302,MPJP,IN,,
MPIN,2,'2021/12/29,'2022/01/12,OUT,BHARAT FRITZ WERNER LTD,10 - Machine tool,,SFS-090DS-T003 (28K-48K),30,INR,12645,8219.16,2302,MPJP,IN,,
MPIN,2,'2021/12/29,'2021/12/13,OUT,ACE MANUFACTURING SYSTEMS LIMITED,10 - Machine tool,,SFC-090DA2-28B-32B,12,INR,4400,2849.16,2301,MPIN,OUT,,
MPIN,2,'2021/12/29,'2021/12/13,OUT,ACE MANUFACTURING SYSTEMS LIMITED,10 - Machine tool,,SFC-080DA2-20B-32B,8,INR,3625,1819.65,2301,MPIN,OUT,,
MPIN,2,'2021/12/29,'2021/12/31,OUT,ACE MANUFACTURING SYSTEMS LIMITED,10 - Machine tool,,SFC-090DA2-30B-35B,40,INR,4400,2849.16,2301,MPIN,OUT,,
MPIN,2,'2021/12/29,'2022/02/28,OUT,NUTRON SYSTEMS PVT. LTD.,80 - Trading Company,,SFF-120DS-48K-48K-600N,1,INR,15902,10405.2,2302,-,OUT,,13 - Factory Automation
MPIN,2,'2021/12/29,'2022/01/04,OUT,ACE DESIGNERS LIMITED,10 - Machine tool,,PSL-G-50,30,INR,1932,1170,2602,MPTJ,OUT,,
MPIN,2,'2021/12/29,'2021/12/20,IN,MIKI PULLEY TAIWAN CO. LTD.,98 - Miki Group Company,,CLAMPING HUB SFC-035DA2-BW PILOT BORE DIA 4 (JINDAL),200,INR,1.13,77.76,2301,MPIN,OUT,,
MPIN,2,'2021/12/29,'2021/12/20,IN,MIKI PULLEY TAIWAN CO. LTD.,98 - Miki Group Company,,CLAMPING HUB B SFC-080DA2-PILOT BORE DIA 29 (JINDAL),30,INR,5.58,385.25,2301,MPIN,OUT,,
MPIN,2,'2021/12/29,'2022/01/10,OUT,VIHAN ENGINEERING PRIVATE LIMITED,19 - Packaging machinery,,ALS-055-R-18-24,8,INR,1542,857,2202,MPIN,OUT,,
MPIN,2,'2021/12/29,'2022/01/10,OUT,VIHAN ENGINEERING PRIVATE LIMITED,19 - Packaging machinery,,ALS-040-R-10-19,4,INR,842,475,2202,MPIN,OUT,,
MPIN,2,'2021/12/29,'2022/01/18,OUT,OLE AUTOMATION INDIA PRIVATE LIMITED,80 - Trading Company,,102-05-13 24V 15DIN,2,INR,3595,2643.6,1101,MPJP,IN,,13 - Factory Automation
MPIN,2,'2021/12/29,'2022/01/31,OUT,KENNAMETAL INDIA LIMITED,10 - Machine tool,,SFF-070DS-20B-32BK-100N,15,INR,9312,6973.2,2302,MPJP,IN,,
MPIN,2,'2021/12/29,'2022/01/31,OUT,KENNAMETAL INDIA LIMITED,10 - Machine tool,,SFF-070DS-20B-32BK-100N,15,INR,9312,6973.2,2302,MPJP,IN,,
MPIN,2,'2021/12/29,'2022/01/09,OUT,VIHAN ENGINEERING PRIVATE LIMITED,19 - Packaging machinery,,ALS-080-Y-25-30,2,INR,3492,1948,2202,MPIN,OUT,,
MPIN,2,'2021/12/29,'2022/01/09,OUT,VIHAN ENGINEERING PRIVATE LIMITED,19 - Packaging machinery,,ALS-080-Y-25N-30H,2,INR,3642,2189,2202,MPIN,OUT,,
MPIN,2,'2021/12/29,'2022/01/09,OUT,VIHAN ENGINEERING PRIVATE LIMITED,19 - Packaging machinery,,ALS-055-R-18-24,8,INR,1542,857,2202,MPIN,OUT,,
MPIN,2,'2021/12/29,'2022/02/28,OUT,R K INDUSTRIAL AUTOMATION PRODUCTS,80 - Trading Company,,NSS 13.9.14,2,INR,66796.4,67500,2902,MPJP,IN,,13 - Factory Automation
MPIN,2,'2021/12/29,'2021/12/24,OUT,GOLDEN BEARING COMPANY,80 - Trading Company,,SFC-060DA2-11B-11B-C,10,INR,1950,1101.69,2301,MPIN,OUT,,
MPIN,2,'2021/12/29,'2022/01/31,OUT,VENTURE AUTOMATION,80 - Trading Company,,SFF-100DS-40B-48B-450N,1,INR,15500,9042.3,2302,MPJP,IN,,13 - Factory Automation
MPIN,2,'2021/12/29,'2022/02/28,OUT,TECHTRONICS AUTOMATION-,80 - Trading Company,,BXH-12-10G-24V 24DIN,1,INR,7535,6205.2,1401,MPJP,IN,,13 - Factory Automation
MPIN,2,'2021/12/29,'2021/12/18,OUT,SVP TECHNO ENGINEERS PVT. LTD.,80 - Trading Company,,BLS-055-R-CLAMP TYPE,15,INR,901,578,2909,MPIN,OUT,,13 - Factory Automation
MPIN,2,'2021/12/29,'2021/12/18,OUT,SVP TECHNO ENGINEERS PVT. LTD.,80 - Trading Company,,BLS-065-R-CLAMP TYPE,5,INR,1417,900,2909,MPIN,OUT,,13 - Factory Automation
MPIN,2,'2021/12/29,'2021/12/20,OUT,SVP TECHNO ENGINEERS PVT. LTD.,80 - Trading Company,,SFC-050DA2-22B-22B-C,1,INR,1362,645.71,2301,MPIN,OUT,,13 - Factory Automation
MPIN,2,'2021/12/29,'2021/12/18,OUT,SHREE MARKETING,80 - Trading Company,,PSL-K-14,10,INR,898,585,2602,MPTJ,OUT,,13 - Factory Automation
MPIN,2,'2021/12/29,'2021/12/22,OUT,R K INDUSTRIAL AUTOMATION PRODUCTS,80 - Trading Company,,PSL-G-20,160,INR,1013,628,2602,MPTJ,OUT,,13 - Factory Automation
MPIN,2,'2021/12/29,'2021/12/22,OUT,VENTURE AUTOMATION,80 - Trading Company,,SFC-060SA2-24B-25B-C,3,INR,2097,797.77,2301,MPIN,OUT,,13 - Factory Automation
MPIN,2,'2021/12/29,'2021/12/22,OUT,VENTURE AUTOMATION,80 - Trading Company,,SFC-040DA2-13B-24B,2,INR,1692,447.41,2301,MPIN,OUT,,13 - Factory Automation
MPIN,2,'2021/12/29,'2021/12/25,OUT,KENNAMETAL INDIA LIMITED,10 - Machine tool,,SFC-060DA2-20B-24B-A,1,INR,2557.5,1101.69,2301,MPIN,OUT,,
MPIN,2,'2021/12/29,'2022/03/15,OUT,KENNAMETAL INDIA LIMITED,10 - Machine tool,,SFC-060DA2-20B-24B-A,15,INR,2557.5,1101.69,2301,MPIN,OUT,,
MPIN,2,'2021/12/29,'2021/12/21,OUT,KENNAMETAL INDIA LIMITED,10 - Machine tool,,SFC-060DA2-20B-24B-A,15,INR,2557.5,1101.69,2301,MPIN,OUT,,
MPIN,2,'2021/12/29,'2021/12/28,OUT,BATLIBOI LTD,10 - Machine tool,,SFC-060SA2-19B-24B-A,18,INR,2144.04,797.77,2301,MPIN,OUT,,
MPIN,2,'2021/12/29,'2021/12/28,OUT,BATLIBOI LTD,10 - Machine tool,,SFC-080DA2-24B-24B,1,INR,4057.56,1819.65,2301,MPIN,OUT,,
MPIN,2,'2021/12/29,'2021/12/28,OUT,BATLIBOI LTD,10 - Machine tool,,SFC-060SA2-19B-19B-A,10,INR,2144.04,797.77,2301,MPIN,OUT,,
MPIN,2,'2021/12/29,'2021/12/28,OUT,BATLIBOI LTD,10 - Machine tool,,SFC-080SA2-19B-35B,11,INR,2735.64,1226.19,2301,MPIN,OUT,,
MPIN,2,'2021/12/29,'2021/12/28,OUT,BATLIBOI LTD,10 - Machine tool,,SFC-080SA2-24B-24B,6,INR,2735.64,1226.19,2301,MPIN,OUT,,
MPIN,2,'2021/12/29,'2021/12/28,OUT,BATLIBOI LTD,10 - Machine tool,,SFC-060DA2-24B-35B-B,1,INR,2766.24,1101.69,2301,MPIN,OUT,,
MPIN,2,'2021/12/29,'2021/12/28,OUT,BATLIBOI LTD,10 - Machine tool,,SFC-050DA2-14B-14B-A,2,INR,2052.24,645.71,2301,MPIN,OUT,,
MPIN,2,'2021/12/29,'2021/12/25,OUT,GOLDEN BEARING COMPANY,80 - Trading Company,,ALS-055-R-18B-19B,25,INR,1200,876,2202,MPIN,OUT,,
MPIN,2,'2021/12/29,'2021/12/25,OUT,Alex Machine Tools Pvt. Ltd.,10 - Machine tool,,SFC-050SA2-20B-22B-C,2,INR,2051,453.37,2301,MPIN,OUT,,
MPIN,2,'2021/12/29,'2021/12/25,OUT,Alex Machine Tools Pvt. Ltd.,10 - Machine tool,,ALS-065-R-30B-32B,2,INR,2151,1302,2202,MPIN,OUT,,
MPIN,2,'2021/12/29,'2021/12/31,IN,"Miki Pulley (Korea) Co., Ltd",98 - Miki Group Company,,SFC-010DA2-5B-8B,50,INR,4.89,333.51,2301,MPIN,OUT,,
MPIN,2,'2021/12/29,'2021/12/31,IN,"Miki Pulley (Korea) Co., Ltd",98 - Miki Group Company,,SFC-010DA2-6B-8B,50,INR,4.89,333.51,2301,MPIN,OUT,,
MPIN,2,'2021/12/29,'2021/12/31,IN,"Miki Pulley (Korea) Co., Ltd",98 - Miki Group Company,,SFC-010DA2-8B-8B,50,INR,4.89,333.51,2301,MPIN,OUT,,
MPIN,2,'2021/12/29,'2021/12/31,IN,"Miki Pulley (Korea) Co., Ltd",98 - Miki Group Company,,SFC-020DA2-10B-11B,200,INR,4.38,303.28,2301,MPIN,OUT,,
MPIN,2,'2021/12/29,'2021/12/30,IN,"Miki Pulley (Korea) Co., Ltd",98 - Miki Group Company,,SFC-020DA2-5B-6B,200,INR,4.38,303.28,2301,MPIN,OUT,,
MPIN,2,'2021/12/29,'2021/12/30,IN,"Miki Pulley (Korea) Co., Ltd",98 - Miki Group Company,,SFC-020DA2-6.35B-10B,200,INR,4.38,303.28,2301,MPIN,OUT,,
MPIN,2,'2021/12/29,'2021/12/30,IN,"Miki Pulley (Korea) Co., Ltd",98 - Miki Group Company,,SFC-020DA2-6B-6B,200,INR,4.38,303.28,2301,MPIN,OUT,,
MPIN,2,'2021/12/29,'2021/12/30,IN,"Miki Pulley (Korea) Co., Ltd",98 - Miki Group Company,,SFC-020DA2-7B-8B,200,INR,4.38,303.28,2301,MPIN,OUT,,
MPIN,2,'2021/12/29,'2021/12/30,IN,"Miki Pulley (Korea) Co., Ltd",98 - Miki Group Company,,SFC-020DA2-10B-10B,200,INR,4.38,303.28,2301,MPIN,OUT,,
MPIN,2,'2021/12/29,'2021/12/30,IN,"Miki Pulley (Korea) Co., Ltd",98 - Miki Group Company,,SFC-020DA2-6B-8B,200,INR,4.38,303.28,2301,MPIN,OUT,,
MPIN,2,'2021/12/29,'2021/12/30,IN,"Miki Pulley (Korea) Co., Ltd",98 - Miki Group Company,,SFC-020DA2-8B-10B,500,INR,4.38,303.28,2301,MPIN,OUT,,
MPIN,2,'2021/12/29,'2021/12/30,IN,"Miki Pulley (Korea) Co., Ltd",98 - Miki Group Company,,SFC-025DA2-10B-14B,500,INR,4.7,349.76,2301,MPIN,OUT,,
MPIN,2,'2021/12/29,'2021/12/30,IN,"Miki Pulley (Korea) Co., Ltd",98 - Miki Group Company,,SFC-025DA2-6.35B-10B,200,INR,4.7,349.76,2301,MPIN,OUT,,
MPIN,2,'2021/12/29,'2021/12/30,IN,"Miki Pulley (Korea) Co., Ltd",98 - Miki Group Company,,SFC-030DA2-10B-11B-B,500,INR,5.11,350.48,2301,MPIN,OUT,,
MPIN,2,'2021/12/29,'2021/12/30,IN,"Miki Pulley (Korea) Co., Ltd",98 - Miki Group Company,,SFC-030DA2-10B-12B-B,200,INR,5.11,350.48,2301,MPIN,OUT,,
MPIN,2,'2021/12/29,'2021/12/30,IN,"Miki Pulley (Korea) Co., Ltd",98 - Miki Group Company,,SFC-030DA2-10B-14B-B,800,INR,5.11,350.48,2301,MPIN,OUT,,
MPIN,2,'2021/12/29,'2021/12/30,IN,"Miki Pulley (Korea) Co., Ltd",98 - Miki Group Company,,SFC-030DA2-11B-12B,200,INR,5.11,350.48,2301,MPIN,OUT,,
MPIN,2,'2021/12/29,'2021/12/30,IN,"Miki Pulley (Korea) Co., Ltd",98 - Miki Group Company,,SFC-030DA2-6B-11B,200,INR,5.11,350.48,2301,MPIN,OUT,,
MPIN,2,'2021/12/29,'2021/12/30,IN,"Miki Pulley (Korea) Co., Ltd",98 - Miki Group Company,,SFC-030DA2-8B-10B-A,200,INR,5.11,350.48,2301,MPIN,OUT,,
MPIN,2,'2021/12/29,'2021/12/30,IN,"Miki Pulley (Korea) Co., Ltd",98 - Miki Group Company,,SFC-035DA2-10B-10B,200,INR,5.84,427.67,2301,MPIN,OUT,,
MPIN,2,'2021/12/29,'2021/12/30,IN,"Miki Pulley (Korea) Co., Ltd",98 - Miki Group Company,,SFC-035DA2-10B-14B,200,INR,5.84,427.67,2301,MPIN,OUT,,
MPIN,2,'2021/12/29,'2021/12/30,IN,"Miki Pulley (Korea) Co., Ltd",98 - Miki Group Company,,SFC-035DA2-11B-12B,200,INR,5.84,427.67,2301,MPIN,OUT,,
MPIN,2,'2021/12/29,'2021/12/30,IN,"Miki Pulley (Korea) Co., Ltd",98 - Miki Group Company,,SFC-035DA2-12B-14B,500,INR,5.84,427.67,2301,MPIN,OUT,,
MPIN,2,'2021/12/29,'2021/12/30,IN,"Miki Pulley (Korea) Co., Ltd",98 - Miki Group Company,,SFC-040DA2-10B-19B-B,100,INR,6.33,447.41,2301,MPIN,OUT,,
MPIN,2,'2021/12/29,'2021/12/30,IN,"Miki Pulley (Korea) Co., Ltd",98 - Miki Group Company,,SFC-040DA2-12B-14B-A,100,INR,6.33,447.41,2301,MPIN,OUT,,
MPIN,2,'2021/12/29,'2021/12/30,IN,"Miki Pulley (Korea) Co., Ltd",98 - Miki Group Company,,SFC-040DA2-12B-19B-B,500,INR,6.33,447.41,2301,MPIN,OUT,,
MPIN,2,'2021/12/29,'2021/12/30,IN,"Miki Pulley (Korea) Co., Ltd",98 - Miki Group Company,,SFC-040DA2-12B-22B,100,INR,6.33,447.41,2301,MPIN,OUT,,
MPIN,2,'2021/12/29,'2021/12/30,IN,"Miki Pulley (Korea) Co., Ltd",98 - Miki Group Company,,SFC-050DA2-14B-22B-B,100,INR,9.14,645.71,2301,MPIN,OUT,,
MPIN,2,'2021/12/29,'2021/12/30,IN,"Miki Pulley (Korea) Co., Ltd",98 - Miki Group Company,,SFC-020DA2-10B-10B,50,INR,4.38,303.28,2301,MPIN,OUT,,
MPIN,2,'2021/12/29,'2021/12/30,IN,"Miki Pulley (Korea) Co., Ltd",98 - Miki Group Company,,SFC-020DA2-6.35B-8B,100,INR,4.38,303.28,2301,MPIN,OUT,,
MPIN,2,'2021/12/29,'2021/12/30,IN,"Miki Pulley (Korea) Co., Ltd",98 - Miki Group Company,,SFC-020DA2-8B-8B,100,INR,4.38,303.28,2301,MPIN,OUT,,
MPIN,2,'2021/12/29,'2021/12/30,IN,"Miki Pulley (Korea) Co., Ltd",98 - Miki Group Company,,SFC-020DA2-7B-7B,100,INR,4.38,303.28,2301,MPIN,OUT,,
MPIN,2,'2021/12/29,'2021/12/30,IN,"Miki Pulley (Korea) Co., Ltd",98 - Miki Group Company,,SFC-020DA2-7B-8B,100,INR,4.38,303.28,2301,MPIN,OUT,,
MPIN,2,'2021/12/29,'2021/12/30,IN,"Miki Pulley (Korea) Co., Ltd",98 - Miki Group Company,,SFC-025DA2-10B-10B,100,INR,4.7,349.76,2301,MPIN,OUT,,
MPIN,2,'2021/12/29,'2021/12/30,IN,"Miki Pulley (Korea) Co., Ltd",98 - Miki Group Company,,SFC-025DA2-10B-11B,100,INR,4.7,349.76,2301,MPIN,OUT,,
MPIN,2,'2021/12/29,'2021/12/30,IN,"Miki Pulley (Korea) Co., Ltd",98 - Miki Group Company,,SFC-025DA2-9B-11B,100,INR,4.7,349.76,2301,MPIN,OUT,,
MPIN,2,'2021/12/29,'2021/12/30,IN,"Miki Pulley (Korea) Co., Ltd",98 - Miki Group Company,,SFC-025DA2-6B-14B,100,INR,4.7,349.76,2301,MPIN,OUT,,
MPIN,2,'2021/12/29,'2021/12/30,IN,"Miki Pulley (Korea) Co., Ltd",98 - Miki Group Company,,SFC-025DA2-7B-8B,100,INR,4.7,349.76,2301,MPIN,OUT,,
MPIN,2,'2021/12/29,'2021/12/30,IN,"Miki Pulley (Korea) Co., Ltd",98 - Miki Group Company,,SFC-030DA2-11B-12B,50,INR,5.11,350.48,2301,MPIN,OUT,,
MPIN,2,'2021/12/29,'2021/12/30,IN,"Miki Pulley (Korea) Co., Ltd",98 - Miki Group Company,,SFC-030DA2-12B-14B-C,50,INR,5.11,350.48,2301,MPIN,OUT,,
MPIN,2,'2021/12/29,'2021/12/30,IN,"Miki Pulley (Korea) Co., Ltd",98 - Miki Group Company,,SFC-030DA2-12B-16B-B,50,INR,5.11,350.48,2301,MPIN,OUT,,
MPIN,2,'2021/12/29,'2021/12/30,IN,"Miki Pulley (Korea) Co., Ltd",98 - Miki Group Company,,SFC-030DA2-13B-14B-C,50,INR,5.11,350.48,2301,MPIN,OUT,,
MPIN,2,'2021/12/29,'2021/12/30,IN,"Miki Pulley (Korea) Co., Ltd",98 - Miki Group Company,,SFC-030DA2-8B-8B-A,100,INR,5.11,350.48,2301,MPIN,OUT,,
MPIN,2,'2021/12/29,'2021/12/30,IN,"Miki Pulley (Korea) Co., Ltd",98 - Miki Group Company,,SFC-035DA2-10B-12B,50,INR,5.84,427.67,2301,MPIN,OUT,,
MPIN,2,'2021/12/29,'2021/12/30,IN,"Miki Pulley (Korea) Co., Ltd",98 - Miki Group Company,,SFC-035DA2-10B-15B,50,INR,5.84,427.67,2301,MPIN,OUT,,
MPIN,2,'2021/12/29,'2021/12/30,IN,"Miki Pulley (Korea) Co., Ltd",98 - Miki Group Company,,SFC-035DA2-12B-12B,50,INR,5.84,427.67,2301,MPIN,OUT,,
MPIN,2,'2021/12/29,'2021/12/30,IN,"Miki Pulley (Korea) Co., Ltd",98 - Miki Group Company,,SFC-035DA2-12B-16B,50,INR,5.84,427.67,2301,MPIN,OUT,,
MPIN,2,'2021/12/29,'2021/12/30,IN,"Miki Pulley (Korea) Co., Ltd",98 - Miki Group Company,,SFC-040DA2-12B-16B-B,50,INR,6.33,447.41,2301,MPIN,OUT,,
MPIN,2,'2021/12/29,'2021/12/30,IN,"Miki Pulley (Korea) Co., Ltd",98 - Miki Group Company,,SFC-040DA2-14B-15B-A,30,INR,6.33,447.41,2301,MPIN,OUT,,
MPIN,2,'2021/12/29,'2021/12/30,IN,"Miki Pulley (Korea) Co., Ltd",98 - Miki Group Company,,SFC-040DA2-15B-15B-A,30,INR,6.33,447.41,2301,MPIN,OUT,,
MPIN,2,'2021/12/29,'2021/12/30,IN,"Miki Pulley (Korea) Co., Ltd",98 - Miki Group Company,,SFC-040DA2-15B-16B-B,30,INR,6.33,447.41,2301,MPIN,OUT,,
MPIN,2,'2021/12/29,'2021/12/30,IN,"Miki Pulley (Korea) Co., Ltd",98 - Miki Group Company,,SFC-040DA2-15B-19B-B,30,INR,6.33,447.41,2301,MPIN,OUT,,
MPIN,2,'2021/12/29,'2021/12/30,IN,"Miki Pulley (Korea) Co., Ltd",98 - Miki Group Company,,SFC-050DA2-10B-12B,30,INR,9.14,645.71,2301,MPIN,OUT,,
MPIN,2,'2021/12/29,'2021/12/30,IN,"Miki Pulley (Korea) Co., Ltd",98 - Miki Group Company,,SFC-050DA2-12B-16B-A,30,INR,9.14,645.71,2301,MPIN,OUT,,
MPIN,2,'2021/12/29,'2021/12/30,IN,"Miki Pulley (Korea) Co., Ltd",98 - Miki Group Company,,SFC-050DA2-12B-19B-A,30,INR,9.14,645.71,2301,MPIN,OUT,,
MPIN,2,'2021/12/29,'2021/12/30,IN,"Miki Pulley (Korea) Co., Ltd",98 - Miki Group Company,,SFC-050DA2-15B-22B-B,30,INR,9.14,645.71,2301,MPIN,OUT,,
MPIN,2,'2021/12/29,'2021/12/30,IN,"Miki Pulley (Korea) Co., Ltd",98 - Miki Group Company,,SFC-050DA2-15B-24B-B,30,INR,9.14,645.71,2301,MPIN,OUT,,
MPIN,2,'2021/12/29,'2021/12/30,IN,"Miki Pulley (Korea) Co., Ltd",98 - Miki Group Company,,SFC-050DA2-18B-24B-B,30,INR,9.14,645.71,2301,MPIN,OUT,,
MPIN,2,'2021/12/29,'2021/12/30,IN,"Miki Pulley (Korea) Co., Ltd",98 - Miki Group Company,,SFC-060DA2-15B-28B,30,INR,16.3,1101.69,2301,MPIN,OUT,,
MPIN,2,'2021/12/29,'2021/12/30,IN,"Miki Pulley (Korea) Co., Ltd",98 - Miki Group Company,,SFC-060DA2-16B-16B-A,30,INR,16.3,1101.69,2301,MPIN,OUT,,
MPIN,2,'2021/12/29,'2021/12/27,OUT,BRIGHT INDIA ENTERPRISES,13 - Factory Automation,,SFC-030SA2-14B-14B,3,INR,1135.8,239.47,2301,MPIN,OUT,,
MPIN,2,'2021/12/29,'2021/12/27,OUT,BRIGHT INDIA ENTERPRISES,13 - Factory Automation,,SFC-050SA2-14B-14B-A,2,INR,1845.9,453.37,2301,MPIN,OUT,,
MPIN,2,'2021/12/29,'2021/12/27,OUT,BRIGHT INDIA ENTERPRISES,13 - Factory Automation,,SFC-040SA2-10B-14B-A,10,INR,1654.2,310.6,2301,MPIN,OUT,,
MPIN,2,'2021/12/29,'2021/12/25,OUT,SVP TECHNO ENGINEERS PVT. LTD.,80 - Trading Company,,SFC-030DA2-10B-16B-B,1,INR,853,350.48,2301,MPIN,OUT,,13 - Factory Automation
MPIN,2,'2021/12/29,'2022/02/28,OUT,PHEONIX ENGINEERING,80 - Trading Company,,BXH-12-10G-24V 24DIN,6,INR,8865,6205.2,1401,MPJP,IN,,13 - Factory Automation
MPIN,2,'2021/12/29,'2022/01/31,OUT,CLAREO ENGINEERING,80 - Trading Company,,SFS-05S-Pilot Bore,10,INR,2311,1374.96,2302,MPJP,IN,,13 - Factory Automation
MPIN,2,'2021/12/29,'2021/12/25,OUT,Rapid Services,13 - Factory Automation,,ALS-055-R-CLAMP TYPE,10,INR,1200,844,2202,MPIN,OUT,,
MPIN,2,'2021/12/29,'2021/12/31,OUT,TECHTRONICS AUTOMATION-,80 - Trading Company,,SFC-020DA2-10B-10B,25,INR,769,303.28,2301,MPIN,OUT,,13 - Factory Automation
MPIN,2,'2021/12/29,'2021/12/31,OUT,TECHTRONICS AUTOMATION-,80 - Trading Company,,ALS-030-R-10B-10B,25,INR,512,420,2202,MPIN,OUT,,13 - Factory Automation
MPIN,2,'2021/12/29,'2021/12/25,OUT,DRUPE ENGINEERING PVT LTD,13 - Factory Automation,,SFC-020DA2-6.35B-6.35B,10,INR,769,303.28,2301,MPIN,OUT,,
MPIN,2,'2021/12/29,'2021/12/30,OUT,R K INDUSTRIAL AUTOMATION PRODUCTS,80 - Trading Company,,SFC-050DA2-14B-17B-A,31,INR,1362,645.71,2301,MPIN,OUT,,13 - Factory Automation
MPIN,2,'2021/12/29,'2021/12/30,OUT,R K INDUSTRIAL AUTOMATION PRODUCTS,80 - Trading Company,,SFC-050DA2-17B-22B-B,18,INR,1362,645.71,2301,MPIN,OUT,,13 - Factory Automation
MPIN,2,'2021/12/29,'2021/12/30,OUT,R K INDUSTRIAL AUTOMATION PRODUCTS,80 - Trading Company,,SFC-050DA2-19B-20B-B,2,INR,1362,645.71,2301,MPIN,OUT,,13 - Factory Automation
MPIN,2,'2021/12/29,'2021/12/31,OUT,SHREE MARKETING,80 - Trading Company,,ALS-065-R-32B-35B,10,INR,1506,1302,2202,MPIN,OUT,,13 - Factory Automation
MPIN,2,'2021/12/29,'2021/12/31,OUT,SHREE MARKETING,80 - Trading Company,,ALS-080-R-25B-40B,2,INR,2558,2189,2202,MPIN,OUT,,13 - Factory Automation
MPIN,2,'2021/12/29,'2021/12/31,OUT,SHREE MARKETING,80 - Trading Company,,SFC-050SA2-12B-30B-C,1,INR,1034,453.37,2301,MPIN,OUT,,13 - Factory Automation
MPIN,2,'2021/12/29,'2021/12/31,OUT,SHREE MARKETING,80 - Trading Company,,ALS-065-R-24B-25B,30,INR,1506,1302,2202,MPIN,OUT,,13 - Factory Automation
MPIN,2,'2021/12/29,'2021/12/27,OUT,PHEONIX ENGINEERING,80 - Trading Company,,SFC-050SA2-10B-14B,1,INR,1034,453.37,2301,MPIN,OUT,,13 - Factory Automation
MPIN,2,'2021/12/29,'2021/12/27,OUT,PHEONIX ENGINEERING,80 - Trading Company,,SFC-050SA2-15B-24B-B,1,INR,1034,453.37,2301,MPIN,OUT,,13 - Factory Automation
MPIN,2,'2021/12/29,'2021/12/27,OUT,PHEONIX ENGINEERING,80 - Trading Company,,SFC-040DA2-12B-19B-B,3,INR,1184,447.41,2301,MPIN,OUT,,13 - Factory Automation
MPIN,2,'2021/12/29,'2021/12/28,OUT,VENTURE AUTOMATION,80 - Trading Company,,SFC-060DA2-25B-30B-C,1,INR,2695,1101.69,2301,MPIN,OUT,,13 - Factory Automation
MPIN,2,'2021/12/29,'2021/12/29,OUT,VENTURE AUTOMATION,80 - Trading Company,,ALS-080-R-EL-P (40),5,INR,428,396,2202,MPJP,IN,,13 - Factory Automation
MPIN,2,'2021/12/29,'2021/12/28,OUT,VENTURE AUTOMATION,80 - Trading Company,,ALS-065-R-EL-P (100),5,INR,332,306,2202,MPJP,IN,,13 - Factory Automation
MPIN,2,'2021/12/29,'2021/12/29,OUT,VENTURE AUTOMATION,80 - Trading Company,,ALS-055-R-EL-P (100),5,INR,281,227,2202,MPJP,IN,,13 - Factory Automation
MPIN,2,'2021/12/29,'2021/12/29,OUT,VENTURE AUTOMATION,80 - Trading Company,,ALS-030-R-CLAMP TYPE,5,INR,512,395,2202,MPIN,OUT,,13 - Factory Automation
MPIN,2,'2021/12/29,'2021/12/29,OUT,VENTURE AUTOMATION,80 - Trading Company,,SFC-050DA2-12B-14B-A,2,INR,1945,645.71,2301,MPIN,OUT,,13 - Factory Automation
MPIN,2,'2021/12/29,'2021/12/29,OUT,VENTURE AUTOMATION,80 - Trading Company,,SFC-050DA2-15B-15B-C,2,INR,1945,645.71,2301,MPIN,OUT,,13 - Factory Automation
MPIN,2,'2021/12/29,'2021/12/27,OUT,SVP TECHNO ENGINEERS PVT. LTD.,80 - Trading Company,,SFC-080DA2-25B-35B,2,INR,2815,1819.65,2301,MPIN,OUT,,13 - Factory Automation
MPIN,2,'2021/12/29,'2021/12/27,OUT,SHREE MARKETING,80 - Trading Company,,ALS-080-R-CLAMP TYPE,1,INR,2558,2149,2202,MPIN,OUT,,13 - Factory Automation
MPIN,2,'2021/12/29,'2021/12/27,OUT,SHREE MARKETING,80 - Trading Company,,PSL-G-20,8,INR,892,628,2602,MPTJ,OUT,,13 - Factory Automation
MPIN,2,'2021/12/29,'2021/12/27,OUT,SHREE MARKETING,80 - Trading Company,,BLS-040-R-19B-20B,10,INR,495,369,2909,MPIN,OUT,,13 - Factory Automation
MPIN,2,'2021/12/29,'2021/12/27,OUT,SHREE MARKETING,80 - Trading Company,,BLS-040-R-14B-20B,4,INR,495,369,2909,MPIN,OUT,,13 - Factory Automation
MPIN,2,'2021/12/29,'2021/12/27,OUT,PHEONIX ENGINEERING,80 - Trading Company,,SFC-040DA2-8B-14B-A,1,INR,1184,447.41,2301,MPIN,OUT,,13 - Factory Automation
MPIN,2,'2021/12/29,'2021/12/27,OUT,R K ENGINEERING PRODUCTS SERVICES,80 - Trading Company,,SFC-040SA2-19B-19B,1,INR,926,310.6,2301,MPIN,OUT,,13 - Factory Automation
