Code,Group,Date,Invoice Date,ETD,ANA-4,Customer Code,Customer Group4(Industry Code)(Sub-Ledger),Item Code,Item Name,Qty,Currency,Price.,Exchange Rate,Amount (Transaction) (HKD),Cost(HKD),Group 5(Item),ANA-2,Location,Spec. Customer (Transaction),Industry Code (Transaction),
MPHK,1,20220106,,20220117,OUT,HIMALAYA-C,8000,121408900,SFC-030DA2-8B-12B,2,USD,22.2000 ,7.8000000 ,346.32 ,,2301,MPJP,IN,,,
MPHK,1,20220106,,20220124,OUT,HIMALAYA-C,8000,103629900,125-20-12-A-11,1,USD,"1,169.6000 ",7.8000000 ,"9,122.88 ",,1302,MPJP,IN,,,
MPHK,1,20220106,,20220117,OUT,HIMALAYA-C,8000,071082200,AL-095,10,USD,8.8000 ,7.8000000 ,686.40 ,,2201,MPJP,IN,,,
MPHK,1,20220106,,20220117,OUT,HIMALAYA-C,8000,104691800,SFS-10S-30M-35M,2,USD,109.8000 ,7.8000000 ,"1,712.88 ",,2302,MPJP,IN,,,
MPHK,1,20220106,,20220113,OUT,SINGHUAT-C,8000,121712900,SFC-060DA2-15B-24B,2,USD,46.4000 ,7.8000000 ,723.84 ,,2301,MPJP,IN,MURATA_SG,9000,
