据点ID,区分,出货日期,客户希望纳期,销售GPR内外,英文顾客,顧客業種C,规格型号,产品名称,数量,货币,不含税价格,成本金额,中分类C,供应商名称,供应商集团内外,终端用户英文,终端用户行业C,ID
MPSH,3,20220104,20211224,OUT,ZHENGYI BEARING,8000,121585600,SFC-020SA2-6B-8B,1,RMB,94,,2301,MPTJ,OUT,深圳劲拓,1150,1
MPSH,3,20220104,20211224,OUT,MISUMI,8000,121666100,SFC-020DA2-6B-6B,1,RMB,121.37,,2301,MPTJ,OUT,米思米,8020,2
MPSH,3,20220104,20211224,OUT,MISUMI,8000,121931800,SFC-050SA2-19B-22B,2,RMB,168.38,,2301,MPTJ,OUT,米思米,8020,3
MPSH,3,20220104,20211224,OUT,MISUMI,8000,121852000,SFC-050SA2-19B-24B,2,RMB,168.38,,2301,MPTJ,OUT,米思米,8020,4
MPSH,3,20220104,20211224,OUT,MISUMI,8000,121931700,SFC-050SA2-19B-19B,2,RMB,168.38,,2301,MPTJ,OUT,米思米,8020,5
MPSH,3,20220104,20211224,OUT,MISUMI,8000,121487700,SFC-035SA2-10B-14B,1,RMB,105.13,,2301,MPTJ,OUT,米思米,8020,6
MPSH,3,20220104,20211224,OUT,MISUMI,8000,121582100,SFC-050SA2-12B-14B,1,RMB,168.38,,2301,MPTJ,OUT,米思米,8020,7
MPSH,3,20220104,20211224,OUT,MISUMI,8000,121487700,SFC-035SA2-10B-14B,1,RMB,105.13,,2301,MPTJ,OUT,米思米,8020,8
MPSH,3,20220104,20211224,OUT,MISUMI,8000,,ALS-030-R-11B-14B,5,RMB,72.26,,2202,MPTJ,OUT,米思米,8020,9
MPSH,3,20220104,20220121,OUT,MISUMI,8000,121344500,SFC-030DA2-8B-8B,8,RMB,128.21,,2301,MPTJ,OUT,米思米,8020,10
MPSH,3,20220104,20210927,OUT,ANSEN,8000,,SFF-100DS-48KK-55KM,100,RMB,465,,2302,MPTJ,OUT,华都精工,1090,11
MPSH,3,20220104,20211129,OUT,ANSEN,8000,,SFF-100DS-38KK-55KM,11,RMB,465,,2302,MPTJ,OUT,华都精工,1090,12
MPSH,3,20220104,20211224,OUT,NICHIDEN,8000,121436900,SFC-030SA2-8B-8B,1,RMB,113,,2301,MPTJ,OUT,TOWA半导体,1190,13
MPSH,3,20220104,20211224,OUT,NICHIDEN,8000,125731500,SFC-025SA2-12B-12B,2,RMB,111,,2301,MPTJ,OUT,TOWA半导体,1190,14
MPSH,3,20220104,20211224,OUT,NICHIDEN,8000,121436900,SFC-030SA2-8B-8B,1,RMB,113,,2301,MPTJ,OUT,TOWA半导体,1190,15
MPSH,3,20220104,20211224,OUT,NICHIDEN,8000,125731500,SFC-025SA2-12B-12B,8,RMB,111,,2301,MPTJ,OUT,TOWA半导体,1190,16
MPSH,3,20220104,20211229,OUT,BITPASS,8000,,ALS-040ARN-10BHA-19BHA,150,RMB,45,,2202,MPTJ,OUT,苏州迈为,1190,17
MPSH,3,20220104,20211229,OUT,BITPASS,8000,,ALS-040ARN-T014,40,RMB,45,,2202,MPTJ,OUT,苏州迈为,1190,18
MPSH,3,20220104,20211224,OUT,BITPASS,8000,126052400,SFC-025DA2-10B-11B,25,RMB,60,,2301,MPTJ,OUT,苏州赛腾,1590,19
MPSH,3,20220104,20211230,OUT,BITPASS,8000,,ALS-030ARN-12BHA-14BHA,300,RMB,42,,2202,MPTJ,OUT,苏州迈为,1190,20
MPSH,3,20220104,20211224,OUT,BITPASS,8000,,ALS-065ARN-24BHA-32BHA,40,RMB,143,,2202,MPTJ,OUT,重庆贝尼旭,1090,21
MPSH,3,20220104,20211224,OUT,BITPASS,8000,,ALS-065ARN-24BHA-38BHA,20,RMB,143,,2202,MPTJ,OUT,重庆贝尼旭,1090,22
MPSH,3,20220104,20211224,OUT,BITPASS,8000,,ALS-040ARN-14BHA-20BHA,4,RMB,45,,2202,MPTJ,OUT,苏州迈为,1190,23
MPSH,3,20220104,20211224,OUT,BITPASS,8000,121408900,SFC-030DA2-8B-12B,4,RMB,61,,2301,MPTJ,OUT,上海联泰,1190,24
MPSH,3,20220104,20211224,OUT,BITPASS,8000,121732700,SFC-050DA2-14B-20B,4,RMB,101,,2301,MPTJ,OUT,上海联泰,1190,25
MPSH,3,20220104,20211224,OUT,BITPASS,8000,121847500,SFC-060SA2-19B-25B,3,RMB,135,,2301,MPTJ,OUT,昆山杰士德,1190,26
MPSH,3,20220104,20211224,OUT,BITPASS,8000,,AP-124-MAT-19H,2,RMB,274,,3101,MPTJ,OUT,上海衍汇,9099,27
MPSH,3,20220104,20211224,OUT,BITPASS,8000,,ALS-055ARN-22BHA-22BHA,30,RMB,98,,2202,MPTJ,OUT,余姚永银,1010,28
MPSH,3,20220104,20211224,OUT,BITPASS,8000,,ALS-055ARN-22BHA-24BHA,20,RMB,98,,2202,MPTJ,OUT,余姚永银,1010,29
MPSH,3,20220104,20211224,OUT,BITPASS,8000,,ALS-065ARN-22BHA-35BHA,10,RMB,125,,2202,MPTJ,OUT,余姚永银,1010,30
MPSH,3,20220104,20211223,OUT,BITPASS,8000,121478200,SFC-040DA2-12B-19B,50,RMB,73,,2301,MPTJ,OUT,上海联泰,1190,31
MPSH,3,20220104,20211224,OUT,BITPASS,8000,121922500,SFC-060DA2-16B-24B,1,RMB,159,,2301,MPTJ,OUT,昆山杰士德,1190,32
MPSH,3,20220104,20211224,OUT,BITPASS,8000,121724500,SFC-035DA2-14B-15B,2,RMB,67,,2301,MPTJ,OUT,昆山杰士德,1190,33
MPSH,3,20220104,20211224,OUT,BITPASS,8000,122731000,SFC-040DA2-17B-19B,1,RMB,73,,2301,MPTJ,OUT,昆山杰士德,1190,34
MPSH,3,20220104,20211224,OUT,BITPASS,8000,121862300,SFC-050DA2-12B-22B,10,RMB,101,,2301,MPTJ,OUT,昆山杰士德,1190,35
MPSH,3,20220104,20211224,OUT,BITPASS,8000,121846200,SFC-060DA2-19B-24B,10,RMB,159,,2301,MPTJ,OUT,昆山杰士德,1190,36
MPSH,3,20220104,20211224,OUT,BITPASS,8000,121792200,SFC-040SA2-16B-17B,1,RMB,118,,2301,MPTJ,OUT,上海天沐,1510,37
MPSH,3,20220104,20211224,OUT,BITPASS,8000,121386100,SFC-030DA2-8B-14B,12,RMB,61,,2301,MPTJ,OUT,昆山杰士德,1190,38
MPSH,3,20220104,20211224,OUT,BITPASS,8000,126052400,SFC-025DA2-10B-11B,175,RMB,60,,2301,MPTJ,OUT,苏州赛腾,1590,39
MPSH,3,20220104,20211220,OUT,JINGJI,1200,121461600,SFC-030SA2-10B-14B,150,RMB,47,,2301,MPTJ,OUT,精技工业,1290,40
MPSH,3,20220104,20211224,OUT,RUJIANG-SHENZHENG,8000,121666700,SFC-035DA2-14B-14B,6,RMB,67,,2301,MPTJ,OUT,深圳世宗,1190,41
MPSH,3,20220104,20211224,OUT,FTS-SHENZHENG,8000,121436900,SFC-030SA2-8B-8B,120,RMB,80,,2301,MPTJ,OUT,深圳华大,1490,42
MPSH,3,20220104,20211217,OUT,HANZ,8000,124562800,SFF-070SS-22K-25K,60,RMB,250,,2302,MPTJ,OUT,徐州协鑫,9099,43
MPSH,3,20220104,20211224,OUT,ACE,8000,,ALS-055ARN-20BHA-22BHA,1,RMB,106,,2202,MPTJ,OUT,,,44
MPSH,3,20220104,20211224,OUT,ACE,8000,129147400,SFC-080SA2-19B-38B,1,RMB,285,,2301,MPTJ,OUT,,,45
MPSH,3,20220104,20211112,OUT,BITPASS,8000,,SFF-100DS-38K-38KJ,8,RMB,558,,2302,MPTJ,OUT,山东豪迈,0920,46
MPSH,3,20220104,20211230,OUT,BITPASS,8000,,ALS-020ARN-8BHA-8BHA,50,RMB,32,,2202,MPTJ,OUT,苏州迈为,1190,47
MPSH,3,20220104,20211228,OUT,BITPASS,8000,126636100,SFC-040SA2-16B-20B,20,RMB,53,,2301,MPTJ,OUT,昆山杰士德,1190,48
