据点ID,区分,受注日期,客户希望纳期,销售GPR内外,英文顾客,顧客業種C,规格型号,产品名称,注残数量,货币,不含税价格,成本金额,中分类C,供应商名称,供应商集团内外,终端用户英文,终端用户行业C
MPTJ,2,20211227,20220320,IN,MIKIPULLEY(JAPAN),9800,123155900,PSL-K-14-C,45,RMB,49.3128,,2602,,,MIKIPULLEY(JAPAN),9800
MPTJ,2,20211227,20220110,IN,MIKIPULLEY(JAPAN),9800,123157100,PSL-K-32-C,16,RMB,97.2859,,2602,,,MIKIPULLEY(JAPAN),9800
MPTJ,2,20211227,20220214,IN,MIKIPULLEY(JAPAN),9800,123157100,PSL-K-32-C,16,RMB,97.2859,,2602,,,MIKIPULLEY(JAPAN),9800
MPTJ,2,20211227,20211220,IN,MIKIPULLEY(JAPAN),9800,123157100,PSL-K-32-C,16,RMB,97.2859,,2602,,,MIKIPULLEY(JAPAN),9800
MPTJ,2,20211227,20220320,IN,MIKIPULLEY(JAPAN),9800,123156400,PSL-K-19-C,90,RMB,61.8802,,2602,,,MIKIPULLEY(JAPAN),9800
MPTJ,2,20211227,20220214,IN,MIKIPULLEY(JAPAN),9800,123156400,PSL-K-19-C,45,RMB,61.8802,,2602,,,MIKIPULLEY(JAPAN),9800
MPTJ,2,20211227,20220320,IN,MIKIPULLEY(JAPAN),9800,123150700,PSL-K-18,45,RMB,44.9748,,2602,,,MIKIPULLEY(JAPAN),9800
MPTJ,2,20211227,20220110,IN,MIKIPULLEY(JAPAN),9800,123150700,PSL-K-18,180,RMB,44.9748,,2602,,,MIKIPULLEY(JAPAN),9800
MPTJ,2,20211227,20220214,IN,MIKIPULLEY(HONG KONG),9800,123145800,PSL-G-25,50,RMB,38,,2602,,,MIKIPULLEY(HONG KONG),9800
MPTJ,2,20211227,20220320,IN,MIKIPULLEY(JAPAN),9800,123145800,PSL-G-25,150,RMB,38.2764,,2602,,,MIKIPULLEY(JAPAN),9800
MPTJ,2,20211227,20211220,IN,MIKIPULLEY(JAPAN),9800,123145800,PSL-G-25,600,RMB,38.2764,,2602,,,MIKIPULLEY(JAPAN),9800
MPTJ,2,20211227,20220214,IN,MIKIPULLEY(JAPAN),9800,123145800,PSL-G-25,75,RMB,38.2764,,2602,,,MIKIPULLEY(JAPAN),9800
MPTJ,2,20211227,20220320,IN,MIKIPULLEY(JAPAN),9800,123948900,PSL-G-95,5,RMB,175.6887,,2602,,,MIKIPULLEY(JAPAN),9800
MPTJ,2,20211227,20220110,IN,MIKIPULLEY(JAPAN),9800,123148400,PSL-G-40-C,45,RMB,88.2271,,2602,,,MIKIPULLEY(JAPAN),9800
MPTJ,2,20211227,20220320,IN,MIKIPULLEY(JAPAN),9800,123150500,PSL-K-16,90,RMB,44.0179,,2602,,,MIKIPULLEY(JAPAN),9800
MPTJ,2,20211227,20220115,IN,MIKIPULLEY(SHANG HAI),9800,12B-14B,SFC-050SA2,10,RMB,125,,2301,,,MIKIPULLEY(SHANG HAI),9800
MPTJ,2,20211227,20211229,IN,MIKIPULLEY(SHANG HAI),9800,15B-18B,SFC-050DA2,2,RMB,166,,2301,,,MIKIPULLEY(SHANG HAI),9800
MPTJ,2,20211227,20211215,IN,MIKIPULLEY(SHANG HAI),9800,32K-32K,SFF-100SS,3,RMB,323,,2302,,,MIKIPULLEY(SHANG HAI),9800
MPTJ,2,20211227,20220125,IN,MIKIPULLEY(SHANG HAI),9800,22K-35KS,SFF-080SS,14,RMB,243,,2302,,,MIKIPULLEY(SHANG HAI),9800
MPTJ,2,20211227,20220104,IN,MIKIPULLEY(SHANG HAI),9800,22K-35KS,SFF-080SS,1,RMB,243,,2302,,,MIKIPULLEY(SHANG HAI),9800
MPTJ,2,20211227,20210901,IN,MIKIPULLEY(SHANG HAI),9800,22K-35KS,SFF-080SS,19,RMB,243,,2302,,,MIKIPULLEY(SHANG HAI),9800
MPTJ,2,20211227,20220107,IN,MIKIPULLEY(SHANG HAI),9800,19B-20B,SFC-050SA2,2,RMB,56.25,,2301,,,MIKIPULLEY(SHANG HAI),9800
MPTJ,2,20211227,20220105,IN,MIKIPULLEY(SHANG HAI),9800,7B-8B,SFC-020DA2,2,RMB,87,,2301,,,MIKIPULLEY(SHANG HAI),9800
MPTJ,2,20211227,20220105,IN,MIKIPULLEY(SHANG HAI),9800,35BHA-40BHA,ALS-080ARN,20,RMB,150,,2202,,,MIKIPULLEY(SHANG HAI),9800
MPTJ,2,20211227,20220126,IN,MIKIPULLEY(SHANG HAI),9800,8B-9B,SFC-030SA2,8,RMB,74,,2301,,,MIKIPULLEY(SHANG HAI),9800
MPTJ,2,20211227,20221220,IN,MIKIPULLEY(SHANG HAI),9800,12B-14B,SFC-040SA2,313,RMB,38.6,,2301,,,MIKIPULLEY(SHANG HAI),9800
MPTJ,2,20211227,20211229,IN,MIKIPULLEY(SHANG HAI),9800,6B-8B,SFC-010DA2,8,RMB,96,,2301,,,MIKIPULLEY(SHANG HAI),9800
MPTJ,2,20211227,20220211,IN,MIKIPULLEY(SHANG HAI),9800,6B-8B,SFC-010DA2,10,RMB,96,,2301,,,MIKIPULLEY(SHANG HAI),9800
MPTJ,2,20211227,20220105,IN,MIKIPULLEY(SHANG HAI),9800,6B-8B,SFC-010DA2,10,RMB,96,,2301,,,MIKIPULLEY(SHANG HAI),9800
MPTJ,2,20211227,20220105,IN,MIKIPULLEY(SHANG HAI),9800,6B-8B,SFC-010DA2,10,RMB,96,,2301,,,MIKIPULLEY(SHANG HAI),9800
MPTJ,2,20211227,20211229,IN,MIKIPULLEY(SHANG HAI),9800,6B-8B,SFC-010DA2,2,RMB,96,,2301,,,MIKIPULLEY(SHANG HAI),9800
MPTJ,2,20211227,20220211,IN,MIKIPULLEY(SHANG HAI),9800,6B-8B,SFC-010DA2,10,RMB,96,,2301,,,MIKIPULLEY(SHANG HAI),9800
MPTJ,2,20211227,20220301,IN,MIKIPULLEY(SHANG HAI),9800,6B-8B,SFC-010DA2,10,RMB,96,,2301,,,MIKIPULLEY(SHANG HAI),9800
MPTJ,2,20211227,20220225,IN,MIKIPULLEY(SHANG HAI),9800,6B-8B,SFC-010DA2,10,RMB,96,,2301,,,MIKIPULLEY(SHANG HAI),9800
MPTJ,2,20211227,20220208,IN,MIKIPULLEY(SHANG HAI),9800,45K-55K,SFF-100DS,2,RMB,432,,2302,,,MIKIPULLEY(SHANG HAI),9800
MPTJ,2,20211227,20220117,IN,MIKIPULLEY(SHANG HAI),9800,22BHA-25BHA,ALS-065ARN,8,RMB,97,,2202,,,MIKIPULLEY(SHANG HAI),9800
MPTJ,2,20211227,20211229,IN,MIKIPULLEY(SHANG HAI),9800,35BHA-38BHA,ALS-065ARN,1,RMB,97,,2202,,,MIKIPULLEY(SHANG HAI),9800
MPTJ,2,20211227,20220310,IN,MIKIPULLEY(SHANG HAI),9800,42KK-45KK,SFF-100DS,3,RMB,432,,2302,,,MIKIPULLEY(SHANG HAI),9800
MPTJ,2,20211227,20220105,IN,MIKIPULLEY(SHANG HAI),9800,6B-10B,SFC-020SA2,1,RMB,66,,2301,,,MIKIPULLEY(SHANG HAI),9800
MPTJ,2,20211227,20220110,IN,MIKIPULLEY(SHANG HAI),9800,35K-38K,SFF-090DS,3,RMB,398,,2302,,,MIKIPULLEY(SHANG HAI),9800
MPTJ,2,20211227,20220120,IN,MIKIPULLEY(SHANG HAI),9800,35K-38K,SFF-090DS,3,RMB,398,,2302,,,MIKIPULLEY(SHANG HAI),9800
MPTJ,2,20211227,20211011,IN,MIKIPULLEY(SHANG HAI),9800,30K-35KS,SFF-080SS,26,RMB,243,,2302,,,MIKIPULLEY(SHANG HAI),9800
MPTJ,2,20211227,20211101,IN,MIKIPULLEY(SHANG HAI),9800,30K-35KS,SFF-080SS,34,RMB,243,,2302,,,MIKIPULLEY(SHANG HAI),9800
MPTJ,2,20211227,20220104,IN,MIKIPULLEY(SHANG HAI),9800,30K-35KS,SFF-080SS,45,RMB,243,,2302,,,MIKIPULLEY(SHANG HAI),9800
MPTJ,2,20211227,20220125,IN,MIKIPULLEY(SHANG HAI),9800,30K-35KS,SFF-080SS,66,RMB,243,,2302,,,MIKIPULLEY(SHANG HAI),9800
MPTJ,2,20211227,20220103,IN,MIKIPULLEY(SHANG HAI),9800,17B-22B,SFC-040SA2,16,RMB,41.25,,2301,,,MIKIPULLEY(SHANG HAI),9800
MPTJ,2,20211227,20211230,IN,MIKIPULLEY(SHANG HAI),9800,8BHA-8BHA,ALS-020ARN,50,RMB,28,,2202,,,MIKIPULLEY(SHANG HAI),9800
MPTJ,2,20211227,20220105,IN,MIKIPULLEY(SHANG HAI),9800,38KK-40K,SFF-090SS,1,RMB,323,,2302,,,MIKIPULLEY(SHANG HAI),9800
MPTJ,2,20211227,20211229,IN,MIKIPULLEY(SHANG HAI),9800,9.525B-10B,SFC-025DA2,15,RMB,49.12,,2301,,,MIKIPULLEY(SHANG HAI),9800
MPTJ,2,20211227,20220104,IN,MIKIPULLEY(SHANG HAI),9800,6B-8B,SFC-020SA2,20,RMB,33.63,,2301,,,MIKIPULLEY(SHANG HAI),9800
MPTJ,2,20211227,20220315,IN,MIKIPULLEY(SHANG HAI),9800,,SFC-080SA2-T003,20,RMB,371,,2301,,,MIKIPULLEY(SHANG HAI),9800
MPTJ,2,20211227,20220114,IN,MIKIPULLEY(SHANG HAI),9800,4.5B-8B,SFC-010DA2,6,RMB,96,,2301,,,MIKIPULLEY(SHANG HAI),9800
MPTJ,2,20211227,20211228,IN,MIKIPULLEY(SHANG HAI),9800,14B-19B,SFC-050DA2,20,RMB,77.4,,2301,,,MIKIPULLEY(SHANG HAI),9800
MPTJ,2,20211227,20211229,IN,MIKIPULLEY(SHANG HAI),9800,19B-20B,SFC-050DA2,1,RMB,166,,2301,,,MIKIPULLEY(SHANG HAI),9800
MPTJ,2,20211227,20220110,IN,MIKIPULLEY(JAPAN),9800,BXL-06-10-A-16,定子毛坯,300,RMB,15.8209,,1401,,,MIKIPULLEY(JAPAN),9800
MPTJ,2,20211227,20220124,IN,MIKIPULLEY(JAPAN),9800,BXL-06-10-A-16,定子毛坯,300,RMB,15.8209,,1401,,,MIKIPULLEY(JAPAN),9800
MPTJ,2,20211227,20220104,IN,MIKIPULLEY(India),9800,SFC-035DA2,轴衬,41000,RMB,0.1914,,2301,,,MIKIPULLEY(India),9800
MPTJ,2,20211227,20211228,IN,MIKIPULLEY(India),9800,SFC-035DA2,轴衬,1000,RMB,0.1914,,2301,,,MIKIPULLEY(India),9800
MPTJ,2,20211227,20220104,IN,MIKIPULLEY(India),9800,SFC-050WD,板弹簧,34000,RMB,0.3828,,2301,,,MIKIPULLEY(India),9800
MPTJ,2,20211227,20211028,OUT,Sumitomo（SangHai）,0100,EK699WW-02,BXF-12-10-A-1213,30,RMB,417.38,,1401,,,Sumitomo（SangHai）,0100
MPTJ,2,20211227,20210604,IN,MIKIPULLEY(SHANG HAI),9800,CPG-030-T001A,HUB,20000,RMB,3.18,,2301,,,MIKIPULLEY(SHANG HAI),9800
MPTJ,2,20211227,20220123,IN,MIKIPULLEY(HONG KONG),9800,CPG-030-T001A,HUB,20000,RMB,3.43,,2301,,,MIKIPULLEY(HONG KONG),9800
MPTJ,2,20211227,20220123,IN,MIKIPULLEY(HONG KONG),9800,CPG-030-T001A,HUB,20000,RMB,3.43,,2301,,,MIKIPULLEY(HONG KONG),9800
MPTJ,2,20211227,20220102,IN,MIKIPULLEY(SHANG HAI),9800,CPG-030-T001A,HUB,12000,RMB,3.18,,2301,,,MIKIPULLEY(SHANG HAI),9800
MPTJ,2,20211227,20220430,IN,MIKIPULLEY(SHANG HAI),9800,CPG-030-T007B-07,SLIDER,5000,RMB,1.87,,2301,,,MIKIPULLEY(SHANG HAI),9800
MPTJ,2,20211227,20220307,IN,MIKIPULLEY(JAPAN),9800,1527(310ml),硅酮粘接剂,70,RMB,77.7011,,1401,,,MIKIPULLEY(JAPAN),9800
MPTJ,2,20211227,20220104,IN,MIKIPULLEY(India),9800,SFC-030DA2,轴衬,30000,RMB,0.1276,,2301,,,MIKIPULLEY(India),9800
MPTJ,2,20211227,20220123,IN,MIKIPULLEY(HONG KONG),9800,CPG-030-T001B,SLIDER,10000,RMB,2.47,,2301,,,MIKIPULLEY(HONG KONG),9800
MPTJ,2,20211227,20220401,IN,MIKIPULLEY(HONG KONG),9800,CPG-030-T001B,SLIDER,70000,RMB,2.47,,2301,,,MIKIPULLEY(HONG KONG),9800
MPTJ,2,20211227,20221001,IN,MIKIPULLEY(HONG KONG),9800,CPG-030-T001B,SLIDER,70000,RMB,2.47,,2301,,,MIKIPULLEY(HONG KONG),9800
MPTJ,2,20211227,20220110,IN,MIKIPULLEY(JAPAN),9800,101-10-11,线圈架,600,RMB,0.8931,,1301,,,MIKIPULLEY(JAPAN),9800
MPTJ,2,20211227,20211223,OUT,Sumitomo（SangHai）,0100,EK700WW-02,BXF-12-10-A-1214,60,RMB,417.38,,1401,,,Sumitomo（SangHai）,0100
MPTJ,2,20211227,20211227,OUT,Sumitomo（SangHai）,0100,EK700WW-02,BXF-12-10-A-1214,4,RMB,417.38,,1401,,,Sumitomo（SangHai）,0100
MPTJ,2,20211227,20220104,IN,MIKIPULLEY(India),9800,SFC-030WD,板弹簧,11200,RMB,0.2552,,2301,,,MIKIPULLEY(India),9800
MPTJ,2,20211227,20220430,IN,MIKIPULLEY(SHANG HAI),9800,CPG-030-T007A-07,HUB,10000,RMB,4.09,,2301,,,MIKIPULLEY(SHANG HAI),9800
MPTJ,2,20211227,20220104,IN,MIKIPULLEY(India),9800,SFC-035WD,板弹簧,3000,RMB,0.2552,,2301,,,MIKIPULLEY(India),9800
MPTJ,2,20211227,20220110,IN,MIKIPULLEY(JAPAN),9800,101-12-11,线圈架,300,RMB,1.2121,,1301,,,MIKIPULLEY(JAPAN),9800
MPTJ,2,20211227,20220110,IN,MIKIPULLEY(JAPAN),9800,101-08-11,线圈架,1000,RMB,0.8293,,1301,,,MIKIPULLEY(JAPAN),9800
MPTJ,2,20211227,20220104,IN,MIKIPULLEY(India),9800,SFC-010DA2 SUS304,轴衬,6000,RMB,0.319,,2301,,,MIKIPULLEY(India),9800
MPTJ,2,20211227,20220104,IN,MIKIPULLEY(India),9800,SFC-080WD,板弹簧,39000,RMB,0.7017,,2301,,,MIKIPULLEY(India),9800
MPTJ,2,20211227,20220116,IN,MIKIPULLEY(HONG KONG),9800,CPG-030-T010A,HUB,16000,RMB,4.41,,2301,,,MIKIPULLEY(HONG KONG),9800
MPTJ,2,20211227,20220107,IN,MIKIPULLEY(JAPAN),9800,BXR-09-20-A-22,转子套,1000,RMB,41.3385,,1401,,,MIKIPULLEY(JAPAN),9800
MPTJ,2,20211227,20220214,IN,MIKIPULLEY(JAPAN),9800,BXR-09-20-A-22,转子套,1000,RMB,41.3385,,1401,,,MIKIPULLEY(JAPAN),9800
MPTJ,2,20211227,20220104,IN,MIKIPULLEY(India),9800,SFC-040WD,板弹簧,8000,RMB,0.2552,,2301,,,MIKIPULLEY(India),9800
MPTJ,2,20211227,20211208,IN,MIKIPULLEY(India),9800,SFC-040WD,板弹簧,8000,RMB,0.2552,,2301,,,MIKIPULLEY(India),9800
MPTJ,2,20211227,20220102,IN,MIKIPULLEY(SHANG HAI),9800,CPG-030-T005B,SLIDER,6000,RMB,2.17,,2301,,,MIKIPULLEY(SHANG HAI),9800
MPTJ,2,20211227,20210604,IN,MIKIPULLEY(SHANG HAI),9800,CPG-030-T005B,SLIDER,10000,RMB,2.17,,2301,,,MIKIPULLEY(SHANG HAI),9800
MPTJ,2,20211227,20220104,IN,MIKIPULLEY(India),9800,SFC-050DA2,轴衬,68000,RMB,0.1276,,2301,,,MIKIPULLEY(India),9800
MPTJ,2,20211227,20220116,IN,MIKIPULLEY(HONG KONG),9800,CPG-030-T010B,SLIDER,9200,RMB,2.3,,2301,,,MIKIPULLEY(HONG KONG),9800
MPTJ,2,20211227,20220301,IN,MIKIPULLEY(HONG KONG),9800,CPG-030-T010B,SLIDER,75000,RMB,2.3,,2301,,,MIKIPULLEY(HONG KONG),9800
MPTJ,2,20211227,20220110,IN,MIKIPULLEY(JAPAN),9800,101-06-11,线圈架,1000,RMB,0.5741,,1301,,,MIKIPULLEY(JAPAN),9800
MPTJ,2,20211227,20220110,IN,MIKIPULLEY(JAPAN),9800,BXF-08-10-A-234,转子,1600,RMB,16.2037,,1401,其他,OUT,MIKIPULLEY(JAPAN),9800
MPTJ,2,20211227,20211229,IN,MIKIPULLEY(SHANG HAI),9800,20B-22B,SFC-080DA2,6,RMB,221,,2301,,,MIKIPULLEY(SHANG HAI),9800
MPTJ,2,20211227,20220105,IN,MIKIPULLEY(SHANG HAI),9800,30B-35B,SFC-080DA2,1,RMB,287,,2301,,,MIKIPULLEY(SHANG HAI),9800
MPTJ,2,20211227,20220105,IN,MIKIPULLEY(SHANG HAI),9800,20B-24B,SFC-060DA2,2,RMB,224,,2301,,,MIKIPULLEY(SHANG HAI),9800
MPTJ,2,20211227,20220208,IN,MIKIPULLEY(SHANG HAI),9800,6B-9.525B,SFC-020DA2,2,RMB,87,,2301,,,MIKIPULLEY(SHANG HAI),9800
MPTJ,2,20211227,20211229,IN,MIKIPULLEY(SHANG HAI),9800,15BHA-19BHA,ALS-040ARN,500,RMB,41,,2202,,,MIKIPULLEY(SHANG HAI),9800
MPTJ,2,20211227,20220104,IN,MIKIPULLEY(SHANG HAI),9800,15BH-24KH,SFC-050DA2,1,RMB,178,,2301,,,MIKIPULLEY(SHANG HAI),9800
MPTJ,2,20211227,20220228,IN,MIKIPULLEY(SHANG HAI),9800,18B-18B,SFC-050SA2,40,RMB,125,,2301,,,MIKIPULLEY(SHANG HAI),9800
MPTJ,2,20211227,20220105,IN,MIKIPULLEY(SHANG HAI),9800,35B-35B,SFC-090SA2,1,RMB,199,,2301,,,MIKIPULLEY(SHANG HAI),9800
MPTJ,2,20211227,20211229,IN,MIKIPULLEY(SHANG HAI),9800,35B-35B,SFC-090SA2,50,RMB,199,,2301,,,MIKIPULLEY(SHANG HAI),9800
MPTJ,2,20211227,20220103,IN,MIKIPULLEY(SHANG HAI),9800,10B-14B,SFC-030DA2,10,RMB,94,,2301,,,MIKIPULLEY(SHANG HAI),9800
MPTJ,2,20211227,20220126,IN,MIKIPULLEY(SHANG HAI),9800,16B-16B,SFC-050SA2,1,RMB,125,,2301,,,MIKIPULLEY(SHANG HAI),9800
MPTJ,2,20211227,20220106,IN,MIKIPULLEY(SHANG HAI),9800,16B-16B,SFC-050SA2,4,RMB,125,,2301,,,MIKIPULLEY(SHANG HAI),9800
MPTJ,2,20211227,20220104,IN,MIKIPULLEY(SHANG HAI),9800,16B-16B,SFC-050SA2,1,RMB,56.25,,2301,,,MIKIPULLEY(SHANG HAI),9800
MPTJ,2,20211227,20220110,IN,MIKIPULLEY(SHANG HAI),9800,16B-16B,SFC-050SA2,2,RMB,125,,2301,,,MIKIPULLEY(SHANG HAI),9800
MPTJ,2,20211227,20220111,IN,MIKIPULLEY(SHANG HAI),9800,16B-16B,SFC-050SA2,4,RMB,125,,2301,,,MIKIPULLEY(SHANG HAI),9800
MPTJ,2,20211227,20220104,IN,MIKIPULLEY(SHANG HAI),9800,16B-16B,SFC-050SA2,4,RMB,125,,2301,,,MIKIPULLEY(SHANG HAI),9800
MPTJ,2,20211227,20220105,IN,MIKIPULLEY(SHANG HAI),9800,16B-16B,SFC-050SA2,2,RMB,125,,2301,,,MIKIPULLEY(SHANG HAI),9800
MPTJ,2,20211227,20211228,IN,MIKIPULLEY(SHANG HAI),9800,16B-20B,SFC-040SA2,20,RMB,41.25,,2301,,,MIKIPULLEY(SHANG HAI),9800
MPTJ,2,20211227,20220131,IN,MIKIPULLEY(SHANG HAI),9800,55K-55KM,SFF-100DS,2,RMB,432,,2302,,,MIKIPULLEY(SHANG HAI),9800
MPTJ,2,20211227,20220105,IN,MIKIPULLEY(SHANG HAI),9800,24B-24K L=65,SFC-060DA2,100,RMB,272,,2301,,,MIKIPULLEY(SHANG HAI),9800
MPTJ,2,20211227,20211229,IN,MIKIPULLEY(SHANG HAI),9800,28B-35B,SFC-080SA2,15,RMB,228,,2301,,,MIKIPULLEY(SHANG HAI),9800
MPTJ,2,20211227,20220106,IN,MIKIPULLEY(SHANG HAI),9800,10B-10B,SFC-030DA2,10,RMB,52,,2301,,,MIKIPULLEY(SHANG HAI),9800
MPTJ,2,20211227,20220106,IN,MIKIPULLEY(SHANG HAI),9800,12B-16B,SFC-040SA2,10,RMB,38.6,,2301,,,MIKIPULLEY(SHANG HAI),9800
MPTJ,2,20211227,20220126,IN,MIKIPULLEY(SHANG HAI),9800,19B-19B,SFC-060DA2,1,RMB,224,,2301,,,MIKIPULLEY(SHANG HAI),9800
MPTJ,2,20211227,20220106,IN,MIKIPULLEY(SHANG HAI),9800,16B-17B,SFC-050SA2,3,RMB,86,,2301,,,MIKIPULLEY(SHANG HAI),9800
MPTJ,2,20211227,20220105,IN,MIKIPULLEY(SHANG HAI),9800,19BHA-20BHA,ALS-055ARN,21,RMB,94,,2202,,,MIKIPULLEY(SHANG HAI),9800
MPTJ,2,20211227,20220107,IN,MIKIPULLEY(SHANG HAI),9800,40BHA-40BHA,ALS-095ARN,1,RMB,194,,2202,,,MIKIPULLEY(SHANG HAI),9800
MPTJ,2,20211227,20220107,IN,MIKIPULLEY(SHANG HAI),9800,24K-24K,SFF-080DS,3,RMB,320,,2302,,,MIKIPULLEY(SHANG HAI),9800
MPTJ,2,20211227,20220105,IN,MIKIPULLEY(SHANG HAI),9800,,SFC-050SA2-T122,100,RMB,188,,2301,,,MIKIPULLEY(SHANG HAI),9800
MPTJ,2,20211227,20220329,IN,MIKIPULLEY(SHANG HAI),9800,,SFC-050SA2-T122,100,RMB,188,,2301,,,MIKIPULLEY(SHANG HAI),9800
MPTJ,2,20211227,20220104,IN,MIKIPULLEY(SHANG HAI),9800,5B-6B,SFC-010DA2,2,RMB,50.78,,2301,,,MIKIPULLEY(SHANG HAI),9800
MPTJ,2,20211227,20220106,IN,MIKIPULLEY(SHANG HAI),9800,16B-19B,SFC-050DA2,20,RMB,166,,2301,,,MIKIPULLEY(SHANG HAI),9800
MPTJ,2,20211227,20220209,IN,MIKIPULLEY(SHANG HAI),9800,16B-19B,SFC-050DA2,20,RMB,166,,2301,,,MIKIPULLEY(SHANG HAI),9800
MPTJ,2,20211227,20220301,IN,MIKIPULLEY(SHANG HAI),9800,30K-40K,SFF-090SS,1,RMB,292,,2302,,,MIKIPULLEY(SHANG HAI),9800
MPTJ,2,20211227,20220404,IN,MIKIPULLEY(SHANG HAI),9800,30K-40K,SFF-090SS,1,RMB,292,,2302,,,MIKIPULLEY(SHANG HAI),9800
MPTJ,2,20211227,20220201,IN,MIKIPULLEY(SHANG HAI),9800,30K-40K,SFF-090SS,1,RMB,292,,2302,,,MIKIPULLEY(SHANG HAI),9800
MPTJ,2,20211227,20211230,IN,MIKIPULLEY(SHANG HAI),9800,10BHA-14BHA,ALS-030ARN,200,RMB,34,,2202,,,MIKIPULLEY(SHANG HAI),9800
MPTJ,2,20211227,20211230,IN,MIKIPULLEY(SHANG HAI),9800,10BHA-14BHA,ALS-030ARN,100,RMB,34,,2202,,,MIKIPULLEY(SHANG HAI),9800
MPTJ,2,20211227,20220104,IN,MIKIPULLEY(SHANG HAI),9800,24V 25JIS,111-10-12N,8,RMB,174,,1301,,,MIKIPULLEY(SHANG HAI),9800
MPTJ,2,20211227,20220105,IN,MIKIPULLEY(SHANG HAI),9800,24V 15DIN,CS-08-33N,1,RMB,183,,1301,,,MIKIPULLEY(SHANG HAI),9800
MPTJ,2,20211227,20220105,IN,MIKIPULLEY(SHANG HAI),9800,24V 25DIN,CS-12-33N,1,RMB,289,,1301,,,MIKIPULLEY(SHANG HAI),9800
MPTJ,2,20211227,20220214,IN,MIKIPULLEY(HONG KONG),9800,,125-10-12EHG,10,RMB,1051,,1302,,,MIKIPULLEY(HONG KONG),9800
MPTJ,2,20211227,20211227,IN,MIKIPULLEY(SHANG HAI),9800,24V 12DIN,CS-06-33N,60,RMB,172,,1301,,,MIKIPULLEY(SHANG HAI),9800
MPTJ,2,20211227,20220214,IN,MIKIPULLEY(HONG KONG),9800,24V 25JIS,111-12-12G,20,RMB,269,,1301,,,MIKIPULLEY(HONG KONG),9800
MPTJ,2,20211227,20220104,IN,MIKIPULLEY(SHANG HAI),9800,24V 25JIS,101-10-13N,8,RMB,167,,1301,,,MIKIPULLEY(SHANG HAI),9800
MPTJ,2,20211227,20220214,IN,MIKIPULLEY(HONG KONG),9800,24V R15JIS A15JIS,CS-08-31G,5,RMB,214,,1301,,,MIKIPULLEY(HONG KONG),9800
MPTJ,2,20211227,20211229,IN,MIKIPULLEY(SHANG HAI),9800,24V R20DIN A20DIN,CS-10-31G,4,RMB,366,,1301,,,MIKIPULLEY(SHANG HAI),9800
MPTJ,2,20211227,20220107,IN,MIKIPULLEY(HONG KONG),9800,24V R15JIS A15JIS,101-08-15G,5,RMB,274,,1301,,,MIKIPULLEY(HONG KONG),9800
MPTJ,2,20211227,20220105,IN,MIKIPULLEY(SHANG HAI),9800,24V R12DIN A12DIN,101-06-15N,1,RMB,207,,1301,,,MIKIPULLEY(SHANG HAI),9800
MPTJ,2,20211227,20220117,IN,MIKIPULLEY(SHANG HAI),9800,,BXW-02-10-52,5,RMB,314,,1201,,,MIKIPULLEY(SHANG HAI),9800
MPTJ,2,20211227,20211207,IN,MIKIPULLEY(KOREA),9800,,BXW-02-10-52,40,RMB,43,,1201,,,MIKIPULLEY(KOREA),9800
MPTJ,2,20211227,20220104,IN,MIKIPULLEY(KOREA),9800,,BXW-02-10-52,240,RMB,43,,1201,,,MIKIPULLEY(KOREA),9800
MPTJ,2,20211227,20220301,IN,MIKIPULLEY(KOREA),9800,,BXW-02-10-52,200,RMB,274.3142,,1201,,,MIKIPULLEY(KOREA),9800
MPTJ,2,20211227,20220301,IN,MIKIPULLEY(KOREA),9800,,BXW-02-10-52,240,RMB,274.3142,,1201,,,MIKIPULLEY(KOREA),9800
MPTJ,2,20211227,20211210,IN,MIKIPULLEY(JAPAN),9800,BEM-24ESN7-120N,BEM电源,2705,RMB,44.1454,,1901,,,MIKIPULLEY(JAPAN),9800
MPTJ,2,20211227,20220107,IN,MIKIPULLEY(JAPAN),9800,BEM-24ESN7-120N,BEM电源,2500,RMB,44.1454,,1901,,,MIKIPULLEY(JAPAN),9800
MPTJ,2,20211227,20220209,IN,MIKIPULLEY(JAPAN),9800,BEM-24ESN7-120N,BEM电源,4000,RMB,44.1454,,1901,,,MIKIPULLEY(JAPAN),9800
MPTJ,2,20211227,20220310,IN,MIKIPULLEY(JAPAN),9800,BEM-24ESN7-120N,BEM电源,2500,RMB,44.1454,,1901,,,MIKIPULLEY(JAPAN),9800
MPTJ,2,20211227,20220408,IN,MIKIPULLEY(JAPAN),9800,BEM-24ESN7-120N,BEM电源,4000,RMB,44.1454,,1901,,,MIKIPULLEY(JAPAN),9800
MPTJ,2,20211227,20220510,IN,MIKIPULLEY(JAPAN),9800,BEM-24ESN7-120N,BEM电源,2500,RMB,44.1454,,1901,,,MIKIPULLEY(JAPAN),9800
MPTJ,2,20211227,20211202,IN,MIKIPULLEY(HONG KONG),9800,24V R25JIS A25JIS,101-12-15G,3,RMB,413,,1301,,,MIKIPULLEY(HONG KONG),9800
MPTJ,2,20211227,20211102,IN,MIKIPULLEY(HONG KONG),9800,24V R25JIS A25JIS,101-12-15G,1,RMB,413,,1301,,,MIKIPULLEY(HONG KONG),9800
MPTJ,2,20211227,20220104,IN,MIKIPULLEY(SHANG HAI),9800,24V 30JIS,111-12-11N,2,RMB,228,,1301,,,MIKIPULLEY(SHANG HAI),9800
