据点ID,区分,受注日期,客户希望纳期,销售GPR内外,英文顾客,顧客業種C,规格型号,产品名称,注残数量,货币,不含税价格,成本金额,中分类C,供应商名称,供应商集团内外,终端用户英文,终端用户行业C
MPTJ,2,20211227,20220215,IN,MIKIPULLEY(SHANG HAI),9800,,BXR-13-20-A-22,810,RMB,337.9,,1401,,,MIKIPULLEY(SHANG HAI),9800
MPTJ,2,20211227,20220127,IN,MIKIPULLEY(SHANG HAI),9800,,BXR-13-20-A-22,810,RMB,337.9,,1401,,,MIKIPULLEY(SHANG HAI),9800
MPTJ,2,20211227,20220114,IN,MIKIPULLEY(SHANG HAI),9800,,BXR-13-20-A-22,810,RMB,337.9,,1401,,,MIKIPULLEY(SHANG HAI),9800
MPTJ,2,20211227,20220119,IN,MIKIPULLEY(SHANG HAI),9800,,BXR-13-20-A-22,270,RMB,337.9,,1401,,,MIKIPULLEY(SHANG HAI),9800
MPTJ,2,20211227,20220218,IN,MIKIPULLEY(SHANG HAI),9800,,BXR-13-20-A-22,1350,RMB,337.9,,1401,,,MIKIPULLEY(SHANG HAI),9800
MPTJ,2,20211227,20220209,IN,MIKIPULLEY(SHANG HAI),9800,,BXR-13-20-A-22,270,RMB,337.9,,1401,,,MIKIPULLEY(SHANG HAI),9800
MPTJ,2,20211227,20211229,IN,MIKIPULLEY(SHANG HAI),9800,24V,111-06-13N,30,RMB,96,,1301,,,MIKIPULLEY(SHANG HAI),9800
MPTJ,2,20211227,20220214,IN,MIKIPULLEY(HONG KONG),9800,24V N44,111-12-13G,20,RMB,225,,1301,,,MIKIPULLEY(HONG KONG),9800
MPTJ,2,20211227,20220310,IN,MIKIPULLEY(JAPAN),9800,BEM-4T-A-6,BEM电源,1000,RMB,33.4281,,1901,,,MIKIPULLEY(JAPAN),9800
MPTJ,2,20211227,20211108,IN,MIKIPULLEY(JAPAN),9800,BEM-4T-A-6,BEM电源,1000,RMB,33.4281,,1901,,,MIKIPULLEY(JAPAN),9800
MPTJ,2,20211227,20210524,IN,MIKIPULLEY(JAPAN),9800,BEM-4T-A-6,BEM电源,1000,RMB,,,1901,,,MIKIPULLEY(JAPAN),9800
MPTJ,2,20211227,20220107,IN,MIKIPULLEY(HONG KONG),9800,24V 30JIS,111-12-12G,4,RMB,269,,1301,,,MIKIPULLEY(HONG KONG),9800
MPTJ,2,20211227,20220110,IN,MIKIPULLEY(HONG KONG),9800,99V-19D,BXL-10-10N-008,10,RMB,218,,1401,,,MIKIPULLEY(HONG KONG),9800
MPTJ,2,20211227,20210524,IN,MIKIPULLEY(JAPAN),9800,BEM-2T-A-5,BEM电源,5000,RMB,33.2367,,1901,,,MIKIPULLEY(JAPAN),9800
MPTJ,2,20211227,20220110,IN,MIKIPULLEY(JAPAN),9800,BXL-06-10-AC,定子本体,100,RMB,24.1779,,1401,其他,OUT,MIKIPULLEY(JAPAN),9800
MPTJ,2,20211227,20211220,IN,MIKIPULLEY(JAPAN),9800,BXR-10-10-A-1-AC,定子本体,22,RMB,32.3436,,1401,其他,OUT,MIKIPULLEY(JAPAN),9800
MPTJ,2,20211227,20220110,IN,MIKIPULLEY(JAPAN),9800,BXL-08-10-AC,定子本体,150,RMB,28.3245,,1401,其他,OUT,MIKIPULLEY(JAPAN),9800
MPTJ,2,20211227,20220110,IN,MIKIPULLEY(JAPAN),9800,BXL-12-12-A-90-AC,定子本体,200,RMB,56.3301,,1401,其他,OUT,MIKIPULLEY(JAPAN),9800
MPTJ,2,20211227,20220110,IN,MIKIPULLEY(JAPAN),9800,BXL-10-10-N-2-AC,定子本体,150,RMB,39.4247,,1401,其他,OUT,MIKIPULLEY(JAPAN),9800
MPTJ,2,20211227,20220110,IN,MIKIPULLEY(JAPAN),9800,BXL-12-12-A-91-AC,定子本体,200,RMB,56.3301,,1401,其他,OUT,MIKIPULLEY(JAPAN),9800
MPTJ,2,20211227,20220110,IN,MIKIPULLEY(JAPAN),9800,BXL-10-10-A-120-AC,定子本体,200,RMB,38.404,,1401,其他,OUT,MIKIPULLEY(JAPAN),9800
MPTJ,2,20211227,20220125,IN,MIKIPULLEY(JAPAN),9800,BXL-10-10-A-120-AC,定子本体,200,RMB,38.404,,1401,其他,OUT,MIKIPULLEY(JAPAN),9800
MPTJ,2,20211227,20220214,IN,MIKIPULLEY(JAPAN),9800,BXL-12-10-A-86V-AC,定子本体,800,RMB,53.4594,,1401,其他,OUT,MIKIPULLEY(JAPAN),9800
MPTJ,2,20211227,20220307,IN,MIKIPULLEY(JAPAN),9800,BXL-12-10-A-86V-AC,定子本体,800,RMB,53.4594,,1401,其他,OUT,MIKIPULLEY(JAPAN),9800
MPTJ,2,20211227,20220110,IN,MIKIPULLEY(JAPAN),9800,BXL-12-10-A-86V-AC,定子本体,800,RMB,53.4594,,1401,其他,OUT,MIKIPULLEY(JAPAN),9800
MPTJ,2,20211227,20220124,IN,MIKIPULLEY(JAPAN),9800,BXL-12-10-A-86V-AC,定子本体,800,RMB,53.4594,,1401,其他,OUT,MIKIPULLEY(JAPAN),9800
MPTJ,2,20211227,20220110,IN,MIKIPULLEY(JAPAN),9800,BS-25-A-118-AC,内衬套,700,RMB,46.9524,,1301,其他,OUT,MIKIPULLEY(JAPAN),9800
MPTJ,2,20211227,20220124,IN,MIKIPULLEY(JAPAN),9800,BS-25-A-118-AC,内衬套,700,RMB,46.9524,,1301,其他,OUT,MIKIPULLEY(JAPAN),9800
MPTJ,2,20211227,20220214,IN,MIKIPULLEY(JAPAN),9800,BS-25-A-118-AC,内衬套,600,RMB,46.9524,,1301,其他,OUT,MIKIPULLEY(JAPAN),9800
MPTJ,2,20211227,20220110,IN,MIKIPULLEY(JAPAN),9800,BXL-12-10-AC,定子本体,100,RMB,49.7593,,1401,其他,OUT,MIKIPULLEY(JAPAN),9800
MPTJ,2,20211227,20220214,IN,MIKIPULLEY(JAPAN),9800,123150500,PSL-K-16,45,RMB,44.0179,,2602,,,MIKIPULLEY(JAPAN),9800
MPTJ,2,20211227,20220103,IN,MIKIPULLEY(HONG KONG),9800,123150500,PSL-K-16,3,RMB,44,,2602,,,MIKIPULLEY(HONG KONG),9800
MPTJ,2,20211227,20220110,IN,MIKIPULLEY(JAPAN),9800,123150500,PSL-K-16,90,RMB,44.0179,,2602,,,MIKIPULLEY(JAPAN),9800
MPTJ,2,20211227,20220110,IN,MIKIPULLEY(JAPAN),9800,123151600,PSL-K-30,144,RMB,68.9613,,2602,,,MIKIPULLEY(JAPAN),9800
MPTJ,2,20211227,20220118,IN,MIKIPULLEY(India),9800,123151600,PSL-K-30,10,RMB,58.8819,,2602,,,MIKIPULLEY(India),9800
MPTJ,2,20211227,20220214,IN,MIKIPULLEY(JAPAN),9800,123151600,PSL-K-30,96,RMB,68.9613,,2602,,,MIKIPULLEY(JAPAN),9800
MPTJ,2,20211227,20211220,IN,MIKIPULLEY(JAPAN),9800,123151600,PSL-K-30,640,RMB,68.9613,,2602,,,MIKIPULLEY(JAPAN),9800
MPTJ,2,20211227,20220320,IN,MIKIPULLEY(JAPAN),9800,123151600,PSL-K-30,16,RMB,68.9613,,2602,,,MIKIPULLEY(JAPAN),9800
MPTJ,2,20211227,20220320,IN,MIKIPULLEY(JAPAN),9800,123145600,PSL-G-22,150,RMB,36.8091,,2602,,,MIKIPULLEY(JAPAN),9800
MPTJ,2,20211227,20211220,IN,MIKIPULLEY(JAPAN),9800,123145600,PSL-G-22,150,RMB,36.8091,,2602,,,MIKIPULLEY(JAPAN),9800
MPTJ,2,20211227,20220214,IN,MIKIPULLEY(JAPAN),9800,123145600,PSL-G-22,150,RMB,36.8091,,2602,,,MIKIPULLEY(JAPAN),9800
MPTJ,2,20211227,20220110,IN,MIKIPULLEY(JAPAN),9800,123145600,PSL-G-22,150,RMB,36.8091,,2602,,,MIKIPULLEY(JAPAN),9800
MPTJ,2,20211227,20220118,IN,MIKIPULLEY(India),9800,123145600,PSL-G-22,20,RMB,37.7023,,2602,,,MIKIPULLEY(India),9800
MPTJ,2,20211227,20220214,IN,MIKIPULLEY(JAPAN),9800,123150600,PSL-K-17,45,RMB,44.9748,,2602,,,MIKIPULLEY(JAPAN),9800
MPTJ,2,20211227,20210930,IN,MIKIPULLEY(India),9800,123150600,PSL-K-17,10,RMB,42.9334,,2602,,,MIKIPULLEY(India),9800
MPTJ,2,20211227,20220118,IN,MIKIPULLEY(India),9800,123150600,PSL-K-17,30,RMB,42.9334,,2602,,,MIKIPULLEY(India),9800
MPTJ,2,20211227,20211220,IN,MIKIPULLEY(JAPAN),9800,123150600,PSL-K-17,90,RMB,44.9748,,2602,,,MIKIPULLEY(JAPAN),9800
MPTJ,2,20211227,20220118,IN,MIKIPULLEY(India),9800,123151500,PSL-K-28,30,RMB,58.4991,,2602,,,MIKIPULLEY(India),9800
MPTJ,2,20211227,20220110,IN,MIKIPULLEY(JAPAN),9800,123151500,PSL-K-28,32,RMB,65.4526,,2602,,,MIKIPULLEY(JAPAN),9800
MPTJ,2,20211227,20210930,IN,MIKIPULLEY(India),9800,123151500,PSL-K-28,30,RMB,58.4991,,2602,,,MIKIPULLEY(India),9800
MPTJ,2,20211227,20211220,IN,MIKIPULLEY(JAPAN),9800,123146400,PSL-G-40,360,RMB,55.1818,,2602,,,MIKIPULLEY(JAPAN),9800
MPTJ,2,20211227,20220320,IN,MIKIPULLEY(JAPAN),9800,123146400,PSL-G-40,270,RMB,55.1818,,2602,,,MIKIPULLEY(JAPAN),9800
MPTJ,2,20211227,20220214,IN,MIKIPULLEY(JAPAN),9800,123146400,PSL-G-40,315,RMB,55.1818,,2602,,,MIKIPULLEY(JAPAN),9800
MPTJ,2,20211227,20220110,IN,MIKIPULLEY(JAPAN),9800,123146400,PSL-G-40,90,RMB,55.1818,,2602,,,MIKIPULLEY(JAPAN),9800
MPTJ,2,20211227,20220214,IN,MIKIPULLEY(HONG KONG),9800,123146400,PSL-G-40,50,RMB,55,,2602,,,MIKIPULLEY(HONG KONG),9800
MPTJ,2,20211227,20220125,IN,MIKIPULLEY(SHANG HAI),9800,123146400,PSL-G-40,9,RMB,59,,2602,,,MIKIPULLEY(SHANG HAI),9800
MPTJ,2,20211227,20220217,IN,MIKIPULLEY(SHANG HAI),9800,123146400,PSL-G-40,6,RMB,59,,2602,,,MIKIPULLEY(SHANG HAI),9800
MPTJ,2,20211227,20211125,IN,MIKIPULLEY(India),9800,123146400,PSL-G-40,10,RMB,57.2232,,2602,,,MIKIPULLEY(India),9800
MPTJ,2,20211227,20220110,IN,MIKIPULLEY(JAPAN),9800,123948300,PSL-G-65,16,RMB,107.5567,,2602,,,MIKIPULLEY(JAPAN),9800
MPTJ,2,20211227,20220214,IN,MIKIPULLEY(JAPAN),9800,123948300,PSL-G-65,8,RMB,107.5567,,2602,,,MIKIPULLEY(JAPAN),9800
MPTJ,2,20211227,20220320,IN,MIKIPULLEY(JAPAN),9800,123948300,PSL-G-65,16,RMB,107.5567,,2602,,,MIKIPULLEY(JAPAN),9800
MPTJ,2,20211227,20220110,IN,MIKIPULLEY(JAPAN),9800,123156100,PSL-K-16-C,45,RMB,58.4991,,2602,,,MIKIPULLEY(JAPAN),9800
MPTJ,2,20211227,20211229,IN,MIKIPULLEY(SHANG HAI),9800,123149000,PSL-G-55-C,1,RMB,131.31,,2602,,,MIKIPULLEY(SHANG HAI),9800
MPTJ,2,20211227,20211220,IN,MIKIPULLEY(JAPAN),9800,123149000,PSL-G-55-C,24,RMB,128.0346,,2602,,,MIKIPULLEY(JAPAN),9800
MPTJ,2,20211227,20220214,IN,MIKIPULLEY(HONG KONG),9800,123151000,PSL-K-20,150,RMB,45,,2602,,,MIKIPULLEY(HONG KONG),9800
MPTJ,2,20211227,20220110,IN,MIKIPULLEY(JAPAN),9800,123151000,PSL-K-20,180,RMB,45.3575,,2602,,,MIKIPULLEY(JAPAN),9800
MPTJ,2,20211227,20220320,IN,MIKIPULLEY(JAPAN),9800,123151000,PSL-K-20,135,RMB,45.3575,,2602,,,MIKIPULLEY(JAPAN),9800
MPTJ,2,20211227,20220214,IN,MIKIPULLEY(JAPAN),9800,123151000,PSL-K-20,180,RMB,45.3575,,2602,,,MIKIPULLEY(JAPAN),9800
MPTJ,2,20211227,20220214,IN,MIKIPULLEY(JAPAN),9800,123151200,PSL-K-22,45,RMB,51.6731,,2602,,,MIKIPULLEY(JAPAN),9800
MPTJ,2,20211227,20211220,IN,MIKIPULLEY(JAPAN),9800,123151200,PSL-K-22,135,RMB,51.6731,,2602,,,MIKIPULLEY(JAPAN),9800
MPTJ,2,20211227,20211229,IN,MIKIPULLEY(SHANG HAI),9800,22BHA-24BHA,ALS-055ARN,50,RMB,94,,2202,,,MIKIPULLEY(SHANG HAI),9800
MPTJ,2,20211227,20220208,IN,MIKIPULLEY(SHANG HAI),9800,,SFC-050SA2-T184,250,RMB,175,,2301,,,MIKIPULLEY(SHANG HAI),9800
MPTJ,2,20211227,20220308,IN,MIKIPULLEY(SHANG HAI),9800,,SFC-050SA2-T184,20,RMB,175,,2301,,,MIKIPULLEY(SHANG HAI),9800
MPTJ,2,20211227,20220108,IN,MIKIPULLEY(SHANG HAI),9800,,SFC-050SA2-T184,60,RMB,175,,2301,,,MIKIPULLEY(SHANG HAI),9800
MPTJ,2,20211227,20220110,IN,MIKIPULLEY(SHANG HAI),9800,42KJ-55KJ,SFF-100DS,10,RMB,432,,2302,,,MIKIPULLEY(SHANG HAI),9800
MPTJ,2,20211227,20220110,IN,MIKIPULLEY(SHANG HAI),9800,28K-32KK,SFF-080SS,12,RMB,243,,2302,,,MIKIPULLEY(SHANG HAI),9800
MPTJ,2,20211227,20220110,IN,MIKIPULLEY(SHANG HAI),9800,28K-32KK,SFF-080DS,4,RMB,320,,2302,,,MIKIPULLEY(SHANG HAI),9800
MPTJ,2,20211227,20221220,IN,MIKIPULLEY(SHANG HAI),9800,12B-19B,SFC-040SA2,598,RMB,38.6,,2301,,,MIKIPULLEY(SHANG HAI),9800
MPTJ,2,20211227,20211231,IN,MIKIPULLEY(SHANG HAI),9800,12B-19B,SFC-040SA2,99,RMB,41.25,,2301,,,MIKIPULLEY(SHANG HAI),9800
MPTJ,2,20211227,20211229,IN,MIKIPULLEY(SHANG HAI),9800,14B-24B,SFC-050SA2,1,RMB,125,,2301,,,MIKIPULLEY(SHANG HAI),9800
MPTJ,2,20211227,20220106,IN,MIKIPULLEY(SHANG HAI),9800,8B-8B,SFC-010DA2,40,RMB,51,,2301,,,MIKIPULLEY(SHANG HAI),9800
MPTJ,2,20211227,20220207,IN,MIKIPULLEY(SHANG HAI),9800,8B-8B,SFC-020DA2,4,RMB,87,,2301,,,MIKIPULLEY(SHANG HAI),9800
MPTJ,2,20211227,20220125,IN,MIKIPULLEY(SHANG HAI),9800,8B-8B,SFC-020DA2,12,RMB,87,,2301,,,MIKIPULLEY(SHANG HAI),9800
MPTJ,2,20211227,20211229,IN,MIKIPULLEY(SHANG HAI),9800,8B-8B,SFC-020DA2,1,RMB,87,,2301,,,MIKIPULLEY(SHANG HAI),9800
MPTJ,2,20211227,20220221,IN,MIKIPULLEY(SHANG HAI),9800,8B-8B,SFC-020DA2,6,RMB,87,,2301,,,MIKIPULLEY(SHANG HAI),9800
MPTJ,2,20211227,20211230,IN,MIKIPULLEY(SHANG HAI),9800,18B-20B,SFC-060DA2,6,RMB,149.45,,2301,,,MIKIPULLEY(SHANG HAI),9800
MPTJ,2,20211227,20211229,IN,MIKIPULLEY(SHANG HAI),9800,12B-16B,SFC-035DA2,17,RMB,94,,2301,,,MIKIPULLEY(SHANG HAI),9800
MPTJ,2,20211227,20211223,IN,MIKIPULLEY(SHANG HAI),9800,22BHA-35BHA,ALS-065ARN,4,RMB,97,,2202,,,MIKIPULLEY(SHANG HAI),9800
MPTJ,2,20211227,20220106,IN,MIKIPULLEY(SHANG HAI),9800,6B-7B,SFC-020SA2,20,RMB,32.03,,2301,,,MIKIPULLEY(SHANG HAI),9800
MPTJ,2,20211227,20220104,IN,MIKIPULLEY(SHANG HAI),9800,8B-8B,SFC-025SA2,40,RMB,33.43,,2301,,,MIKIPULLEY(SHANG HAI),9800
MPTJ,2,20211227,20220105,IN,MIKIPULLEY(SHANG HAI),9800,32BKA-35BHA,ALS-065ARN,5,RMB,97,,2202,,,MIKIPULLEY(SHANG HAI),9800
MPTJ,2,20211227,20220314,IN,MIKIPULLEY(SHANG HAI),9800,38K-42K,SFF-100DS,2,RMB,432,,2302,,,MIKIPULLEY(SHANG HAI),9800
MPTJ,2,20211227,20211229,IN,MIKIPULLEY(SHANG HAI),9800,38K-42K,SFF-100DS,9,RMB,432,,2302,,,MIKIPULLEY(SHANG HAI),9800
MPTJ,2,20211227,20220225,IN,MIKIPULLEY(SHANG HAI),9800,30K-38K,SFF-090DS,1,RMB,398,,2302,,,MIKIPULLEY(SHANG HAI),9800
MPTJ,2,20211227,20211229,IN,MIKIPULLEY(SHANG HAI),9800,8B-8B,SFC-020SA2,5,RMB,66,,2301,,,MIKIPULLEY(SHANG HAI),9800
MPTJ,2,20211227,20220215,IN,MIKIPULLEY(SHANG HAI),9800,,SFC-080SA2-T002,10,RMB,329,,2301,,,MIKIPULLEY(SHANG HAI),9800
MPTJ,2,20211227,20220118,IN,MIKIPULLEY(SHANG HAI),9800,,SFC-080SA2-T002,20,RMB,329,,2301,,,MIKIPULLEY(SHANG HAI),9800
MPTJ,2,20211227,20220315,IN,MIKIPULLEY(SHANG HAI),9800,,SFC-080SA2-T002,20,RMB,329,,2301,,,MIKIPULLEY(SHANG HAI),9800
MPTJ,2,20211227,20211231,IN,MIKIPULLEY(SHANG HAI),9800,12B-14B,SFC-030DA2,20,RMB,49.46,,2301,,,MIKIPULLEY(SHANG HAI),9800
MPTJ,2,20211227,20220314,IN,MIKIPULLEY(SHANG HAI),9800,12B-14B,SFC-030DA2,1,RMB,94,,2301,,,MIKIPULLEY(SHANG HAI),9800
MPTJ,2,20211227,20211231,IN,MIKIPULLEY(SHANG HAI),9800,12B-19B,SFC-040DA2,30,RMB,57.27,,2301,,,MIKIPULLEY(SHANG HAI),9800
MPTJ,2,20211227,20211231,IN,MIKIPULLEY(SHANG HAI),9800,12B-19B,SFC-040DA2,43,RMB,57.27,,2301,,,MIKIPULLEY(SHANG HAI),9800
MPTJ,2,20211227,20220110,IN,MIKIPULLEY(SHANG HAI),9800,12B-19B,SFC-040DA2,10,RMB,121,,2301,,,MIKIPULLEY(SHANG HAI),9800
MPTJ,2,20211227,20220110,IN,MIKIPULLEY(SHANG HAI),9800,15B-19B,SFC-050DA2,1,RMB,166,,2301,,,MIKIPULLEY(SHANG HAI),9800
MPTJ,2,20211227,20220310,IN,MIKIPULLEY(SHANG HAI),9800,38K-45K,SFF-090SS,4,RMB,292,,2302,,,MIKIPULLEY(SHANG HAI),9800
MPTJ,2,20211227,20211229,IN,MIKIPULLEY(SHANG HAI),9800,17B-22B,SFC-060SA2,40,RMB,115.3,,2301,,,MIKIPULLEY(SHANG HAI),9800
MPTJ,2,20211227,20220105,IN,MIKIPULLEY(SHANG HAI),9800,,SFC-080SA2-T224,10,RMB,182,,2301,,,MIKIPULLEY(SHANG HAI),9800
MPTJ,2,20211227,20220304,IN,MIKIPULLEY(SHANG HAI),9800,12B-25BH,SFC-060SA2,6,RMB,192,,2301,,,MIKIPULLEY(SHANG HAI),9800
MPTJ,2,20211227,20211229,IN,MIKIPULLEY(SHANG HAI),9800,8B-10B,SFC-020SA2,4,RMB,66,,2301,,,MIKIPULLEY(SHANG HAI),9800
MPTJ,2,20211227,20220320,IN,MIKIPULLEY(JAPAN),9800,123151200,PSL-K-22,45,RMB,51.6731,,2602,,,MIKIPULLEY(JAPAN),9800
MPTJ,2,20211227,20220103,IN,MIKIPULLEY(HONG KONG),9800,123151200,PSL-K-22,2,RMB,52,,2602,,,MIKIPULLEY(HONG KONG),9800
MPTJ,2,20211227,20220110,IN,MIKIPULLEY(JAPAN),9800,123146700,PSL-G-48,48,RMB,62.0078,,2602,,,MIKIPULLEY(JAPAN),9800
MPTJ,2,20211227,20220104,IN,MIKIPULLEY(SHANG HAI),9800,123146800,PSL-G-50,2,RMB,66,,2602,,,MIKIPULLEY(SHANG HAI),9800
MPTJ,2,20211227,20220110,IN,MIKIPULLEY(SHANG HAI),9800,123146800,PSL-G-50,1,RMB,66,,2602,,,MIKIPULLEY(SHANG HAI),9800
MPTJ,2,20211227,20220125,IN,MIKIPULLEY(SHANG HAI),9800,123146800,PSL-G-50,20,RMB,66,,2602,,,MIKIPULLEY(SHANG HAI),9800
MPTJ,2,20211227,20211220,IN,MIKIPULLEY(JAPAN),9800,123146800,PSL-G-50,264,RMB,62.0078,,2602,,,MIKIPULLEY(JAPAN),9800
MPTJ,2,20211227,20220104,IN,MIKIPULLEY(SHANG HAI),9800,123146800,PSL-G-50,12,RMB,66,,2602,,,MIKIPULLEY(SHANG HAI),9800
MPTJ,2,20211227,20220104,IN,MIKIPULLEY(SHANG HAI),9800,123146800,PSL-G-50,14,RMB,66,,2602,,,MIKIPULLEY(SHANG HAI),9800
MPTJ,2,20211227,20220214,IN,MIKIPULLEY(JAPAN),9800,123154400,PSL-K-30-B,16,RMB,68.9613,,2602,,,MIKIPULLEY(JAPAN),9800
MPTJ,2,20211227,20220320,IN,MIKIPULLEY(JAPAN),9800,123154400,PSL-K-30-B,16,RMB,68.9613,,2602,,,MIKIPULLEY(JAPAN),9800
MPTJ,2,20211227,20220320,IN,MIKIPULLEY(JAPAN),9800,123154700,PSL-K-35-B,64,RMB,92.4375,,2602,,,MIKIPULLEY(JAPAN),9800
MPTJ,2,20211227,20220110,IN,MIKIPULLEY(JAPAN),9800,123154700,PSL-K-35-B,32,RMB,92.4375,,2602,,,MIKIPULLEY(JAPAN),9800
MPTJ,2,20211227,20220214,IN,MIKIPULLEY(JAPAN),9800,123154700,PSL-K-35-B,16,RMB,92.4375,,2602,,,MIKIPULLEY(JAPAN),9800
MPTJ,2,20211227,20211220,IN,MIKIPULLEY(JAPAN),9800,123154700,PSL-K-35-B,96,RMB,92.4375,,2602,,,MIKIPULLEY(JAPAN),9800
MPTJ,2,20211227,20211119,IN,MIKIPULLEY(JAPAN),9800,123154700,PSL-K-35-B,96,RMB,92.4375,,2602,,,MIKIPULLEY(JAPAN),9800
MPTJ,2,20211227,20211222,IN,MIKIPULLEY(SHANG HAI),9800,123142500,PSL-D-28,5,RMB,310,,2602,,,MIKIPULLEY(SHANG HAI),9800
MPTJ,2,20211227,20211229,IN,MIKIPULLEY(SHANG HAI),9800,123142500,PSL-D-28,1,RMB,310,,2602,,,MIKIPULLEY(SHANG HAI),9800
MPTJ,2,20211227,20220214,IN,MIKIPULLEY(JAPAN),9800,123151700,PSL-K-32,16,RMB,53.7783,,2602,,,MIKIPULLEY(JAPAN),9800
MPTJ,2,20211227,20211220,IN,MIKIPULLEY(JAPAN),9800,123151700,PSL-K-32,32,RMB,53.7783,,2602,,,MIKIPULLEY(JAPAN),9800
MPTJ,2,20211227,20211220,IN,MIKIPULLEY(JAPAN),9800,123146600,PSL-G-45,96,RMB,61.2422,,2602,,,MIKIPULLEY(JAPAN),9800
MPTJ,2,20211227,20220214,IN,MIKIPULLEY(JAPAN),9800,123146600,PSL-G-45,24,RMB,61.2422,,2602,,,MIKIPULLEY(JAPAN),9800
MPTJ,2,20211227,20220320,IN,MIKIPULLEY(JAPAN),9800,123146600,PSL-G-45,24,RMB,61.2422,,2602,,,MIKIPULLEY(JAPAN),9800
MPTJ,2,20211227,20220110,IN,MIKIPULLEY(JAPAN),9800,123146600,PSL-G-45,72,RMB,61.2422,,2602,,,MIKIPULLEY(JAPAN),9800
MPTJ,2,20211227,20220320,IN,MIKIPULLEY(JAPAN),9800,123159800,PSL-K-35-F,16,RMB,308.9543,,2602,,,MIKIPULLEY(JAPAN),9800
MPTJ,2,20211227,20220110,IN,MIKIPULLEY(JAPAN),9800,123151800,PSL-K-35,32,RMB,60.7957,,2602,,,MIKIPULLEY(JAPAN),9800
MPTJ,2,20211227,20220118,IN,MIKIPULLEY(India),9800,123151800,PSL-K-35,20,RMB,56.5853,,2602,,,MIKIPULLEY(India),9800
MPTJ,2,20211227,20211117,IN,MIKIPULLEY(India),9800,123151800,PSL-K-35,30,RMB,56.5853,,2602,,,MIKIPULLEY(India),9800
MPTJ,2,20211227,20220320,IN,MIKIPULLEY(JAPAN),9800,123151800,PSL-K-35,32,RMB,60.7957,,2602,,,MIKIPULLEY(JAPAN),9800
MPTJ,2,20211227,20220214,IN,MIKIPULLEY(JAPAN),9800,123151800,PSL-K-35,32,RMB,60.7957,,2602,,,MIKIPULLEY(JAPAN),9800
MPTJ,2,20211227,20211220,IN,MIKIPULLEY(JAPAN),9800,123151800,PSL-K-35,64,RMB,60.7957,,2602,,,MIKIPULLEY(JAPAN),9800
MPTJ,2,20211227,20211220,IN,MIKIPULLEY(SHANG HAI),9800,123150300,PSL-K-14,4,RMB,36,,2602,,,MIKIPULLEY(SHANG HAI),9800
MPTJ,2,20211227,20211117,IN,MIKIPULLEY(India),9800,123150300,PSL-K-14,100,RMB,39.2971,,2602,,,MIKIPULLEY(India),9800
MPTJ,2,20211227,20220214,IN,MIKIPULLEY(HONG KONG),9800,123150300,PSL-K-14,70,RMB,39,,2602,,,MIKIPULLEY(HONG KONG),9800
MPTJ,2,20211227,20220118,IN,MIKIPULLEY(India),9800,123150300,PSL-K-14,30,RMB,39.2971,,2602,,,MIKIPULLEY(India),9800
MPTJ,2,20211227,20220110,IN,MIKIPULLEY(JAPAN),9800,123150300,PSL-K-14,630,RMB,38.8505,,2602,,,MIKIPULLEY(JAPAN),9800
MPTJ,2,20211227,20220320,IN,MIKIPULLEY(JAPAN),9800,123150300,PSL-K-14,270,RMB,38.8505,,2602,,,MIKIPULLEY(JAPAN),9800
MPTJ,2,20211227,20220214,IN,MIKIPULLEY(JAPAN),9800,123150300,PSL-K-14,270,RMB,38.8505,,2602,,,MIKIPULLEY(JAPAN),9800
MPTJ,2,20211227,20220118,IN,MIKIPULLEY(India),9800,124943300,PSL-K-42,5,RMB,73.9372,,2602,,,MIKIPULLEY(India),9800
MPTJ,2,20211227,20220104,IN,MIKIPULLEY(SHANG HAI),9800,123154200,PSL-K-25-B,1,RMB,81,,2602,,,MIKIPULLEY(SHANG HAI),9800
MPTJ,2,20211227,20220221,IN,MIKIPULLEY(SHANG HAI),9800,12B-12B,SFC-035SA2,4,RMB,77,,2301,,,MIKIPULLEY(SHANG HAI),9800
MPTJ,2,20211227,20220311,IN,MIKIPULLEY(SHANG HAI),9800,12B-12B,SFC-035SA2,8,RMB,77,,2301,,,MIKIPULLEY(SHANG HAI),9800
MPTJ,2,20211227,20220412,IN,MIKIPULLEY(SHANG HAI),9800,12B-12B,SFC-035SA2,4,RMB,77,,2301,,,MIKIPULLEY(SHANG HAI),9800
MPTJ,2,20211227,20220512,IN,MIKIPULLEY(SHANG HAI),9800,12B-12B,SFC-035SA2,4,RMB,77,,2301,,,MIKIPULLEY(SHANG HAI),9800
MPTJ,2,20211227,20220610,IN,MIKIPULLEY(SHANG HAI),9800,12B-12B,SFC-035SA2,4,RMB,77,,2301,,,MIKIPULLEY(SHANG HAI),9800
MPTJ,2,20211227,20211229,IN,MIKIPULLEY(SHANG HAI),9800,19B-30B,SFC-050DA2,150,RMB,77.4,,2301,,,MIKIPULLEY(SHANG HAI),9800
MPTJ,2,20211227,20211223,IN,MIKIPULLEY(SHANG HAI),9800,22BHA-24BHA,ALS-065ARN,2,RMB,97,,2202,,,MIKIPULLEY(SHANG HAI),9800
MPTJ,2,20211227,20211229,IN,MIKIPULLEY(SHANG HAI),9800,38KK-40KK,SFF-100DS,4,RMB,432,,2302,,,MIKIPULLEY(SHANG HAI),9800
