据点ID,区分,出货日期,客户希望纳期,销售GPR内外,英文顾客,顧客業種C,规格型号,产品名称,数量,货币,不含税价格,成本金额,中分类C,供应商名称,供应商集团内外,终端用户英文,终端用户行业C,ID
MPSH,3,20220114,20211217,OUT,ANSEN,8000,123421900,BXH-10-10S1G 24V 19DIN,20,RMB,571,,1401,MPJP,IN,常州精纳,0140,34
MPSH,3,20220114,20211217,OUT,ANSEN,8000,121900500,BXH-10-10G 24V 19DIN,1,RMB,548,,1401,MPJP,IN,,,35
MPSH,3,20220114,20211217,OUT,ANSEN,8000,100065000,AK-106-AN-14N,1,RMB,780,,3101,MPJP,IN,,,36
MPSH,3,20220114,20211217,OUT,ANSEN,8000,100102800,PE-125-AN-18H,1,RMB,836,,3101,MPJP,IN,,,37
MPSH,3,20220114,20211217,OUT,ANSEN,8000,122296600,111-16-12G 24V 40JIS,2,RMB,1109,,1301,MPJP,IN,,,38
MPSH,3,20220114,20211217,OUT,ANSEN,8000,129217400,101-16-11G 24V R28DIN A40DIN,2,RMB,1208,,1301,MPJP,IN,,,39
MPSH,3,20220114,20211217,OUT,ANSEN,8000,071288600,CPU-46-A-19B-19B,2,RMB,537,,2901,MPJP,IN,,,40
MPSH,3,20220114,20211217,OUT,ANSEN,8000,123412100,ETP-A-20,100,RMB,187,,2601,MPJP,IN,广州思肯德,9099,41
MPSH,3,20220114,20211217,OUT,ANSEN,8000,123411900,ETP-A-15,100,RMB,181,,2601,MPJP,IN,广州思肯德,9099,42
MPSH,3,20220114,20211217,OUT,ANSEN,8000,105659100,RSE-15,2,RMB,289,,2503,MPJP,IN,,,43
MPSH,3,20220114,20211217,OUT,ANSEN,8000,105642600,ETP-A-30,1,RMB,318,,2601,MPJP,IN,,,44
MPSH,3,20220114,20211217,OUT,ANSEN,8000,106800400,E2,2,RMB,1942,,3104,MPJP,IN,,,45
MPSH,3,20220114,20211217,OUT,ANSEN,8000,028050300,DSCR-200 19-12,2,RMB,1041,,2501,MPJP,IN,,,46
MPSH,3,20220114,20220121,OUT,ANSEN,8000,108922800,NSS 10.9.12,4,RMB,3200,,2902,MPJP,IN,安庆恒昌,9004,47
MPSH,3,20220114,20211217,OUT,ANSEN,8000,104551000,SFS-06S,2,RMB,310,,2302,MPJP,IN,,,48
MPSH,3,20220114,20211217,OUT,ANSEN,8000,129797100,SFC-050SA2-19BJ-25BJ,2,RMB,390,,2301,MPJP,IN,,,49
MPSH,3,20220114,20211217,OUT,ANSEN,8000,125801900,MM-16K-S 14H-16H,1,RMB,682,,2502,MPJP,IN,,,50
MPSH,3,20220114,20211217,OUT,ANSEN,8000,121519100,BXW-04-10H-24V-10,6,RMB,177,,1201,MPJP,IN,,,51
MPSH,3,20220114,20211217,OUT,ANSEN,8000,026062500,MM-24K 16H-22H,1,RMB,785,,2502,MPJP,IN,,,52
MPSH,3,20220114,20211217,OUT,ANSEN,8000,103199500,102-05-35 24V R10MM A10MM,6,RMB,467,,1101,MPJP,IN,,,53
MPSH,3,20220114,20211217,OUT,ANSEN,8000,106803200,JK2,5,RMB,2012,,3104,MPJP,IN,贝卡尔特,9002,54
MPSH,3,20220114,20211217,OUT,ANSEN,8000,104559900,SFS-06S-15M-16C,4,RMB,672,,2302,MPJP,IN,,,55
MPSH,3,20220114,20211217,OUT,ANSEN,8000,104952700,MM-35K,1,RMB,1731,,2502,MPJP,IN,,,56
MPSH,3,20220114,20211217,OUT,ANSEN,8000,108922900,NSS 13.9.14,2,RMB,4253,,2902,MPJP,IN,杭州轻工业,2320,57
MPSH,3,20220114,20220111,OUT,JIANTAI,8000,104960100,MF-8K,1,RMB,499,,2502,MPJP,IN,东莞建泰,9004,58
MPSH,3,20220114,20211230,OUT,JULIAN,8000,122648500,121-16-10G,6,RMB,5767,,1302,MPJP,IN,上海雅斯依,9099,59
MPSH,3,20220114,20211201,OUT,JULIAN,8000,122648500,121-16-10G,5,RMB,5767,,1302,MPJP,IN,上海雅斯依,9099,60
MPSH,3,20220114,20210730,OUT,BITPASS,8000,103191100,102-05-13 24V 10DIN,500,RMB,182,,1101,MPJP,IN,苏州迈为,1190,61
MPSH,3,20220114,20211104,OUT,BITPASS,8000,129629400,SFF-120DS-35K-40K-600N,20,RMB,1087,,2302,MPJP,IN,安徽乔崴进,1020,62
MPSH,3,20220114,20211211,OUT,BITPASS,8000,,SFF-120DS-40KK-65KJ-600N,2,RMB,1465,,2302,MPJP,IN,上海东富龙,1820,63
MPSH,3,20220114,20211203,OUT,BITPASS,8000,131600800,SRG-070DS-32KK-35KK,4,RMB,380,,2303,MPJP,IN,上海交通大学,9099,64
MPSH,3,20220114,20220211,OUT,BITPASS,8000,128961200,BXR-015-10LE-006-C5,2,RMB,467,,1201,MPJP,IN,宁波欣尚,9099,65
MPSH,3,20220114,20211231,OUT,BITPASS,8000,120957400,ETP-T-20-C,2,RMB,1117,,2601,MPJP,IN,上海东富龙,1820,66
MPSH,3,20220114,20220107,OUT,BITPASS,8000,122301100,111-25-13G 24V,1,RMB,3254,,1301,MPJP,IN,上海联泰,1190,67
MPSH,3,20220114,20220130,OUT,TIANJIN AOXIANG,8000,128742000,BXR-050-10LE-320,100,RMB,259,,1201,MPJP,IN,北京哈工大,1290,68
MPSH,3,20220114,20220110,OUT,TIANJIN AOXIANG,8000,104547300,SFS-05S 12H-16H,1,RMB,486,,2302,MPJP,IN,唐山爱信,1030,69
MPSH,3,20220114,20220210,OUT,TIANJIN AOXIANG,8000,128962400,BXR-020-10LE-014-C8,10,RMB,345,,1201,MPJP,IN,北京福尔哈贝,0170,70
MPSH,3,20220114,20220130,OUT,TIANJIN AOXIANG,8000,110545100,spider L-090,1,RMB,14,,2202,MPJP,IN,天津联诚,1610,71
MPSH,3,20220114,20211210,OUT,ZHENGYI BEARING,8000,122296600,111-16-12G 24V 40JIS,1,RMB,1220,,1301,MPJP,IN,深圳中基,1190,72
MPSH,3,20220114,20211230,OUT,HANZ,8000,129013500,ETP-E-015-NH,430,RMB,265,,2601,MPJP,IN,江苏开璇,9099,73
MPSH,3,20220114,20220120,OUT,THK,1000,104726000,SFS-12S-35M-40M,4,RMB,1350,,2302,MPJP,IN,常州THK,1290,74
MPSH,3,20220114,20220107,OUT,KITAGAWA,1000,122051900,SFC-040DA2-T007,60,RMB,193,,2301,MPJP,IN,沈阳北川,0290,75
MPSH,3,20220114,20220129,OUT,MISUMI,8000,104250900,CF-A-004-O2-1360,1,RMB,567.52,,2101,MPJP,IN,米思米,8020,76
MPSH,3,20220114,20220302,OUT,NICHIDEN,8000,104378700,CF-A-050-O0-1360,15,RMB,420,,2101,,,罗姆半导体,1190,77
MPSH,3,20220114,20211105,OUT,TSUGAMI,1000,129915300,SFM-120SS-48B-50B-600N-G2.5/10000,25,RMB,2007,,2302,MPJP,IN,津上精密,1090,78
MPSH,3,20220114,20211206,OUT,TSUGAMI,1000,129915300,SFM-120SS-48B-50B-600N-G2.5/10000,7,RMB,2007,,2302,MPJP,IN,津上精密,1090,79
MPSH,3,20220114,20220103,OUT,TSUGAMI,1000,129303600,SFF-060SS-T011N,10,RMB,669,,2302,MPJP,IN,津上精密,1090,80
MPSH,3,20220114,20220120,OUT,SUZHOU ZHENGYI,8000,121519100,BXW-04-10H-24V-10,30,RMB,191,,1201,MPJP,IN,昆山达和,1910,81
MPSH,3,20220114,20211210,OUT,AMADA,1000,080343100,2322V441K,10,RMB,281.9,,3101,MPJP,IN,天田机床,1090,82
MPSH,3,20220114,20211210,OUT,AMADA,1000,080339200,2322V521,10,RMB,187.93,,3101,MPJP,IN,天田机床,1090,83
MPSH,3,20220114,20220125,OUT,AMADA,1000,080343100,2322V441K,20,RMB,281.9,,3101,MPJP,IN,天田机床,1090,84
MPSH,3,20220114,20220125,OUT,AMADA,1000,080339200,2322V521,15,RMB,187.93,,3101,MPJP,IN,天田机床,1090,85
MPSH,3,20220114,20220220,OUT,ETLA TECHNOLOGY,8000,666895,560.13（666895）,97,RMB,3123,,1501,其他,OUT,永利利,1490,86
MPSH,3,20220114,20220202,OUT,ACE,8000,129837400,SFF-120DS-40K-40KK-600N,30,RMB,676,,2302,MPJP,IN,宁波海天,1010,87
MPSH,3,20220114,20220114,IN,MIKIPULLY TJ,,,压敏电阻（MLVS),240000,RMB,2.4602,,3101,其他,OUT,,,88
MPSH,3,20220114,20220114,IN,MIKIPULLY TJ,,,稳压二极管（ZENER DIODE),30000,RMB,0.1947,,3101,其他,OUT,,,89
