据点ID,区分,出货日期,客户希望纳期,销售GPR内外,英文顾客,顧客業種C,规格型号,产品名称,数量,货币,不含税价格,成本金额,中分类C,供应商名称,供应商集团内外,终端用户英文,终端用户行业C,ID
MPSH,3,20220114,20211217,OUT,ACE,8000,028033100,ACRM-100 10-10,5,RMB,136,,2501,MPJP,IN,,,1
MPSH,3,20220114,20211217,OUT,ACE,8000,033002600,SD-53B-16R,5,RMB,81,,3107,MPJP,IN,泉州市汉威,1020,2
MPSH,3,20220114,20211001,OUT,ACE,8000,129832400,SFF-140DS-40KK-55K-800N,40,RMB,758,,2302,MPJP,IN,宁波海天,1010,3
MPSH,3,20220114,20211119,OUT,ACE,8000,129905900,SFF-120SS-40KK-55K-600N,1,RMB,672,,2302,MPJP,IN,宁波海天,1010,4
MPSH,3,20220114,20211105,OUT,ACE,8000,129905900,SFF-120SS-40KK-55K-600N,3,RMB,672,,2302,MPJP,IN,宁波海天,1010,5
MPSH,3,20220114,20211119,OUT,ACE,8000,130003600,SFF-120DS-40KK-40KK-600N,1,RMB,793,,2302,MPJP,IN,济南二机床,1010,6
MPSH,3,20220114,20211119,OUT,ACE,8000,126813500,SFH-190S-T015,10,RMB,2509,,2302,MPJP,IN,宁波海天,1010,7
MPSH,3,20220114,20211217,OUT,ACE,8000,131148000,SFF-090DS-45K-45K-300N,2,RMB,777,,2302,MPJP,IN,,,8
MPSH,3,20220114,20211217,OUT,ACE,8000,131148100,SFF-090DS-32K-45K-300N,2,RMB,777,,2302,MPJP,IN,,,9
MPSH,3,20220114,20211217,OUT,ACE,8000,129440200,SFF-100DS-40K-40K-450N,8,RMB,884,,2302,MPJP,IN,,,10
MPSH,3,20220114,20211217,OUT,ACE,8000,129990500,SFF-090DS-32K-35K-300N,2,RMB,777,,2302,MPJP,IN,,,11
MPSH,3,20220114,20220105,OUT,ACE,8000,129725700,SFC-055DA2-22B-22K,30,RMB,248,,2301,MPJP,IN,青岛高测,1010,12
MPSH,3,20220114,20211217,OUT,ACE,8000,105645300,ETP-A-45,10,RMB,416,,2601,MPJP,IN,威海银河,2130,13
MPSH,3,20220114,20211217,OUT,ACE,8000,104948600,MM-14K,50,RMB,218,,2502,MPJP,IN,东莞鸿铭,1010,14
MPSH,3,20220114,20211217,OUT,ACE,8000,121899900,BXL-08-10G 24V 14DIN,10,RMB,440,,1401,MPJP,IN,,,15
MPSH,3,20220114,20211217,OUT,ACE,8000,104949500,MM-20K,2,RMB,475,,2502,MPJP,IN,,,16
MPSH,3,20220114,20211217,OUT,ACE,8000,105641200,ETP-A-25,2,RMB,283,,2601,MPJP,IN,东莞铭慧,1190,17
MPSH,3,20220114,20211217,OUT,ACE,8000,105632700,ETP-T-15,3,RMB,752,,2601,MPJP,IN,,,18
MPSH,3,20220114,20211217,OUT,ACE,8000,105634700,ETP-T-25,20,RMB,800,,2601,MPJP,IN,青岛高校,0920,19
MPSH,3,20220114,20211217,OUT,ACE,8000,105636400,ETP-T-35,5,RMB,922,,2601,MPJP,IN,青岛高校,0920,20
MPSH,3,20220114,20211217,OUT,ACE,8000,028024600,ARM-100 10-10,20,RMB,110,,2501,MPJP,IN,,,21
MPSH,3,20220114,20211217,OUT,ACE,8000,105637400,ETP-T-50,20,RMB,1032,,2601,MPJP,IN,天津金桥,9092,22
MPSH,3,20220114,20211217,OUT,ACE,8000,129014900,ETP-E-045-NH,28,RMB,733,,2601,MPJP,IN,,,23
MPSH,3,20220114,20211217,OUT,ACE,8000,129536600,SFC-055DA2-19B-22B,2,RMB,309,,2301,MPJP,IN,,,24
MPSH,3,20220114,20211217,OUT,ACE,8000,125098500,SFF-070SS-25B-35BS-100N,1,RMB,835,,2302,MPJP,IN,,,25
MPSH,3,20220114,20211217,OUT,ACE,8000,110645700,SFS-09S 22H-24H,1,RMB,715,,2302,MPJP,IN,,,26
MPSH,3,20220114,20211217,OUT,ACE,8000,104634700,SFS-09S 19H-22H,1,RMB,715,,2302,MPJP,IN,,,27
MPSH,3,20220114,20211217,OUT,ACE,8000,120163500,CPE-29-12B-14B,5,RMB,375,,2901,MPJP,IN,,,28
MPSH,3,20220114,20211217,OUT,ACE,8000,120162700,CPE-29-10B-14B,5,RMB,375,,2901,MPJP,IN,,,29
MPSH,3,20220114,20211217,OUT,ACE,8000,103159000,102-03-11 24V R6DIN A6DIN,1,RMB,221,,1101,MPJP,IN,,,30
MPSH,3,20220114,20211211,OUT,ACE,8000,104945400,MM-6K,50,RMB,125.14,,2502,MPJP,IN,东莞鸿铭,1910,31
MPSH,3,20220114,20211119,OUT,ANSEN,8000,130030500,SFF-120DS-40K-50K-600N,15,RMB,864,,2302,MPJP,IN,天津精诚,1010,32
MPSH,3,20220114,20211203,OUT,ANSEN,8000,,SFM-120DS-T012N,2,RMB,2500,,2302,MPJP,IN,南通常测,1520,33
