据点ID,区分,受注日期,客户希望纳期,销售GPR内外,英文顾客,顧客業種C,规格型号,产品名称,受注数量,货币,不含税价格,成本金额,中分类C,供应商名称,供应商集团内外,终端用户英文,终端用户行业C,ID
MPSH,1,20220104,20220118,OUT,MISUMI,8000,121709900,SFC-030SA2-8B-11B,2,RMB,126,,2301,MPTJ,OUT,米思米,8020,1
MPSH,1,20220104,20220118,OUT,MISUMI,8000,,ALS-030-R-11B-14B,5,RMB,72.26,,2202,MPTJ,OUT,米思米,8020,2
MPSH,1,20220104,20220211,OUT,MISUMI,8000,121700300,SFC-030DA2-10B-10B,1,RMB,128.21,,2301,MPTJ,OUT,米思米,8020,3
MPSH,1,20220104,20220211,OUT,MISUMI,8000,121903500,SFC-040DA2-8B-19B,1,RMB,162.39,,2301,MPTJ,OUT,米思米,8020,4
MPSH,1,20220104,20220211,OUT,MISUMI,8000,121711000,SFC-020DA2-10B-10B,2,RMB,121.37,,2301,MPTJ,OUT,米思米,8020,5
MPSH,1,20220104,20220106,OUT,MITSUBISHI,0100,128884000,BXW-03-10-82,180,RMB,146.15,,1201,MPTW,OUT,三菱电机,0140,6
MPSH,1,20220104,20220114,OUT,MITSUBISHI,0100,128884000,BXW-03-10-82,20,RMB,146.15,,1201,MPTW,OUT,三菱电机,0140,7
MPSH,1,20220104,20220114,OUT,MITSUBISHI,0100,128884000,BXW-03-10-82,60,RMB,146.15,,1201,MPTW,OUT,三菱电机,0140,8
MPSH,1,20220104,20220114,OUT,MITSUBISHI,0100,128884000,BXW-03-10-82,80,RMB,146.15,,1201,MPTW,OUT,三菱电机,0140,9
MPSH,1,20220104,20220114,OUT,MITSUBISHI,0100,,BXR-13-20-A-22,810,RMB,346.2,,1401,MPTJ,OUT,三菱电机,0140,10
MPSH,1,20220104,20220119,OUT,MITSUBISHI,0100,,BXR-09-20-A-22,540,RMB,235.6,,1401,MPTJ,OUT,三菱电机,0140,11
MPSH,1,20220104,20220119,OUT,MITSUBISHI,0100,,BXR-13-20-A-22,270,RMB,346.2,,1401,MPTJ,OUT,三菱电机,0140,12
MPSH,1,20220104,20220121,OUT,MITSUBISHI,0100,128884000,BXW-03-10-82,80,RMB,146.15,,1201,MPTW,OUT,三菱电机,0140,13
MPSH,1,20220104,20220220,OUT,TIANJIN AOXIANG,8000,128749700,BXR-035-10LE-062,1000,RMB,257,,1201,MPJP,IN,北京思灵,1520,14
MPSH,1,20220104,20220220,OUT,TIANJIN AOXIANG,8000,128740200,BXR-040-10LE-132,1000,RMB,253,,1201,MPJP,IN,北京思灵,1520,15
MPSH,1,20220104,20220218,OUT,ACE,8000,122647500,121-08-20G,10,RMB,1255,,1302,MPJP,IN,泰州海峰,9099,16
MPSH,1,20220104,20220218,OUT,ACE,8000,129905900,SFF-120SS-40KK-55K-600N,2,RMB,672,,2302,MPJP,IN,宁波海天,1010,17
MPSH,1,20220104,20220218,OUT,ACE,8000,126813500,SFH-190S-T015,10,RMB,2509,,2302,MPJP,IN,宁波海天,1010,18
MPSH,1,20220104,20220216,OUT,TSUGAMI,1000,127327600,SFC-050SA2-18BJ-19BJ,4,RMB,296,,2301,MPJP,IN,津上精密,1090,19
MPSH,1,20220104,20220316,OUT,TSUGAMI,1000,127412600,SRG-035CS-T006,54,RMB,278,,2303,MPJP,IN,津上精密,1090,20
MPSH,1,20220104,20220127,OUT,TSUGAMI,1000,123146700,PSL-G-48,5,RMB,108,,2602,MPJP,IN,津上精密,1090,21
MPSH,1,20220104,20220124,OUT,TSUGAMI,1000,123146900,PSL-G-55,43,RMB,117,,2602,MPTJ,OUT,津上精密,1090,22
MPSH,1,20220104,20220124,OUT,TSUGAMI,1000,127325600,SFF-060SS-T017N,40,RMB,147,,2302,MPTJ,OUT,津上精密,1090,23
MPSH,1,20220104,20220124,OUT,TSUGAMI,1000,127325600,SFF-060SS-T017N,166,RMB,147,,2302,MPTJ,OUT,津上精密,1090,24
MPSH,1,20220104,20220308,OUT,STAR PRECISION,1000,,SFC-050SA2-T092,65,RMB,148,,2301,MPTJ,OUT,斯大精密,1090,25
MPSH,1,20220104,20220208,OUT,STAR PRECISION,1000,,SFC-050SA2-T171,510,RMB,186,,2301,MPTJ,OUT,斯大精密,1090,26
MPSH,1,20220104,20220308,OUT,STAR PRECISION,1000,,SFC-050SA2-T171,140,RMB,186,,2301,MPTJ,OUT,斯大精密,1090,27
MPSH,1,20220104,20220407,OUT,STAR PRECISION,1000,,SFC-050SA2-T171,460,RMB,186,,2301,MPTJ,OUT,斯大精密,1090,28
MPSH,1,20220104,20220208,OUT,STAR PRECISION,1000,,SFC-050SA2-T172,350,RMB,186,,2301,MPTJ,OUT,斯大精密,1090,29
MPSH,1,20220104,20220308,OUT,STAR PRECISION,1000,,SFC-050SA2-T172,590,RMB,186,,2301,MPTJ,OUT,斯大精密,1090,30
MPSH,1,20220104,20220407,OUT,STAR PRECISION,1000,,SFC-050SA2-T172,790,RMB,186,,2301,MPTJ,OUT,斯大精密,1090,31
MPSH,1,20220104,20220308,OUT,STAR PRECISION,1000,,SFC-050SA2-T184,30,RMB,192,,2301,MPTJ,OUT,斯大精密,1090,32
MPSH,1,20220104,20220407,OUT,STAR PRECISION,1000,,SFC-050SA2-T184,120,RMB,192,,2301,MPTJ,OUT,斯大精密,1090,33
MPSH,1,20220104,20220423,OUT,STAR PRECISION,1000,,SFC-050SA2-T184,20,RMB,192,,2301,MPTJ,OUT,斯大精密,1090,34
MPSH,1,20220104,20220423,OUT,STAR PRECISION,1000,,SFC-050SA2-T196,20,RMB,192,,2301,MPTJ,OUT,斯大精密,1090,35
MPSH,1,20220104,20220308,OUT,STAR PRECISION,1000,,SFC-050SA2-T212,180,RMB,153,,2301,MPTJ,OUT,斯大精密,1090,36
MPSH,1,20220104,20220112,OUT,TOYO AUTOMATION,8000,,SFC-020SA2-6.35B-7B,20,RMB,34.5044,,2301,MPTJ,OUT,东佑达,1210,37
MPSH,1,20220104,20220112,OUT,TOYO AUTOMATION,8000,121292700,SFC-010DA2-8B-8B,50,RMB,66,,2301,MPTJ,OUT,东佑达,1210,38
MPSH,1,20220104,20220112,OUT,TOYO AUTOMATION,8000,121711000,SFC-020DA2-10B-10B,25,RMB,63.7965,,2301,MPTJ,OUT,东佑达,1210,39
MPSH,1,20220104,20220127,OUT,BITPASS,8000,,ALS-040ARN-12BHA-19BHA,663,RMB,45,,2202,MPTJ,OUT,蓝思智能,1290,40
MPSH,1,20220104,20220105,OUT,RUJIANG-SHENZHENG,8000,125619200,SFC-025SA2-8B-8B,4,RMB,41,,2301,MPTJ,OUT,深圳世宗,1190,41
MPSH,1,20220104,20220105,OUT,RUJIANG-SHENZHENG,8000,,SFC-025SA2-8B-10B,2,RMB,41,,2301,MPTJ,OUT,深圳世宗,1190,42
MPSH,1,20220104,20220105,OUT,RUJIANG-SHENZHENG,8000,121564000,SFC-035SA2-12B-14B,1,RMB,48,,2301,MPTJ,OUT,深圳世宗,1190,43
MPSH,1,20220104,20220218,OUT,ANSEN,8000,130262300,SFF-140DS-55KJ-55KJ-1000N,20,RMB,1336,,2302,MPJP,IN,台一精工,1910,44
MPSH,1,20220104,20220304,OUT,ANSEN,8000,123426200,111-20-12G 24V 40DIN,5,RMB,1846,,1301,MPJP,IN,,,45
MPSH,1,20220104,20220401,OUT,ANSEN,8000,126079400,SRG-070DS-35K-35K,2,RMB,350,,2303,MPJP,IN,,,46
MPSH,1,20220104,20220315,OUT,ZHENGYI BEARING,8000,129563900,SFF-120SS-40K-40K-600N,16,RMB,1120,,2302,MPJP,IN,环球工业,1010,47
MPSH,1,20220104,20220221,OUT,OKUMA,1000,123146100,PSL-G-32,6,RMB,112,,2602,MPTJ,OUT,北一大隈,1090,48
MPSH,1,20220104,20220221,OUT,OKUMA,1000,,SFF-080DS-T003,17,RMB,447,,2302,MPTJ,OUT,北一大隈,1090,49
MPSH,1,20220104,20220221,OUT,OKUMA,1000,121365600,SFF-080SS-22K-35KS,17,RMB,366,,2302,MPTJ,OUT,北一大隈,1090,50
MPSH,1,20220104,20220131,OUT,NICHIDEN,8000,125630400,SFC-025DA2-8B-8B,4,RMB,148,,2301,MPTJ,OUT,TOWA半导体,1190,51
MPSH,1,20220104,20220131,OUT,NICHIDEN,8000,125630400,SFC-025DA2-8B-8B,4,RMB,148,,2301,MPTJ,OUT,TOWA半导体,1190,52
MPSH,1,20220104,20220111,OUT,ZHENGYI BEARING,8000,,SFC-050DA2-18BH-24BH,2,RMB,265,,2301,MPTJ,OUT,利元亨,1290,53
MPSH,1,20220104,20220111,OUT,ZHENGYI BEARING,8000,128349600,SFC-040SA2-18BH-19BH,1,RMB,154,,2301,MPTJ,OUT,利元亨,1290,54
MPSH,1,20220104,20220116,OUT,ORION MACHINERY,1900,123145700,PSL-G-24,2,RMB,106,,2602,MPTJ,OUT,奥利安,1910,55
