据点ID,区分,受注日期,客户希望纳期,销售GPR内外,英文顾客,顧客業種C,规格型号,产品名称,受注数量,货币,不含税价格,成本金额,中分类C,供应商名称,供应商集团内外,终端用户英文,终端用户行业C,ID
MPSH,1,20220105,20220218,OUT,ACE,8000,104948600,MM-14K,50,RMB,218,,2502,MPJP,IN,东莞鸿铭,1910,1
MPSH,1,20220105,20220218,OUT,ACE,8000,104948900,MM-16K,10,RMB,345,,2502,MPJP,IN,,,2
MPSH,1,20220105,20220218,OUT,ACE,8000,104740200,SFS-14S 40H-40H,4,RMB,1347,,2302,MPJP,IN,广东东方精工,1010,3
MPSH,1,20220105,20220218,OUT,ACE,8000,104709800,SFS-12S 35H-35H,8,RMB,1021,,2302,MPJP,IN,广东东方精工,1010,4
MPSH,1,20220105,20220218,OUT,ACE,8000,,BXR-035-10LE-062-P14,7,RMB,511,,1201,MPJP,IN,,,5
MPSH,1,20220105,20220218,OUT,ACE,8000,,BXR-040-10LE-132-P14,5,RMB,511,,1201,MPJP,IN,,,6
MPSH,1,20220105,20220218,OUT,ACE,8000,,BXR-050-10LE-320-P20,5,RMB,511,,1201,MPJP,IN,,,7
MPSH,1,20220105,20220112,OUT,ACE,8000,,SFF-100DS-38KK-38KK,100,RMB,458,,2302,MPTJ,OUT,青岛高测,1010,8
MPSH,1,20220105,20220112,OUT,ACE,8000,,SFF-100DS-38KK-42KK,50,RMB,458,,2302,MPTJ,OUT,青岛高测,1010,9
MPSH,1,20220105,20220111,OUT,MISUMI,8000,121745900,SFC-040DA2-14B-15B,2,RMB,162.39,,2301,MPTJ,OUT,米思米,8020,10
MPSH,1,20220105,20220224,OUT,OKUMA,1000,121365600,SFF-080SS-22K-35KS,2,RMB,366,,2302,MPTJ,OUT,北一大隈,1090,11
MPSH,1,20220105,20220224,OUT,OKUMA,1000,,SFF-080DS-T003,2,RMB,447,,2302,MPTJ,OUT,北一大隈,1090,12
MPSH,1,20220105,20220114,OUT,YONGFUWANG-SHENZHENG,8000,121366200,SFC-050DA2-16B-19B,4,RMB,259,,2301,MPTJ,OUT,裕尚,9099,13
MPSH,1,20220105,20220303,OUT,HEXI,8000,121515000,BXW-03-10H-24V-8,4,RMB,164,,1201,MPJP,IN,佛山松泽,9099,14
MPSH,1,20220105,20220129,OUT,NICHIDEN,8000,121724700,SFC-040DA2-10B-14B,1,RMB,192,,2301,MPTJ,OUT,TOWA半导体,1190,15
MPSH,1,20220105,20220129,OUT,NICHIDEN,8000,121454900,SFC-020DA2-8B-8B,2,RMB,142,,2301,MPTJ,OUT,TOWA半导体,1190,16
MPSH,1,20220105,20220129,OUT,NICHIDEN,8000,125709900,SFC-025DA2-10B-14B,1,RMB,148,,2301,MPTJ,OUT,TOWA半导体,1190,17
MPSH,1,20220105,20220129,OUT,NICHIDEN,8000,121724700,SFC-040DA2-10B-14B,1,RMB,192,,2301,MPTJ,OUT,TOWA半导体,1190,18
MPSH,1,20220105,20220129,OUT,NICHIDEN,8000,121454900,SFC-020DA2-8B-8B,2,RMB,142,,2301,MPTJ,OUT,TOWA半导体,1190,19
MPSH,1,20220105,20220129,OUT,NICHIDEN,8000,125709900,SFC-025DA2-10B-14B,1,RMB,148,,2301,MPTJ,OUT,TOWA半导体,1190,20
MPSH,1,20220105,20220112,OUT,BITPASS,8000,123416400,101-08-15G 24V R15DIN A15DIN,4,RMB,354,,1301,MPTJ,OUT,昆山新捷鸿,9099,21
MPSH,1,20220105,20220112,OUT,BITPASS,8000,123424500,111-08-12G 24V 15DIN,4,RMB,211,,1301,MPTJ,OUT,昆山新捷鸿,9099,22
MPSH,1,20220105,20220112,OUT,BITPASS,8000,121849000,SFC-060SA2-22B-22B,15,RMB,135,,2301,MPTJ,OUT,昆山杰士德,1190,23
MPSH,1,20220105,20220106,OUT,BITPASS,8000,121716700,SFC-060SA2-20B-24B,2,RMB,135,,2301,MPTJ,OUT,苏州迈为,1190,24
