据点ID,区分,受注日期,客户希望纳期,销售GPR内外,英文顾客,顧客業種C,规格型号,产品名称,受注数量,货币,不含税价格,成本金额,中分类C,供应商名称,供应商集团内外,终端用户英文,终端用户行业C,ID
MPSH,1,20220105,20220112,OUT,BITPASS,8000,121831500,SFC-060SA2-30B-30B,8,RMB,135,,2301,MPTJ,OUT,杭州长川,9099,25
MPSH,1,20220105,20220112,OUT,BITPASS,8000,121732900,SFC-060DA2-20B-20B,4,RMB,159,,2301,MPTJ,OUT,杭州长川,9099,26
MPSH,1,20220105,20220112,OUT,BITPASS,8000,121324800,SFC-035DA2-8B-14B,9,RMB,67,,2301,MPTJ,OUT,杭州长川,9099,27
MPSH,1,20220105,20220112,OUT,BITPASS,8000,121843400,SFC-040SA2-8B-14B,4,RMB,53,,2301,MPTJ,OUT,杭州长川,9099,28
MPSH,1,20220105,20220112,OUT,BITPASS,8000,121482800,SFC-040SA2-10B-14B,1,RMB,53,,2301,MPTJ,OUT,杭州长川,9099,29
MPSH,1,20220105,20220112,OUT,BITPASS,8000,121349200,SFC-020SA2-8B-8B,4,RMB,41,,2301,MPTJ,OUT,杭州长川,9099,30
MPSH,1,20220105,20220112,OUT,BITPASS,8000,121485900,SFC-020SA2-6B-10B,2,RMB,41,,2301,MPTJ,OUT,杭州长川,9099,31
MPSH,1,20220105,20220110,OUT,FTS-SHENZHENG,8000,121436900,SFC-030SA2-8B-8B,120,RMB,80,,2301,MPTJ,OUT,深圳华大,1490,32
MPSH,1,20220105,20220114,OUT,TIANJIN AOXIANG,8000,123150300,PSL-K-14,68,RMB,63,,2602,MPTJ,OUT,天津安瑞,9099,33
MPSH,1,20220105,20220114,OUT,TIANJIN AOXIANG,8000,,125-08-12N,20,RMB,850,,1302,MPTJ,OUT,众利香河,1810,34
MPSH,1,20220105,20220310,OUT,TIANJIN AOXIANG,8000,105637400,ETP-T-50,30,RMB,897,,2601,MPJP,IN,北京控制工程,1520,35
MPSH,1,20220105,20220310,OUT,TIANJIN AOXIANG,8000,033261300,SD-53B-80-15-25L,96,RMB,202,,3107,MPJP,IN,天津信实,1510,36
MPSH,1,20220105,20220107,OUT,BITPASS,8000,121437500,SFC-030DA2-10B-14B,4,RMB,61,,2301,MPTJ,OUT,昆山杰士德,1190,37
MPSH,1,20220105,20220107,OUT,BITPASS,8000,121454900,SFC-020DA2-8B-8B,6,RMB,58,,2301,MPTJ,OUT,昆山杰士德,1190,38
