据点ID,区分,出货日期,客户希望纳期,销售GPR内外,英文顾客,顧客業種C,规格型号,产品名称,数量,货币,不含税价格,成本金额,中分类C,供应商名称,供应商集团内外,终端用户英文,终端用户行业C,ID
MPSH,3,20220106,20211231,OUT,TIANRUICHENG,8000,676140,546.31.4.5(676140),16,RMB,16690,,1501,其他,OUT,海螺集团,9090,18
MPSH,3,20220106,20211231,OUT,TIANRUICHENG,8000,676171,546.31.4.5(676171),19,RMB,18540,,1501,其他,OUT,海螺集团,9090,19
MPSH,3,20220106,20211222,OUT,TOYO AUTOMATION,8000,121700300,SFC-030DA2-10B-10B,10,RMB,67.097,,2301,MPTJ,OUT,东佑达,1210,20
MPSH,3,20220106,20211222,OUT,TOYO AUTOMATION,8000,121437500,SFC-030DA2-10B-14B,2,RMB,67.095,,2301,MPTJ,OUT,东佑达,1210,21
MPSH,3,20220106,20211221,OUT,TOYO AUTOMATION,8000,121758400,SFC-050SA2-17B-24B,2,RMB,93,,2301,MPTJ,OUT,东佑达,1210,22
MPSH,3,20220106,20211223,OUT,TSUGAMI,1000,,SFC-020DA2-8B-8B L=30,1,RMB,185,,2301,MPTJ,OUT,津上精密,1090,23
MPSH,3,20220106,20211217,OUT,BITPASS,8000,122014000,SFC-010SA2-6.35B-8B,400,RMB,40,,2301,MPTJ,OUT,苏州赛腾,1590,24
MPSH,3,20220106,20211223,OUT,BITPASS,8000,121851600,SFC-050SA2-16B-16B,30,RMB,75,,2301,MPTJ,OUT,昆山杰士德,1190,25
MPSH,3,20220106,20211223,OUT,BITPASS,8000,121733700,SFC-060SA2-22B-25B,8,RMB,135,,2301,MPTJ,OUT,上海联泰,1190,26
MPSH,3,20220106,20211223,OUT,BITPASS,8000,123007200,SFC-080SA2-25B-32B,4,RMB,285,,2301,MPTJ,OUT,天津丹克尔,1520,27
MPSH,3,20220106,20211228,OUT,BITPASS,8000,,ALS-040ARN-19BHA-24BHA,2,RMB,45,,2202,MPTJ,OUT,苏州迈为,1190,28
MPSH,3,20220106,20211223,OUT,BITPASS,8000,,SFC-080DA2-32B-35K,4,RMB,333,,2301,MPTJ,OUT,苏州迈为,1190,29
MPSH,3,20220106,20211223,OUT,BITPASS,8000,,SFC-080DA2-22B-32K,4,RMB,333,,2301,MPTJ,OUT,苏州迈为,1190,30
MPSH,3,20220106,20211223,OUT,BITPASS,8000,121609100,SFC-060SA2-17B-22B,10,RMB,135,,2301,MPTJ,OUT,上海联泰,1190,31
MPSH,3,20220106,20211222,OUT,BITPASS,8000,122998700,SFC-080DA2-22B-32B,4,RMB,333,,2301,MPTJ,OUT,上海东富龙,1820,32
MPSH,3,20220106,20211222,OUT,BITPASS,8000,,SFC-080DA2-22B-38B,2,RMB,333,,2301,MPTJ,OUT,上海东富龙,1820,33
MPSH,3,20220106,20211223,OUT,BITPASS,8000,,SFC-080SA2-20BH-22BH,8,RMB,333,,2301,MPTJ,OUT,苏州迈为,1190,34
MPSH,3,20220106,20211223,OUT,BITPASS,8000,122997800,SFC-080DA2-20B-30B,2,RMB,333,,2301,MPTJ,OUT,无锡源汇,9099,35
MPSH,3,20220106,20211223,OUT,BITPASS,8000,121851600,SFC-050SA2-16B-16B,50,RMB,75,,2301,MPTJ,OUT,昆山杰士德,1190,36
MPSH,3,20220106,20211223,OUT,BITPASS,8000,121608300,SFC-020DA2-8B-10B,11,RMB,58,,2301,MPTJ,OUT,昆山杰士德,1190,37
MPSH,3,20220106,20220104,OUT,MITSUBISHI,0100,,BXR-09-20-A-22,540,RMB,235.6,,1401,MPTJ,OUT,三菱电机,0140,38
MPSH,3,20220106,20220104,OUT,MITSUBISHI,0100,,BXR-13-20-A-22,270,RMB,346.2,,1401,MPTJ,OUT,三菱电机,0140,39
MPSH,3,20220106,20220107,OUT,MITSUBISHI,0100,,BXR-13-20-A-22,270,RMB,346.2,,1401,MPTJ,OUT,三菱电机,0140,40
MPSH,3,20220106,20220111,OUT,MITSUBISHI,0100,,BXR-13-20-A-22,540,RMB,346.2,,1401,MPTJ,OUT,三菱电机,0140,41
MPSH,3,20220106,20220111,OUT,MITSUBISHI,0100,,BXR-09-20-A-22,540,RMB,235.6,,1401,MPTJ,OUT,三菱电机,0140,42
MPSH,3,20220106,20220105,OUT,YACHIYO,8000,121873300,SFC-060DA2-24B-25B,1,RMB,397,,2301,MPTJ,OUT,武汉牧野,1030,43
MPSH,3,20220106,20220105,OUT,YACHIYO,8000,121923700,SFC-060DA2-24B-30B,1,RMB,397,,2301,MPTJ,OUT,武汉牧野,1030,44
MPSH,3,20220106,20220105,OUT,YACHIYO,8000,123003100,SFC-080DA2-30B-35B,1,RMB,433,,2301,MPTJ,OUT,武汉牧野,1030,45
MPSH,3,20220106,20220105,OUT,YACHIYO,8000,123000900,SFC-080DA2-24B-30B,1,RMB,433,,2301,MPTJ,OUT,武汉牧野,1030,46
MPSH,3,20220106,20220112,OUT,TOYO AUTOMATION,8000,,SFC-020SA2-6.35B-7B,20,RMB,34.5044,,2301,MPTJ,OUT,东佑达,1210,47
MPSH,3,20220106,20220112,OUT,TOYO AUTOMATION,8000,121292700,SFC-010DA2-8B-8B,50,RMB,66,,2301,MPTJ,OUT,东佑达,1210,48
MPSH,3,20220106,20220112,OUT,TOYO AUTOMATION,8000,121711000,SFC-020DA2-10B-10B,25,RMB,63.7965,,2301,MPTJ,OUT,东佑达,1210,49
MPSH,3,20220106,20220105,OUT,TSUGAMI,1000,121800600,SFC-050SA2-15B-14BC,4,RMB,282,,2301,MPTJ,OUT,津上精密,1090,50
MPSH,3,20220106,20220105,OUT,MISUMI,8000,121881400,SFC-020DA2-7B-8B,2,RMB,121.37,,2301,MPTJ,OUT,米思米,8020,51
MPSH,3,20220106,20220105,OUT,MISUMI,8000,121822200,SFC-060DA2-20B-24B,2,RMB,303.42,,2301,MPTJ,OUT,米思米,8020,52
MPSH,3,20220106,20220105,OUT,MISUMI,8000,123017100,SFC-090DA2-30B-32B,2,RMB,396.58,,2301,MPTJ,OUT,米思米,8020,53
MPSH,3,20220106,20220105,OUT,MISUMI,8000,121851600,SFC-050SA2-16B-16B,2,RMB,168.38,,2301,MPTJ,OUT,米思米,8020,54
MPSH,3,20220106,20220108,OUT,ANSEN,8000,,ALS-040AYN-20BHA-20BHA,4,RMB,71,,2202,MPTJ,OUT,,,55
MPSH,3,20220106,20220105,OUT,NICHIDEN,8000,121694900,SFC-040DA2-10B-12B,10,RMB,192,,2301,MPTJ,OUT,罗姆半导体,1190,56
MPSH,3,20220106,20211101,OUT,YAMAZEN-SH,8000,121717800,SFC-050SA2-16B-14BC,150,RMB,212,,2301,MPTJ,OUT,西铁城,1090,57
MPSH,3,20220106,20211101,OUT,YAMAZEN-SH,8000,124030000,SFC-050SA2-16B-11BC,100,RMB,212,,2301,MPTJ,OUT,西铁城,1090,58
MPSH,3,20220106,20220105,OUT,YAMAZEN-SH,8000,124030000,SFC-050SA2-16B-11BC,100,RMB,212,,2301,MPTJ,OUT,西铁城,1090,59
MPSH,3,20220106,20220105,OUT,YAMAZEN-SH,8000,,SFC-050SA2-T122,100,RMB,220,,2301,MPTJ,OUT,西铁城,1090,60
MPSH,3,20220106,20220105,OUT,YAMAZEN-SH,8000,121717800,SFC-050SA2-16B-14BC,150,RMB,212,,2301,MPTJ,OUT,西铁城,1090,61
MPSH,3,20220106,20220105,OUT,BITPASS,8000,,ALS-040ARN-12BHA-19BHA,492,RMB,45,,2202,MPTJ,OUT,蓝思智能,1290,62
MPSH,3,20220106,20220104,OUT,BITPASS,8000,122998100,SFC-080DA2-20B-35B,1,RMB,333,,2301,MPTJ,OUT,江苏亚威,1090,63
MPSH,3,20220106,20220104,OUT,BITPASS,8000,,AK-216-MAT-28N,1,RMB,637,,3101,MPTJ,OUT,上海联泰,1190,64
MPSH,3,20220106,20220105,OUT,BITPASS,8000,,SFC-080SA2-20BH-22BH,4,RMB,333,,2301,MPTJ,OUT,苏州迈为,1190,65
MPSH,3,20220106,20220105,OUT,BITPASS,8000,121897000,SFC-035DA2-8B-11B,1,RMB,67,,2301,MPTJ,OUT,杭州长川,1510,66
MPSH,3,20220106,20220105,OUT,BITPASS,8000,121822200,SFC-060DA2-20B-24B,3,RMB,159,,2301,MPTJ,OUT,杭州长川,1510,67
MPSH,3,20220106,20220105,OUT,BITPASS,8000,121349200,SFC-020SA2-8B-8B,1,RMB,41,,2301,MPTJ,OUT,苏州迈为,1190,68
MPSH,3,20220106,20220105,OUT,RUJIANG-SHENZHENG,8000,125619200,SFC-025SA2-8B-8B,4,RMB,41,,2301,MPTJ,OUT,深圳世宗,1190,69
MPSH,3,20220106,20220105,OUT,RUJIANG-SHENZHENG,8000,,SFC-025SA2-8B-10B,2,RMB,41,,2301,MPTJ,OUT,深圳世宗,1190,70
MPSH,3,20220106,20220105,OUT,RUJIANG-SHENZHENG,8000,121564000,SFC-035SA2-12B-14B,1,RMB,48,,2301,MPTJ,OUT,深圳世宗,1190,71
MPSH,3,20220106,20220105,OUT,SHINMAYWA,1900,121776100,SFC-010DA2-5B-8B,20,RMB,154,,2301,MPTJ,OUT,新明和,9099,72
MPSH,3,20220106,20220105,OUT,SHINMAYWA,1900,121391800,SFC-010DA2-6B-8B,10,RMB,154,,2301,MPTJ,OUT,新明和,9099,73
MPSH,3,20220106,20220105,OUT,SHINMAYWA,1900,121903500,SFC-040DA2-8B-19B,20,RMB,200,,2301,MPTJ,OUT,新明和,9099,74
MPSH,3,20220106,20220105,OUT,SHINMAYWA,1900,121776100,SFC-010DA2-5B-8B,20,RMB,154,,2301,MPTJ,OUT,新明和,9099,75
MPSH,3,20220106,20220105,OUT,SHINMAYWA,1900,121391800,SFC-010DA2-6B-8B,10,RMB,154,,2301,MPTJ,OUT,新明和,9099,76
MPSH,3,20220106,20220105,OUT,SHINMAYWA,1900,121903500,SFC-040DA2-8B-19B,20,RMB,200,,2301,MPTJ,OUT,新明和,9099,77
MPSH,3,20220106,20220105,OUT,SHINMAYWA,1900,121776100,SFC-010DA2-5B-8B,2,RMB,154,,2301,MPTJ,OUT,新明和,9099,78
